year,quarter,item_number,shipped_qty,average_inventory,turnover_rate
2021,3,P5002004,8.0,1.25,6.4
2021,3,P5002012,16.0,-5.5,-2.909090909090909
2021,3,P5002018,6.0,-4.0,-1.5
2021,3,P5002071,4.0,-1.0,-4.0
2021,3,P5002081,6.0,0.0,inf
2021,3,P5002085,0.0,0.5,0.0
2021,3,P5002088,0.0,4.5,0.0
2021,3,P5002192,1661.0,938.5,1.7698454981353222
2021,3,P5002427,14.0,127.66666666666667,0.10966057441253263
2021,3,P5002511,0.0,162.5,0.0
2021,3,P5002513,12.0,26.5,0.4528301886792453
2021,3,P5002555,23.0,11.333333333333334,2.0294117647058822
2021,3,P5002558,26.0,15.0,1.7333333333333334
2021,3,P5002561,24.0,39.666666666666664,0.6050420168067228
2021,3,P5002570,6.0,0.0,inf
2021,3,P5002624,2.0,-0.5,-4.0
2021,3,P5002630,6.0,-0.75,-8.0
2021,3,P5002636,6.0,-3.5,-1.7142857142857142
2021,3,P5002657,4.0,5.0,0.8
2021,3,P5002720,2.0,32.0,0.0625
2021,3,P5002726,0.0,9.0,0.0
2021,3,P5002806,0.0,-2.0,-0.0
2021,3,P5002809,0.0,1.5,0.0
2021,3,P5002812,0.0,0.5,0.0
2021,3,P5002841,2.0,-1.0,-2.0
2021,3,P5002855,0.0,4.5,0.0
2021,3,P5002860,0.0,0.5,0.0
2021,3,P5002863,0.0,3.0,0.0
2021,3,P5002865,0.0,5.0,0.0
2021,3,P5003175,0.0,38.25,0.0
2021,3,P5003176,2.0,10.0,0.2
2021,3,P5003544,0.0,5.0,0.0
2021,3,P5003552,60.0,-13.5,-4.444444444444445
2021,3,P5003553,0.0,23.0,0.0
2021,3,P5003554,420.0,90.0,4.666666666666667
2021,3,P5003562,80.0,64.0,1.25
2021,3,P5003564,92.0,-66.5,-1.3834586466165413
2021,3,P5003566,605.0,-40.166666666666664,-15.062240663900416
2021,3,P5003568,62.0,7.333333333333333,8.454545454545455
2021,3,P5003570,56.0,-46.833333333333336,-1.195729537366548
2021,3,P5003572,56.0,-31.333333333333332,-1.7872340425531916
2021,3,P5003580,40.0,-34.0,-1.1764705882352942
2021,3,P5003601,29.0,32.166666666666664,0.9015544041450778
2021,3,P5003602,44.0,-33.833333333333336,-1.3004926108374384
2021,3,P5003603,297.0,3.0,99.0
2021,3,P5003605,0.0,2.0,0.0
2021,3,P5003606,28.0,3.0,9.333333333333334
2021,3,P5003607,0.0,47.5,0.0
2021,3,P5003609,0.0,33.0,0.0
2021,3,P5003610,20.0,-20.0,-1.0
2021,3,P5003611,35.0,37.166666666666664,0.9417040358744395
2021,3,P5003613,20.0,-4.666666666666667,-4.285714285714286
2021,3,P5003615,42.0,41.333333333333336,1.0161290322580645
2021,3,P5003617,32.0,36.0,0.8888888888888888
2021,3,P5003619,18.0,-6.0,-3.0
2021,3,P5003621,29.0,-3.8333333333333335,-7.565217391304348
2021,3,P5003623,60.0,70.66666666666667,0.8490566037735848
2021,3,P5003625,80.0,42.666666666666664,1.875
2021,3,P5004254,1000.0,66.66666666666667,14.999999999999998
2021,3,P5004256,0.0,125.0,0.0
2021,3,P5004257,160.0,370.6666666666667,0.4316546762589928
2021,3,P5004258,48.0,0.0,inf
2021,3,P5004259,256.0,224.0,1.1428571428571428
2021,3,P5004260,96.0,197.5,0.4860759493670886
2021,3,P5004269,13.0,16.5,0.7878787878787878
2021,3,P5004272,2.0,-10.0,-0.2
2021,3,P5004290,2.0,-4.0,-0.5
2021,3,P5004293,6.0,-8.0,-0.75
2021,3,P5004297,10.0,-3.0,-3.3333333333333335
2021,3,P5004300,12.0,-1.0,-12.0
2021,3,P5004347,422.0,-79.33333333333333,-5.319327731092438
2021,3,P5004631,0.0,10.0,0.0
2021,3,P5004632,90.0,24.0,3.75
2021,3,P5004634,194.0,52.0,3.730769230769231
2021,3,P5004635,88.0,15.333333333333334,5.739130434782608
2021,3,P5004636,64.0,6.333333333333333,10.105263157894738
2021,3,P5004637,17.0,10.166666666666666,1.6721311475409837
2021,3,P5004638,16.0,15.0,1.0666666666666667
2021,3,P5004639,22.0,0.75,29.333333333333332
2021,3,P5004640,38.0,21.0,1.8095238095238095
2021,3,P5004642,0.0,4.0,0.0
2021,3,P5004643,0.0,4.0,0.0
2021,3,P50772,12.0,15.0,0.8
2021,3,P51540,178.0,9.0,19.77777777777778
2021,3,P51561,800.0,-178.5,-4.481792717086835
2021,3,P51583,0.0,0.5,0.0
2021,3,P53026,3.0,46.5,0.06451612903225806
2021,3,P53032,0.0,71.5,0.0
2021,3,P53042,0.0,12.5,0.0
2021,3,P53046,256.0,60.5,4.231404958677686
2021,3,P53500,0.0,18.0,0.0
2021,3,P53880,2.0,24.0,0.08333333333333333
2021,3,P57081,1341.0,480.1666666666667,2.7927802846233947
2021,3,P57151,1092.0,157.33333333333334,6.940677966101695
2021,3,P57181,952.0,10.0,95.2
2021,3,P57221,120.0,90.0,1.3333333333333333
2021,3,P57242,12.0,17.0,0.7058823529411765
2021,3,P57278,648.0,108.0,6.0
2021,3,P58492,7344.0,-1296.0,-5.666666666666667
2021,3,P58493,1402.0,-400.1666666666667,-3.5035401915868385
2021,3,P58496,11676.0,-2478.0,-4.711864406779661
2021,3,P58572,177.0,4.5,39.333333333333336
2021,3,P58576,747.0,-141.83333333333334,-5.26674500587544
2021,3,P58647,4.0,0.0,inf
2021,3,P58697,4.0,-2.0,-2.0
2021,3,P58729,26.0,2.6666666666666665,9.75
2021,3,P6010033,0.0,0.0,
2021,3,P6010034,30.0,28.666666666666668,1.0465116279069766
2021,3,P6010035,0.0,50.0,0.0
2021,3,P6010040,0.0,-15.0,-0.0
2021,3,P6010041,38.0,52.666666666666664,0.7215189873417722
2021,3,P6010042,0.0,15.0,0.0
2021,3,P6010057,156.0,75.66666666666667,2.0616740088105727
2021,3,P6010059,200.0,-25.0,-8.0
2021,3,P6010061,0.0,25.0,0.0
2021,3,P6010062,0.0,25.0,0.0
2021,3,P6010081,18.0,-4.5,-4.0
2021,3,P6010083,10.0,-1.75,-5.714285714285714
2021,3,P6010087,58.0,-26.5,-2.188679245283019
2021,3,P6010088,40.0,-54.666666666666664,-0.7317073170731707
2021,3,P6010097,16.0,13.833333333333334,1.1566265060240963
2021,3,P6010098,19.0,-9.166666666666666,-2.0727272727272728
2021,3,P6010099,26.0,15.0,1.7333333333333334
2021,3,P6010101,14.0,24.0,0.5833333333333334
2021,3,P6010105,10.0,11.0,0.9090909090909091
2021,3,P6010106,22.0,46.0,0.4782608695652174
2021,3,P6010108,10.0,57.5,0.17391304347826086
2021,3,P6010110,2.0,9.0,0.2222222222222222
2021,3,P6010121,12.0,5.5,2.1818181818181817
2021,3,P6010122,0.0,9.0,0.0
2021,3,P6010124,20.0,-24.0,-0.8333333333333334
2021,3,P6010130,76.0,64.16666666666667,1.1844155844155844
2021,3,P6010131,52.0,106.83333333333333,0.48673946957878317
2021,3,P6010140,2.0,2.0,1.0
2021,3,P6010141,8.0,2.5,3.2
2021,3,P6010142,44.0,57.0,0.7719298245614035
2021,3,P6010144,60.0,143.0,0.4195804195804196
2021,3,P6010146,148.0,-75.0,-1.9733333333333334
2021,3,P6010148,4.0,104.75,0.03818615751789976
2021,3,P6010149,4.0,20.0,0.2
2021,3,P6010150,0.0,2.0,0.0
2021,3,P6010152,0.0,-4.0,-0.0
2021,3,P6010154,0.0,-1.5,-0.0
2021,3,P6010165,4.0,-2.0,-2.0
2021,3,P6010166,60.0,-23.0,-2.608695652173913
2021,3,P6010168,0.0,2.0,0.0
2021,3,P6010170,2.0,-2.0,-1.0
2021,3,P6010192,8.0,-12.0,-0.6666666666666666
2021,3,P6010193,16.0,-20.0,-0.8
2021,3,P6010198,12.0,-0.75,-16.0
2021,3,P6010199,8.0,0.75,10.666666666666666
2021,3,P6010200,16.0,4.0,4.0
2021,3,P6010202,16.0,-24.0,-0.6666666666666666
2021,3,P6010204,20.0,-9.0,-2.2222222222222223
2021,3,P6010206,22.0,-15.0,-1.4666666666666666
2021,3,P6010207,0.0,12.0,0.0
2021,3,P6010209,16.0,6.0,2.6666666666666665
2021,3,P6010211,0.0,5.0,0.0
2021,3,P6010221,10.0,-5.0,-2.0
2021,3,P6010237,50.0,0.0,inf
2021,3,P6010238,110.0,167.66666666666666,0.6560636182902585
2021,3,P6010241,73.0,-87.5,-0.8342857142857143
2021,3,P6010251,400.0,281.0,1.4234875444839858
2021,3,P6010253,706.0,272.5,2.5908256880733944
2021,3,P6010261,16.0,14.0,1.1428571428571428
2021,3,P6010263,12.0,29.0,0.41379310344827586
2021,3,P6010264,28.0,-3.5,-8.0
2021,3,P6010267,130.0,-39.333333333333336,-3.3050847457627115
2021,3,P6010268,210.0,53.333333333333336,3.9375
2021,3,P6010269,4.0,-37.0,-0.10810810810810811
2021,3,P6010270,0.0,6.0,0.0
2021,3,P6010319,6.0,21.5,0.27906976744186046
2021,3,P6010322,29.0,29.166666666666668,0.9942857142857142
2021,3,P6010326,7.0,-3.25,-2.1538461538461537
2021,3,P6010336,0.0,3.5,0.0
2021,3,P6010340,4.0,-2.0,-2.0
2021,3,P6010343,6.0,-1.5,-4.0
2021,3,P6010347,0.0,12.0,0.0
2021,3,P6010350,8.0,10.666666666666666,0.75
2021,3,P6010354,0.0,-3.0,-0.0
2021,3,P6010361,20.0,16.0,1.25
2021,3,P6010362,48.0,35.833333333333336,1.3395348837209302
2021,3,P6010363,24.0,-8.666666666666666,-2.7692307692307696
2021,3,P6010365,160.0,24.666666666666668,6.486486486486486
2021,3,P6010367,180.0,-59.0,-3.0508474576271185
2021,3,P6010369,59.0,114.5,0.5152838427947598
2021,3,P6010370,54.0,59.5,0.907563025210084
2021,3,P6010371,28.0,-12.0,-2.3333333333333335
2021,3,P6010375,16.0,59.833333333333336,0.26740947075208915
2021,3,P6010376,28.0,54.0,0.5185185185185185
2021,3,P6010415,0.0,25.0,0.0
2021,3,P6010416,0.0,-25.0,-0.0
2021,3,P6010443,46.0,6.0,7.666666666666667
2021,3,P6010444,4.0,4.0,1.0
2021,3,P6010466,0.0,5.5,0.0
2021,3,P6010467,0.0,0.0,
2021,3,P6010468,34.0,-0.6666666666666666,-51.0
2021,3,P6010493,8.0,-3.5,-2.2857142857142856
2021,3,P6010495,12.0,-3.0,-4.0
2021,3,P6010499,14.0,-1.3333333333333333,-10.5
2021,3,P6010512,8.0,4.5,1.7777777777777777
2021,3,P6010514,12.0,-2.5,-4.8
2021,3,P6010520,8.0,-1.5,-5.333333333333333
2021,3,P6010548,8.0,1.25,6.4
2021,3,P6010554,16.0,3.0,5.333333333333333
2021,3,P6010583,2.0,-0.5,-4.0
2021,3,P6010584,16.0,3.75,4.266666666666667
2021,3,P6010585,24.0,1.25,19.2
2021,3,P6010590,0.0,7.5,0.0
2021,3,P6010613,0.0,1.5,0.0
2021,3,P6010660,2.0,1.5,1.3333333333333333
2021,3,P6010662,2.0,0.25,8.0
2021,3,P6010671,14.0,-1.25,-11.2
2021,3,P6010675,106.0,234.5,0.4520255863539446
2021,3,P6010789,12.0,-2.0,-6.0
2021,3,P6010847,2.0,-1.0,-2.0
2021,3,P6010880,28.0,29.666666666666668,0.9438202247191011
2021,3,P6010882,20.0,7.5,2.6666666666666665
2021,3,P6010884,12.0,19.0,0.631578947368421
2021,3,P6010886,0.0,58.0,0.0
2021,3,P6010887,8.0,40.0,0.2
2021,3,P6010889,32.0,28.0,1.1428571428571428
2021,3,P6010891,0.0,12.0,0.0
2021,3,P6010893,0.0,72.0,0.0
2021,3,P6010900,0.0,150.0,0.0
2021,3,P6010906,20.0,22.0,0.9090909090909091
2021,3,P6010907,8.0,26.0,0.3076923076923077
2021,3,P6010909,60.0,76.66666666666667,0.7826086956521738
2021,3,P6010911,62.0,-12.5,-4.96
2021,3,P6010912,130.0,-27.666666666666668,-4.698795180722891
2021,3,P6010929,12.0,-4.0,-3.0
2021,3,P6010935,4.0,12.25,0.32653061224489793
2021,3,P6010949,4.0,-5.0,-0.8
2021,3,P6010969,42.0,-21.333333333333332,-1.96875
2021,3,P6010971,30.0,4.5,6.666666666666667
2021,3,P6010973,128.0,33.333333333333336,3.84
2021,3,P6010980,16.0,41.0,0.3902439024390244
2021,3,P6010981,0.0,-125.0,-0.0
2021,3,P6010983,326.0,126.0,2.5873015873015874
2021,3,P6010984,210.0,405.0,0.5185185185185185
2021,3,P6010985,10.0,495.0,0.020202020202020204
2021,3,P6010988,132.0,487.0,0.27104722792607805
2021,3,P6010990,166.0,24.333333333333332,6.821917808219179
2021,3,P6010992,4.0,48.0,0.08333333333333333
2021,3,P6010993,14.0,16.5,0.8484848484848485
2021,3,P6010996,4.0,-7.0,-0.5714285714285714
2021,3,P6010997,2.0,-1.0,-2.0
2021,3,P6010999,28.0,7.0,4.0
2021,3,P6011000,4.0,16.5,0.24242424242424243
2021,3,P6011001,0.0,-5.25,-0.0
2021,3,P6011002,6.0,1.6666666666666667,3.5999999999999996
2021,3,P6011004,4.0,-1.25,-3.2
2021,3,P6011005,40.0,20.0,2.0
2021,3,P6011006,4.0,8.0,0.5
2021,3,P6011009,0.0,4.25,0.0
2021,3,P6011010,9.0,9.166666666666666,0.9818181818181819
2021,3,P6011011,0.0,3.0,0.0
2021,3,P6011015,10.0,6.0,1.6666666666666667
2021,3,P6011019,16.0,-0.8333333333333334,-19.2
2021,3,P6011020,0.0,1.5,0.0
2021,3,P6011023,2.0,-7.0,-0.2857142857142857
2021,3,P6011026,0.0,-4.5,-0.0
2021,3,P6011029,2.0,-8.0,-0.25
2021,3,P6011033,20.0,10.166666666666666,1.9672131147540985
2021,3,P6011034,0.0,2.0,0.0
2021,3,P6011037,12.0,-7.0,-1.7142857142857142
2021,3,P6011045,6.0,-2.3333333333333335,-2.571428571428571
2021,3,P6011049,3.0,14.166666666666666,0.21176470588235294
2021,3,P6011053,14.0,-2.3333333333333335,-6.0
2021,3,P6011061,0.0,1.0,0.0
2021,3,P6011065,0.0,1.0,0.0
2021,3,P6011144,0.0,5.0,0.0
2021,3,P6011196,0.0,1.0,0.0
2021,3,P6011197,0.0,2.0,0.0
2021,3,P6011198,6.0,0.0,inf
2021,3,P6011199,6.0,0.0,inf
2021,3,P6011204,0.0,3.5,0.0
2021,3,P6011205,0.0,3.5,0.0
2021,3,P6011206,0.0,4.0,0.0
2021,3,P6011208,16.0,0.0,inf
2021,3,P6011210,0.0,4.0,0.0
2021,3,P6011212,4.0,-2.0,-2.0
2021,3,P6011214,16.0,22.0,0.7272727272727273
2021,3,P6011236,0.0,13.0,0.0
2021,3,P6011301,12.0,-2.75,-4.363636363636363
2021,3,P6011331,0.0,0.0,
2021,3,P6011341,4.0,-4.0,-1.0
2021,3,P6011342,8.0,14.0,0.5714285714285714
2021,3,P6011343,0.0,4.0,0.0
2021,3,P6011344,0.0,4.0,0.0
2021,3,P6011345,0.0,3.0,0.0
2021,3,P6011347,34.0,-10.0,-3.4
2021,3,P6011348,56.0,-12.0,-4.666666666666667
2021,3,P6011412,0.0,4.0,0.0
2021,3,P6011418,4.0,-2.0,-2.0
2021,3,P6011438,0.0,-1.0,-0.0
2021,3,P6011452,4.0,11.0,0.36363636363636365
2021,3,P6011472,0.0,28.0,0.0
2021,3,P6011474,0.0,4.0,0.0
2021,3,P6011478,0.0,4.0,0.0
2021,3,P6011484,0.0,2.0,0.0
2021,3,P6011510,6.0,-7.5,-0.8
2021,3,P6011540,2.0,0.0,inf
2021,3,P6011544,0.0,-2.5,-0.0
2021,3,P6011548,8.0,6.5,1.2307692307692308
2021,3,P6011552,0.0,9.0,0.0
2021,3,P6011568,56.0,-14.5,-3.8620689655172415
2021,3,P6011589,0.0,5.0,0.0
2021,3,P6011923,2.0,-1.0,-2.0
2021,3,P6012464,0.0,4.0,0.0
2021,3,P6012473,0.0,1.0,0.0
2021,3,P6012500,0.0,1.0,0.0
2021,3,P6012501,0.0,0.5,0.0
2021,3,P6012510,22.0,16.0,1.375
2021,3,P6012519,0.0,12.0,0.0
2021,3,P6012546,18.0,59.5,0.3025210084033613
2021,3,P6012547,0.0,6.5,0.0
2021,3,P6012556,8.0,-3.0,-2.6666666666666665
2021,3,P6012565,16.0,4.0,4.0
2021,3,P6012566,0.0,0.5,0.0
2021,3,P6012592,14.0,-3.5,-4.0
2021,3,P6012593,10.0,-2.5,-4.0
2021,3,P6012602,22.0,-5.25,-4.190476190476191
2021,3,P6012611,2.0,3.0,0.6666666666666666
2021,3,P6012639,8.0,29.5,0.2711864406779661
2021,3,P6012642,34.0,-11.0,-3.090909090909091
2021,3,P6012643,18.0,8.0,2.25
2021,3,P6012648,0.0,3.0,0.0
2021,3,P6012650,4.0,-1.5,-2.6666666666666665
2021,3,P6012688,8.0,-2.0,-4.0
2021,3,P6012689,8.0,-2.0,-4.0
2021,3,P6012703,12.0,-1.6666666666666667,-7.199999999999999
2021,3,P6012732,3.0,-4.75,-0.631578947368421
2021,3,P6012736,6.0,-2.0,-3.0
2021,3,P6012740,20.0,-3.0,-6.666666666666667
2021,3,P6012744,4.0,1.5,2.6666666666666665
2021,3,P6012747,0.0,6.0,0.0
2021,3,P6012749,12.0,1.6666666666666667,7.199999999999999
2021,3,P6012878,0.0,28.0,0.0
2021,3,P6012988,2.0,-4.0,-0.5
2021,3,P6012997,0.0,1.0,0.0
2021,3,P6013006,6.0,-3.0,-2.0
2021,3,P6013015,0.0,5.5,0.0
2021,3,P6013024,0.0,-6.0,-0.0
2021,3,P6013033,6.0,-5.0,-1.2
2021,3,P6013042,2.0,12.5,0.16
2021,3,P6013051,16.0,12.833333333333334,1.2467532467532467
2021,3,P6013078,4.0,11.0,0.36363636363636365
2021,3,P6013087,0.0,4.75,0.0
2021,3,P6013096,8.0,3.0,2.6666666666666665
2021,3,P6013123,0.0,2.0,0.0
2021,3,P6013132,3.0,-4.75,-0.631578947368421
2021,3,P6013133,3.0,-4.75,-0.631578947368421
2021,3,P6013134,4.0,2.0,2.0
2021,3,P6013135,10.0,0.0,inf
2021,3,P6013137,6.0,37.0,0.16216216216216217
2021,3,P6013138,18.0,-24.5,-0.7346938775510204
2021,3,P6013139,41.0,7.833333333333333,5.23404255319149
2021,3,P6013142,8.0,4.5,1.7777777777777777
2021,3,P6013143,20.0,14.0,1.4285714285714286
2021,3,P6013145,12.0,-2.5,-4.8
2021,3,P6013148,16.0,14.5,1.103448275862069
2021,3,P6013350,2.0,-3.0,-0.6666666666666666
2021,3,P6013370,3.0,-0.5,-6.0
2021,3,P6013388,0.0,2.0,0.0
2021,3,P6013424,10.0,7.25,1.3793103448275863
2021,3,P6013444,4.0,-0.6666666666666666,-6.0
2021,3,P6013448,6.0,-2.75,-2.1818181818181817
2021,3,P6013452,8.0,-3.0,-2.6666666666666665
2021,3,P6013456,12.0,1.0,12.0
2021,3,P6013466,6.0,-5.833333333333333,-1.0285714285714287
2021,3,P6013469,0.0,10.0,0.0
2021,3,P6013476,0.0,1.0,0.0
2021,3,P6013488,6.0,-3.0,-2.0
2021,3,P6013506,16.0,-10.666666666666666,-1.5
2021,3,P6013507,6.0,9.5,0.631578947368421
2021,3,P6013511,2.0,-3.25,-0.6153846153846154
2021,3,P6013513,4.0,-8.0,-0.5
2021,3,P6013658,60.0,78.0,0.7692307692307693
2021,3,P6014717,312.0,-22.833333333333332,-13.664233576642337
2021,3,P6014851,14.0,-6.666666666666667,-2.1
2021,3,P6014857,14.0,6.5,2.1538461538461537
2021,3,P6014863,8.0,0.0,inf
2021,3,P6014899,24.0,-14.0,-1.7142857142857142
2021,3,P6014902,20.0,-5.0,-4.0
2021,3,P6014903,8.0,-12.0,-0.6666666666666666
2021,3,P6014905,12.0,54.333333333333336,0.22085889570552147
2021,3,P6014908,24.0,-22.0,-1.0909090909090908
2021,3,P6014923,48.0,1.0,48.0
2021,3,P6014926,4.0,20.75,0.1927710843373494
2021,3,P6014929,24.0,13.0,1.8461538461538463
2021,3,P6014932,0.0,3.5,0.0
2021,3,P6014939,20.0,85.66666666666667,0.23346303501945523
2021,3,P6014940,100.0,25.0,4.0
2021,3,P6014944,0.0,3.0,0.0
2021,3,P6014946,14.0,3.0,4.666666666666667
2021,3,P6014947,8.0,-4.0,-2.0
2021,3,P6014949,0.0,47.0,0.0
2021,3,P6014952,0.0,48.5,0.0
2021,3,P6014953,8.0,-4.0,-2.0
2021,3,P6014955,0.0,9.5,0.0
2021,3,P6014956,6.0,0.0,inf
2021,3,P6014958,0.0,3.5,0.0
2021,3,P6014961,0.0,8.0,0.0
2021,3,P6014964,0.0,6.5,0.0
2021,3,P6014971,86.0,-12.5,-6.88
2021,3,P6014973,62.0,16.0,3.875
2021,3,P6015007,2.0,1.0,2.0
2021,3,P6015039,8.0,-2.0,-4.0
2021,3,P6015043,2.0,-1.5,-1.3333333333333333
2021,3,P6015045,4.0,-3.25,-1.2307692307692308
2021,3,P6015047,10.0,-3.0,-3.3333333333333335
2021,3,P6015049,8.0,2.5,3.2
2021,3,P6015051,2.0,-0.5,-4.0
2021,3,P6015053,6.0,-1.5,-4.0
2021,3,P6015055,8.0,-3.75,-2.1333333333333333
2021,3,P6015057,2.0,0.5,4.0
2021,3,P6015059,2.0,0.3333333333333333,6.0
2021,3,P6015077,8.0,0.0,inf
2021,3,P6015114,2.0,-0.5,-4.0
2021,3,P6015135,8.0,-1.0,-8.0
2021,3,P6015187,2.0,-0.5,-4.0
2021,3,P6015245,6.0,-2.5,-2.4
2021,3,P6015251,0.0,-28.0,-0.0
2021,3,P6015252,0.0,-25.0,-0.0
2021,3,P6015253,0.0,-19.0,-0.0
2021,3,P6015254,0.0,-33.0,-0.0
2021,3,P6015255,0.0,-22.5,-0.0
2021,3,P6015256,0.0,-4.0,-0.0
2021,3,P6015257,8.0,27.166666666666668,0.29447852760736193
2021,3,P6015258,6.0,23.666666666666668,0.2535211267605634
2021,3,P6015259,2.0,103.25,0.01937046004842615
2021,3,P6015261,10.0,34.5,0.2898550724637681
2021,3,P6015262,2.0,42.0,0.047619047619047616
2021,3,P6015263,12.0,41.0,0.2926829268292683
2021,3,P6015264,12.0,85.5,0.14035087719298245
2021,3,P6015265,12.0,83.5,0.1437125748502994
2021,3,P6015266,38.0,24.333333333333332,1.5616438356164384
2021,3,P6015267,24.0,60.333333333333336,0.39779005524861877
2021,3,P6015268,12.0,29.0,0.41379310344827586
2021,3,P6015269,0.0,48.0,0.0
2021,3,P6015270,0.0,4.0,0.0
2021,3,P6015275,0.0,4.0,0.0
2021,3,P6015276,0.0,11.0,0.0
2021,3,P6015278,0.0,8.0,0.0
2021,3,P6015280,0.0,4.0,0.0
2021,3,P6015281,0.0,3.5,0.0
2021,3,P6015282,0.0,3.5,0.0
2021,3,P6015283,0.0,3.5,0.0
2021,3,P6015284,0.0,3.5,0.0
2021,3,P6015286,0.0,3.5,0.0
2021,3,P6015287,2.0,-8.0,-0.25
2021,3,P6015288,2.0,-8.0,-0.25
2021,3,P6015289,2.0,-8.0,-0.25
2021,3,P6015290,2.0,-8.0,-0.25
2021,3,P6015291,24.0,-10.0,-2.4
2021,3,P6015292,2.0,-7.0,-0.2857142857142857
2021,3,P6015294,16.0,-12.0,-1.3333333333333333
2021,3,P6015300,42.0,-18.5,-2.27027027027027
2021,3,P6015302,20.0,-6.0,-3.3333333333333335
2021,3,P6015308,16.0,17.0,0.9411764705882353
2021,3,P6015312,24.0,-12.0,-2.0
2021,3,P6015326,4.0,-14.0,-0.2857142857142857
2021,3,P6015345,16.0,-25.0,-0.64
2021,3,P6015347,64.0,-22.333333333333332,-2.865671641791045
2021,3,P6015355,0.0,24.0,0.0
2021,3,P6015357,0.0,6.5,0.0
2021,3,P6015358,4.0,-15.0,-0.26666666666666666
2021,3,P6015375,136.0,362.6666666666667,0.375
2021,3,P6015383,20.0,83.0,0.24096385542168675
2021,3,P6015385,24.0,109.0,0.22018348623853212
2021,3,P6015387,12.0,118.0,0.1016949152542373
2021,3,P6015389,200.0,37.5,5.333333333333333
2021,3,P6015390,0.0,25.0,0.0
2021,3,P6015394,140.0,-1.0,-140.0
2021,3,P6015395,0.0,25.0,0.0
2021,3,P6015396,0.0,25.0,0.0
2021,3,P6015404,494.0,88.25,5.597733711048159
2021,3,P6015405,0.0,-75.0,-0.0
2021,3,P6015414,0.0,-22.0,-0.0
2021,3,P6015415,8.0,-5.0,-1.6
2021,3,P6015416,0.0,50.0,0.0
2021,3,P6015418,160.0,-26.666666666666668,-6.0
2021,3,P6015419,400.0,-200.0,-2.0
2021,3,P6015420,4.0,102.0,0.0392156862745098
2021,3,P6015548,44.0,-40.0,-1.1
2021,3,P6015549,14.0,-11.5,-1.2173913043478262
2021,3,P6015550,16.0,-8.833333333333334,-1.811320754716981
2021,3,P6015551,14.0,-28.5,-0.49122807017543857
2021,3,P6015552,0.0,-21.0,-0.0
2021,3,P6015553,64.0,-6.666666666666667,-9.6
2021,3,P6015554,0.0,-21.0,-0.0
2021,3,P6015607,0.0,100.0,0.0
2021,3,P6015650,6.0,4.5,1.3333333333333333
2021,3,P6015667,0.0,0.5,0.0
2021,3,P6015674,0.0,0.5,0.0
2021,3,P6015675,0.0,0.5,0.0
2021,3,P6015702,0.0,-5.5,-0.0
2021,3,P6015703,0.0,-5.5,-0.0
2021,3,P6015723,0.0,3.0,0.0
2021,3,P6015747,14.0,88.66666666666667,0.15789473684210525
2021,3,P6015749,32.0,-56.0,-0.5714285714285714
2021,3,P6015752,4.0,-2.25,-1.7777777777777777
2021,3,P6015753,4.0,-2.25,-1.7777777777777777
2021,3,P6015764,4.0,-2.25,-1.7777777777777777
2021,3,P6015767,0.0,25.0,0.0
2021,3,P6015770,16.0,-6.0,-2.6666666666666665
2021,3,P6015862,0.0,6.5,0.0
2021,3,P6015863,4.0,-16.0,-0.25
2021,3,P6015864,0.0,25.0,0.0
2021,3,P6015868,16.0,-62.5,-0.256
2021,3,P6015870,16.0,-46.5,-0.34408602150537637
2021,3,P6015883,18.0,-10.5,-1.7142857142857142
2021,3,P6015891,4.0,-3.0,-1.3333333333333333
2021,3,P6015949,36.0,-1.75,-20.571428571428573
2021,3,P6015952,12.0,-7.0,-1.7142857142857142
2021,3,P6015955,0.0,16.0,0.0
2021,3,P6015958,0.0,0.5,0.0
2021,3,P6015961,0.0,12.0,0.0
2021,3,P6015964,0.0,11.5,0.0
2021,3,P6015970,4.0,-11.0,-0.36363636363636365
2021,3,P6015982,0.0,1.0,0.0
2021,3,P6016045,0.0,1.0,0.0
2021,3,P6016191,0.0,1.0,0.0
2021,3,P6016201,24.0,-10.0,-2.4
2021,3,P6016216,0.0,6.5,0.0
2021,3,P6016234,8.0,2.0,4.0
2021,3,P6016250,4.0,-2.0,-2.0
2021,3,P6017948,0.0,13.0,0.0
2021,3,P6019505,14.0,17.5,0.8
2021,3,P6019596,436.0,494.0,0.8825910931174089
2021,3,P61129,1056.0,-77.33333333333333,-13.655172413793105
2021,3,P61449,648.0,-432.0,-1.5
2021,3,P64150,8800.0,175.0,50.285714285714285
2021,3,P70873,3360.0,420.0,8.0
2021,3,P70877,8400.0,-2100.0,-4.0
2021,3,P70905,444.0,-40.666666666666664,-10.918032786885247
2021,3,P70906,10.0,2.1666666666666665,4.615384615384616
2021,3,P70920,0.0,45.5,0.0
2021,3,P70928,96.0,6.5,14.76923076923077
2021,3,P70939,37.0,1.8333333333333333,20.181818181818183
2021,3,P70960,2520.0,-105.0,-24.0
2021,3,P70962,10920.0,-1155.0,-9.454545454545455
2021,3,P70965,0.0,735.0,0.0
2021,3,P70995,0.0,44.0,0.0
2021,3,P70997,311.0,-12.833333333333334,-24.233766233766232
2021,3,P75148,800.0,550.0,1.4545454545454546
2021,3,P75149,800.0,333.3333333333333,2.4000000000000004
2021,3,P75214,822.0,-67.66666666666667,-12.147783251231527
