year,quarter_x,item_number,received_qty,quarter_y,shipped_qty,turnover_rate
2021,2.0,SM2251,1.0,3.0,10.0,10.0
2021,2.0,SM2251,1.0,4.0,30.0,30.0
2021,3.0,SM2251,19.0,3.0,10.0,0.5263157894736842
2021,3.0,SM2251,19.0,4.0,30.0,1.5789473684210527
2021,4.0,SM2251,11.0,3.0,10.0,0.9090909090909091
2021,4.0,SM2251,11.0,4.0,30.0,2.727272727272727
2021,2.0,SM2253,24.0,3.0,66.0,2.75
2021,2.0,SM2253,24.0,4.0,34.0,1.4166666666666667
2021,3.0,SM2253,27.0,3.0,66.0,2.4444444444444446
2021,3.0,SM2253,27.0,4.0,34.0,1.2592592592592593
2021,4.0,SM2253,22.0,3.0,66.0,3.0
2021,4.0,SM2253,22.0,4.0,34.0,1.5454545454545454
2021,2.0,SM2255,4.0,3.0,10.0,2.5
2021,2.0,SM2255,4.0,4.0,2.0,0.5
2021,3.0,SM2255,2.0,3.0,10.0,5.0
2021,3.0,SM2255,2.0,4.0,2.0,1.0
2021,4.0,SM2255,1.0,3.0,10.0,10.0
2021,4.0,SM2255,1.0,4.0,2.0,2.0
2021,2.0,SM2256,7.0,3.0,38.0,5.428571428571429
2021,2.0,SM2256,7.0,4.0,16.0,2.2857142857142856
2021,3.0,SM2256,19.0,3.0,38.0,2.0
2021,3.0,SM2256,19.0,4.0,16.0,0.8421052631578947
2021,4.0,SM2256,18.0,3.0,38.0,2.111111111111111
2021,4.0,SM2256,18.0,4.0,16.0,0.8888888888888888
2021,2.0,SM2261,1.0,0.0,0.0,0.0
2021,2.0,SM2262,12.0,3.0,46.0,3.8333333333333335
2021,2.0,SM2262,12.0,4.0,29.0,2.4166666666666665
2021,3.0,SM2262,24.0,3.0,46.0,1.9166666666666667
2021,3.0,SM2262,24.0,4.0,29.0,1.2083333333333333
2021,4.0,SM2262,22.0,3.0,46.0,2.090909090909091
2021,4.0,SM2262,22.0,4.0,29.0,1.3181818181818181
2021,2.0,SM2264,1.0,2.0,1.0,1.0
2021,2.0,SM2265,4.0,3.0,12.0,3.0
2021,2.0,SM2265,4.0,4.0,25.0,6.25
2021,3.0,SM2265,19.0,3.0,12.0,0.631578947368421
2021,3.0,SM2265,19.0,4.0,25.0,1.3157894736842106
2021,4.0,SM2265,12.0,3.0,12.0,1.0
2021,4.0,SM2265,12.0,4.0,25.0,2.0833333333333335
2021,2.0,SM2267,8.0,1.0,2.0,0.25
2021,2.0,SM2267,8.0,3.0,46.0,5.75
2021,2.0,SM2267,8.0,4.0,33.0,4.125
2021,3.0,SM2267,16.0,1.0,2.0,0.125
2021,3.0,SM2267,16.0,3.0,46.0,2.875
2021,3.0,SM2267,16.0,4.0,33.0,2.0625
2021,4.0,SM2267,31.0,1.0,2.0,0.06451612903225806
2021,4.0,SM2267,31.0,3.0,46.0,1.4838709677419355
2021,4.0,SM2267,31.0,4.0,33.0,1.064516129032258
2021,2.0,SM2270,1.0,3.0,2.0,2.0
2021,2.0,SM2270,1.0,4.0,14.0,14.0
2021,3.0,SM2270,10.0,3.0,2.0,0.2
2021,3.0,SM2270,10.0,4.0,14.0,1.4
2021,4.0,SM2270,3.0,3.0,2.0,0.6666666666666666
2021,4.0,SM2270,3.0,4.0,14.0,4.666666666666667
2021,2.0,SM2272,1.0,3.0,38.0,38.0
2021,2.0,SM2272,1.0,4.0,10.0,10.0
2021,3.0,SM2272,18.0,3.0,38.0,2.111111111111111
2021,3.0,SM2272,18.0,4.0,10.0,0.5555555555555556
2021,4.0,SM2272,21.0,3.0,38.0,1.8095238095238095
2021,4.0,SM2272,21.0,4.0,10.0,0.47619047619047616
2021,2.0,SM2357,2.0,3.0,4.0,2.0
2021,2.0,V01321,3600.0,2.0,3600.0,1.0
2021,2.0,V01321,3600.0,3.0,1200.0,0.3333333333333333
2021,2.0,V01321,3600.0,4.0,200.0,0.05555555555555555
2021,3.0,V01321,3000.0,2.0,3600.0,1.2
2021,3.0,V01321,3000.0,3.0,1200.0,0.4
2021,3.0,V01321,3000.0,4.0,200.0,0.06666666666666667
2021,4.0,V01321,1200.0,2.0,3600.0,3.0
2021,4.0,V01321,1200.0,3.0,1200.0,1.0
2021,4.0,V01321,1200.0,4.0,200.0,0.16666666666666666
2021,2.0,V1000288,648.0,2.0,285.0,0.4398148148148148
2021,2.0,V1000288,648.0,3.0,2364.0,3.6481481481481484
2021,2.0,V1000288,648.0,4.0,544.0,0.8395061728395061
2021,3.0,V1000288,972.0,2.0,285.0,0.2932098765432099
2021,3.0,V1000288,972.0,3.0,2364.0,2.432098765432099
2021,3.0,V1000288,972.0,4.0,544.0,0.5596707818930041
2021,4.0,V1000288,1944.0,2.0,285.0,0.14660493827160495
2021,4.0,V1000288,1944.0,3.0,2364.0,1.2160493827160495
2021,4.0,V1000288,1944.0,4.0,544.0,0.27983539094650206
2021,2.0,V1000294,980.0,1.0,140.0,0.14285714285714285
2021,2.0,V1000294,980.0,2.0,742.0,0.7571428571428571
2021,2.0,V1000294,980.0,3.0,1215.0,1.239795918367347
2021,2.0,V1000294,980.0,4.0,699.0,0.713265306122449
2021,3.0,V1000294,980.0,1.0,140.0,0.14285714285714285
2021,3.0,V1000294,980.0,2.0,742.0,0.7571428571428571
2021,3.0,V1000294,980.0,3.0,1215.0,1.239795918367347
2021,3.0,V1000294,980.0,4.0,699.0,0.713265306122449
2021,4.0,V1000294,1400.0,1.0,140.0,0.1
2021,4.0,V1000294,1400.0,2.0,742.0,0.53
2021,4.0,V1000294,1400.0,3.0,1215.0,0.8678571428571429
2021,4.0,V1000294,1400.0,4.0,699.0,0.4992857142857143
2021,2.0,V1000300,44.0,2.0,48.0,1.0909090909090908
2021,2.0,V1000300,44.0,3.0,168.0,3.8181818181818183
2021,2.0,V1000300,44.0,4.0,40.0,0.9090909090909091
2021,3.0,V1000300,123.0,2.0,48.0,0.3902439024390244
2021,3.0,V1000300,123.0,3.0,168.0,1.3658536585365855
2021,3.0,V1000300,123.0,4.0,40.0,0.3252032520325203
2021,4.0,V1000300,50.0,2.0,48.0,0.96
2021,4.0,V1000300,50.0,3.0,168.0,3.36
2021,4.0,V1000300,50.0,4.0,40.0,0.8
2021,2.0,V1000302,30.0,1.0,2.0,0.06666666666666667
2021,2.0,V1000302,30.0,2.0,14.0,0.4666666666666667
2021,2.0,V1000302,30.0,3.0,52.0,1.7333333333333334
2021,2.0,V1000302,30.0,4.0,10.0,0.3333333333333333
2021,3.0,V1000302,26.0,1.0,2.0,0.07692307692307693
2021,3.0,V1000302,26.0,2.0,14.0,0.5384615384615384
2021,3.0,V1000302,26.0,3.0,52.0,2.0
2021,3.0,V1000302,26.0,4.0,10.0,0.38461538461538464
2021,4.0,V1000302,8.0,1.0,2.0,0.25
2021,4.0,V1000302,8.0,2.0,14.0,1.75
2021,4.0,V1000302,8.0,3.0,52.0,6.5
2021,4.0,V1000302,8.0,4.0,10.0,1.25
2021,2.0,V1000950,25.0,2.0,50.0,2.0
2021,2.0,V1000983,9.0,1.0,6.0,0.6666666666666666
2021,2.0,V1000983,9.0,2.0,4.0,0.4444444444444444
2021,2.0,V1000983,9.0,3.0,6.0,0.6666666666666666
2021,2.0,V1000983,9.0,4.0,6.0,0.6666666666666666
2021,3.0,V1000983,6.0,1.0,6.0,1.0
2021,3.0,V1000983,6.0,2.0,4.0,0.6666666666666666
2021,3.0,V1000983,6.0,3.0,6.0,1.0
2021,3.0,V1000983,6.0,4.0,6.0,1.0
2021,4.0,V1000983,12.0,1.0,6.0,0.5
2021,4.0,V1000983,12.0,2.0,4.0,0.3333333333333333
2021,4.0,V1000983,12.0,3.0,6.0,0.5
2021,4.0,V1000983,12.0,4.0,6.0,0.5
2021,2.0,V1000992,10.0,1.0,10.0,1.0
2021,2.0,V1000992,10.0,3.0,20.0,2.0
2021,3.0,V1000992,20.0,1.0,10.0,0.5
2021,3.0,V1000992,20.0,3.0,20.0,1.0
2021,4.0,V1000992,10.0,1.0,10.0,1.0
2021,4.0,V1000992,10.0,3.0,20.0,2.0
2021,2.0,V1001005,12.0,2.0,4.0,0.3333333333333333
2021,2.0,V1001005,12.0,3.0,30.0,2.5
2021,3.0,V1001005,12.0,2.0,4.0,0.3333333333333333
2021,3.0,V1001005,12.0,3.0,30.0,2.5
2021,2.0,V1001028,6.0,1.0,3.0,0.5
2021,2.0,V1001028,6.0,2.0,12.0,2.0
2021,2.0,V1001028,6.0,3.0,6.0,1.0
2021,3.0,V1001028,12.0,1.0,3.0,0.25
2021,3.0,V1001028,12.0,2.0,12.0,1.0
2021,3.0,V1001028,12.0,3.0,6.0,0.5
2021,4.0,V1001028,18.0,1.0,3.0,0.16666666666666666
2021,4.0,V1001028,18.0,2.0,12.0,0.6666666666666666
2021,4.0,V1001028,18.0,3.0,6.0,0.3333333333333333
2021,2.0,V1001067,20.0,3.0,14.0,0.7
2021,2.0,V1001067,20.0,4.0,13.0,0.65
2021,4.0,V1001067,20.0,3.0,14.0,0.7
2021,4.0,V1001067,20.0,4.0,13.0,0.65
2021,2.0,V1001082,4.0,1.0,3.0,0.75
2021,2.0,V1001082,4.0,2.0,2.0,0.5
2021,2.0,V1001082,4.0,3.0,14.0,3.5
2021,3.0,V1001082,6.0,1.0,3.0,0.5
2021,3.0,V1001082,6.0,2.0,2.0,0.3333333333333333
2021,3.0,V1001082,6.0,3.0,14.0,2.3333333333333335
2021,4.0,V1001082,4.0,1.0,3.0,0.75
2021,4.0,V1001082,4.0,2.0,2.0,0.5
2021,4.0,V1001082,4.0,3.0,14.0,3.5
2021,2.0,V1001085,6.0,2.0,6.0,1.0
2021,4.0,V1001085,3.0,2.0,6.0,2.0
2021,2.0,V1001107,13.0,2.0,22.0,1.6923076923076923
2021,2.0,V1001107,13.0,3.0,28.0,2.1538461538461537
2021,2.0,V1001107,13.0,4.0,22.0,1.6923076923076923
2021,3.0,V1001107,21.0,2.0,22.0,1.0476190476190477
2021,3.0,V1001107,21.0,3.0,28.0,1.3333333333333333
2021,3.0,V1001107,21.0,4.0,22.0,1.0476190476190477
2021,4.0,V1001107,10.0,2.0,22.0,2.2
2021,4.0,V1001107,10.0,3.0,28.0,2.8
2021,4.0,V1001107,10.0,4.0,22.0,2.2
2021,2.0,V1001108,10.0,1.0,1.0,0.1
2021,2.0,V1001108,10.0,2.0,12.0,1.2
2021,2.0,V1001108,10.0,3.0,8.0,0.8
2021,4.0,V1001108,8.0,1.0,1.0,0.125
2021,4.0,V1001108,8.0,2.0,12.0,1.5
2021,4.0,V1001108,8.0,3.0,8.0,1.0
2021,2.0,V1001168,31.0,2.0,16.0,0.5161290322580645
2021,2.0,V1001168,31.0,3.0,28.0,0.9032258064516129
2021,2.0,V1001168,31.0,4.0,23.0,0.7419354838709677
2021,3.0,V1001168,4.0,2.0,16.0,4.0
2021,3.0,V1001168,4.0,3.0,28.0,7.0
2021,3.0,V1001168,4.0,4.0,23.0,5.75
2021,4.0,V1001168,10.0,2.0,16.0,1.6
2021,4.0,V1001168,10.0,3.0,28.0,2.8
2021,4.0,V1001168,10.0,4.0,23.0,2.3
2021,2.0,V1001173,11.0,2.0,8.0,0.7272727272727273
2021,2.0,V1001173,11.0,3.0,14.0,1.2727272727272727
2021,3.0,V1001173,5.0,2.0,8.0,1.6
2021,3.0,V1001173,5.0,3.0,14.0,2.8
2021,2.0,V1001183,10.0,2.0,19.0,1.9
2021,2.0,V1001183,10.0,3.0,10.0,1.0
2021,2.0,V1001183,10.0,4.0,7.0,0.7
2021,3.0,V1001183,20.0,2.0,19.0,0.95
2021,3.0,V1001183,20.0,3.0,10.0,0.5
2021,3.0,V1001183,20.0,4.0,7.0,0.35
2021,4.0,V1001183,11.0,2.0,19.0,1.7272727272727273
2021,4.0,V1001183,11.0,3.0,10.0,0.9090909090909091
2021,4.0,V1001183,11.0,4.0,7.0,0.6363636363636364
2021,2.0,V1002165,10.0,2.0,10.0,1.0
2021,2.0,V1002165,10.0,3.0,68.0,6.8
2021,2.0,V1002165,10.0,4.0,144.0,14.4
2021,3.0,V1002165,34.0,2.0,10.0,0.29411764705882354
2021,3.0,V1002165,34.0,3.0,68.0,2.0
2021,3.0,V1002165,34.0,4.0,144.0,4.235294117647059
2021,4.0,V1002165,94.0,2.0,10.0,0.10638297872340426
2021,4.0,V1002165,94.0,3.0,68.0,0.723404255319149
2021,4.0,V1002165,94.0,4.0,144.0,1.5319148936170213
2021,2.0,V50811,36.0,2.0,24.0,0.6666666666666666
2021,2.0,V50811,36.0,3.0,120.0,3.3333333333333335
2021,3.0,V50811,48.0,2.0,24.0,0.5
2021,3.0,V50811,48.0,3.0,120.0,2.5
2021,2.0,V50812,60.0,2.0,80.0,1.3333333333333333
2021,2.0,V50812,60.0,3.0,280.0,4.666666666666667
2021,2.0,V50812,60.0,4.0,80.0,1.3333333333333333
2021,3.0,V50812,160.0,2.0,80.0,0.5
2021,3.0,V50812,160.0,3.0,280.0,1.75
2021,3.0,V50812,160.0,4.0,80.0,0.5
2021,4.0,V50812,60.0,2.0,80.0,1.3333333333333333
2021,4.0,V50812,60.0,3.0,280.0,4.666666666666667
2021,4.0,V50812,60.0,4.0,80.0,1.3333333333333333
2021,2.0,V50813,60.0,3.0,192.0,3.2
2021,2.0,V50813,60.0,4.0,126.0,2.1
2021,3.0,V50813,84.0,3.0,192.0,2.2857142857142856
2021,3.0,V50813,84.0,4.0,126.0,1.5
2021,4.0,V50813,192.0,3.0,192.0,1.0
2021,4.0,V50813,192.0,4.0,126.0,0.65625
2021,2.0,V50814,16.0,2.0,16.0,1.0
2021,2.0,V50814,16.0,3.0,128.0,8.0
2021,2.0,V50814,16.0,4.0,54.0,3.375
2021,3.0,V50814,72.0,2.0,16.0,0.2222222222222222
2021,3.0,V50814,72.0,3.0,128.0,1.7777777777777777
2021,3.0,V50814,72.0,4.0,54.0,0.75
2021,4.0,V50814,56.0,2.0,16.0,0.2857142857142857
2021,4.0,V50814,56.0,3.0,128.0,2.2857142857142856
2021,4.0,V50814,56.0,4.0,54.0,0.9642857142857143
2021,2.0,V50815,24.0,2.0,20.0,0.8333333333333334
2021,2.0,V50815,24.0,3.0,184.0,7.666666666666667
2021,2.0,V50815,24.0,4.0,124.0,5.166666666666667
2021,3.0,V50815,95.0,2.0,20.0,0.21052631578947367
2021,3.0,V50815,95.0,3.0,184.0,1.936842105263158
2021,3.0,V50815,95.0,4.0,124.0,1.305263157894737
2021,4.0,V50815,134.0,2.0,20.0,0.14925373134328357
2021,4.0,V50815,134.0,3.0,184.0,1.373134328358209
2021,4.0,V50815,134.0,4.0,124.0,0.9253731343283582
2021,2.0,V50816,6.0,3.0,42.0,7.0
2021,2.0,V50816,6.0,4.0,42.0,7.0
2021,3.0,V50816,36.0,3.0,42.0,1.1666666666666667
2021,3.0,V50816,36.0,4.0,42.0,1.1666666666666667
2021,4.0,V50816,42.0,3.0,42.0,1.0
2021,4.0,V50816,42.0,4.0,42.0,1.0
2021,2.0,V50832,360.0,2.0,320.0,0.8888888888888888
2021,2.0,V50832,360.0,3.0,660.0,1.8333333333333333
2021,2.0,V50832,360.0,4.0,461.0,1.2805555555555554
2021,3.0,V50832,210.0,2.0,320.0,1.5238095238095237
2021,3.0,V50832,210.0,3.0,660.0,3.142857142857143
2021,3.0,V50832,210.0,4.0,461.0,2.1952380952380954
2021,4.0,V50832,320.0,2.0,320.0,1.0
2021,4.0,V50832,320.0,3.0,660.0,2.0625
2021,4.0,V50832,320.0,4.0,461.0,1.440625
2021,2.0,V50833,648.0,2.0,774.0,1.1944444444444444
2021,2.0,V50833,648.0,3.0,558.0,0.8611111111111112
2021,2.0,V50833,648.0,4.0,522.0,0.8055555555555556
2021,3.0,V50833,369.0,2.0,774.0,2.097560975609756
2021,3.0,V50833,369.0,3.0,558.0,1.5121951219512195
2021,3.0,V50833,369.0,4.0,522.0,1.4146341463414633
2021,4.0,V50833,1290.0,2.0,774.0,0.6
2021,4.0,V50833,1290.0,3.0,558.0,0.4325581395348837
2021,4.0,V50833,1290.0,4.0,522.0,0.4046511627906977
2021,2.0,V50834,96.0,2.0,76.0,0.7916666666666666
2021,2.0,V50834,96.0,3.0,280.0,2.9166666666666665
2021,2.0,V50834,96.0,4.0,156.0,1.625
2021,3.0,V50834,120.0,2.0,76.0,0.6333333333333333
2021,3.0,V50834,120.0,3.0,280.0,2.3333333333333335
2021,3.0,V50834,120.0,4.0,156.0,1.3
2021,4.0,V50834,112.0,2.0,76.0,0.6785714285714286
2021,4.0,V50834,112.0,3.0,280.0,2.5
2021,4.0,V50834,112.0,4.0,156.0,1.3928571428571428
2021,2.0,V50835,360.0,2.0,296.0,0.8222222222222222
2021,2.0,V50835,360.0,3.0,908.0,2.522222222222222
2021,2.0,V50835,360.0,4.0,252.0,0.7
2021,3.0,V50835,544.0,2.0,296.0,0.5441176470588235
2021,3.0,V50835,544.0,3.0,908.0,1.6691176470588236
2021,3.0,V50835,544.0,4.0,252.0,0.4632352941176471
2021,4.0,V50835,496.0,2.0,296.0,0.5967741935483871
2021,4.0,V50835,496.0,3.0,908.0,1.8306451612903225
2021,4.0,V50835,496.0,4.0,252.0,0.5080645161290323
2021,2.0,V50836,148.0,2.0,72.0,0.4864864864864865
2021,2.0,V50836,148.0,3.0,568.0,3.8378378378378377
2021,2.0,V50836,148.0,4.0,124.0,0.8378378378378378
2021,3.0,V50836,220.0,2.0,72.0,0.32727272727272727
2021,3.0,V50836,220.0,3.0,568.0,2.581818181818182
2021,3.0,V50836,220.0,4.0,124.0,0.5636363636363636
2021,4.0,V50836,176.0,2.0,72.0,0.4090909090909091
2021,4.0,V50836,176.0,3.0,568.0,3.227272727272727
2021,4.0,V50836,176.0,4.0,124.0,0.7045454545454546
2021,2.0,V50838,14.0,2.0,12.0,0.8571428571428571
2021,2.0,V50838,14.0,3.0,40.0,2.857142857142857
2021,2.0,V50838,14.0,4.0,12.0,0.8571428571428571
2021,3.0,V50838,18.0,2.0,12.0,0.6666666666666666
2021,3.0,V50838,18.0,3.0,40.0,2.2222222222222223
2021,3.0,V50838,18.0,4.0,12.0,0.6666666666666666
2021,4.0,V50838,7.0,2.0,12.0,1.7142857142857142
2021,4.0,V50838,7.0,3.0,40.0,5.714285714285714
2021,4.0,V50838,7.0,4.0,12.0,1.7142857142857142
2021,2.0,V51758,1701.0,2.0,1350.0,0.7936507936507936
2021,2.0,V51758,1701.0,3.0,1890.0,1.1111111111111112
2021,2.0,V51758,1701.0,4.0,702.0,0.4126984126984127
2021,3.0,V51758,621.0,2.0,1350.0,2.1739130434782608
2021,3.0,V51758,621.0,3.0,1890.0,3.0434782608695654
2021,3.0,V51758,621.0,4.0,702.0,1.1304347826086956
2021,4.0,V51758,621.0,2.0,1350.0,2.1739130434782608
2021,4.0,V51758,621.0,3.0,1890.0,3.0434782608695654
2021,4.0,V51758,621.0,4.0,702.0,1.1304347826086956
2021,2.0,V51760,600.0,2.0,676.0,1.1266666666666667
2021,2.0,V51760,600.0,3.0,1146.0,1.91
2021,2.0,V51760,600.0,4.0,340.0,0.5666666666666667
2021,3.0,V51760,1104.0,2.0,676.0,0.6123188405797102
2021,3.0,V51760,1104.0,3.0,1146.0,1.0380434782608696
2021,3.0,V51760,1104.0,4.0,340.0,0.3079710144927536
2021,4.0,V51760,944.0,2.0,676.0,0.7161016949152542
2021,4.0,V51760,944.0,3.0,1146.0,1.2139830508474576
2021,4.0,V51760,944.0,4.0,340.0,0.3601694915254237
2021,2.0,V51761,376.0,3.0,800.0,2.127659574468085
2021,2.0,V51761,376.0,4.0,480.0,1.2765957446808511
2021,3.0,V51761,84.0,3.0,800.0,9.523809523809524
2021,3.0,V51761,84.0,4.0,480.0,5.714285714285714
2021,4.0,V51761,528.0,3.0,800.0,1.5151515151515151
2021,4.0,V51761,528.0,4.0,480.0,0.9090909090909091
2021,2.0,V51765,126.0,3.0,774.0,6.142857142857143
2021,2.0,V51765,126.0,4.0,162.0,1.2857142857142858
2021,3.0,V51765,594.0,3.0,774.0,1.303030303030303
2021,3.0,V51765,594.0,4.0,162.0,0.2727272727272727
2021,4.0,V51765,27.0,3.0,774.0,28.666666666666668
2021,4.0,V51765,27.0,4.0,162.0,6.0
2021,2.0,V51767,108.0,3.0,624.0,5.777777777777778
2021,2.0,V51767,108.0,4.0,132.0,1.2222222222222223
2021,3.0,V51767,1164.0,3.0,624.0,0.5360824742268041
2021,3.0,V51767,1164.0,4.0,132.0,0.1134020618556701
2021,4.0,V51767,100.0,3.0,624.0,6.24
2021,4.0,V51767,100.0,4.0,132.0,1.32
2021,2.0,V51768,71.0,3.0,120.0,1.6901408450704225
2021,2.0,V51768,71.0,4.0,48.0,0.676056338028169
2021,4.0,V51768,107.0,3.0,120.0,1.1214953271028036
2021,4.0,V51768,107.0,4.0,48.0,0.4485981308411215
2021,2.0,V51961,300.0,2.0,465.0,1.55
2021,2.0,V51961,300.0,3.0,1470.0,4.9
2021,2.0,V51961,300.0,4.0,450.0,1.5
2021,3.0,V51961,795.0,2.0,465.0,0.5849056603773585
2021,3.0,V51961,795.0,3.0,1470.0,1.849056603773585
2021,3.0,V51961,795.0,4.0,450.0,0.5660377358490566
2021,4.0,V51961,585.0,2.0,465.0,0.7948717948717948
2021,4.0,V51961,585.0,3.0,1470.0,2.5128205128205128
2021,4.0,V51961,585.0,4.0,450.0,0.7692307692307693
2021,2.0,V51964,80.0,1.0,24.0,0.3
2021,2.0,V51964,80.0,2.0,80.0,1.0
2021,2.0,V51964,80.0,3.0,284.0,3.55
2021,2.0,V51964,80.0,4.0,184.0,2.3
2021,3.0,V51964,152.0,1.0,24.0,0.15789473684210525
2021,3.0,V51964,152.0,2.0,80.0,0.5263157894736842
2021,3.0,V51964,152.0,3.0,284.0,1.868421052631579
2021,3.0,V51964,152.0,4.0,184.0,1.2105263157894737
2021,4.0,V51964,120.0,1.0,24.0,0.2
2021,4.0,V51964,120.0,2.0,80.0,0.6666666666666666
2021,4.0,V51964,120.0,3.0,284.0,2.3666666666666667
2021,4.0,V51964,120.0,4.0,184.0,1.5333333333333334
2021,2.0,V51970,172.0,2.0,80.0,0.46511627906976744
2021,2.0,V51970,172.0,3.0,136.0,0.7906976744186046
2021,2.0,V51970,172.0,4.0,192.0,1.1162790697674418
2021,3.0,V51970,92.0,2.0,80.0,0.8695652173913043
2021,3.0,V51970,92.0,3.0,136.0,1.4782608695652173
2021,3.0,V51970,92.0,4.0,192.0,2.0869565217391304
2021,4.0,V51970,108.0,2.0,80.0,0.7407407407407407
2021,4.0,V51970,108.0,3.0,136.0,1.2592592592592593
2021,4.0,V51970,108.0,4.0,192.0,1.7777777777777777
2021,2.0,V51976,8.0,1.0,12.0,1.5
2021,2.0,V51976,8.0,2.0,16.0,2.0
2021,2.0,V51976,8.0,3.0,24.0,3.0
2021,2.0,V51976,8.0,4.0,30.0,3.75
2021,3.0,V51976,27.0,1.0,12.0,0.4444444444444444
2021,3.0,V51976,27.0,2.0,16.0,0.5925925925925926
2021,3.0,V51976,27.0,3.0,24.0,0.8888888888888888
2021,3.0,V51976,27.0,4.0,30.0,1.1111111111111112
2021,2.0,V51979,3.0,2.0,5.0,1.6666666666666667
2021,2.0,V51979,3.0,3.0,8.0,2.6666666666666665
2021,2.0,V51979,3.0,4.0,12.0,4.0
2021,3.0,V51979,10.0,2.0,5.0,0.5
2021,3.0,V51979,10.0,3.0,8.0,0.8
2021,3.0,V51979,10.0,4.0,12.0,1.2
2021,4.0,V51979,9.0,2.0,5.0,0.5555555555555556
2021,4.0,V51979,9.0,3.0,8.0,0.8888888888888888
2021,4.0,V51979,9.0,4.0,12.0,1.3333333333333333
2021,2.0,Y042071,2.0,2.0,2.0,1.0
2021,2.0,Y84386,2.0,0.0,0.0,0.0
2021,3.0,08-111-627-501,1.0,1.0,3.0,3.0
2021,3.0,08-111-627-501,1.0,2.0,1.0,1.0
2021,3.0,103306LF,419.0,3.0,838.0,2.0
2021,3.0,104603,16.0,1.0,14.0,0.875
2021,3.0,104603,16.0,2.0,2.0,0.125
2021,3.0,104603,16.0,4.0,9.0,0.5625
2021,4.0,104603,4.0,1.0,14.0,3.5
2021,4.0,104603,4.0,2.0,2.0,0.5
2021,4.0,104603,4.0,4.0,9.0,2.25
2021,3.0,104606,4.0,1.0,8.0,2.0
2021,3.0,104606,4.0,2.0,4.0,1.0
2021,3.0,104608,4.0,1.0,10.0,2.5
2021,3.0,104608,4.0,2.0,3.0,0.75
2021,3.0,104612,16.0,1.0,3.0,0.1875
2021,3.0,104626,4.0,3.0,6.0,1.5
2021,3.0,107019,876.0,3.0,1428.0,1.63013698630137
2021,3.0,107019,876.0,4.0,216.0,0.2465753424657534
2021,4.0,107019,420.0,3.0,1428.0,3.4
2021,4.0,107019,420.0,4.0,216.0,0.5142857142857142
2021,3.0,107020,132.0,3.0,264.0,2.0
2021,3.0,107024,180.0,3.0,72.0,0.4
2021,3.0,107024,180.0,4.0,108.0,0.6
2021,3.0,107034,1104.0,3.0,864.0,0.782608695652174
2021,3.0,107034,1104.0,4.0,618.0,0.5597826086956522
2021,4.0,107034,432.0,3.0,864.0,2.0
2021,4.0,107034,432.0,4.0,618.0,1.4305555555555556
2021,3.0,110192LF,27612.0,3.0,36824.0,1.3336230624366217
2021,3.0,110192LF,27612.0,4.0,16955.0,0.6140446182819064
2021,4.0,110192LF,22464.0,3.0,36824.0,1.6392450142450143
2021,4.0,110192LF,22464.0,4.0,16955.0,0.7547631766381766
2021,3.0,110199LF,900.0,3.0,1620.0,1.8
2021,3.0,110199LF,900.0,4.0,180.0,0.2
2021,4.0,110199LF,180.0,3.0,1620.0,9.0
2021,4.0,110199LF,180.0,4.0,180.0,1.0
2021,3.0,111031,1080.0,3.0,200.0,0.18518518518518517
2021,3.0,111031,1080.0,4.0,420.0,0.3888888888888889
2021,3.0,111034,420.0,3.0,260.0,0.6190476190476191
2021,3.0,111034,420.0,4.0,1325.0,3.1547619047619047
2021,4.0,111034,1200.0,3.0,260.0,0.21666666666666667
2021,4.0,111034,1200.0,4.0,1325.0,1.1041666666666667
2021,3.0,111040,429.0,4.0,288.0,0.6713286713286714
2021,4.0,111040,462.0,4.0,288.0,0.6233766233766234
2021,3.0,111042,231.0,4.0,66.0,0.2857142857142857
2021,4.0,111042,330.0,4.0,66.0,0.2
2021,3.0,111044,165.0,4.0,115.0,0.696969696969697
2021,4.0,111044,264.0,4.0,115.0,0.4356060606060606
2021,3.0,111046,66.0,0.0,0.0,0.0
2021,4.0,111046,99.0,0.0,0.0,0.0
2021,3.0,111047,132.0,3.0,60.0,0.45454545454545453
2021,3.0,111047,132.0,4.0,234.0,1.7727272727272727
2021,4.0,111047,330.0,3.0,60.0,0.18181818181818182
2021,4.0,111047,330.0,4.0,234.0,0.7090909090909091
2021,3.0,111049,66.0,4.0,132.0,2.0
2021,4.0,111049,99.0,4.0,132.0,1.3333333333333333
2021,3.0,111061,360.0,3.0,230.0,0.6388888888888888
2021,3.0,111061,360.0,4.0,485.0,1.3472222222222223
2021,4.0,111061,1020.0,3.0,230.0,0.22549019607843138
2021,4.0,111061,1020.0,4.0,485.0,0.47549019607843135
2021,3.0,112100,40.0,1.0,41.0,1.025
2021,3.0,112100,40.0,2.0,22.0,0.55
2021,3.0,112100,40.0,3.0,40.0,1.0
2021,3.0,112100,40.0,4.0,4.0,0.1
2021,4.0,112100,70.0,1.0,41.0,0.5857142857142857
2021,4.0,112100,70.0,2.0,22.0,0.3142857142857143
2021,4.0,112100,70.0,3.0,40.0,0.5714285714285714
2021,4.0,112100,70.0,4.0,4.0,0.05714285714285714
2021,3.0,115171,72.0,0.0,0.0,0.0
2021,3.0,115183,20.0,2.0,10.0,0.5
2021,3.0,115183,20.0,3.0,52.0,2.6
