year,month,item_number,Quantity_shipped,average_inventory,turnover_rate
2021,10,111061,0.0,340.0,0.0
2021,10,112097,0.0,88.5,0.0
2021,10,112099,0.0,74.0,0.0
2021,10,112100,0.0,-53.0,-0.0
2021,10,112118,0.0,25.0,0.0
2021,10,115104,108.0,-432.0,-0.25
2021,10,115111,490.0,-305.0,-1.6065573770491803
2021,10,115112,38.0,-75.0,-0.5066666666666667
2021,10,115113,0.0,-63.0,-0.0
2021,10,115114,0.0,-54.0,-0.0
2021,10,115115,72.0,72.0,1.0
2021,10,115116,144.0,-198.0,-0.7272727272727273
2021,10,115117,72.0,-91.0,-0.7912087912087912
2021,10,115118,288.0,-184.0,-1.565217391304348
2021,10,115119,72.0,-284.0,-0.2535211267605634
2021,10,115120,180.0,-171.0,-1.0526315789473684
2021,10,115121,176.0,-96.0,-1.8333333333333333
2021,10,115122,40.0,-180.0,-0.2222222222222222
2021,10,115123,270.0,-535.0,-0.5046728971962616
2021,10,115124,30.0,-80.0,-0.375
2021,10,115125,144.0,-134.0,-1.0746268656716418
2021,10,115126,96.0,-250.0,-0.384
2021,10,115127,26.0,-81.0,-0.32098765432098764
2021,10,115128,0.0,-22.0,-0.0
2021,10,115129,10.0,1.0,10.0
2021,10,115175,0.0,23.0,0.0
2021,10,115176,6.0,6.5,0.9230769230769231
2021,10,115177,100.0,-86.0,-1.1627906976744187
2021,10,115178,18.0,4.5,4.0
2021,10,115179,68.0,-50.0,-1.36
2021,10,115180,0.0,33.0,0.0
2021,10,115182,50.0,-63.0,-0.7936507936507936
2021,10,115183,0.0,-37.0,-0.0
2021,10,115184,126.0,-93.0,-1.3548387096774193
2021,10,115185,8.0,-58.0,-0.13793103448275862
2021,10,115186,30.0,41.0,0.7317073170731707
2021,10,115187,0.0,-64.0,-0.0
2021,10,115188,8.0,-16.0,-0.5
2021,10,115189,0.0,-19.0,-0.0
2021,10,169035,106.0,53.0,2.0
2021,10,169053,0.0,16.5,0.0
2021,10,175001,8.0,-4.5,-1.7777777777777777
2021,10,175004,19.0,11.5,1.6521739130434783
2021,10,175006,15.0,-19.5,-0.7692307692307693
2021,10,175008,0.0,0.5,0.0
2021,10,175011,12.0,7.0,1.7142857142857142
2021,10,175012,1.0,3.5,0.2857142857142857
2021,10,175014,37.0,-35.0,-1.0571428571428572
2021,10,175015,2.0,-3.0,-0.6666666666666666
2021,10,175017,4.0,28.0,0.14285714285714285
2021,10,175019,0.0,15.0,0.0
2021,10,175022,2.0,5.0,0.4
2021,10,175025,2.0,-5.0,-0.4
2021,10,175027,1.0,-0.5,-2.0
2021,10,175036,4.0,0.0,inf
2021,10,175049,8.0,-10.0,-0.8
2021,10,175053,2.0,1.0,2.0
2021,10,175078,0.0,2.0,0.0
2021,10,175079,62.0,-47.5,-1.305263157894737
2021,10,175080,22.0,-14.5,-1.5172413793103448
2021,10,175819,2.0,1.0,2.0
2021,10,175825,8.0,-8.0,-1.0
2021,10,175827,14.0,-3.0,-4.666666666666667
2021,10,175828,0.0,-7.0,-0.0
2021,10,175832,2.0,1.0,2.0
2021,10,175835,1.0,0.0,inf
2021,10,175836,4.0,-5.5,-0.7272727272727273
2021,10,175845,2.0,0.0,inf
2021,10,175847,6.0,-7.5,-0.8
2021,10,175849,6.0,-3.0,-2.0
2021,10,175855,12.0,-9.0,-1.3333333333333333
2021,10,175856,2.0,-1.5,-1.3333333333333333
2021,10,175857,6.0,0.5,12.0
2021,10,175858,4.0,0.5,8.0
2021,10,175859,2.0,-2.5,-0.8
2021,10,175909,0.0,1.0,0.0
2021,10,178442,2.0,2.0,1.0
2021,10,178443,3.0,-3.5,-0.8571428571428571
2021,10,178458,0.0,1.0,0.0
2021,10,178466,4.0,-5.0,-0.8
2021,10,178473,5.0,-2.5,-2.0
2021,10,178487,5.0,-4.5,-1.1111111111111112
2021,10,178490,2.0,-0.5,-4.0
2021,10,178508,7.0,-14.0,-0.5
2021,10,178515,0.0,3.0,0.0
2021,10,178518,14.0,-7.0,-2.0
2021,10,178641,6.0,-13.0,-0.46153846153846156
2021,10,178645,1.0,2.5,0.4
2021,10,178656,8.0,-16.0,-0.5
2021,10,178662,2.0,-2.0,-1.0
2021,10,178671,6.0,-27.0,-0.2222222222222222
2021,10,178690,27.0,-12.5,-2.16
2021,10,178707,6.0,-5.0,-1.2
2021,10,178718,0.0,-0.5,-0.0
2021,10,178773,4.0,-3.0,-1.3333333333333333
2021,10,178817,4.0,-2.0,-2.0
2021,10,179258,2.0,-0.5,-4.0
2021,10,179269,1.0,0.5,2.0
2021,10,179271,2.0,-0.5,-4.0
2021,10,179280,4.0,-5.0,-0.8
2021,10,179282,0.0,5.0,0.0
2021,10,179316,0.0,1.0,0.0
2021,10,179352,0.0,0.5,0.0
2021,10,179354,0.0,1.5,0.0
2021,10,179356,0.0,-6.0,-0.0
2021,10,179359,13.0,-8.5,-1.5294117647058822
2021,10,179361,4.0,-8.0,-0.5
2021,10,179363,5.0,-1.5,-3.3333333333333335
2021,10,179367,6.0,-5.0,-1.2
2021,10,180164,0.0,1.0,0.0
2021,10,180837,0.0,0.5,0.0
2021,10,181876,0.0,3.0,0.0
2021,10,181909,0.0,1.0,0.0
2021,10,182192,0.0,1.0,0.0
2021,10,182196,12.0,-6.0,-2.0
2021,10,182198,0.0,-9.5,-0.0
2021,10,182205,3.0,-7.5,-0.4
2021,10,182211,2.0,-6.5,-0.3076923076923077
2021,10,182216,0.0,0.5,0.0
2021,10,182222,0.0,2.0,0.0
2021,10,182257,0.0,1.0,0.0
2021,10,183299,0.0,2.0,0.0
2021,10,183532,0.0,0.5,0.0
2021,10,184001,0.0,1.0,0.0
2021,10,184105,0.0,1.5,0.0
2021,10,184429,0.0,1.0,0.0
2021,10,184743,0.0,1.5,0.0
2021,10,185022,335.0,552.5,0.6063348416289592
2021,10,185025,3132.0,2430.0,1.288888888888889
2021,10,185108,14.0,-1.0,-14.0
2021,10,185109,0.0,-13.0,-0.0
2021,10,185110,11.0,-21.5,-0.5116279069767442
2021,10,185111,42.0,6.0,7.0
2021,10,185112,2.0,-18.5,-0.10810810810810811
2021,10,185113,4.0,6.5,0.6153846153846154
2021,10,185114,4.0,-6.0,-0.6666666666666666
2021,10,185115,12.0,6.0,2.0
2021,10,185116,0.0,-20.5,-0.0
2021,10,185117,2.0,1.0,2.0
2021,10,185118,10.0,19.5,0.5128205128205128
2021,10,185119,2.0,-9.0,-0.2222222222222222
2021,10,187202,108.0,257.0,0.42023346303501946
2021,10,188418,10.0,1.0,10.0
2021,10,188425,2.0,-1.0,-2.0
2021,10,188426,0.0,1.0,0.0
2021,10,188431,0.0,3.0,0.0
2021,10,188556,0.0,-1.5,-0.0
2021,10,188559,0.0,-2.0,-0.0
2021,10,188701,10.0,-14.5,-0.6896551724137931
2021,10,188702,8.0,-5.5,-1.4545454545454546
2021,10,188703,22.0,-9.0,-2.4444444444444446
2021,10,188709,0.0,0.5,0.0
2021,10,210195,784.0,-234.0,-3.3504273504273505
2021,10,210618,1560.0,4754.0,0.3281447202355911
2021,10,216790,1820.0,2450.0,0.7428571428571429
2021,10,226240,204.0,-388.0,-0.5257731958762887
2021,10,226260,21.0,-77.5,-0.2709677419354839
2021,10,226280,204.0,-161.0,-1.2670807453416149
2021,10,226720,261.0,56.0,4.660714285714286
2021,10,226740,256.0,-152.0,-1.6842105263157894
2021,10,227000,20.0,-22.5,-0.8888888888888888
2021,10,227040,20.0,-13.0,-1.5384615384615385
2021,10,228680,250.0,-246.0,-1.016260162601626
2021,10,228700,1268.0,-768.0,-1.6510416666666667
2021,10,230080,378.0,-531.0,-0.711864406779661
2021,10,230180,375.0,-759.5,-0.4937458854509546
2021,10,230800,20.0,-34.0,-0.5882352941176471
2021,10,231610,11.0,14.5,0.7586206896551724
2021,10,231820,696.0,2960.0,0.23513513513513515
2021,10,231900,1173.0,-1013.5,-1.1573754316724223
2021,10,231940,342.0,111.0,3.081081081081081
2021,10,235061,536.0,-442.0,-1.2126696832579185
2021,10,235080,120.0,-191.5,-0.6266318537859008
2021,10,235400,60.0,-145.0,-0.41379310344827586
2021,10,235941,1080.0,-1140.0,-0.9473684210526315
2021,10,236761,1248.0,440.0,2.8363636363636364
2021,10,238020,14.0,-34.5,-0.4057971014492754
2021,10,239600,840.0,-882.0,-0.9523809523809523
2021,10,241160,288.0,-138.0,-2.0869565217391304
2021,10,245105,0.0,-207.5,-0.0
2021,10,245122,1600.0,1970.0,0.8121827411167513
2021,10,245403,0.0,266.0,0.0
2021,10,245755,168.0,1092.0,0.15384615384615385
2021,10,510744,58.0,-29.0,-2.0
2021,10,510824,280.0,-140.0,-2.0
2021,10,512027,1200.0,319.5,3.755868544600939
2021,10,512620,914.0,121.0,7.553719008264463
2021,10,512749,27.0,-501.5,-0.053838484546360914
2021,10,512794,0.0,45.0,0.0
2021,10,513049,0.0,-2729.0,-0.0
2021,10,513061,12.0,-194.0,-0.061855670103092786
2021,10,513601,166.0,-608.0,-0.2730263157894737
2021,10,513622,6.0,-19.5,-0.3076923076923077
2021,10,517419,4400.0,7700.0,0.5714285714285714
2021,10,517429,600.0,-155.0,-3.870967741935484
2021,10,52-115-223-001,5.0,-17.5,-0.2857142857142857
2021,10,52-116-917-501,4.0,6.0,0.6666666666666666
2021,10,52-116-917-520,0.0,24.0,0.0
2021,10,52-116-917-523,0.0,36.0,0.0
2021,10,52-116-918-501,0.0,13.0,0.0
2021,10,52-116-920-501,15.0,-65.5,-0.22900763358778625
2021,10,52-116-921-501,4.0,-1.0,-4.0
2021,10,52-116-922-501,14.0,38.0,0.3684210526315789
2021,10,52-116-923-501,3.0,4.5,0.6666666666666666
2021,10,52-116-924-501,36.0,-88.0,-0.4090909090909091
2021,10,52-116-926-501,4.0,0.0,inf
2021,10,52-116-968-501,0.0,54.0,0.0
2021,10,52-118-401-501,5.0,32.5,0.15384615384615385
2021,10,52-123-957-501,0.0,-40.0,-0.0
2021,10,52-128-321-501,10.0,109.0,0.09174311926605505
2021,10,52-128-321-521,0.0,17.0,0.0
2021,10,52-129-440-501,3.0,49.5,0.06060606060606061
2021,10,52-129-440-521,0.0,13.0,0.0
2021,10,52-229-646-001,10.0,-8.0,-1.25
2021,10,52-229-647-001,8.0,-13.0,-0.6153846153846154
2021,10,52-239-343-001,0.0,3.0,0.0
2021,10,52-239-344-001,8.0,30.0,0.26666666666666666
2021,10,52-239-345-001,10.0,10.0,1.0
2021,10,52-239-444-001,0.0,14.5,0.0
2021,10,52-239-563-001,2.0,-37.0,-0.05405405405405406
2021,10,52-239-567-001,14.0,194.0,0.07216494845360824
2021,10,52-239-571-001,24.0,201.0,0.11940298507462686
2021,10,52-239-611-001,4.0,26.0,0.15384615384615385
2021,10,52-261-022-001,1.0,-0.5,-2.0
2021,10,52-261-521-001,2.0,25.0,0.08
2021,10,52-261-582-001,36.0,102.0,0.35294117647058826
2021,10,52-322-941-001,4.0,2.0,2.0
2021,10,52-324-015-084,0.0,9.5,0.0
2021,10,52-327-355-002,0.0,1.0,0.0
2021,10,52-360-234-001,4.0,-3.0,-1.3333333333333333
2021,10,52-360-905-001,4.0,12.0,0.3333333333333333
2021,10,52-362-269-001,34.0,-114.0,-0.2982456140350877
2021,10,52-362-271-001,6.0,-178.0,-0.033707865168539325
2021,10,52-362-322-001,8.0,-91.0,-0.08791208791208792
2021,10,52-362-332-001,11.0,-53.5,-0.205607476635514
2021,10,52-362-333-001,9.0,-14.5,-0.6206896551724138
2021,10,52-362-387-001,10.0,84.0,0.11904761904761904
2021,10,52-427-144-501,44.0,-347.0,-0.12680115273775217
2021,10,52-427-242-501,16.0,-27.0,-0.5925925925925926
2021,10,52-460-745-501,4.0,-6.0,-0.6666666666666666
2021,10,52-460-761-501,6.0,27.0,0.2222222222222222
2021,10,52-460-769-011,4.0,-10.0,-0.4
2021,10,52-460-769-012,2.0,-3.5,-0.5714285714285714
2021,10,52-460-769-013,1.0,-7.0,-0.14285714285714285
2021,10,52-460-769-015,8.0,-10.0,-0.8
2021,10,52-460-769-016,0.0,2.0,0.0
2021,10,52-460-769-017,9.0,-2.5,-3.6
2021,10,52-460-769-018,6.0,-6.0,-1.0
2021,10,52-460-769-019,4.0,-4.5,-0.8888888888888888
2021,10,52-460-769-210,2.0,-3.5,-0.5714285714285714
2021,10,52-460-769-214,2.0,-2.0,-1.0
2021,10,52-460-808-501,0.0,20.0,0.0
2021,10,52-461-395-001,2.0,813.0,0.0024600246002460025
2021,10,52-461-827-501,4.0,4.0,1.0
2021,10,52-462-165-501,16.0,-0.5,-32.0
2021,10,52-462-487-501,8.0,130.0,0.06153846153846154
2021,10,52-462-491-501,38.0,-115.0,-0.33043478260869563
2021,10,52-521-933-001,2.0,8.0,0.25
2021,10,555039,12.0,-54.0,-0.2222222222222222
2021,10,555075,16.0,-8.0,-2.0
2021,10,750610120,0.0,4.0,0.0
2021,10,750680120,0.0,4.5,0.0
2021,10,760116100,0.0,2.5,0.0
2021,10,760186090,8.0,7.0,1.1428571428571428
2021,10,760212010,0.0,7.5,0.0
2021,10,760212040,0.0,3.0,0.0
2021,10,760382429,0.0,1.0,0.0
2021,10,76061071A,0.0,436.0,0.0
2021,10,76068071A,0.0,-4.0,-0.0
2021,10,760913350,0.0,55.0,0.0
2021,10,760913370,0.0,15.5,0.0
2021,10,760913410,0.0,-3.5,-0.0
2021,10,760913430,0.0,81.0,0.0
2021,10,761200520,0.0,1.0,0.0
2021,10,761911510,0.0,5.0,0.0
2021,10,761911530,0.0,10.0,0.0
2021,10,761981510,0.0,4.5,0.0
2021,10,761981650,0.0,1.0,0.0
2021,10,762871000,0.0,-9.0,-0.0
2021,10,762871030,0.0,4.0,0.0
2021,10,763418110,24.0,4.0,6.0
2021,10,763418230,0.0,19.5,0.0
2021,10,763478020,0.0,30.0,0.0
2021,10,763478050,0.0,9.5,0.0
2021,10,763478100,0.0,34.0,0.0
2021,10,763478110,0.0,50.0,0.0
2021,10,763810510,0.0,60.0,0.0
2021,10,763871010,0.0,283.0,0.0
2021,10,763871020,2.0,4.0,0.5
2021,10,763871030,0.0,22.0,0.0
2021,10,763970700,2.0,-3.0,-0.6666666666666666
2021,10,765270100,2.0,-21.0,-0.09523809523809523
2021,10,765270120,20.0,0.0,inf
2021,10,765270150,0.0,35.0,0.0
2021,10,765350120,4.0,3.0,1.3333333333333333
2021,10,765350170,0.0,10.0,0.0
2021,10,765380020,10.0,-13.0,-0.7692307692307693
2021,10,765560200,4.0,23.0,0.17391304347826086
2021,10,765560210,2.0,2.0,1.0
2021,10,765560240,2.0,-1.0,-2.0
2021,10,765560250,2.0,16.5,0.12121212121212122
2021,10,765710110,0.0,2.0,0.0
2021,10,767780020,2.0,3.0,0.6666666666666666
2021,10,768082390,2.0,1.0,2.0
2021,10,768560020,22.0,34.0,0.6470588235294118
2021,10,768567470,4.0,202.0,0.019801980198019802
2021,10,769580080,12.0,-2.0,-6.0
2021,10,772210001,0.0,8.0,0.0
2021,10,772230322,0.0,288.0,0.0
2021,10,772240530,0.0,44.5,0.0
2021,10,772543004,2.0,0.0,inf
2021,10,772610723,0.0,2162.0,0.0
2021,10,772614553,0.0,16.0,0.0
2021,10,772615714,20.0,72.0,0.2777777777777778
2021,10,772615767,0.0,42.0,0.0
2021,10,772650566,0.0,83.0,0.0
2021,10,772650570,0.0,11.0,0.0
2021,10,772650800,2.0,-5.0,-0.4
2021,10,772762259,0.0,0.5,0.0
2021,10,7C0154010,0.0,47.0,0.0
2021,10,7C0252040,0.0,-19.0,-0.0
2021,10,7C0252060,3.0,6.5,0.46153846153846156
2021,10,7C0342490,2.0,32.0,0.0625
2021,10,7C0342520,0.0,1.5,0.0
2021,10,7C0342530,0.0,2.5,0.0
2021,10,7C0352300,2.0,-3.0,-0.6666666666666666
2021,10,7C0449020,0.0,11.5,0.0
2021,10,7C0449030,0.0,6.5,0.0
2021,10,7C0449080,0.0,20.0,0.0
2021,10,7C064101A,6.0,-72.0,-0.08333333333333333
2021,10,7C065101A,0.0,3.5,0.0
2021,10,7C0851420,0.0,1.5,0.0
2021,10,7C1252260,0.0,6.0,0.0
2021,10,7C1941070,0.0,32.0,0.0
2021,10,7C1951060,0.0,15.0,0.0
2021,10,7C1951070,0.0,1.5,0.0
2021,10,7C6950400,0.0,18.0,0.0
2021,10,903574,268.0,-66.0,-4.0606060606060606
2021,10,903575,12.0,-84.0,-0.14285714285714285
2021,10,903576,150.0,223.0,0.672645739910314
2021,10,903577,16.0,16.0,1.0
2021,10,903578,134.0,2.5,53.6
2021,10,903580,450.0,-51.5,-8.737864077669903
2021,10,903581,80.0,-16.0,-5.0
2021,10,903582,223.0,166.0,1.3433734939759037
2021,10,903583,224.0,44.5,5.033707865168539
2021,10,903584,120.0,86.0,1.3953488372093024
2021,10,903585,258.0,-121.0,-2.1322314049586777
2021,10,903586,15.0,19.5,0.7692307692307693
2021,10,903587,28.0,-21.5,-1.302325581395349
2021,10,903588,30.0,-30.0,-1.0
2021,10,903589,60.0,0.0,inf
2021,10,903590,0.0,25.0,0.0
2021,10,A07001,4.0,-7.0,-0.5714285714285714
2021,10,A07015,4.0,-4.0,-1.0
2021,10,A07018,14.0,4.5,3.111111111111111
2021,10,A07033,0.0,3.0,0.0
2021,10,A91220,0.0,0.5,0.0
2021,10,A91243,200.0,47.5,4.2105263157894735
2021,10,AC0274,8.0,-7.0,-1.1428571428571428
2021,10,AC0306,8.0,30.0,0.26666666666666666
2021,10,AC0410,2.0,3.0,0.6666666666666666
2021,10,AC0420,2.0,-14.0,-0.14285714285714285
2021,10,AC0480,5.0,-33.5,-0.14925373134328357
2021,10,AC0720,184.0,408.0,0.45098039215686275
2021,10,AC0730,0.0,79.0,0.0
2021,10,AC0732,30.0,-54.0,-0.5555555555555556
2021,10,AC0734,0.0,0.0,
2021,10,AC1854,10.0,10.0,1.0
2021,10,AC1856,3.0,-4.5,-0.6666666666666666
2021,10,AC1860,9.0,27.5,0.32727272727272727
2021,10,AC1861,1.0,17.5,0.05714285714285714
2021,10,AC1863,8.0,11.0,0.7272727272727273
2021,10,AC1864,2.0,2.0,1.0
2021,10,AC1866,8.0,14.0,0.5714285714285714
2021,10,AC1867,2.0,0.0,inf
2021,10,AC1868,2.0,11.0,0.18181818181818182
2021,10,AC1869,4.0,9.0,0.4444444444444444
2021,10,AC1871,0.0,-8.0,-0.0
2021,10,AC1878,1.0,0.5,2.0
2021,10,AC2398,4.0,-6.0,-0.6666666666666666
2021,10,AC2432,6.0,-25.0,-0.24
2021,10,AC2522,2.0,3.0,0.6666666666666666
2021,10,AC2555,4.0,-4.0,-1.0
2021,10,AC2583,2.0,-0.5,-4.0
2021,10,AC2587,0.0,-0.5,-0.0
2021,10,AC2606,8.0,-0.5,-16.0
2021,10,AC2610,3.0,-1.5,-2.0
2021,10,AC5768,10.0,-18.0,-0.5555555555555556
2021,10,AC6113,0.0,-58.5,-0.0
2021,10,AC6142,2.0,-6.5,-0.3076923076923077
2021,10,AC8345,0.0,-1.0,-0.0
2021,10,AC9009,2.0,-1.0,-2.0
2021,10,AM3951500,4.0,-6.0,-0.6666666666666666
2021,10,AP0017,2.0,-1.0,-2.0
2021,10,AP0043,22.0,-37.0,-0.5945945945945946
2021,10,AP0089,4.0,-6.0,-0.6666666666666666
2021,10,AP0099,80.0,-17.0,-4.705882352941177
2021,10,AP0104,8.0,-38.0,-0.21052631578947367
2021,10,AP0139,0.0,-3.5,-0.0
2021,10,AP0150,2.0,4.0,0.5
2021,10,AP0152,2.0,-6.0,-0.3333333333333333
2021,10,AP0156,7.0,3.5,2.0
2021,10,AP0164,1.0,1.5,0.6666666666666666
2021,10,CM1042,2.0,-1.0,-2.0
2021,10,D81500,0.0,225.0,0.0
2021,10,DA0022,0.0,10.0,0.0
2021,10,DA0259,20.0,-30.0,-0.6666666666666666
2021,10,DA0741,2.0,-1.0,-2.0
2021,10,DB0002,2.0,0.0,inf
2021,10,DB0113,8.0,2.0,4.0
2021,10,DE0077,22.0,-95.0,-0.23157894736842105
2021,10,DL1470,4.0,-2.0,-2.0
2021,10,DM0005,793.0,-227.5,-3.4857142857142858
2021,10,DM0401,18.0,-39.0,-0.46153846153846156
2021,10,DM0442,6.0,5.0,1.2
2021,10,DM0456,22.0,8.0,2.75
2021,10,DM0458,18.0,13.0,1.3846153846153846
2021,10,DM0460,5.0,37.0,0.13513513513513514
2021,10,DM0461,0.0,1.5,0.0
2021,10,DM0462,10.0,-15.0,-0.6666666666666666
2021,10,DM1029,24.0,0.0,inf
2021,10,DM1045,14.0,0.0,inf
2021,10,DM1050,0.0,3.5,0.0
2021,10,DM1076,3.0,8.5,0.35294117647058826
2021,10,DM1096,11.0,0.0,inf
2021,10,DM1119,8.0,12.0,0.6666666666666666
2021,10,DM2010,12.0,15.5,0.7741935483870968
2021,10,DM2029,17.0,-9.5,-1.7894736842105263
2021,10,DM2034,0.0,-3.5,-0.0
2021,10,DM2045,54.0,13.0,4.153846153846154
2021,10,DM2060,24.0,46.0,0.5217391304347826
2021,10,DP0208,245.0,384.5,0.6371911573472041
2021,10,DP0210,12.0,23.0,0.5217391304347826
2021,10,DP0692,89.0,-95.5,-0.9319371727748691
2021,10,DP1493,2.0,-1.0,-2.0
2021,10,DP1603,135.0,141.5,0.9540636042402827
2021,10,DP1604,28.0,119.0,0.23529411764705882
2021,10,DP1606,108.0,102.0,1.0588235294117647
2021,10,DP1966,0.0,1750.0,0.0
2021,10,DP3598,478.0,1696.0,0.2818396226415094
2021,10,DR0218,40.0,18.0,2.2222222222222223
2021,10,DR0298,2.0,1.0,2.0
2021,10,DR0308,0.0,1.0,0.0
2021,10,DR0610,70.0,12.0,5.833333333333333
2021,10,DR0612,0.0,-199.0,-0.0
2021,10,DR0614,96.0,-30.0,-3.2
2021,10,DT0766,15.0,16.5,0.9090909090909091
2021,10,DT0772,50.0,21.0,2.380952380952381
2021,10,F14200,2700.0,-5400.0,-0.5
2021,10,F74000,0.0,-2352.0,-0.0
2021,10,F88000,192.0,-66.0,-2.909090909090909
2021,10,FK105A,2.0,3.5,0.5714285714285714
2021,10,FK236A,8.0,-2.0,-4.0
2021,10,FM0025,1.0,-2.5,-0.4
2021,10,G96817,480.0,-504.0,-0.9523809523809523
2021,10,G96819,480.0,-474.0,-1.0126582278481013
2021,10,M1000232,1368.0,-636.0,-2.150943396226415
2021,10,M28099,1656.0,12864.0,0.1287313432835821
2021,10,M28101,0.0,18256.0,0.0
2021,10,M28206,0.0,3416.0,0.0
2021,10,M38460,0.0,418.0,0.0
2021,10,M99073,0.0,-4.0,-0.0
2021,10,M99100,2.0,1.5,1.3333333333333333
2021,10,M99109,0.0,-6.0,-0.0
2021,10,M99414,0.0,1.0,0.0
2021,10,P03429,288.0,288.0,1.0
2021,10,P03560,0.0,5.0,0.0
2021,10,P08420,0.0,-247.5,-0.0
2021,10,P2000011,8.0,-2.5,-3.2
2021,10,P2000034,4.0,-71.0,-0.056338028169014086
2021,10,P2000075,0.0,15.0,0.0
2021,10,P2000560,2.0,10.0,0.2
2021,10,P2000656,1.0,4.5,0.2222222222222222
2021,10,P2000676,2.0,8.0,0.25
2021,10,P2000678,4.0,-21.0,-0.19047619047619047
2021,10,P2000680,0.0,6.0,0.0
2021,10,P2000686,1.0,-6.5,-0.15384615384615385
2021,10,P2000822,55.0,132.5,0.41509433962264153
2021,10,P2000824,189.0,-245.5,-0.769857433808554
2021,10,P2000828,279.0,-173.5,-1.6080691642651297
2021,10,P2000830,16.0,-24.0,-0.6666666666666666
2021,10,P2000832,9.0,7.5,1.2
2021,10,P2000838,120.0,431.0,0.27842227378190254
2021,10,P2000842,432.0,-417.5,-1.0347305389221557
2021,10,P2000844,50.0,-31.5,-1.5873015873015872
2021,10,P2000848,76.0,213.0,0.3568075117370892
2021,10,P2000850,250.0,-357.0,-0.7002801120448179
2021,10,P2000852,78.0,115.0,0.6782608695652174
2021,10,P2000854,348.0,-555.0,-0.6270270270270271
2021,10,P2000856,3.0,14.5,0.20689655172413793
2021,10,P2000864,191.0,-378.5,-0.5046235138705416
2021,10,P2000866,46.0,-34.5,-1.3333333333333333
2021,10,P2000872,100.0,-148.0,-0.6756756756756757
2021,10,P2000880,60.0,-87.0,-0.6896551724137931
2021,10,P2000888,132.0,-251.0,-0.5258964143426295
2021,10,P2000890,41.0,-18.5,-2.2162162162162162
2021,10,P2000892,108.0,-27.0,-4.0
2021,10,P2000896,0.0,5.0,0.0
2021,10,P2000898,0.0,5.0,0.0
2021,10,P2000911,0.0,3.0,0.0
2021,10,P2000915,64.0,-40.0,-1.6
2021,10,P2000917,100.0,-247.0,-0.4048582995951417
2021,10,P2000919,0.0,9.0,0.0
2021,10,P2001003,8.0,-13.0,-0.6153846153846154
2021,10,P2001005,0.0,2.5,0.0
2021,10,P2001007,190.0,-371.0,-0.5121293800539084
2021,10,P2001009,0.0,8.0,0.0
2021,10,P2001011,352.0,-500.5,-0.7032967032967034
2021,10,P2001013,4.0,14.0,0.2857142857142857
2021,10,P2001126,45.0,-22.5,-2.0
2021,10,P2001127,630.0,-590.0,-1.0677966101694916
2021,10,P2001146,76.0,-85.0,-0.8941176470588236
2021,10,P2001147,20.0,6.5,3.076923076923077
2021,10,P2001152,70.0,13.0,5.384615384615385
2021,10,P2001155,9.0,61.5,0.14634146341463414
2021,10,P2001165,2.0,-21.0,-0.09523809523809523
2021,10,P2001262,0.0,140.0,0.0
2021,10,P2001268,6.0,-2.0,-3.0
2021,10,P2001337,700.0,437.0,1.6018306636155606
2021,10,P2001391,2.0,200.0,0.01
2021,10,P2001577,0.0,-26.0,-0.0
2021,10,P2001578,0.0,-26.0,-0.0
2021,10,P2001601,13.0,38.5,0.33766233766233766
2021,10,P2001605,21.0,31.5,0.6666666666666666
2021,10,P2001617,64.0,14.0,4.571428571428571
2021,10,P2001619,55.0,62.5,0.88
2021,10,P2001621,102.0,24.0,4.25
2021,10,P2001623,76.0,60.0,1.2666666666666666
2021,10,P2001625,106.0,-13.0,-8.153846153846153
2021,10,P2001630,16.0,10.0,1.6
2021,10,P2001638,0.0,25.0,0.0
2021,10,P2001641,7.0,-12.5,-0.56
2021,10,P2001741,62.0,-76.5,-0.8104575163398693
2021,10,P2001742,27.0,-22.5,-1.2
2021,10,P2001744,17.0,11.5,1.4782608695652173
2021,10,P2001745,244.0,-617.0,-0.39546191247974066
2021,10,P2001747,20.0,-31.0,-0.6451612903225806
2021,10,P2002390,54.0,-79.0,-0.6835443037974683
2021,10,P2002392,133.0,-120.5,-1.103734439834025
2021,10,P2002394,120.0,-231.0,-0.5194805194805194
2021,10,P2002396,108.0,-55.0,-1.9636363636363636
2021,10,P2002398,81.0,-151.0,-0.5364238410596026
2021,10,P2002400,110.0,-252.5,-0.43564356435643564
2021,10,P2002402,8.0,4.0,2.0
2021,10,P2002404,90.0,106.0,0.8490566037735849
2021,10,P2002406,0.0,77.0,0.0
2021,10,P2002414,28.0,108.0,0.25925925925925924
2021,10,P2002418,10.0,-22.0,-0.45454545454545453
2021,10,P2002422,12.0,26.0,0.46153846153846156
2021,10,P2002444,16.0,13.0,1.2307692307692308
2021,10,P2002459,12.0,0.0,inf
2021,10,P2002461,0.0,-20.0,-0.0
2021,10,P2002463,0.0,-2.0,-0.0
2021,10,P2002465,4.0,15.0,0.26666666666666666
2021,10,P2002467,0.0,16.0,0.0
2021,10,P2002469,0.0,12.0,0.0
2021,10,P2002471,12.0,-25.0,-0.48
2021,10,P2002482,0.0,-8.0,-0.0
2021,10,P2002484,6.0,-8.0,-0.75
2021,10,P2002487,6.0,-9.0,-0.6666666666666666
2021,10,P2002496,18.0,-40.0,-0.45
2021,10,P2002498,86.0,-28.0,-3.0714285714285716
2021,10,P2002500,260.0,-155.0,-1.6774193548387097
