item_number,hour,0
P90528,12,15
903585,5,15
P6010468,6,15
SM2256,7,15
P75214,7,15
112100,7,15
DT0680,11,15
P2000850,9,15
DM2045,9,15
P2001152,6,15
P2002591,9,15
P85246,8,15
P6010909,9,15
SM2117,9,15
P5003570,6,15
188702,7,15
P2002543,11,15
P85246,11,15
P6010367,7,14
P2000852,10,14
115187,8,14
104326,5,14
P2000890,9,14
111040,8,14
115187,6,14
178473,13,14
P5004640,11,14
V50926,7,14
P5001051,9,14
P79025,8,14
111031,12,14
DR0610,12,14
P2000890,8,14
G96817,5,14
104321,5,14
P70905,9,14
115188,7,14
P6010367,10,14
P6015007,6,14
P70905,10,14
52-460-769-210,6,14
52-229-646-001,11,14
SM0756,10,14
P6010367,9,14
52-118-401-501,7,14
SM0744,8,14
112100,11,14
P90528,9,14
SM2250,11,14
P2000915,8,14
V51760,8,14
P6010882,10,14
P57181,6,14
P77139,10,14
115179,10,14
SM0748,8,14
104459LF,5,14
P2001335,7,14
P08420,10,14
P43972,13,14
P2000866,13,14
P2000838,7,14
175015,6,14
104465LF,9,14
P2000832,7,14
P57151,7,14
P57081,12,14
P77115,6,14
P77109,13,14
P2002864,11,14
P2000832,5,14
SM2238,7,14
P2000850,8,14
111047,6,14
P77109,6,14
SM0748,10,14
104471LF,11,14
P2001625,8,14
P2001623,11,14
115186,13,14
P43672,9,14
P2001623,6,14
115186,10,14
SM0755,6,14
52-239-563-001,11,14
P78724,8,14
P6010369,9,14
115185,11,14
P2002864,7,14
52-460-761-501,7,14
DM2010,6,14
175006,7,14
V50813,6,14
115184,11,14
239600,13,14
115184,7,14
175011,7,14
P2002484,9,14
SM0749,7,14
V51964,12,14
52-427-285-501,13,14
P2000852,9,14
F74000,6,14
P81289,10,14
SM2107,6,14
210195,6,14
P2000850,13,14
P2000919,10,14
104460LF,10,14
117416LF,7,14
513622,10,14
60B0B1001,7,14
P2000852,5,14
P2000917,12,14
V51761,11,14
104460LF,6,14
P2000655,13,14
AC0720,10,14
P2002512,7,14
SM2118,13,14
115119,12,14
52-239-571-001,8,14
903581,6,14
P41780,8,14
185115,8,14
513622,6,14
P6011033,9,14
P6011033,11,14
V50834,11,14
V1000288,11,14
P2001742,10,14
P85237,7,14
P2002869,11,14
P5001178,13,14
P2000824,12,14
P2004429,10,14
SM2270,6,14
P5001299,6,14
P5001299,12,14
P2001007,5,14
P2004705,10,14
SM0716,9,14
117413LF,5,14
V51759,9,14
P2004411,13,14
P85242,6,14
903582,7,14
M28101,6,14
SM2274,10,14
115114,7,14
52-427-144-501,10,14
P85238,11,14
SM2267,12,14
P85238,6,14
P2001744,13,14
115117,9,14
104303,10,14
115113,7,14
P70960,6,14
V50925,6,14
SM0740,7,14
V1000290,9,14
P6012740,10,14
P5003602,6,14
P2001011,13,14
52-116-924-501,9,14
P5004636,10,14
P2000822,10,14
P70928,11,14
185108,5,14
P81357,6,14
AC1863,11,14
AC1863,12,14
P6010363,6,14
SM2202,10,14
175079,7,14
DM0442,6,14
188418,9,14
P2000822,11,14
115126,11,14
P58492,13,14
P81295,10,14
V51758,7,14
P81290,11,14
110197LF,7,14
P5004637,7,14
P2001125,7,14
P2000915,5,14
DP0208,10,14
110196LF,8,14
SM0743,5,14
117106LF,9,14
SM0710,9,14
P5001140,6,14
104300,7,14
513601,12,14
SM2265,9,14
V1000294,10,14
115112,6,14
P6010268,10,14
DM0460,7,14
903580,9,14
132206,8,14
132204,10,14
104323,10,14
117106LF,8,14
V50836,15,14
104451LF,14,14
P6012736,10,14
P5001079,9,14
512027,10,14
117105LF,10,14
P6012602,6,14
903583,11,14
P6011568,9,14
AP0156,11,13
P2002465,8,13
P2002414,10,13
233380,13,13
P2002422,6,13
V51761,10,13
P2002422,8,13
P2000872,8,13
P6015548,11,13
DT0766,6,13
P2004624,11,13
F14200,11,13
510762,9,13
P2004622,7,13
P5003566,7,13
P2004565,13,13
DT0772,7,13
P5003572,6,13
V51970,13,13
P5004272,6,13
179361,9,13
P2004563,12,13
179359,7,13
P5003603,13,13
P2004561,8,13
P5003615,12,13
P5003623,7,13
P5004257,11,13
P5001726,6,13
P5001530,11,13
P5001509,6,13
P5001431,6,13
P43972,12,13
P45730,9,13
P45730,11,13
239600,11,13
P5001021,10,13
P5001074,11,13
P41820,8,13
P5001143,6,13
P2000655,6,13
M28179,6,13
M28099,12,13
P2005084,6,13
M1000232,11,13
P2004713,11,13
P5001307,6,13
P2004634,12,13
P5001343,6,13
P2004425,12,13
228700,7,13
P6015418,11,13
178656,6,13
178671,5,13
P2002543,12,13
P6010985,6,13
52-116-920-501,8,13
P6011015,7,13
P2002536,10,13
P6011019,6,13
P6011019,7,13
P2002504,9,13
V51970,8,13
V51765,9,13
DM0462,7,13
52-116-923-501,6,13
P6012736,7,13
52-116-924-501,13,13
P6014717,11,13
P2000854,13,13
P6015418,6,13
178671,8,13
P2002544,6,13
P2000824,11,13
P6010912,7,13
P2004423,13,13
DR0610,7,13
P2004421,8,13
P53046,6,13
P57246,6,13
P58729,11,13
P2004413,5,13
P2003472,10,13
P6010362,6,13
P6010367,11,13
P6010369,6,13
P2002865,9,13
P6010554,9,13
178707,7,13
178707,6,13
P2002591,10,13
178690,6,13
P2002412,12,13
P43972,8,13
115124,7,13
P2001601,8,13
SM0746,11,13
SM0746,12,13
P2001003,7,13
SM2309,10,13
SM0747,9,13
P81485,10,13
P81486,9,13
P81486,11,13
P85299,11,13
P81486,13,13
P2001625,10,13
P81487,7,13
P2002412,9,13
115177,12,13
115177,10,13
175011,9,13
P90532,6,13
SM2118,9,13
P2000856,8,13
V1001098,6,13
107019,6,13
P2000888,5,13
104458LF,10,13
117103LF,7,13
903583,9,13
V1001188,9,13
231560,6,13
110195LF,5,13
132206,6,13
P78927,8,13
P78927,9,13
AC1866,8,13
104326,10,13
P79018,12,13
52-362-329-001,6,13
P2001623,10,13
P2000917,8,13
P2001747,6,13
P85255,6,13
104450LF,12,13
P85266,9,13
52-239-345-001,6,13
P2000915,12,13
903574,8,13
P85237,6,13
555039,7,13
P2000915,11,13
P81488,13,13
SM0759,11,13
AC0720,9,13
P85250,6,13
555038,9,13
115124,8,13
104451LF,13,13
175079,8,13
P85285,14,13
185115,12,13
SM0762,8,13
230080,5,13
AC1860,13,13
P2002394,5,13
110197LF,6,13
185114,5,13
P2000864,8,13
P82329,10,13
SM2251,10,13
104312,12,13
903576,7,13
P2000838,12,13
115119,8,13
SM2244,9,13
V51757,6,13
115129,9,13
111031,5,13
185110,8,13
107018,10,13
60B0B1001,8,13
104471LF,6,13
V1001203,13,13
107020,7,13
V1002165,6,13
SM0740,10,13
P2001741,11,13
104465LF,11,13
SM2208,8,13
112100,13,13
104323,7,13
52-460-769-013,7,13
104323,9,13
V51760,11,13
52-362-387-001,6,13
104300,10,13
P2001577,7,13
117416LF,11,13
P2001007,12,13
V50813,10,13
SM2269,9,13
SM0714,11,13
104323,8,13
SM2225,7,13
P2000844,6,13
V51760,13,13
P2001335,9,13
P70997,7,13
188703,5,13
V50926,9,13
52-239-571-001,7,13
P2000872,11,13
P70962,5,13
209047,8,13
P70997,9,13
SM2265,11,13
SM2216,11,13
112099,7,13
SM0757,8,12
104312,7,12
P41820,7,12
903576,9,12
P5001443,7,12
V51756,9,12
903575,7,12
SM0716,7,12
P2001007,11,12
903580,11,12
117414LF,11,12
175022,11,12
P6010671,6,12
P5004640,6,12
V1000294,7,12
903576,6,12
V50928,13,12
DP0208,11,12
52-362-271-001,6,12
P58576,11,12
P5004635,13,12
P2002398,5,12
185119,10,12
P6010971,11,12
P2000676,7,12
P5001075,11,12
DM1045,6,12
SM0728,6,12
P5001079,8,12
117404LF,11,12
P85248,5,12
P85246,5,12
115124,13,12
P2001619,8,12
52-239-571-001,9,12
P6010969,8,12
V51961,5,12
V51768,9,12
V1000290,7,12
DR0610,8,12
P6010101,6,12
SM0758,6,12
V50834,9,12
P58576,12,12
DP1966,7,12
178690,7,12
111031,11,12
117412LF,8,12
P5001307,8,12
230120,13,12
P6010911,9,12
P2004423,14,12
115126,8,12
245123,9,12
P85299,5,12
P2001623,8,12
SM2259,8,12
P2002868,9,12
M28101,9,12
903578,16,12
R18270,12,12
SM2262,12,12
V51964,9,12
115186,11,12
G96819,9,12
P5001247,6,12
P6010363,9,12
115185,9,12
60A0B3002,11,12
P2003472,11,12
DM2045,10,12
SM2262,7,12
P41130,6,12
115189,7,12
P5001245,13,12
P2002869,8,12
P5001337,7,12
P6010267,9,12
P6010253,7,12
SM0710,6,12
M28101,7,12
P6010268,7,12
P58492,14,12
117103LF,6,12
P6010268,11,12
DP0208,12,12
SM0712,7,12
DP0208,8,12
SM0708,9,12
V51979,7,12
SM2250,5,12
M28177,7,12
P6010512,6,12
P2001625,13,12
P2002865,11,12
903582,10,12
P6010466,7,12
P5001319,11,12
P2001007,9,12
SM0714,7,12
110196LF,7,12
SM0710,10,12
P5001319,6,12
V1000288,7,12
110196LF,9,12
104800,6,12
175014,10,12
115176,11,12
110192LF,11,12
52-239-563-001,7,12
175006,10,12
117416LF,8,12
115180,12,12
117416LF,10,12
P6010367,6,12
SM0742,12,12
DP0692,9,12
P41620,11,12
V51967,5,12
P6010237,11,12
P2004721,7,12
107020,9,12
P5001143,11,12
P5001143,8,12
115179,8,12
P2002866,9,12
P2002390,11,12
P5001075,7,12
52-239-571-001,11,12
G95807,10,12
P5003566,10,12
P43672,11,12
P2004565,9,12
P2002500,10,12
P5003570,11,12
P2001601,6,12
P5003611,11,12
P77101,6,12
SM2118,7,12
P2004622,11,12
111049,11,12
P81485,7,12
SM2118,8,12
52-460-769-212,8,12
SM2208,11,12
52-116-924-501,11,12
178490,7,12
F14200,9,12
241160,9,12
P81488,6,12
178641,10,12
179363,11,12
P2001605,7,12
P81488,11,12
52-123-957-501,7,12
AP0043,10,12
115116,7,12
P2000890,7,12
SM2211,7,12
SM2116,6,12
SM2116,7,12
P2004429,6,12
230180,9,12
185113,10,12
P81485,6,12
P2002542,11,12
P2002498,12,12
P5001019,8,12
P43672,7,12
P2002487,11,12
104502,11,12
179359,6,12
P2000838,9,12
52-460-769-019,7,12
111047,11,12
188703,8,12
P78738,12,12
P5003601,13,12
P78724,13,12
175854,6,12
P77177,11,12
185110,12,12
52-229-647-001,7,12
115104,8,12
AC1863,13,12
P5001021,9,12
AC2416,12,12
V50812,7,12
P77115,9,12
AC1864,7,12
P6013456,8,12
P2002471,7,12
P81289,7,12
241160,7,12
179361,7,12
115112,11,12
P2004624,10,12
104300,12,12
182205,9,12
238480,10,12
08-105-687-059,7,12
178641,5,12
178641,11,12
P2000856,10,12
P5003564,9,12
DR0612,7,12
P5004619,10,12
P2002512,11,12
178656,9,12
P5003562,13,12
104465LF,12,12
178656,10,12
111040,12,12
DT0797,12,12
P85166,10,12
P2000852,13,12
P85166,13,12
111040,10,12
115122,11,12
P2002418,6,12
AM3951500,6,12
P6011015,5,12
185118,6,12
P2000676,8,12
210619,6,12
230180,11,12
P6010990,6,12
V50838,11,12
P5001516,13,12
P2002414,7,12
210618,7,12
175079,9,12
52-116-920-501,5,12
P6010983,7,12
DR0612,8,12
P61449,8,12
P2000892,12,12
P5001545,12,12
52-128-321-501,8,12
V50815,11,12
P2002402,7,12
P6011548,6,12
104471LF,7,12
230080,10,12
P5004259,7,12
115119,5,12
52-116-922-501,8,12
P44081,9,12
P2004427,10,12
185114,13,12
P2004427,9,12
226720,6,12
111042,9,12
P5003566,6,12
DR0612,11,12
P6011033,6,12
AC1854,10,12
182196,10,12
SM2244,8,12
P2000828,8,12
AC1871,6,12
117106LF,12,11
60B0B1001,9,11
238020,12,11
SM0743,12,11
179367,10,11
P2001575,7,11
510824,9,11
179361,5,11
SM2265,7,11
P5003564,7,11
111061,10,11
SM0742,5,11
179363,6,11
SM2265,10,11
P5001313,11,11
112098,11,11
P2004636,8,11
P2001337,10,11
P2004565,8,11
P5001307,5,11
179359,12,11
08-105-687-059,11,11
P5003564,11,11
P2004620,5,11
238020,11,11
P2001578,9,11
SM0755,12,11
P5004638,10,11
SM2250,12,11
104453LF,11,11
P2004425,13,11
P5001443,10,11
SM2110,7,11
P2004628,8,11
P2000848,12,11
P2004628,6,11
P5001732,13,11
SM0754,12,11
115176,6,11
228700,6,11
SM2244,5,11
P2001619,12,11
P5004347,11,11
P5004637,11,11
P5004632,5,11
52-427-285-501,10,11
P5001482,6,11
111031,6,11
52-460-769-011,10,11
V50924,6,11
SM0758,10,11
111034,5,11
P2001619,7,11
111034,12,11
903574,11,11
SM0759,9,11
513622,7,11
P2004632,11,11
P2004626,10,11
P2000678,6,11
P5001751,11,11
SM2118,11,11
52-261-582-001,13,11
P5003602,7,11
SM0743,13,11
104458LF,7,11
P58492,8,11
52-360-905-001,6,11
P5003602,11,11
104458LF,6,11
110195LF,8,11
115104,14,11
179356,9,11
P5002083,11,11
P57221,6,11
510762,6,11
115112,13,11
52-261-582-001,11,11
115113,8,11
111047,9,11
188702,6,11
SM0747,8,11
SM0747,10,11
115179,12,11
P5003611,6,11
772634104,7,11
115114,6,11
P5001387,9,11
SM0749,5,11
903578,8,11
P2004429,12,11
115114,10,11
P6010362,7,11
7C0252040,6,11
235400,6,11
178651,10,11
P2000824,13,11
175080,5,11
P2000880,13,11
175080,11,11
P6010988,7,11
245105,6,11
178508,6,11
P5001074,7,11
178508,8,11
P2000884,11,11
AC0720,11,11
52-460-769-017,9,11
P03560,7,11
P03560,9,11
P85237,8,11
107034,10,11
P2002484,8,11
P42546,10,11
182196,6,11
DM0462,11,11
DE0951,7,11
P2002543,6,11
175079,5,11
P85245,13,11
P03429,5,11
52-239-562-001,7,11
V1000294,8,11
V1000294,13,11
V51757,9,11
52-460-769-019,8,11
P6010909,11,11
903585,10,11
903585,11,11
P5001111,6,11
903586,8,11
178671,7,11
P2002394,13,11
P77109,9,11
P77109,11,11
V1000300,7,11
P2002544,12,11
V1000300,8,11
52-460-769-015,7,11
P85250,9,11
52-362-332-001,6,11
P5001017,10,11
182196,11,11
185108,8,11
238480,9,11
V1000995,6,11
P2002502,6,11
V1000995,9,11
52-362-322-001,6,11
P2002487,12,11
V1001098,12,11
P6014717,8,11
P81487,9,11
AC1866,6,11
DM0458,7,11
AC1863,10,11
P5001023,8,11
P81486,7,11
P2002402,12,11
P81485,11,11
52-362-322-001,7,11
185113,6,11
AC1864,12,11
52-116-926-501,12,11
175839,6,11
P6013452,6,11
P2002502,8,11
AC1863,7,11
P43663,8,11
104502,7,11
52-460-769-019,6,11
235080,11,11
P82331,9,11
P2002504,10,11
185115,5,11
178645,7,11
P82331,6,11
AC1860,7,11
P5001017,13,11
V1000990,6,11
P81488,7,11
P78738,11,11
P6014973,11,11
P43663,5,11
DM0462,6,11
AC1860,10,11
V1000990,7,11
V1000990,10,11
V51765,7,11
52-118-401-501,5,11
52-239-562-001,9,11
216790,6,11
104312,8,11
230120,12,11
104321,14,11
P2002408,13,11
P2002376,5,11
52-239-567-001,6,11
903583,7,11
P2002869,7,11
52-239-566-001,11,11
P70877,7,11
52-239-566-001,9,11
P5001240,6,11
P2001003,11,11
52-129-440-501,11,11
132206,7,11
P6010362,9,11
P61129,11,11
P6010362,13,11
P41780,13,11
R18270,6,11
P70939,6,11
104465LF,10,11
SM2274,8,11
P5001185,12,11
DP0210,7,11
P2004713,10,11
P2004413,12,11
P6010099,6,11
SM0716,13,11
52-128-321-521,6,11
52-427-144-501,12,11
SM0714,10,11
117414LF,8,11
M1000232,9,11
SM2271,8,11
SM0714,8,11
V51767,10,11
SM2271,10,11
P2001007,10,11
52-427-242-501,7,11
P6010170,7,11
DP0692,12,11
P2004721,10,11
P2003151,11,11
185022,11,11
104468LF,9,11
DM2029,8,11
P6015553,11,11
P6010369,10,11
P75606,11,11
104476LF,9,11
P6010584,6,11
P2002392,8,11
P41624,10,11
P90523,5,11
104313,14,11
P90524,8,11
P41620,10,11
V50814,5,11
P41780,5,11
P6010468,9,11
M28179,10,11
104318,5,11
V1000288,8,11
175017,7,11
AC6113,11,11
P2002864,8,11
P90527,5,11
52-239-562-001,10,11
P90528,13,11
52-460-761-501,6,11
52-239-562-001,11,11
P77101,10,11
P6019596,6,11
P70965,6,11
V50814,8,11
107018,7,11
V50927,6,11
P45730,14,10
P5002555,9,10
P2000872,10,10
182205,7,10
239600,12,10
DT0796,11,10
P2001335,10,10
08-105-687-059,9,10
52-362-329-001,7,10
F14200,10,10
104476LF,11,10
111047,10,10
SM2225,10,10
V1001198,11,10
P5002192,11,10
7C0252020,7,10
52-460-769-017,12,10
104468LF,6,10
52-427-242-501,6,10
104465LF,13,10
P08420,13,10
510824,7,10
111061,8,10
V50814,7,10
V1001188,10,10
111061,9,10
111049,14,10
104500,6,10
P5002558,6,10
P5002509,13,10
P2001009,6,10
F14200,12,10
60B0B1003,6,10
M28177,10,10
M28177,14,10
P5001178,11,10
106514LF,11,10
SM2259,7,10
181891,5,10
181891,6,10
SM2717,9,10
P5001124,11,10
P2000917,9,10
G96817,14,10
V1000292,10,10
60B0B1004,11,10
SM2253,7,10
G96817,11,10
P41780,11,10
P5001383,8,10
M28101,12,10
P5001193,7,10
SM2262,11,10
SM2269,10,10
P5001307,9,10
107034,6,10
P5001319,8,10
P2004713,13,10
P5001331,9,10
107019,10,10
P2001003,13,10
P5001240,10,10
M28101,11,10
P2000676,6,10
SM2222,11,10
P41620,8,10
G96819,11,10
P41620,9,10
SM2251,8,10
P5001479,6,10
111047,8,10
SM2241,8,10
SM2244,7,10
FM0024,9,10
111044,7,10
FM0024,6,10
P2004628,9,10
111044,10,10
P43663,7,10
182198,11,10
P41820,12,10
111046,7,10
111046,8,10
P2004626,8,10
P5001777,8,10
F74000,7,10
P5001023,7,10
52-460-769-212,7,10
241160,16,10
P5001635,6,10
P5001051,7,10
V1000965,9,10
V1000298,8,10
V1000298,9,10
210618,6,10
V1000302,9,10
52-362-271-001,13,10
210618,10,10
V1000936,9,10
SM2247,8,10
P5001530,12,10
111040,9,10
V1000947,9,10
P2000010,11,10
P5001053,9,10
P5001053,7,10
P2000915,6,10
P53046,8,10
P81488,8,10
179367,11,10
104310,9,10
175049,8,10
P85267,6,10
P85267,13,10
178690,11,10
104308,14,10
P6010909,7,10
52-116-918-501,5,10
P85255,10,10
P2002733,9,10
104312,10,10
P6010585,9,10
V50927,9,10
52-362-387-001,10,10
V50926,13,10
P6010912,9,10
P85255,9,10
DM2010,7,10
235400,11,10
175080,12,10
52-116-920-501,9,10
235400,7,10
P6010988,11,10
175080,9,10
175079,11,10
P2002543,7,10
903588,7,10
185119,7,10
52-460-745-501,6,10
231900,7,10
AC0720,5,10
P6010969,7,10
P2002396,6,10
235941,6,10
175014,8,10
117416LF,9,10
P6010267,10,10
R18270,10,10
P6010362,10,10
P2002376,11,10
P2002868,5,10
DM2060,12,10
P6010268,6,10
P6010267,8,10
169035,7,10
P2002869,9,10
DP0210,5,10
DP0210,6,10
SM0712,8,10
SM0712,9,10
52-427-144-501,9,10
903584,6,10
P90532,10,10
DM2010,9,10
175004,6,10
DM2010,11,10
175011,11,10
175011,8,10
DM2029,7,10
175004,11,10
P2002866,10,10
P2002866,11,10
P6010365,9,10
P2000866,5,10
175001,6,10
P90524,13,10
104321,10,10
188418,7,10
169035,10,10
P85239,8,10
P85237,9,10
P85075,11,10
178508,10,10
P75606,7,10
AC2602,7,10
P77115,7,10
185108,10,10
P77115,12,10
P2002482,7,10
P77139,6,10
P75149,11,10
P77139,11,10
AC1871,11,10
P6015347,6,10
DM0005,5,10
P77214,11,10
178518,8,10
104300,8,10
P75148,6,10
P82929,7,10
P2002408,9,10
178466,6,10
178473,6,10
P70875,6,10
P70877,8,10
52-129-440-501,13,10
V51761,9,10
AC6113,13,10
P2002463,11,10
P2000838,5,10
P2002422,10,10
AC6113,12,10
185025,6,10
P2002463,7,10
P70997,12,10
185111,6,10
P6015055,6,10
P78922,7,10
178651,7,10
P2002402,8,10
DM0460,6,10
178641,12,10
P82329,11,10
AC1854,11,10
175828,9,10
235080,12,10
P2000830,9,10
P82364,12,10
P2002510,6,10
185115,10,10
AC0732,11,10
P2002512,9,10
AC0732,10,10
P2002502,9,10
P6012510,6,10
52-116-923-501,10,10
235080,7,10
P81487,10,10
52-116-923-501,11,10
P81486,5,10
P6012744,8,10
P2002402,13,10
185112,12,10
P81334,10,10
P81289,12,10
185112,9,10
P79025,10,10
185111,13,10
AC1866,9,10
P2000830,6,10
52-239-567-001,13,10
DM2045,11,10
DP0692,11,10
P2000866,10,10
P5004634,5,10
P5004632,13,10
903574,10,10
SM0762,6,10
115120,8,10
903574,5,10
P5004260,7,10
V50925,7,10
P2004427,12,10
115118,11,10
P2001617,5,10
52-261-582-001,6,10
P5004254,11,10
P5004254,8,10
SM0759,10,10
P5004635,7,10
P5004635,8,10
P5004635,9,10
104451LF,12,10
P5004636,7,10
SM0758,11,10
226720,11,10
P5004637,6,10
115126,12,10
115129,6,10
230800,11,10
P5004639,9,10
P5004640,5,10
SM0756,11,10
DR0218,13,10
SM0756,5,10
P2001605,9,10
115116,11,10
P5003623,12,10
P2001577,11,10
SM2222,7,10
DT0772,12,10
DT0772,10,10
SM2216,10,10
P2001575,8,10
7C064101A,9,10
SM2211,6,10
P5003570,10,10
7C064101A,12,10
DT0766,10,10
P5003572,9,10
112100,8,10
P2004565,7,10
112118,6,10
SM2202,11,10
230800,6,10
P2001577,13,10
SM2199,7,10
DT0421,6,10
P5003603,5,10
52-460-769-011,11,10
P2004563,5,10
P2004561,14,10
P5003606,6,10
DT0420,8,10
SM2117,10,10
P2001601,9,10
P2001601,10,10
P5003615,13,10
SM2117,5,10
P5004640,10,10
115122,12,10
SM0741,11,10
P2001744,11,10
117104LF,4,10
V51767,7,10
117415LF,8,10
P58493,13,10
P6010131,11,10
SM0714,9,10
DP1603,12,10
P58496,6,10
P2001641,10,10
117412LF,13,10
117105LF,12,10
115188,12,10
117107LF,6,10
P2004417,5,10
513601,11,10
SM0722,10,10
P5004640,13,10
SM0740,11,10
P2004415,12,10
P2001741,12,10
P6010037,6,10
117402LF,8,10
117103LF,8,10
52-362-387-001,7,10
DP1606,12,10
SM0714,6,10
903578,6,10
SM0745,12,10
SM0744,14,10
V51964,10,10
115186,12,10
P57278,6,10
903578,12,10
P51561,12,10
188557,6,10
P53046,12,10
P2001625,5,10
115182,9,10
P2000830,11,9
P2001165,6,9
P2000852,12,9
P2001742,8,9
P2000721,11,9
188418,12,9
P2002471,9,9
P2002404,14,9
P2001741,13,9
P2000682,10,9
P2000856,5,9
P2001337,6,9
P2002484,10,9
P2001577,12,9
P2000678,11,9
P2002471,6,9
P2002408,12,9
P2000682,9,9
P2007024,6,9
230180,13,9
P2002444,13,9
P2000680,6,9
P2004567,7,9
188702,8,9
P2002408,10,9
P2000880,7,9
P43672,12,9
P2004567,8,9
P2002868,11,9
P2001337,13,9
P2002868,6,9
230080,9,9
P2002469,13,9
P2001125,8,9
235061,7,9
230120,11,9
P2002504,8,9
P2004425,11,9
P2002506,6,9
P2004632,7,9
P2004425,10,9
226740,8,9
P2001638,7,9
228700,9,9
P2004721,11,9
P2000844,10,9
185116,12,9
210618,13,9
185143,11,9
P2001630,5,9
P2004419,13,9
P2002543,13,9
P2001623,7,9
P2002544,11,9
P2000915,13,9
P2001146,12,9
P2001641,7,9
P2000822,13,9
P2000828,13,9
P2002487,7,9
P2002487,9,9
P2002487,10,9
P2000888,7,9
226740,10,9
P2004705,7,9
226740,11,9
P2004429,5,9
188701,6,9
P2002502,7,9
P2002498,9,9
188701,5,9
P2000822,12,9
P2002500,8,9
P43663,10,9
P2000917,10,9
P2001605,13,9
226740,9,9
P2002412,10,9
52-427-243-501,7,9
AC0732,13,9
DP1606,5,9
SM0716,8,9
111042,12,9
P6010142,8,9
P6010142,6,9
DP1603,11,9
P6010131,6,9
111042,10,9
DP1604,11,9
P6010099,11,9
P6010144,10,9
P63235,8,9
SM2247,7,9
P6010097,6,9
DP1606,9,9
SM2247,11,9
111034,8,9
111031,9,9
513622,9,9
P6010144,7,9
P6010148,10,9
117414LF,13,9
SM2227,6,9
P6010361,6,9
SM0718,10,9
7C0252020,11,9
SM0718,8,9
111049,7,9
52-128-321-501,10,9
175827,11,9
P6010253,5,9
SM2227,11,9
SM2241,10,9
P6019596,11,9
SM0718,6,9
772615732,6,9
P6010238,11,9
P6010238,10,9
772613407,9,9
P6010237,7,9
SM0716,10,9
DP1606,11,9
SM2251,7,9
175004,7,9
SM2272,12,9
107034,9,9
903583,13,9
DR0298,7,9
DR0610,6,9
60A0B3004,6,9
P5004636,13,9
P70877,5,9
P5004632,8,9
SM2274,5,9
P5004642,11,9
P70905,12,9
P70939,10,9
60A0B1001,9,9
107018,8,9
P5004260,6,9
175001,10,9
SM2716,5,9
P5004259,10,9
513049,7,9
110190LF,7,9
P58576,13,9
DP3598,9,9
513601,10,9
513601,8,9
P58496,7,9
760851440,6,9
SM0710,8,9
P58492,9,9
P57242,10,9
P57181,13,9
110195LF,7,9
DP3598,13,9
P57151,10,9
513061,8,9
60B0B1001,10,9
AC6513,6,9
513061,6,9
110192LF,5,9
P51561,11,9
P51561,10,9
P6010363,10,9
P6010369,7,9
SM0722,11,9
SM0758,7,9
P6011049,13,9
DM0462,8,9
115170,11,9
178651,5,9
52-123-957-501,6,9
P6015300,8,9
SM0757,9,9
P6011029,9,9
903574,12,9
P6011452,6,9
DM0464,7,9
115124,12,9
115188,8,9
52-123-957-522,6,9
P6011019,11,9
178656,11,9
115189,12,9
P6011015,10,9
178518,7,9
P6011568,5,9
903581,10,9
52-118-401-501,9,9
P6014717,12,9
115185,10,9
P6013456,7,9
115179,13,9
SM0748,12,9
903578,9,9
P6012736,11,9
P6014971,11,9
DM0458,9,9
115186,9,9
52-118-401-501,10,9
115177,8,9
SM0744,12,9
DM0458,11,9
52-116-923-501,7,9
P6011568,7,9
SM0754,10,9
P6015059,9,9
P6011015,9,9
52-116-920-501,12,9
117104LF,8,9
52-116-917-523,5,9
AP0150,6,9
SM2168,9,9
SM2202,6,9
P6010584,9,9
DM2010,5,9
52-116-917-523,7,9
P6010512,7,9
SM2205,9,9
P6010499,9,9
115118,5,9
AP0104,6,9
P6010468,10,9
P6010467,9,9
P6010448,6,9
SM0739,5,9
117403LF,12,9
112100,9,9
SM0731,6,9
115113,6,9
117401LF,12,9
P6010909,5,9
52-116-918-501,8,9
P6015418,12,9
SM2107,13,9
903568,6,9
SM2115,5,9
SM2115,9,9
117104LF,10,9
SM2116,5,9
P6010973,11,9
P6010973,9,9
52-261-582-001,9,9
SM2116,11,9
P6010969,11,9
117401LF,7,9
52-116-918-501,13,9
P6010929,7,9
P6015549,11,9
P6010911,7,9
512740,6,9
P5004635,12,9
512620,11,9
F74000,12,9
P5001393,6,9
P5001349,6,9
G96819,13,9
P5001074,6,9
P5001331,11,9
V50810,9,9
AC0730,7,9
175855,7,9
V51759,11,9
P70965,7,9
P82329,6,9
AC0480,8,9
52-362-332-001,10,9
V50813,11,9
P03429,11,9
P5001434,6,9
P5001476,13,9
V50810,7,9
P77214,6,9
P5001751,7,9
P5001732,9,9
104315,14,9
P77179,8,9
FM0024,7,9
903586,6,9
509101,6,9
104302,13,9
104502,6,9
52-460-769-018,6,9
P85266,7,9
52-460-769-015,12,9
V51760,10,9
P5001516,10,9
P5001303,11,9
104471LF,9,9
P78803,9,9
V50927,11,9
V50837,15,9
104452LF,9,9
P81314,6,9
P5001200,9,9
P5001185,10,9
P85237,10,9
104450LF,14,9
104453LF,10,9
104328,14,9
104328,12,9
181891,7,9
175836,11,9
175836,10,9
P85239,13,9
V50928,10,9
104453LF,12,9
P5001079,10,9
V51757,10,9
P5001247,13,9
52-362-332-001,13,9
P5001247,9,9
P5001079,13,9
