year_month,item_number,cumulative_lpns
2023-03,P5001814,4.0
2023-03,P5001815,5.0
2023-03,P5001817,1.0
2023-03,P5001819,2.0
2023-03,P5001822,2.0
2023-03,P5001828,3.0
2023-03,P5001829,1.0
2023-03,P5001831,4.0
2023-03,P5001833,3.0
2023-03,P5001836,1.0
2023-03,P5001847,4.0
2023-03,P5001854,2.0
2023-03,P5001997,3.0
2023-03,P5002171,2.0
2023-03,P5002172,2.0
2023-03,P5002173,3.0
2023-03,P5002175,-2.0
2023-03,P5002176,-1.0
2023-03,P5002177,-1.0
2023-03,P5002178,3.0
2023-03,P5002186,2.0
2023-03,P5002235,2.0
2023-03,P5002636,10.0
2023-03,P5003554,6.0
2023-03,P5003570,-8.0
2023-03,P5003602,-6.0
2023-03,P5003605,-4.0
2023-03,P5003606,-3.0
2023-03,P5003617,7.0
2023-03,P5003621,2.0
2023-03,P5003623,3.0
2023-03,P5004254,8.0
2023-03,P5004520,1.0
2023-03,P5004615,7.0
2023-03,P5004617,22.0
2023-03,P5004625,6.0
2023-03,P5004629,18.0
2023-03,P5004634,-46.0
2023-03,P5004635,-15.0
2023-03,P5004636,-8.0
2023-03,P5004639,13.0
2023-03,P5004640,20.0
2023-03,P51540,9.0
2023-03,P53042,3.0
2023-03,P57081,22.0
2023-03,P57246,2.0
2023-03,P58492,46.0
2023-03,P58501,6.0
2023-03,P58502,1.0
2023-03,P58729,2.0
2023-03,P6010097,16.0
2023-03,P6010122,1.0
2023-03,P6010126,4.0
2023-03,P6010365,-29.0
2023-03,P6010499,0.0
2023-03,P6010501,1.0
2023-03,P6010667,1.0
2023-03,P6010887,2.0
2023-03,P6010999,3.0
2023-03,P6011002,1.0
2023-03,P6011006,3.0
2023-03,P6011015,55.0
2023-03,P6011023,27.0
2023-03,P6011033,45.0
2023-03,P6011034,13.0
2023-03,P6011042,5.0
2023-03,P6011045,12.0
2023-03,P6011069,1.0
2023-03,P6011192,1.0
2023-03,P6011208,7.0
2023-03,P6011240,1.0
2023-03,P6011242,1.0
2023-03,P6011346,3.0
2023-03,P6011478,3.0
2023-03,P6011510,3.0
2023-03,P6011568,5.0
2023-03,P6011598,0.0
2023-03,P6011605,0.0
2023-03,P6011612,1.0
2023-03,P6011623,0.0
2023-03,P6011630,0.0
2023-03,P6011654,0.0
2023-03,P6011800,1.0
2023-03,P6012510,16.0
2023-03,P6012565,4.0
2023-03,P6012695,3.0
2023-03,P6012736,13.0
2023-03,P6012737,10.0
2023-03,P6013015,9.0
2023-03,P6013033,7.0
2023-03,P6013042,7.0
2023-03,P6013351,3.0
2023-03,P6014717,-39.0
2023-03,P6015007,-1.0
2023-03,P6015057,2.0
2023-03,P6015318,7.0
2023-03,P6015419,1.0
2023-03,P6015548,3.0
2023-03,P6015991,0.0
2023-03,P6016072,2.0
2023-03,P6019600,1.0
2023-03,P6019602,0.0
2023-03,P6019636,3.0
2023-03,P6019638,1.0
2023-03,P6019640,3.0
2023-03,P6019644,1.0
2023-03,P6019664,1.0
2023-03,P6019672,2.0
2023-03,P6019692,0.0
2023-03,P6019703,1.0
2023-03,P6021334,0.0
2023-03,P61129,9.0
2023-03,P63231,1.0
2023-03,P63233,-2.0
2023-03,P63235,1.0
2023-03,P63241,-8.0
2023-03,P63242,0.0
2023-03,P63247,1.0
2023-03,P63248,0.0
2023-03,P63250,-2.0
2023-03,P70873,19.0
2023-03,P70875,14.0
2023-03,P70877,14.0
2023-03,P70960,21.0
2023-03,P70962,39.0
2023-03,P70965,41.0
2023-03,P75149,7.0
2023-03,P75606,-7.0
2023-03,P76995,1.0
2023-03,P77106,7.0
2023-03,P77109,2.0
2023-03,P77115,-7.0
2023-03,P77119,49.0
2023-03,P77214,-17.0
2023-03,P77277,-3.0
2023-03,P77278,3.0
2023-03,P78791,4.0
2023-03,P78792,3.0
2023-03,P78802,2.0
2023-03,P78803,11.0
2023-03,P78927,21.0
2023-03,P79018,5.0
2023-03,P79025,26.0
2023-03,P81289,36.0
2023-03,P81290,67.0
2023-03,P81334,36.0
2023-03,P81487,-9.0
2023-03,P81488,-11.0
2023-03,P82155,3.0
2023-03,P82160,2.0
2023-03,P82169,4.0
2023-03,P82170,1.0
2023-03,P82331,1.0
2023-03,P82641,1.0
2023-03,P82643,4.0
2023-03,P82646,-2.0
2023-03,P85237,7.0
2023-03,P85239,-1.0
2023-03,P85243,-43.0
2023-03,P85245,-11.0
2023-03,P85248,-48.0
2023-03,P85254,-6.0
2023-03,P85255,-1.0
2023-03,P85265,9.0
2023-03,P85266,4.0
2023-03,P85285,127.0
2023-03,P85286,98.0
2023-03,P85287,123.0
2023-03,P85288,88.0
2023-03,P85289,83.0
2023-03,P85290,80.0
2023-03,P85291,53.0
2023-03,P85298,57.0
2023-03,P85299,14.0
2023-03,P86111,0.0
2023-03,P90527,-42.0
2023-03,R02940,3.0
2023-03,SM0001,-1.0
2023-03,SM0002,4.0
2023-03,SM0004,0.0
2023-03,SM0012,1.0
2023-03,SM0018,0.0
2023-03,SM0028,1.0
2023-03,SM0032,0.0
2023-03,SM0133,0.0
2023-03,SM0140,0.0
2023-03,SM0154,1.0
2023-03,SM0156,2.0
2023-03,SM0159,0.0
2023-03,SM0165,3.0
2023-03,SM0176,0.0
2023-03,SM0178,1.0
2023-03,SM0523,0.0
2023-03,SM0526,5.0
2023-03,SM0710,-20.0
2023-03,SM0712,-16.0
2023-03,SM0716,-5.0
2023-03,SM0717,0.0
2023-03,SM0718,0.0
2023-03,SM0720,1.0
2023-03,SM0722,-1.0
2023-03,SM0728,7.0
2023-03,SM0732,-1.0
2023-03,SM0735,1.0
2023-03,SM0739,-1.0
2023-03,SM0740,-8.0
2023-03,SM0741,-12.0
2023-03,SM0742,-47.0
2023-03,SM0743,-19.0
2023-03,SM0744,-6.0
2023-03,SM0745,-23.0
2023-03,SM0746,-2.0
2023-03,SM0748,4.0
2023-03,SM0749,15.0
2023-03,SM0751,3.0
2023-03,SM0753,15.0
2023-03,SM0754,-5.0
2023-03,SM0755,1.0
2023-03,SM0757,4.0
2023-03,SM0758,9.0
2023-03,SM0759,-8.0
2023-03,SM0760,2.0
2023-03,SM0761,5.0
2023-03,SM0762,3.0
2023-03,SM1268,0.0
2023-03,SM1491,2.0
2023-03,SM1514,2.0
2023-03,SM1601,0.0
2023-03,SM1817,1.0
2023-03,SM1818,1.0
2023-03,SM2062,6.0
2023-03,SM2063,1.0
2023-03,SM2075,2.0
2023-03,SM2081,6.0
2023-03,SM2093,8.0
2023-03,SM2097,7.0
2023-03,SM2104,3.0
2023-03,SM2105,6.0
2023-03,SM2106,7.0
2023-03,SM2107,-9.0
2023-03,SM2112,4.0
2023-03,SM2115,7.0
2023-03,SM2116,2.0
2023-03,SM2117,-12.0
2023-03,SM2118,-19.0
2023-03,SM2119,-2.0
2023-03,SM2120,0.0
2023-03,SM2123,2.0
2023-03,SM2154,2.0
2023-03,SM2157,2.0
2023-03,SM2159,0.0
2023-03,SM2190,1.0
2023-03,SM2193,2.0
2023-03,SM2196,0.0
2023-03,SM2199,5.0
2023-03,SM2202,-1.0
2023-03,SM2207,2.0
2023-03,SM2213,-2.0
2023-03,SM2219,4.0
2023-03,SM2222,-6.0
2023-03,SM2226,2.0
2023-03,SM2227,19.0
2023-03,SM2238,5.0
2023-03,SM2240,2.0
2023-03,SM2241,4.0
2023-03,SM2244,-1.0
2023-03,SM2246,1.0
2023-03,SM2247,-3.0
2023-03,SM2252,1.0
2023-03,SM2253,-11.0
2023-03,SM2254,3.0
2023-03,SM2256,-18.0
2023-03,SM2257,0.0
2023-03,SM2262,1.0
2023-03,SM2265,-9.0
2023-03,SM2269,39.0
2023-03,SM2271,13.0
2023-03,SM2272,12.0
2023-03,SM2309,22.0
2023-03,SM2716,1.0
2023-03,SM2717,-11.0
2023-03,V01321,8.0
2023-03,V1000300,12.0
2023-03,V1000302,7.0
2023-03,V1000914,8.0
2023-03,V1000929,2.0
2023-03,V1000981,5.0
2023-03,V1000990,-4.0
2023-03,V1000992,9.0
2023-03,V1001001,4.0
2023-03,V1001055,3.0
2023-03,V1001107,3.0
2023-03,V1001168,5.0
2023-03,V1001173,2.0
2023-03,V1002165,10.0
2023-03,V1002166,4.0
2023-03,V50813,17.0
2023-03,V50814,19.0
2023-03,V50815,-3.0
2023-03,V50816,14.0
2023-03,V50833,206.0
2023-03,V50835,121.0
2023-03,V50836,147.0
2023-03,V50837,55.0
2023-03,V50924,3.0
2023-03,V50925,-2.0
2023-03,V50926,2.0
2023-03,V50927,4.0
2023-03,V51756,9.0
2023-03,V51757,4.0
2023-03,V51758,-13.0
2023-03,V51768,-2.0
2023-03,V51961,75.0
2023-03,V51967,126.0
2023-03,V51973,151.0
2023-03,V51982,15.0
2023-03,V59171,2.0
2023-03,V59173,4.0
2023-03,V59174,1.0
2023-04,08-105-173-065,3.0
2023-04,104301,-32.0
2023-04,104306,-11.0
2023-04,104308,10.0
2023-04,104309,-18.0
2023-04,104310,12.0
2023-04,104312,-9.0
2023-04,104315,12.0
2023-04,104318,4.0
2023-04,104323,-18.0
2023-04,104326,-32.0
2023-04,104451LF,-10.0
2023-04,104456LF,-92.0
2023-04,104465LF,-11.0
2023-04,104468LF,4.0
2023-04,104478LF,-1.0
2023-04,104502,-6.0
2023-04,104503,0.0
2023-04,104504,2.0
2023-04,104608,2.0
2023-04,104615,1.0
2023-04,104618,7.0
2023-04,104643,0.0
2023-04,104800,2.0
2023-04,107019,1.0
2023-04,107020,-4.0
2023-04,110192LF,68.0
2023-04,110193LF,21.0
2023-04,110197LF,3.0
2023-04,110198LF,7.0
2023-04,115104,98.0
2023-04,115127,274.0
2023-04,115129,45.0
2023-04,117106LF,-8.0
2023-04,117401LF,4.0
2023-04,117410LF,7.0
2023-04,117412LF,11.0
2023-04,117415LF,45.0
2023-04,117416LF,15.0
2023-04,169231,1.0
2023-04,169233,1.0
2023-04,169237,1.0
2023-04,175001,-9.0
2023-04,175004,1.0
2023-04,175010,-1.0
2023-04,175011,-11.0
2023-04,175012,7.0
2023-04,175014,-2.0
2023-04,175015,-1.0
2023-04,175017,5.0
2023-04,175020,6.0
2023-04,175022,3.0
2023-04,175025,5.0
2023-04,175027,7.0
2023-04,175029,10.0
2023-04,175033,6.0
2023-04,175053,5.0
2023-04,175054,2.0
2023-04,175059,1.0
2023-04,175068,0.0
2023-04,175079,-9.0
2023-04,175080,-21.0
2023-04,175822,2.0
2023-04,175826,6.0
2023-04,175829,7.0
2023-04,175830,0.0
2023-04,175832,9.0
2023-04,175833,9.0
2023-04,175844,2.0
2023-04,175846,4.0
2023-04,175848,4.0
2023-04,175852,2.0
2023-04,175854,-1.0
2023-04,175855,-6.0
2023-04,175857,2.0
2023-04,175889,4.0
2023-04,175904,1.0
2023-04,178450,0.0
2023-04,178456,2.0
2023-04,178458,1.0
2023-04,178463,1.0
2023-04,178466,-6.0
2023-04,178473,2.0
2023-04,178476,-2.0
2023-04,178487,3.0
2023-04,178490,-1.0
2023-04,178505,2.0
2023-04,178518,-4.0
2023-04,178582,5.0
2023-04,178588,1.0
2023-04,178611,0.0
2023-04,178620,0.0
2023-04,178633,6.0
2023-04,178641,-15.0
2023-04,178642,2.0
2023-04,178645,-2.0
2023-04,178651,-5.0
2023-04,178656,-9.0
2023-04,178657,4.0
2023-04,178671,-24.0
2023-04,178687,1.0
2023-04,178706,-2.0
2023-04,178707,-13.0
2023-04,178711,0.0
2023-04,178712,-4.0
2023-04,178716,3.0
2023-04,178735,2.0
2023-04,178769,0.0
2023-04,178775,0.0
2023-04,178776,3.0
2023-04,178787,2.0
2023-04,178810,3.0
2023-04,178813,2.0
2023-04,178814,3.0
2023-04,178815,4.0
2023-04,178819,0.0
2023-04,178867,1.0
2023-04,178882,-4.0
2023-04,178948,1.0
2023-04,178955,1.0
2023-04,179220,-1.0
2023-04,179256,-1.0
2023-04,179258,5.0
2023-04,179265,1.0
2023-04,179267,3.0
2023-04,179269,1.0
2023-04,179270,2.0
2023-04,179280,3.0
2023-04,179282,0.0
2023-04,179283,3.0
2023-04,179285,1.0
2023-04,179288,2.0
2023-04,179343,6.0
2023-04,179355,1.0
2023-04,179356,7.0
2023-04,179357,-1.0
2023-04,179359,-15.0
2023-04,179361,-10.0
2023-04,179364,-1.0
2023-04,179365,-1.0
2023-04,179366,2.0
2023-04,179367,-8.0
2023-04,180114,1.0
2023-04,180164,2.0
2023-04,180237,3.0
2023-04,180668,2.0
2023-04,180704,2.0
2023-04,180705,0.0
2023-04,180724,0.0
2023-04,180815,5.0
2023-04,180838,2.0
2023-04,180842,0.0
2023-04,180945,0.0
2023-04,181885,8.0
2023-04,181891,18.0
2023-04,182182,1.0
2023-04,182194,6.0
2023-04,182198,-3.0
2023-04,182200,3.0
2023-04,182203,3.0
2023-04,182209,4.0
2023-04,182214,1.0
2023-04,182216,4.0
2023-04,182222,3.0
2023-04,182226,3.0
2023-04,182243,1.0
2023-04,182266,0.0
2023-04,182701,0.0
2023-04,183515,2.0
2023-04,183523,3.0
2023-04,183534,0.0
2023-04,183567,0.0
2023-04,183711,1.0
2023-04,183740,1.0
2023-04,183747,4.0
2023-04,183750,2.0
2023-04,183753,2.0
2023-04,183762,1.0
2023-04,183783,1.0
2023-04,183813,0.0
2023-04,183814,3.0
2023-04,183913,1.0
2023-04,184001,4.0
2023-04,184041,0.0
2023-04,184049,1.0
2023-04,184057,3.0
2023-04,184085,2.0
2023-04,184089,6.0
2023-04,184105,4.0
2023-04,184113,1.0
2023-04,184129,0.0
2023-04,184369,2.0
2023-04,184405,1.0
2023-04,184720,1.0
2023-04,184722,5.0
2023-04,185110,3.0
2023-04,185111,22.0
2023-04,185114,14.0
2023-04,185115,33.0
2023-04,185116,47.0
2023-04,185119,13.0
2023-04,188418,3.0
2023-04,188426,3.0
2023-04,188427,2.0
2023-04,188554,2.0
2023-04,188556,0.0
2023-04,188562,2.0
2023-04,188701,-7.0
2023-04,188702,-11.0
2023-04,188703,-9.0
2023-04,188704,1.0
2023-04,188705,0.0
2023-04,188709,3.0
2023-04,188712,4.0
2023-04,1EF006LF,1.0
2023-04,1EF010LF,1.0
2023-04,1EF014LF,1.0
2023-04,1EF019LF,3.0
2023-04,1EF021LF,2.0
2023-04,1EF023LF,1.0
2023-04,1EF032LF,1.0
2023-04,1EF040LF,1.0
2023-04,1EF043LF,1.0
2023-04,1EF053LF,1.0
2023-04,1EF054LF,1.0
2023-04,1EF056LF,1.0
2023-04,1EF057LF,1.0
2023-04,1EF058LF,1.0
2023-04,1EF062LF,1.0
2023-04,1EF063LF,1.0
2023-04,1EF067LF,1.0
2023-04,1EF068LF,1.0
2023-04,1EF070LF,1.0
2023-04,1EF071LF,1.0
2023-04,1EF142LF,1.0
2023-04,1EF148LF,1.0
2023-04,231940,1.0
2023-04,235061,0.0
2023-04,235080,2.0
2023-04,245404,3.0
2023-04,510713,4.0
2023-04,512620,9.0
2023-04,513049,4.0
2023-04,52-116-918-501,0.0
2023-04,52-123-957-501,31.0
2023-04,52-123-957-522,16.0
2023-04,52-129-475-501,17.0
2023-04,52-460-769-007,1.0
2023-04,52-460-769-011,22.0
2023-04,52-460-769-017,5.0
2023-04,52-460-769-018,4.0
2023-04,52-460-769-019,10.0
2023-04,52-460-769-020,4.0
2023-04,52-460-769-700,-1.0
2023-04,52-460-769-702,0.0
2023-04,52-460-769-714,2.0
2023-04,555039,0.0
2023-04,555074,0.0
2023-04,557021,1.0
2023-04,6050B7016,2.0
2023-04,60A0B1002,1.0
2023-04,60A0B1004,-4.0
2023-04,60A0B1005,3.0
2023-04,60A0B1006,0.0
2023-04,60A0B3002,11.0
2023-04,60A0B3003,-1.0
2023-04,60A0B6001,5.0
2023-04,60A0B6002,-3.0
2023-04,60AABT001,2.0
2023-04,60B0B1000,23.0
2023-04,60B0B1001,15.0
2023-04,60B0B1002,2.0
2023-04,60B0B1003,4.0
2023-04,60B0B1004,11.0
2023-04,765270190,0.0
2023-04,765310340,3.0
2023-04,769580090,3.0
2023-04,772210001,0.0
2023-04,772615716,5.0
2023-04,772650797,5.0
2023-04,773344006,1.0
2023-04,7C5350210,1.0
2023-04,7C9550120,4.0
2023-04,903568,2.0
2023-04,903574,6.0
2023-04,903575,17.0
2023-04,903576,8.0
2023-04,903577,0.0
2023-04,903578,-10.0
2023-04,903579,2.0
2023-04,903580,-3.0
2023-04,903581,10.0
2023-04,903582,-7.0
2023-04,903583,3.0
2023-04,903584,9.0
2023-04,903585,-16.0
2023-04,903586,-8.0
2023-04,903588,4.0
2023-04,A91560,2.0
2023-04,AC1444,1.0
2023-04,AC1487,1.0
2023-04,AC1854,3.0
2023-04,AC1860,-10.0
2023-04,AC1869,0.0
2023-04,AC2459,8.0
2023-04,AC2531,7.0
2023-04,AC2535,1.0
2023-04,AC2602,7.0
2023-04,AC2607,10.0
2023-04,AC2608,4.0
2023-04,AC2609,0.0
2023-04,AC5315,1.0
2023-04,AC5909,9.0
2023-04,AC6113,-22.0
2023-04,AC8431,1.0
2023-04,AC8479,8.0
2023-04,AP0128,1.0
2023-04,AP0148,3.0
2023-04,AP0150,2.0
2023-04,AP0152,3.0
2023-04,CM1054,0.0
2023-04,CM1083,1.0
2023-04,CM1100,1.0
2023-04,CM1101,3.0
2023-04,CM1102,0.0
2023-04,DE0951,15.0
2023-04,DM0055,2.0
2023-04,DM0070,3.0
2023-04,DM0447,1.0
2023-04,DM0448,1.0
2023-04,DM0456,-5.0
2023-04,DM0462,-4.0
2023-04,DM0467,1.0
2023-04,DM1434,2.0
2023-04,DR0218,19.0
2023-04,DR0232,14.0
2023-04,DR0234,22.0
2023-04,DR0240,17.0
2023-04,DR0298,17.0
2023-04,DR0612,-17.0
2023-04,DR0614,33.0
2023-04,DT0421,40.0
2023-04,DT0796,21.0
2023-04,F14200,18.0
2023-04,F74000,2.0
2023-04,F88000,7.0
2023-04,FK742A,1.0
2023-04,FM0018,1.0
2023-04,FM0024,18.0
2023-04,FM0054,5.0
2023-04,J92333,2.0
2023-04,J92356,0.0
2023-04,M99349,0.0
2023-04,M99415,1.0
2023-04,P0001190,0.0
2023-04,P00220,4.0
2023-04,P03429,19.0
2023-04,P03560,2.0
2023-04,P2000011,0.0
2023-04,P2000683,6.0
2023-04,P2000832,-42.0
2023-04,P2000874,4.0
2023-04,P2001007,1.0
2023-04,P2001011,-33.0
2023-04,P2001013,7.0
2023-04,P2001146,-19.0
2023-04,P2001619,-28.0
2023-04,P2001641,-10.0
2023-04,P2002390,-49.0
2023-04,P2002394,-17.0
2023-04,P2002398,-24.0
2023-04,P2002402,18.0
2023-04,P2002444,-1.0
2023-04,P2002482,24.0
2023-04,P2002484,29.0
2023-04,P2004419,11.0
2023-04,P2004421,-15.0
2023-04,P2004425,-29.0
2023-04,P2004563,13.0
2023-04,P2004620,-5.0
2023-04,P2004622,4.0
2023-04,P2004624,7.0
2023-04,P2004626,-8.0
2023-04,P2004634,-3.0
2023-04,P2004636,-1.0
2023-04,P2004638,3.0
2023-04,P2005127,2.0
2023-04,P2007024,16.0
2023-04,P43972,22.0
2023-04,P44081,19.0
2023-04,P48060,1.0
2023-04,P5001023,-17.0
2023-04,P5001079,-29.0
2023-04,P5001108,-1.0
2023-04,P5001111,-4.0
2023-04,P5001144,7.0
2023-04,P5001303,15.0
2023-04,P5001313,26.0
2023-04,P5001325,12.0
2023-04,P5001331,15.0
2023-04,P5001363,4.0
2023-04,P5001431,-4.0
2023-04,P5001434,0.0
2023-04,P5001443,14.0
2023-04,P5001445,4.0
2023-04,P5001510,1.0
2023-04,P5001641,6.0
2023-04,P5001647,5.0
2023-04,P5001688,21.0
2023-04,P5001732,19.0
2023-04,P5001795,4.0
2023-04,P5001796,3.0
2023-04,P5001797,6.0
2023-04,P5001813,1.0
2023-04,P5001814,3.0
2023-04,P5001817,-1.0
2023-04,P5001818,4.0
2023-04,P5001819,1.0
2023-04,P5001823,2.0
2023-04,P5001825,1.0
2023-04,P5001826,3.0
2023-04,P5001827,2.0
2023-04,P5001829,2.0
2023-04,P5001831,0.0
2023-04,P5001835,0.0
2023-04,P5001844,5.0
2023-04,P5001854,5.0
2023-04,P5002000,5.0
2023-04,P5002018,3.0
2023-04,P5002171,3.0
2023-04,P5002173,5.0
2023-04,P5002174,2.0
2023-04,P5002175,-1.0
2023-04,P5002176,1.0
2023-04,P5002177,0.0
2023-04,P5002184,1.0
2023-04,P5002187,1.0
2023-04,P5002235,3.0
2023-04,P5002618,3.0
2023-04,P5002809,1.0
2023-04,P5002854,1.0
2023-04,P5003540,3.0
2023-04,P5003562,1.0
2023-04,P5003566,-47.0
2023-04,P5003568,-2.0
2023-04,P5003570,-7.0
2023-04,P5003580,1.0
2023-04,P5003613,11.0
2023-04,P5003615,1.0
2023-04,P5004619,18.0
2023-04,P5004621,19.0
2023-04,P5004634,-44.0
2023-04,P56130,0.0
2023-04,P57151,12.0
2023-04,P57221,15.0
2023-04,P57246,5.0
2023-04,P57278,19.0
2023-04,P58492,49.0
2023-04,P58493,-7.0
2023-04,P58496,-3.0
2023-04,P58501,6.0
2023-04,P58502,1.0
2023-04,P58512,2.0
2023-04,P58576,-20.0
2023-04,P6011598,0.0
2023-04,P6011605,1.0
2023-04,P6011612,1.0
2023-04,P6011639,2.0
2023-04,P6011640,1.0
2023-04,P6011654,1.0
2023-04,P61129,10.0
2023-04,P63231,2.0
2023-04,P63233,-2.0
2023-04,P63235,1.0
2023-04,P63244,1.0
2023-04,P63245,-7.0
2023-04,P63246,3.0
2023-04,P63247,5.0
2023-04,P63248,0.0
2023-04,P71529,2.0
2023-04,P75214,-68.0
2023-04,P75606,-6.0
2023-04,P75612,-1.0
2023-04,P77106,8.0
2023-04,P77271,2.0
2023-04,P77277,0.0
2023-04,P78724,-64.0
2023-04,P78729,4.0
2023-04,P78791,-3.0
2023-04,P78802,4.0
2023-04,P78803,-2.0
2023-04,P79025,29.0
2023-04,P82329,4.0
2023-04,P82645,2.0
2023-04,P85164,1.0
2023-04,P85237,7.0
2023-04,P85243,-47.0
2023-04,P85254,-7.0
2023-04,P85286,71.0
2023-04,P85288,90.0
2023-04,P85289,77.0
2023-04,P85290,72.0
2023-04,P86236,21.0
2023-04,S100089,0.0
2023-04,SM0001,-2.0
2023-04,SM0002,6.0
2023-04,SM0005,9.0
2023-04,SM0006,3.0
2023-04,SM0014,6.0
2023-04,SM0025,1.0
2023-04,SM0036,0.0
2023-04,SM0037,0.0
2023-04,SM0153,0.0
2023-04,SM0154,2.0
2023-04,SM0157,2.0
2023-04,SM0165,4.0
2023-04,SM0170,3.0
2023-04,SM0174,0.0
2023-04,SM0177,2.0
2023-04,SM0179,2.0
2023-04,SM0188,1.0
2023-04,SM0479,1.0
2023-04,SM0528,1.0
2023-04,SM0616,1.0
2023-04,SM0654,0.0
2023-04,SM0707,4.0
2023-04,SM0708,-8.0
2023-04,SM0711,4.0
2023-04,SM0715,3.0
2023-04,SM0716,-4.0
2023-04,SM0718,1.0
2023-04,SM0719,2.0
2023-04,SM0720,-1.0
2023-04,SM0727,2.0
2023-04,SM0728,6.0
2023-04,SM0729,4.0
2023-04,SM0732,-1.0
2023-04,SM0733,6.0
2023-04,SM0734,6.0
2023-04,SM0737,1.0
2023-04,SM0739,1.0
2023-04,SM0740,-9.0
2023-04,SM0741,-14.0
2023-04,SM0745,-25.0
2023-04,SM0746,-6.0
2023-04,SM0747,1.0
2023-04,SM0748,5.0
2023-04,SM0752,3.0
2023-04,SM0753,16.0
2023-04,SM0754,-2.0
2023-04,SM0755,-1.0
2023-04,SM0756,9.0
2023-04,SM0757,4.0
2023-04,SM0758,12.0
2023-04,SM0759,-7.0
2023-04,SM0760,3.0
2023-04,SM0761,6.0
2023-04,SM0762,8.0
2023-04,SM1120,0.0
2023-04,SM1122,0.0
2023-04,SM1242,1.0
2023-04,SM1252,1.0
2023-04,SM1257,4.0
2023-04,SM1264,2.0
2023-04,SM1629,1.0
2023-04,SM1712,1.0
2023-04,SM1864,0.0
2023-04,SM2063,0.0
2023-04,SM2081,7.0
2023-04,SM2083,4.0
2023-04,SM2089,1.0
2023-04,SM2097,8.0
2023-04,SM2106,8.0
2023-04,SM2108,6.0
2023-04,SM2110,10.0
2023-04,SM2114,3.0
2023-04,SM2115,8.0
2023-04,SM2116,5.0
2023-04,SM2117,-12.0
2023-04,SM2118,-15.0
2023-04,SM2119,-2.0
2023-04,SM2120,2.0
2023-04,SM2130,0.0
2023-04,SM2157,3.0
2023-04,SM2158,2.0
2023-04,SM2168,5.0
2023-04,SM2199,5.0
2023-04,SM2202,-5.0
2023-04,SM2203,2.0
2023-04,SM2206,1.0
2023-04,SM2208,-1.0
2023-04,SM2211,8.0
2023-04,SM2212,4.0
2023-04,SM2216,13.0
2023-04,SM2219,4.0
2023-04,SM2221,2.0
2023-04,SM2222,-5.0
2023-04,SM2225,23.0
2023-04,SM2227,21.0
2023-04,SM2228,6.0
2023-04,SM2232,4.0
2023-04,SM2238,5.0
2023-04,SM2240,1.0
2023-04,SM2241,3.0
2023-04,SM2243,2.0
2023-04,SM2244,-8.0
2023-04,SM2245,2.0
2023-04,SM2246,1.0
2023-04,SM2247,-3.0
2023-04,SM2249,0.0
2023-04,SM2250,-3.0
2023-04,SM2251,-8.0
2023-04,SM2252,-1.0
2023-04,SM2253,-7.0
2023-04,SM2254,1.0
2023-04,SM2256,-21.0
2023-04,SM2259,7.0
2023-04,SM2260,4.0
2023-04,SM2265,-11.0
2023-04,SM2272,13.0
2023-04,SM2273,0.0
2023-04,SM2274,18.0
2023-04,SM2309,27.0
2023-04,SM2717,-12.0
2023-04,V1000004,0.0
2023-04,V1000084,2.0
2023-04,V1000120,0.0
2023-04,V1000217,0.0
2023-04,V1000220,1.0
2023-04,V1000936,3.0
2023-04,V1000990,-3.0
2023-04,V1000992,10.0
2023-04,V1001085,1.0
2023-04,V50810,13.0
2023-04,V50812,19.0
2023-04,V50814,13.0
2023-04,V50815,-1.0
2023-04,V50832,13.0
2023-04,V50833,189.0
2023-04,V50835,131.0
2023-04,V50836,199.0
2023-04,V50838,41.0
2023-04,V50839,29.0
2023-04,V51758,-15.0
2023-04,V51759,-4.0
2023-04,V51760,-18.0
2023-04,V51761,-13.0
2023-04,V51765,23.0
2023-04,V51767,-16.0
2023-04,V51768,-3.0
2023-04,V51967,100.0
2023-04,V51970,82.0
2023-04,V51973,105.0
2023-04,Y044104,1.0
2023-04,YA6345,0.0
2023-05,08-104-599-504,1.0
2023-05,08-105-687-059,-4.0
2023-05,08-217-566-005,1.0
2023-05,104300,0.0
2023-05,104302,15.0
2023-05,104303,-2.0
2023-05,104306,-6.0
2023-05,104308,7.0
2023-05,104309,-8.0
2023-05,104310,6.0
2023-05,104312,-1.0
2023-05,104313,24.0
2023-05,104315,5.0
2023-05,104318,0.0
2023-05,104323,-16.0
2023-05,104326,-34.0
2023-05,104450LF,-38.0
2023-05,104451LF,-5.0
2023-05,104456LF,-98.0
2023-05,104458LF,4.0
2023-05,104459LF,-6.0
2023-05,104468LF,8.0
2023-05,104476LF,0.0
2023-05,104478LF,-1.0
2023-05,104502,-5.0
2023-05,104503,0.0
2023-05,104608,3.0
2023-05,104618,8.0
2023-05,104639,1.0
2023-05,104701,0.0
2023-05,104706,1.0
2023-05,104728,0.0
2023-05,104800,2.0
2023-05,107018,1.0
2023-05,107019,-6.0
2023-05,107034,0.0
2023-05,110190LF,16.0
2023-05,110192LF,74.0
2023-05,110193LF,22.0
2023-05,110194LF,5.0
2023-05,110196LF,19.0
2023-05,110199LF,9.0
2023-05,112098,7.0
2023-05,112100,-5.0
2023-05,112118,8.0
2023-05,113041,6.0
2023-05,115177,5.0
2023-05,115179,10.0
2023-05,115182,25.0
2023-05,117103LF,23.0
