year_month,item_number,cumulative_lpns
2021-10,P81485,-5.0
2021-10,P81486,-16.0
2021-10,P81487,-1.0
2021-10,P81488,-11.0
2021-10,P82329,8.0
2021-10,P82364,-7.0
2021-10,P82946,2.0
2021-10,P85075,-5.0
2021-10,P85166,8.0
2021-10,P85238,5.0
2021-10,P85239,11.0
2021-10,P85242,5.0
2021-10,P85243,9.0
2021-10,P85245,4.0
2021-10,P85246,7.0
2021-10,P85248,-14.0
2021-10,P85249,2.0
2021-10,P85254,11.0
2021-10,P85255,8.0
2021-10,P85265,3.0
2021-10,P85266,0.0
2021-10,P85268,2.0
2021-10,P85285,62.0
2021-10,P85286,82.0
2021-10,P85287,132.0
2021-10,P85288,52.0
2021-10,P85289,47.0
2021-10,P85290,65.0
2021-10,P85291,47.0
2021-10,P85298,52.0
2021-10,P85299,11.0
2021-10,P85337,-1.0
2021-10,P86236,13.0
2021-10,P90523,-23.0
2021-10,P90524,-15.0
2021-10,P90527,-23.0
2021-10,P90528,-46.0
2021-10,P90570,-1.0
2021-10,R02940,-1.0
2021-10,SM0152,2.0
2021-10,SM0154,1.0
2021-10,SM0269,2.0
2021-10,SM0398,1.0
2021-10,SM0708,-1.0
2021-10,SM0710,-4.0
2021-10,SM0712,0.0
2021-10,SM0714,-8.0
2021-10,SM0716,-5.0
2021-10,SM0728,4.0
2021-10,SM0731,4.0
2021-10,SM0739,0.0
2021-10,SM0740,1.0
2021-10,SM0741,5.0
2021-10,SM0742,-9.0
2021-10,SM0743,-1.0
2021-10,SM0744,4.0
2021-10,SM0745,0.0
2021-10,SM0746,3.0
2021-10,SM0747,7.0
2021-10,SM0748,3.0
2021-10,SM0754,-4.0
2021-10,SM0755,6.0
2021-10,SM0756,1.0
2021-10,SM0757,6.0
2021-10,SM0759,0.0
2021-10,SM0761,1.0
2021-10,SM2081,1.0
2021-10,SM2089,1.0
2021-10,SM2105,1.0
2021-10,SM2107,1.0
2021-10,SM2117,-8.0
2021-10,SM2118,-11.0
2021-10,SM2126,1.0
2021-10,SM2158,1.0
2021-10,SM2168,1.0
2021-10,SM2199,1.0
2021-10,SM2202,2.0
2021-10,SM2205,2.0
2021-10,SM2211,1.0
2021-10,SM2219,2.0
2021-10,SM2221,1.0
2021-10,SM2222,0.0
2021-10,SM2223,1.0
2021-10,SM2225,12.0
2021-10,SM2244,5.0
2021-10,SM2250,3.0
2021-10,SM2251,0.0
2021-10,SM2253,2.0
2021-10,SM2256,0.0
2021-10,SM2259,4.0
2021-10,SM2260,1.0
2021-10,SM2262,2.0
2021-10,SM2265,4.0
2021-10,SM2267,20.0
2021-10,SM2269,19.0
2021-10,SM2270,5.0
2021-10,SM2271,1.0
2021-10,V01321,4.0
2021-10,V1000290,-14.0
2021-10,V1000294,-24.0
2021-10,V1000296,-27.0
2021-10,V1000298,-31.0
2021-10,V1000300,9.0
2021-10,V1000302,1.0
2021-10,V1000304,1.0
2021-10,V1000914,4.0
2021-10,V1000921,1.0
2021-10,V1000929,3.0
2021-10,V1000936,1.0
2021-10,V1000945,-2.0
2021-10,V1000947,3.0
2021-10,V1000956,5.0
2021-10,V1000965,0.0
2021-10,V1000974,7.0
2021-10,V1000981,6.0
2021-10,V1000983,1.0
2021-10,V1000990,-6.0
2021-10,V1000995,1.0
2021-10,V1001001,4.0
2021-10,V1001010,3.0
2021-10,V1001019,3.0
2021-10,V1001028,3.0
2021-10,V1001049,1.0
2021-10,V1001055,-2.0
2021-10,V1001064,7.0
2021-10,V1001071,5.0
2021-10,V1001082,-1.0
2021-10,V1001089,2.0
2021-10,V1001091,0.0
2021-10,V1001098,-12.0
2021-10,V1001107,0.0
2021-10,V1001168,1.0
2021-10,V1001188,3.0
2021-10,V1001198,0.0
2021-10,V1002165,-1.0
2021-10,V1002166,2.0
2021-10,V50810,-1.0
2021-10,V50812,-1.0
2021-10,V50813,3.0
2021-10,V50814,3.0
2021-10,V50815,1.0
2021-10,V50816,7.0
2021-10,V50832,-2.0
2021-10,V50833,49.0
2021-10,V50834,17.0
2021-10,V50835,25.0
2021-10,V50836,26.0
2021-10,V50838,13.0
2021-10,V51756,0.0
2021-10,V51757,-4.0
2021-10,V51758,-14.0
2021-10,V51759,-9.0
2021-10,V51760,-8.0
2021-10,V51761,-2.0
2021-10,V51765,-4.0
2021-10,V51767,0.0
2021-10,V51964,5.0
2021-10,V51967,8.0
2021-10,V51973,8.0
2021-10,V51979,13.0
2021-10,Y043106,1.0
2021-10,Y93730,1.0
2021-10,YC3717,1.0
2021-11,08-111-626-501,11.0
2021-11,104300,0.0
2021-11,104303,6.0
2021-11,104306,1.0
2021-11,104308,-7.0
2021-11,104309,0.0
2021-11,104310,-2.0
2021-11,104312,-4.0
2021-11,104321,-26.0
2021-11,104323,-2.0
2021-11,104326,-5.0
2021-11,104328,8.0
2021-11,104450LF,-18.0
2021-11,104451LF,-26.0
2021-11,104452LF,4.0
2021-11,104453LF,4.0
2021-11,104456LF,-28.0
2021-11,104458LF,2.0
2021-11,104459LF,7.0
2021-11,104460LF,7.0
2021-11,104462LF,0.0
2021-11,104463LF,1.0
2021-11,104465LF,-4.0
2021-11,104468LF,1.0
2021-11,104471LF,-8.0
2021-11,104476LF,5.0
2021-11,104478LF,1.0
2021-11,104501,-2.0
2021-11,111034,13.0
2021-11,111040,19.0
2021-11,111042,10.0
2021-11,111044,9.0
2021-11,111046,5.0
2021-11,111047,6.0
2021-11,111049,1.0
2021-11,111061,16.0
2021-11,112099,5.0
2021-11,115104,28.0
2021-11,115111,35.0
2021-11,115112,5.0
2021-11,115114,5.0
2021-11,115116,4.0
2021-11,115117,3.0
2021-11,115119,-2.0
2021-11,115120,9.0
2021-11,115121,13.0
2021-11,115122,10.0
2021-11,115123,41.0
2021-11,115124,8.0
2021-11,115125,15.0
2021-11,115126,2.0
2021-11,115128,85.0
2021-11,115129,42.0
2021-11,115177,5.0
2021-11,115184,13.0
2021-11,115185,4.0
2021-11,115187,47.0
2021-11,115188,35.0
2021-11,115189,30.0
2021-11,169035,8.0
2021-11,169038,4.0
2021-11,169043,1.0
2021-11,175001,-8.0
2021-11,175004,2.0
2021-11,175006,-15.0
2021-11,175008,2.0
2021-11,175011,4.0
2021-11,175014,-6.0
2021-11,175015,0.0
2021-11,175019,8.0
2021-11,175025,0.0
2021-11,175027,0.0
2021-11,175033,3.0
2021-11,175053,4.0
2021-11,175056,-1.0
2021-11,175071,2.0
2021-11,175079,-6.0
2021-11,175080,-4.0
2021-11,175824,1.0
2021-11,175825,2.0
2021-11,175826,2.0
2021-11,175827,-4.0
2021-11,175829,-5.0
2021-11,175830,-1.0
2021-11,175832,1.0
2021-11,175835,1.0
2021-11,175836,4.0
2021-11,175839,2.0
2021-11,175845,0.0
2021-11,175849,1.0
2021-11,175853,1.0
2021-11,175854,-7.0
2021-11,175858,2.0
2021-11,175859,1.0
2021-11,175861,3.0
2021-11,175862,1.0
2021-11,175904,0.0
2021-11,178443,6.0
2021-11,178466,-6.0
2021-11,178473,-1.0
2021-11,178476,-3.0
2021-11,178487,0.0
2021-11,178490,-2.0
2021-11,178505,2.0
2021-11,178508,-15.0
2021-11,178515,1.0
2021-11,178518,-3.0
2021-11,178641,-2.0
2021-11,178642,-1.0
2021-11,178645,0.0
2021-11,178651,0.0
2021-11,178656,-4.0
2021-11,178662,1.0
2021-11,178671,-10.0
2021-11,178672,3.0
2021-11,178690,-2.0
2021-11,178691,1.0
2021-11,178707,-3.0
2021-11,178773,2.0
2021-11,178882,0.0
2021-11,179271,2.0
2021-11,179280,1.0
2021-11,179323,1.0
2021-11,179356,0.0
2021-11,179359,-3.0
2021-11,179361,-3.0
2021-11,179363,1.0
2021-11,179365,1.0
2021-11,179367,2.0
2021-11,180228,1.0
2021-11,180254,5.0
2021-11,180781,2.0
2021-11,181876,2.0
2021-11,181885,3.0
2021-11,181891,7.0
2021-11,182196,-3.0
2021-11,182198,-1.0
2021-11,182205,-1.0
2021-11,182211,-4.0
2021-11,182220,1.0
2021-11,182226,0.0
2021-11,183532,2.0
2021-11,183563,0.0
2021-11,184441,1.0
2021-11,184480,2.0
2021-11,185022,4.0
2021-11,185110,8.0
2021-11,185116,20.0
2021-11,185117,3.0
2021-11,185119,3.0
2021-11,185141,-1.0
2021-11,185143,5.0
2021-11,187202,5.0
2021-11,188553,1.0
2021-11,188555,1.0
2021-11,188557,0.0
2021-11,188562,1.0
2021-11,188701,-2.0
2021-11,188702,-1.0
2021-11,210195,0.0
2021-11,210619,-1.0
2021-11,226260,-2.0
2021-11,226280,-7.0
2021-11,226720,-8.0
2021-11,226740,-18.0
2021-11,227000,0.0
2021-11,227040,-7.0
2021-11,228680,2.0
2021-11,228700,-10.0
2021-11,230080,-6.0
2021-11,230120,-14.0
2021-11,230180,-26.0
2021-11,230800,-9.0
2021-11,231560,2.0
2021-11,231900,-19.0
2021-11,231940,-7.0
2021-11,235061,-5.0
2021-11,235080,-10.0
2021-11,235400,-8.0
2021-11,236761,6.0
2021-11,238020,-5.0
2021-11,239600,1.0
2021-11,241160,9.0
2021-11,245403,3.0
2021-11,245404,1.0
2021-11,510762,3.0
2021-11,510936,1.0
2021-11,512027,-4.0
2021-11,512620,1.0
2021-11,512749,3.0
2021-11,513049,2.0
2021-11,513061,-6.0
2021-11,513601,-7.0
2021-11,513622,-3.0
2021-11,52-105-175-003,1.0
2021-11,52-116-917-523,13.0
2021-11,52-116-920-501,-10.0
2021-11,52-116-922-501,1.0
2021-11,52-116-923-501,9.0
2021-11,52-116-923-520,1.0
2021-11,52-116-924-501,-27.0
2021-11,52-116-968-501,22.0
2021-11,52-118-401-501,15.0
2021-11,52-123-957-501,15.0
2021-11,52-128-321-501,32.0
2021-11,52-128-321-521,13.0
2021-11,52-161-304-001,2.0
2021-11,52-229-646-001,-4.0
2021-11,52-229-647-001,-10.0
2021-11,52-239-532-001,1.0
2021-11,52-360-905-001,0.0
2021-11,52-427-144-501,-31.0
2021-11,52-427-285-501,-25.0
2021-11,52-460-745-501,6.0
2021-11,52-460-761-501,11.0
2021-11,52-460-769-011,1.0
2021-11,52-460-769-012,5.0
2021-11,52-460-769-015,-6.0
2021-11,52-460-769-016,1.0
2021-11,52-460-769-017,1.0
2021-11,52-460-769-018,1.0
2021-11,52-460-769-019,0.0
2021-11,52-460-769-210,1.0
2021-11,52-460-769-212,5.0
2021-11,52-460-769-214,5.0
2021-11,52-461-828-501,3.0
2021-11,555038,7.0
2021-11,555039,7.0
2021-11,555075,2.0
2021-11,557046,1.0
2021-11,760116100,2.0
2021-11,760116110,1.0
2021-11,760116150,1.0
2021-11,760186000,2.0
2021-11,760186060,1.0
2021-11,760186100,1.0
2021-11,760212040,2.0
2021-11,760212050,2.0
2021-11,760282010,1.0
2021-11,760282050,2.0
2021-11,760382040,1.0
2021-11,76061070A,3.0
2021-11,760913310,1.0
2021-11,76120050A,1.0
2021-11,765310150,2.0
2021-11,765350160,3.0
2021-11,765350180,-1.0
2021-11,765380000,1.0
2021-11,765710100,1.0
2021-11,768560030,1.0
2021-11,769580080,0.0
2021-11,769580920,1.0
2021-11,771750142,1.0
2021-11,772615712,4.0
2021-11,772615713,3.0
2021-11,772650347,1.0
2021-11,772650568,2.0
2021-11,7C0252020,5.0
2021-11,7C064101A,1.0
2021-11,903574,7.0
2021-11,903575,7.0
2021-11,903576,9.0
2021-11,903578,-6.0
2021-11,903579,1.0
2021-11,903580,3.0
2021-11,903581,8.0
2021-11,903582,3.0
2021-11,903583,2.0
2021-11,903584,7.0
2021-11,903585,-1.0
2021-11,903586,-8.0
2021-11,903587,0.0
2021-11,903588,0.0
2021-11,903589,3.0
2021-11,903591,1.0
2021-11,A91265,-1.0
2021-11,AC0420,4.0
2021-11,AC0720,-8.0
2021-11,AC0730,3.0
2021-11,AC0732,-3.0
2021-11,AC1860,-5.0
2021-11,AC1863,6.0
2021-11,AC1864,-3.0
2021-11,AC1865,-1.0
2021-11,AC1866,-5.0
2021-11,AC1867,-2.0
2021-11,AC1871,-4.0
2021-11,AC2465,2.0
2021-11,AC2477,-2.0
2021-11,AC2486,1.0
2021-11,AC2532,0.0
2021-11,AC2585,1.0
2021-11,AC2606,1.0
2021-11,AC5724,0.0
2021-11,AC5728,1.0
2021-11,AC6113,-26.0
2021-11,AC6513,-3.0
2021-11,AC8351,0.0
2021-11,AC8479,3.0
2021-11,AC8668,3.0
2021-11,AM2736900,1.0
2021-11,AP0006,1.0
2021-11,AP0114,1.0
2021-11,AP0148,2.0
2021-11,AP0152,1.0
2021-11,AP0154,1.0
2021-11,AP0156,12.0
2021-11,AP0163,1.0
2021-11,AP3985,1.0
2021-11,CM1042,1.0
2021-11,DA0022,-1.0
2021-11,DB0113,5.0
2021-11,DF0284,-2.0
2021-11,DL0599,1.0
2021-11,DM0005,59.0
2021-11,DM0022,-1.0
2021-11,DM0055,0.0
2021-11,DM0442,0.0
2021-11,DM0456,-2.0
2021-11,DM0458,1.0
2021-11,DM0459,0.0
2021-11,DM0460,-6.0
2021-11,DM0461,4.0
2021-11,DM0462,-13.0
2021-11,DM0464,-1.0
2021-11,DM1029,1.0
2021-11,DM1045,1.0
2021-11,DM1096,-1.0
2021-11,DM1119,4.0
2021-11,DM2010,2.0
2021-11,DM2029,-9.0
2021-11,DM2034,1.0
2021-11,DM2045,-8.0
2021-11,DM2050,2.0
2021-11,DM2060,-7.0
2021-11,DP0208,-11.0
2021-11,DP1603,-10.0
2021-11,DP1606,-13.0
2021-11,DP3598,2.0
2021-11,DR0218,5.0
2021-11,DR0240,2.0
2021-11,DR0298,6.0
2021-11,DR0610,4.0
2021-11,DR0612,-16.0
2021-11,DR0614,3.0
2021-11,DT0766,-6.0
2021-11,DT0769,4.0
2021-11,DT0772,-23.0
2021-11,EE0153,3.0
2021-11,FK105A,2.0
2021-11,FM0024,0.0
2021-11,FM0025,3.0
2021-11,G92522,1.0
2021-11,G96817,1.0
2021-11,G96819,11.0
2021-11,M1000232,7.0
2021-11,M28099,27.0
2021-11,M28101,4.0
2021-11,M28177,10.0
2021-11,M39690,1.0
2021-11,M75065,1.0
2021-11,M99077,0.0
2021-11,M99106,0.0
2021-11,M99109,0.0
2021-11,M99354,1.0
2021-11,P08420,3.0
2021-11,P2000034,-6.0
2021-11,P2000655,1.0
2021-11,P2000658,6.0
2021-11,P2000659,2.0
2021-11,P2000676,-9.0
2021-11,P2000677,2.0
2021-11,P2000678,-4.0
2021-11,P2000824,-36.0
2021-11,P2000828,-27.0
2021-11,P2000830,-7.0
2021-11,P2000832,-27.0
2021-11,P2000838,-35.0
2021-11,P2000842,-9.0
2021-11,P2000844,-1.0
2021-11,P2000848,-19.0
2021-11,P2000850,-40.0
2021-11,P2000852,-32.0
2021-11,P2000854,-30.0
2021-11,P2000856,-30.0
2021-11,P2000864,-51.0
2021-11,P2000866,-34.0
2021-11,P2000872,1.0
2021-11,P2000880,-34.0
2021-11,P2000884,-6.0
2021-11,P2000890,-26.0
2021-11,P2000915,-18.0
2021-11,P2000917,-35.0
2021-11,P2000921,1.0
2021-11,P2001009,9.0
2021-11,P2001146,-24.0
2021-11,P2001147,-2.0
2021-11,P2001155,19.0
2021-11,P2001164,1.0
2021-11,P2001236,2.0
2021-11,P2001335,2.0
2021-11,P2001337,7.0
2021-11,P2001575,-5.0
2021-11,P2001577,-12.0
2021-11,P2001601,5.0
2021-11,P2001605,-13.0
2021-11,P2001619,-20.0
2021-11,P2001621,5.0
2021-11,P2001623,-6.0
2021-11,P2001630,7.0
2021-11,P2001640,3.0
2021-11,P2001641,-10.0
2021-11,P2001741,-28.0
2021-11,P2001742,-33.0
2021-11,P2001744,-4.0
2021-11,P2001745,-54.0
2021-11,P2002322,-1.0
2021-11,P2002376,5.0
2021-11,P2002390,-10.0
2021-11,P2002392,-19.0
2021-11,P2002394,-26.0
2021-11,P2002396,-2.0
2021-11,P2002398,-20.0
2021-11,P2002404,-4.0
2021-11,P2002406,5.0
2021-11,P2002408,-1.0
2021-11,P2002412,-1.0
2021-11,P2002444,-3.0
2021-11,P2002459,5.0
2021-11,P2002466,0.0
2021-11,P2002467,5.0
2021-11,P2002482,2.0
2021-11,P2002484,24.0
2021-11,P2002487,-7.0
2021-11,P2002496,-6.0
2021-11,P2002498,-3.0
2021-11,P2002510,-7.0
2021-11,P2002512,-19.0
2021-11,P2002519,3.0
2021-11,P2002536,-12.0
2021-11,P2002591,-32.0
2021-11,P2002864,-31.0
2021-11,P2002865,-28.0
2021-11,P2002866,-15.0
2021-11,P2002867,-7.0
2021-11,P2002868,-9.0
2021-11,P2002869,-18.0
2021-11,P2003151,5.0
2021-11,P2003472,6.0
2021-11,P2003474,-1.0
2021-11,P2003516,1.0
2021-11,P2004411,-59.0
2021-11,P2004413,-10.0
2021-11,P2004419,-7.0
2021-11,P2004421,-17.0
2021-11,P2004423,-43.0
2021-11,P2004425,-26.0
2021-11,P2004427,-31.0
2021-11,P2004429,-15.0
2021-11,P2004440,5.0
2021-11,P2004563,-29.0
2021-11,P2004567,-6.0
2021-11,P2004572,1.0
2021-11,P2004705,1.0
2021-11,P41100,-1.0
2021-11,P41620,3.0
2021-11,P41780,-14.0
2021-11,P41820,-10.0
2021-11,P42254,4.0
2021-11,P43663,-8.0
2021-11,P43672,4.0
2021-11,P43972,-4.0
2021-11,P45730,-3.0
2021-11,P5001010,-6.0
2021-11,P5001013,-8.0
2021-11,P5001021,-56.0
2021-11,P5001051,-14.0
2021-11,P5001052,0.0
2021-11,P5001053,-16.0
2021-11,P5001079,-17.0
2021-11,P5001102,2.0
2021-11,P5001111,-1.0
2021-11,P5001387,4.0
2021-11,P5001393,0.0
2021-11,P5001434,1.0
2021-11,P5001435,0.0
2021-11,P5001520,0.0
2021-11,P5001632,-1.0
2021-11,P5001635,-2.0
2021-11,P5001638,-3.0
2021-11,P5001678,-1.0
2021-11,P5001718,0.0
2021-11,P5001726,3.0
2021-11,P5001751,-5.0
2021-11,P5001755,-1.0
2021-11,P5001880,1.0
2021-11,P5002003,1.0
2021-11,P5002511,2.0
2021-11,P5002624,1.0
2021-11,P5002630,8.0
2021-11,P5002636,5.0
2021-11,P5002726,8.0
2021-11,P5002858,3.0
2021-11,P5003553,4.0
2021-11,P5003554,7.0
2021-11,P5003566,-38.0
2021-11,P5003570,-6.0
2021-11,P5003603,-31.0
2021-11,P5003604,7.0
2021-11,P5003615,-4.0
2021-11,P5003617,4.0
2021-11,P5003619,-2.0
2021-11,P5003625,9.0
2021-11,P5004254,4.0
2021-11,P5004256,2.0
2021-11,P5004347,-9.0
2021-11,P5004631,4.0
2021-11,P5004632,-8.0
2021-11,P5004633,9.0
2021-11,P5004634,-17.0
2021-11,P5004635,-6.0
2021-11,P5004636,-2.0
2021-11,P5004637,0.0
2021-11,P5004638,6.0
2021-11,P5004639,3.0
2021-11,P5004640,7.0
2021-11,P5004642,4.0
2021-11,P5004643,7.0
2021-11,P50745,1.0
2021-11,P50920,1.0
2021-11,P53032,5.0
2021-11,P57246,1.0
2021-11,P57278,8.0
2021-11,P58697,0.0
2021-11,P6010038,1.0
2021-11,P6010062,1.0
2021-11,P6010081,1.0
2021-11,P6010087,3.0
2021-11,P6010088,9.0
2021-11,P6010097,6.0
2021-11,P6010099,1.0
2021-11,P6010101,0.0
2021-11,P6010103,3.0
2021-11,P6010105,2.0
2021-11,P6010106,4.0
2021-11,P6010108,4.0
2021-11,P6010110,2.0
2021-11,P6010121,4.0
2021-11,P6010130,7.0
2021-11,P6010131,8.0
2021-11,P6010140,4.0
2021-11,P6010141,3.0
2021-11,P6010142,0.0
2021-11,P6010144,6.0
2021-11,P6010148,5.0
2021-11,P6010150,3.0
2021-11,P6010152,5.0
2021-11,P6010165,2.0
2021-11,P6010166,5.0
2021-11,P6010168,5.0
2021-11,P6010170,9.0
2021-11,P6010193,0.0
2021-11,P6010199,1.0
2021-11,P6010202,0.0
2021-11,P6010207,2.0
2021-11,P6010209,3.0
2021-11,P6010211,3.0
2021-11,P6010237,-7.0
2021-11,P6010261,2.0
2021-11,P6010264,-1.0
2021-11,P6010267,-5.0
2021-11,P6010268,6.0
2021-11,P6010269,6.0
2021-11,P6010319,6.0
2021-11,P6010322,5.0
2021-11,P6010326,0.0
2021-11,P6010329,1.0
2021-11,P6010336,4.0
2021-11,P6010347,5.0
2021-11,P6010350,7.0
2021-11,P6010361,3.0
2021-11,P6010362,3.0
2021-11,P6010363,2.0
2021-11,P6010365,-8.0
2021-11,P6010367,6.0
2021-11,P6010369,-3.0
2021-11,P6010370,5.0
2021-11,P6010371,0.0
2021-11,P6010375,6.0
2021-11,P6010444,2.0
2021-11,P6010448,4.0
2021-11,P6010467,5.0
2021-11,P6010468,9.0
2021-11,P6010493,2.0
2021-11,P6010501,4.0
2021-11,P6010514,0.0
2021-11,P6010520,9.0
2021-11,P6010536,2.0
2021-11,P6010588,1.0
2021-11,P6010594,7.0
2021-11,P6010607,4.0
2021-11,P6010635,2.0
2021-11,P6010671,2.0
2021-11,P6010789,1.0
2021-11,P6010880,6.0
2021-11,P6010882,-1.0
2021-11,P6010884,9.0
2021-11,P6010886,6.0
2021-11,P6010889,5.0
2021-11,P6010891,-1.0
2021-11,P6010893,7.0
2021-11,P6010897,1.0
2021-11,P6010907,6.0
2021-11,P6010909,-10.0
2021-11,P6010911,-2.0
2021-11,P6010912,7.0
2021-11,P6010929,0.0
2021-11,P6010969,0.0
2021-11,P6010973,3.0
2021-11,P6010983,-2.0
2021-11,P6010998,3.0
2021-11,P6011001,2.0
2021-11,P6011002,2.0
2021-11,P6011005,3.0
2021-11,P6011006,1.0
2021-11,P6011019,13.0
2021-11,P6011023,7.0
2021-11,P6011034,3.0
2021-11,P6011037,3.0
2021-11,P6011041,1.0
2021-11,P6011045,1.0
2021-11,P6011049,14.0
2021-11,P6011061,3.0
2021-11,P6011144,4.0
2021-11,P6011208,2.0
2021-11,P6011214,4.0
2021-11,P6011412,6.0
2021-11,P6011418,1.0
2021-11,P6011453,-1.0
2021-11,P6011472,5.0
2021-11,P6011478,4.0
2021-11,P6011484,4.0
2021-11,P6011540,7.0
2021-11,P6011548,8.0
2021-11,P6011552,19.0
2021-11,P6012464,4.0
2021-11,P6012473,2.0
2021-11,P6012510,2.0
2021-11,P6012519,4.0
2021-11,P6012592,1.0
2021-11,P6012602,3.0
2021-11,P6012611,6.0
2021-11,P6012648,3.0
2021-11,P6012650,1.0
2021-11,P6012703,3.0
2021-11,P6012732,3.0
2021-11,P6012736,6.0
2021-11,P6012740,4.0
2021-11,P6012749,8.0
2021-11,P6012988,1.0
2021-11,P6012997,2.0
2021-11,P6013006,-1.0
2021-11,P6013015,3.0
2021-11,P6013024,2.0
2021-11,P6013033,2.0
2021-11,P6013034,1.0
2021-11,P6013051,3.0
2021-11,P6013087,4.0
2021-11,P6013105,1.0
2021-11,P6013132,1.0
2021-11,P6013133,0.0
2021-11,P6013136,2.0
2021-11,P6013138,0.0
2021-11,P6013145,2.0
2021-11,P6013147,0.0
2021-11,P6013344,1.0
2021-11,P6013345,1.0
2021-11,P6013388,3.0
2021-11,P6013424,3.0
2021-11,P6013444,6.0
2021-11,P6013452,10.0
2021-11,P6013456,7.0
2021-11,P6013466,5.0
2021-11,P6013469,8.0
2021-11,P6013488,2.0
2021-11,P6013507,2.0
2021-11,P6013511,2.0
2021-11,P6014717,-20.0
2021-11,P6014851,1.0
2021-11,P6014857,4.0
2021-11,P6014863,3.0
2021-11,P6014869,0.0
2021-11,P6014905,4.0
2021-11,P6014908,2.0
2021-11,P6014909,1.0
2021-11,P6014912,0.0
2021-11,P6014917,2.0
2021-11,P6014920,-1.0
2021-11,P6014923,5.0
2021-11,P6014926,2.0
2021-11,P6014929,3.0
2021-11,P6014938,1.0
2021-11,P6014949,3.0
2021-11,P6014956,2.0
2021-11,P6014959,0.0
2021-11,P6014971,1.0
2021-11,P6014973,2.0
2021-11,P6015007,5.0
2021-11,P6015043,2.0
2021-11,P6015045,1.0
2021-11,P6015053,1.0
2021-11,P6015114,1.0
2021-11,P6015259,4.0
2021-11,P6015260,3.0
2021-11,P6015261,3.0
2021-11,P6015262,3.0
2021-11,P6015263,5.0
2021-11,P6015264,3.0
2021-11,P6015265,2.0
2021-11,P6015266,2.0
2021-11,P6015267,1.0
2021-11,P6015268,6.0
2021-11,P6015269,5.0
2021-11,P6015271,3.0
2021-11,P6015274,2.0
2021-11,P6015287,-1.0
2021-11,P6015288,-1.0
2021-11,P6015289,-1.0
2021-11,P6015290,-1.0
2021-11,P6015291,0.0
2021-11,P6015292,0.0
2021-11,P6015302,-2.0
2021-11,P6015308,2.0
2021-11,P6015312,3.0
2021-11,P6015326,0.0
2021-11,P6015345,1.0
2021-11,P6015347,-4.0
2021-11,P6015349,3.0
2021-11,P6015351,-3.0
2021-11,P6015358,0.0
2021-11,P6015415,2.0
2021-11,P6015548,-2.0
2021-11,P6015549,-2.0
2021-11,P6015550,-4.0
2021-11,P6015551,7.0
2021-11,P6015553,-10.0
2021-11,P6015650,2.0
2021-11,P6015723,2.0
2021-11,P6015899,7.0
2021-11,P6015923,2.0
2021-11,P6015949,1.0
2021-11,P6015955,6.0
2021-11,P6015970,0.0
2021-11,P6016081,1.0
2021-11,P6016201,4.0
2021-11,P6016234,6.0
2021-11,P6016250,2.0
2021-11,P6017948,2.0
2021-11,P6018911,-1.0
2021-11,P64150,121.0
2021-11,P70873,7.0
2021-11,P70875,5.0
2021-11,P70877,14.0
2021-11,P70886,1.0
2021-11,P70905,-25.0
2021-11,P70906,1.0
2021-11,P70907,1.0
2021-11,P70919,1.0
2021-11,P70939,1.0
2021-11,P70960,11.0
2021-11,P70962,34.0
2021-11,P70963,1.0
2021-11,P70965,17.0
2021-11,P70997,-25.0
2021-11,P71547,1.0
2021-11,P75148,7.0
2021-11,P75149,4.0
2021-11,P75214,-46.0
2021-11,P75606,-15.0
2021-11,P77106,3.0
2021-11,P77109,0.0
2021-11,P77115,-3.0
2021-11,P77119,10.0
2021-11,P77177,8.0
2021-11,P77179,-6.0
2021-11,P77214,-12.0
2021-11,P77497,2.0
2021-11,P78533,2.0
2021-11,P78724,-38.0
2021-11,P78725,-48.0
2021-11,P79025,6.0
2021-11,P81289,24.0
2021-11,P81290,49.0
2021-11,P81295,9.0
2021-11,P81314,2.0
2021-11,P81334,11.0
2021-11,P81354,2.0
2021-11,P81357,4.0
2021-11,P81485,-5.0
2021-11,P81486,-15.0
2021-11,P81487,0.0
2021-11,P81488,-10.0
2021-11,P81497,4.0
2021-11,P81950,2.0
2021-11,P81952,4.0
2021-11,P82329,8.0
2021-11,P82331,4.0
2021-11,P82364,-8.0
2021-11,P82444,0.0
2021-11,P82929,-2.0
2021-11,P85075,-7.0
2021-11,P85166,7.0
2021-11,P85237,13.0
2021-11,P85238,9.0
2021-11,P85239,13.0
2021-11,P85242,7.0
2021-11,P85243,4.0
2021-11,P85245,5.0
2021-11,P85246,7.0
2021-11,P85248,-12.0
2021-11,P85249,5.0
2021-11,P85250,8.0
2021-11,P85252,3.0
2021-11,P85254,9.0
2021-11,P85255,9.0
2021-11,P85258,5.0
2021-11,P85266,1.0
2021-11,P85267,-1.0
2021-11,P85268,3.0
2021-11,P85285,84.0
2021-11,P85286,103.0
2021-11,P85287,161.0
2021-11,P85288,74.0
2021-11,P85289,65.0
2021-11,P85290,81.0
2021-11,P85291,75.0
2021-11,P85298,59.0
2021-11,P85693,3.0
2021-11,P86236,12.0
2021-11,P90523,-29.0
2021-11,P90524,-25.0
2021-11,P90527,-33.0
2021-11,P90528,-57.0
2021-11,P90532,-4.0
2021-11,SM0008,2.0
2021-11,SM0010,1.0
2021-11,SM0011,3.0
2021-11,SM0012,1.0
2021-11,SM0017,2.0
2021-11,SM0071,1.0
