year_month,item_number,Quantity_received,Quantity_shipped,monthly_net,cumulative_inventory
2023-05,245005,0.0,26.0,-26.0,1894.0
2023-06,245005,1560.0,172.0,1388.0,3282.0
2023-08,245005,0.0,42.0,-42.0,3240.0
2021-02,245105,0.0,82.0,-82.0,-82.0
2021-04,245105,0.0,50.0,-50.0,-132.0
2021-05,245105,50.0,14.0,36.0,-96.0
2021-06,245105,100.0,200.0,-100.0,-196.0
2021-07,245105,0.0,100.0,-100.0,-296.0
2021-08,245105,246.0,200.0,46.0,-250.0
2021-10,245105,85.0,0.0,85.0,-165.0
2022-01,245105,65.0,0.0,65.0,-100.0
2022-04,245105,100.0,0.0,100.0,0.0
2022-06,245105,50.0,0.0,50.0,50.0
2022-07,245105,0.0,346.0,-346.0,-296.0
2023-01,245105,0.0,100.0,-100.0,-396.0
2023-03,245105,96.0,46.0,50.0,-346.0
2023-04,245105,0.0,50.0,-50.0,-396.0
2023-05,245105,159.0,0.0,159.0,-237.0
2023-06,245105,40.0,0.0,40.0,-197.0
2023-07,245105,0.0,159.0,-159.0,-356.0
2021-02,245122,800.0,0.0,800.0,800.0
2021-03,245122,160.0,0.0,160.0,960.0
2021-04,245122,800.0,800.0,0.0,960.0
2021-05,245122,800.0,0.0,800.0,1760.0
2021-08,245122,80.0,0.0,80.0,1840.0
2021-10,245122,1860.0,1600.0,260.0,2100.0
2021-11,245122,0.0,520.0,-520.0,1580.0
2021-12,245122,520.0,0.0,520.0,2100.0
2022-02,245122,2160.0,0.0,2160.0,4260.0
2022-12,245122,720.0,0.0,720.0,4980.0
2023-02,245122,960.0,0.0,960.0,5940.0
2023-06,245122,1840.0,0.0,1840.0,7780.0
2023-07,245122,0.0,520.0,-520.0,7260.0
2023-08,245122,0.0,600.0,-600.0,6660.0
2021-02,245123,0.0,14.0,-14.0,-14.0
2021-03,245123,0.0,14.0,-14.0,-28.0
2021-04,245123,0.0,15.0,-15.0,-43.0
2021-05,245123,50.0,0.0,50.0,7.0
2021-06,245123,0.0,78.0,-78.0,-71.0
2021-07,245123,101.0,98.0,3.0,-68.0
2021-08,245123,100.0,152.0,-52.0,-120.0
2021-09,245123,90.0,0.0,90.0,-30.0
2022-02,245123,50.0,0.0,50.0,20.0
2022-03,245123,100.0,0.0,100.0,120.0
2022-04,245123,50.0,0.0,50.0,170.0
2022-05,245123,50.0,0.0,50.0,220.0
2022-06,245123,0.0,22.0,-22.0,198.0
2022-07,245123,0.0,326.0,-326.0,-128.0
2022-08,245123,50.0,0.0,50.0,-78.0
2023-01,245123,0.0,150.0,-150.0,-228.0
2023-03,245123,25.0,25.0,0.0,-228.0
2023-05,245123,169.0,0.0,169.0,-59.0
2023-06,245123,42.0,0.0,42.0,-17.0
2023-07,245123,0.0,169.0,-169.0,-186.0
2021-06,245142,500.0,266.0,234.0,234.0
2021-07,245142,0.0,261.0,-261.0,-27.0
2021-12,245142,500.0,0.0,500.0,473.0
2022-04,245142,0.0,500.0,-500.0,-27.0
2022-05,245142,300.0,0.0,300.0,273.0
2022-07,245142,420.0,0.0,420.0,693.0
2022-08,245142,375.0,0.0,375.0,1068.0
2023-03,245142,136.0,0.0,136.0,1204.0
2023-04,245142,0.0,1006.0,-1006.0,198.0
2023-05,245142,416.0,0.0,416.0,614.0
2023-06,245142,224.0,0.0,224.0,838.0
2023-08,245142,0.0,166.0,-166.0,672.0
2023-05,245186,6000.0,0.0,6000.0,6000.0
2023-06,245186,17640.0,0.0,17640.0,23640.0
2023-05,245187,11000.0,0.0,11000.0,11000.0
2021-09,245403,216.0,0.0,216.0,216.0
2021-10,245403,100.0,0.0,100.0,316.0
2021-11,245403,324.0,0.0,324.0,640.0
2022-03,245403,216.0,0.0,216.0,856.0
2022-05,245403,84.0,119.0,-35.0,821.0
2022-06,245403,0.0,87.0,-87.0,734.0
2022-08,245403,0.0,42.0,-42.0,692.0
2023-03,245403,0.0,100.0,-100.0,592.0
2023-05,245403,0.0,292.0,-292.0,300.0
2021-11,245404,324.0,0.0,324.0,324.0
2022-04,245404,324.0,0.0,324.0,648.0
2022-05,245404,0.0,14.0,-14.0,634.0
2022-06,245404,0.0,87.0,-87.0,547.0
2022-08,245404,0.0,42.0,-42.0,505.0
2023-03,245404,0.0,181.0,-181.0,324.0
2023-04,245404,108.0,0.0,108.0,432.0
2023-06,245404,540.0,0.0,540.0,972.0
2023-07,245404,0.0,108.0,-108.0,864.0
2023-08,245404,0.0,540.0,-540.0,324.0
2021-02,245592,150.0,0.0,150.0,150.0
2021-03,245592,150.0,0.0,150.0,300.0
2021-04,245592,0.0,150.0,-150.0,150.0
2022-06,245610,890.0,0.0,890.0,890.0
2021-03,245753,0.0,90.0,-90.0,-90.0
2021-09,245753,540.0,0.0,540.0,450.0
2021-03,245755,336.0,252.0,84.0,84.0
2021-04,245755,1008.0,0.0,1008.0,1092.0
2021-08,245755,84.0,0.0,84.0,1176.0
2021-10,245755,0.0,168.0,-168.0,1008.0
2021-12,245755,84.0,0.0,84.0,1092.0
2022-03,245755,168.0,252.0,-84.0,1008.0
2023-06,245755,504.0,0.0,504.0,1512.0
2023-07,245755,0.0,783.0,-783.0,729.0
2021-02,246271,1600.0,0.0,1600.0,1600.0
2021-06,246271,800.0,1000.0,-200.0,1400.0
2021-11,246271,0.0,300.0,-300.0,1100.0
2021-12,246271,800.0,0.0,800.0,1900.0
2022-08,246271,0.0,235.0,-235.0,1665.0
2022-09,246271,0.0,564.0,-564.0,1101.0
2023-03,246271,0.0,813.0,-813.0,288.0
2023-06,246271,1600.0,0.0,1600.0,1888.0
2023-07,246271,0.0,295.0,-295.0,1593.0
2021-07,246566,34.0,0.0,34.0,34.0
2021-12,247043,2592.0,0.0,2592.0,2592.0
2022-06,247043,0.0,2592.0,-2592.0,0.0
2023-05,247135,43725.0,0.0,43725.0,43725.0
2023-08,247135,0.0,10000.0,-10000.0,33725.0
2023-09,247135,0.0,10000.0,-10000.0,23725.0
2023-05,247136,25568.0,0.0,25568.0,25568.0
2021-12,247182,6804.0,0.0,6804.0,6804.0
2023-06,247182,0.0,6804.0,-6804.0,0.0
2021-11,264957,440.0,0.0,440.0,440.0
2021-07,265599,600.0,0.0,600.0,600.0
2023-01,45-000-800,0.0,1.0,-1.0,-1.0
2023-01,45-000-801,0.0,1.0,-1.0,-1.0
2023-01,45-000-802,0.0,1.0,-1.0,-1.0
2023-01,45-000-803,0.0,1.0,-1.0,-1.0
2023-01,45-003-019,0.0,3.0,-3.0,-3.0
2023-05,49511-309,36.0,0.0,36.0,36.0
2023-08,49511-309,0.0,36.0,-36.0,0.0
2021-01,500089,163.0,0.0,163.0,163.0
2021-03,500089,0.0,163.0,-163.0,0.0
2021-03,500183,0.0,1.0,-1.0,-1.0
2022-04,500207,0.0,25.0,-25.0,-25.0
2022-07,500207,0.0,1.0,-1.0,-26.0
2022-01,500219,0.0,30.0,-30.0,-30.0
2021-07,500267,36.0,0.0,36.0,36.0
2021-07,500270,70.0,0.0,70.0,70.0
2022-01,500282,0.0,12.0,-12.0,-12.0
2021-03,500342,0.0,20.0,-20.0,-20.0
2023-06,500369,0.0,209.0,-209.0,-209.0
2021-04,501065,0.0,25.0,-25.0,-25.0
2021-02,501068,0.0,140.0,-140.0,-140.0
2023-08,509048,6.0,0.0,6.0,6.0
2021-02,509101,0.0,396.0,-396.0,-396.0
2021-03,509101,0.0,253.0,-253.0,-649.0
2021-04,509101,0.0,182.0,-182.0,-831.0
2021-07,509101,0.0,2.0,-2.0,-833.0
2022-02,509101,2006.0,0.0,2006.0,1173.0
2022-10,509101,0.0,840.0,-840.0,333.0
2022-12,509101,0.0,70.0,-70.0,263.0
2023-06,509101,0.0,291.0,-291.0,-28.0
2023-07,509101,0.0,513.0,-513.0,-541.0
2021-04,509132,0.0,56.0,-56.0,-56.0
2023-06,509152,0.0,776.0,-776.0,-776.0
2022-02,510129,12.0,0.0,12.0,12.0
2022-10,510296,100.0,0.0,100.0,100.0
2023-05,510296,0.0,100.0,-100.0,0.0
2022-05,510368,320.0,0.0,320.0,320.0
2022-06,510368,0.0,27.0,-27.0,293.0
2022-08,510368,140.0,0.0,140.0,433.0
2022-11,510368,0.0,140.0,-140.0,293.0
2023-01,510368,0.0,293.0,-293.0,0.0
2023-05,510368,183.0,0.0,183.0,183.0
2023-06,510368,39.0,183.0,-144.0,39.0
2023-07,510368,0.0,39.0,-39.0,0.0
2023-08,510368,518.0,0.0,518.0,518.0
2023-08,510712,4.0,0.0,4.0,4.0
2021-07,510713,0.0,3340.0,-3340.0,-3340.0
2022-05,510713,80.0,0.0,80.0,-3260.0
2022-06,510713,0.0,50.0,-50.0,-3310.0
2022-07,510713,0.0,30.0,-30.0,-3340.0
2023-04,510713,3325.0,0.0,3325.0,-15.0
2023-05,510713,0.0,445.0,-445.0,-460.0
2023-06,510713,0.0,2880.0,-2880.0,-3340.0
2021-10,510744,0.0,58.0,-58.0,-58.0
2022-08,510749,50.0,0.0,50.0,50.0
2023-01,510749,25.0,0.0,25.0,75.0
2023-03,510749,25.0,0.0,25.0,100.0
2022-09,510752,27.0,0.0,27.0,27.0
2023-04,510752,25.0,0.0,25.0,52.0
2021-03,510762,0.0,344.0,-344.0,-344.0
2021-11,510762,2176.0,0.0,2176.0,1832.0
2021-12,510762,728.0,1648.0,-920.0,912.0
2022-02,510762,1178.0,824.0,354.0,1266.0
2022-03,510762,4368.0,824.0,3544.0,4810.0
2022-04,510762,1456.0,2472.0,-1016.0,3794.0
2022-06,510762,0.0,248.0,-248.0,3546.0
2022-07,510762,0.0,1191.0,-1191.0,2355.0
2022-08,510762,3640.0,238.0,3402.0,5757.0
2022-11,510762,0.0,432.0,-432.0,5325.0
2022-12,510762,0.0,1522.0,-1522.0,3803.0
2023-01,510762,0.0,1897.0,-1897.0,1906.0
2023-02,510762,0.0,1226.0,-1226.0,680.0
2023-03,510762,0.0,728.0,-728.0,-48.0
2023-05,510762,4328.0,741.0,3587.0,3539.0
2023-06,510762,671.0,0.0,671.0,4210.0
2023-07,510762,0.0,1456.0,-1456.0,2754.0
2023-08,510762,779.0,675.0,104.0,2858.0
2023-09,510762,0.0,675.0,-675.0,2183.0
2021-03,510824,0.0,98.0,-98.0,-98.0
2021-05,510824,392.0,280.0,112.0,14.0
2021-08,510824,280.0,0.0,280.0,294.0
2021-09,510824,0.0,784.0,-784.0,-490.0
2021-10,510824,980.0,280.0,700.0,210.0
2021-11,510824,0.0,280.0,-280.0,-70.0
2021-12,510824,43.0,0.0,43.0,-27.0
2022-02,510824,140.0,0.0,140.0,113.0
2022-03,510824,980.0,560.0,420.0,533.0
2022-05,510824,848.0,258.0,590.0,1123.0
2022-06,510824,160.0,0.0,160.0,1283.0
2022-07,510824,760.0,0.0,760.0,2043.0
2023-02,510824,0.0,869.0,-869.0,1174.0
2023-03,510824,1.0,600.0,-599.0,575.0
2023-04,510824,0.0,160.0,-160.0,415.0
2023-05,510824,1777.0,0.0,1777.0,2192.0
2023-06,510824,1352.0,0.0,1352.0,3544.0
2023-07,510824,1120.0,781.0,339.0,3883.0
2023-08,510824,800.0,643.0,157.0,4040.0
2023-09,510824,0.0,160.0,-160.0,3880.0
2021-02,510825,0.0,54.0,-54.0,-54.0
2021-07,510825,200.0,392.0,-192.0,-246.0
2021-08,510825,388.0,396.0,-8.0,-254.0
2021-09,510825,0.0,384.0,-384.0,-638.0
2023-03,510825,196.0,0.0,196.0,-442.0
2023-04,510825,0.0,196.0,-196.0,-638.0
2023-08,510885,4.0,0.0,4.0,4.0
2021-02,510936,0.0,115.0,-115.0,-115.0
2021-03,510936,0.0,5.0,-5.0,-120.0
2021-05,510936,0.0,13.0,-13.0,-133.0
2021-06,510936,80.0,0.0,80.0,-53.0
2021-07,510936,22.0,12.0,10.0,-43.0
2021-08,510936,0.0,26.0,-26.0,-69.0
2021-11,510936,100.0,0.0,100.0,31.0
2021-12,510936,200.0,0.0,200.0,231.0
2022-01,510936,180.0,495.0,-315.0,-84.0
2022-02,510936,76.0,0.0,76.0,-8.0
2022-03,510936,104.0,0.0,104.0,96.0
2022-05,510936,4.0,0.0,4.0,100.0
2023-08,510936,1348.0,0.0,1348.0,1448.0
2023-08,511068,4.0,0.0,4.0,4.0
2023-02,511082,10.0,0.0,10.0,10.0
2023-08,511120,6.0,0.0,6.0,6.0
2022-02,511142,13000.0,8000.0,5000.0,5000.0
2022-03,511142,0.0,5000.0,-5000.0,0.0
2023-08,511306,2.0,0.0,2.0,2.0
2021-06,512025,8.0,0.0,8.0,8.0
2023-05,512025,750.0,750.0,0.0,8.0
2021-06,512027,810.0,0.0,810.0,810.0
2021-07,512027,300.0,789.0,-489.0,321.0
2021-08,512027,821.0,786.0,35.0,356.0
2021-09,512027,600.0,382.0,218.0,574.0
2021-10,512027,691.0,1200.0,-509.0,65.0
2021-11,512027,196.0,24.0,172.0,237.0
2021-12,512027,588.0,588.0,0.0,237.0
2022-01,512027,196.0,977.0,-781.0,-544.0
2022-02,512027,2631.0,92.0,2539.0,1995.0
2022-03,512027,1067.0,1099.0,-32.0,1963.0
2022-04,512027,0.0,135.0,-135.0,1828.0
2022-05,512027,0.0,560.0,-560.0,1268.0
2022-06,512027,1435.0,1457.0,-22.0,1246.0
2022-07,512027,0.0,501.0,-501.0,745.0
2022-09,512027,0.0,22.0,-22.0,723.0
2022-10,512027,0.0,1218.0,-1218.0,-495.0
2023-03,512027,815.0,0.0,815.0,320.0
2023-04,512027,0.0,815.0,-815.0,-495.0
2023-05,512027,4402.0,1328.0,3074.0,2579.0
2023-06,512027,0.0,664.0,-664.0,1915.0
2023-08,512027,0.0,1500.0,-1500.0,415.0
2021-03,512620,0.0,192.0,-192.0,-192.0
2021-07,512620,210.0,0.0,210.0,18.0
2021-08,512620,416.0,0.0,416.0,434.0
2021-10,512620,288.0,914.0,-626.0,-192.0
2021-11,512620,1760.0,500.0,1260.0,1068.0
2021-12,512620,800.0,0.0,800.0,1868.0
2022-01,512620,880.0,0.0,880.0,2748.0
2022-02,512620,3616.0,0.0,3616.0,6364.0
2022-03,512620,433.0,1750.0,-1317.0,5047.0
2022-04,512620,0.0,2500.0,-2500.0,2547.0
2022-07,512620,0.0,497.0,-497.0,2050.0
2022-08,512620,1549.0,1344.0,205.0,2255.0
2022-10,512620,0.0,1887.0,-1887.0,368.0
2023-01,512620,0.0,480.0,-480.0,-112.0
2023-03,512620,268.0,0.0,268.0,156.0
2023-04,512620,5699.0,0.0,5699.0,5855.0
2023-05,512620,0.0,515.0,-515.0,5340.0
2023-06,512620,645.0,954.0,-309.0,5031.0
2023-07,512620,0.0,1893.0,-1893.0,3138.0
2021-02,512740,0.0,253.0,-253.0,-253.0
2021-03,512740,0.0,30.0,-30.0,-283.0
2022-03,512740,1504.0,500.0,1004.0,721.0
2022-05,512740,86.0,0.0,86.0,807.0
2022-06,512740,0.0,98.0,-98.0,709.0
2022-07,512740,0.0,552.0,-552.0,157.0
2022-08,512740,0.0,108.0,-108.0,49.0
2022-09,512740,0.0,593.0,-593.0,-544.0
2023-01,512740,0.0,140.0,-140.0,-684.0
2023-05,512740,242.0,242.0,0.0,-684.0
2023-06,512740,291.0,0.0,291.0,-393.0
2023-07,512740,0.0,291.0,-291.0,-684.0
2023-08,512740,950.0,0.0,950.0,266.0
2021-02,512749,0.0,22.0,-22.0,-22.0
2021-03,512749,0.0,436.0,-436.0,-458.0
2021-05,512749,67.0,0.0,67.0,-391.0
2021-06,512749,263.0,40.0,223.0,-168.0
2021-07,512749,0.0,320.0,-320.0,-488.0
2021-10,512749,0.0,27.0,-27.0,-515.0
2021-11,512749,220.0,0.0,220.0,-295.0
2021-12,512749,200.0,457.0,-257.0,-552.0
2023-05,512749,87.0,0.0,87.0,-465.0
2023-06,512749,483.0,0.0,483.0,18.0
2023-07,512749,0.0,87.0,-87.0,-69.0
2023-08,512749,0.0,237.0,-237.0,-306.0
2023-02,512791,50.0,0.0,50.0,50.0
2021-09,512794,30.0,0.0,30.0,30.0
2021-10,512794,30.0,0.0,30.0,60.0
2021-12,512794,60.0,0.0,60.0,120.0
2022-01,512794,0.0,120.0,-120.0,0.0
2022-03,512794,77.0,0.0,77.0,77.0
2022-08,512794,77.0,0.0,77.0,154.0
2023-04,512794,0.0,77.0,-77.0,77.0
2023-06,512794,12.0,0.0,12.0,89.0
2023-07,512794,0.0,77.0,-77.0,12.0
2022-02,513025,6144.0,0.0,6144.0,6144.0
2023-01,513025,0.0,3072.0,-3072.0,3072.0
2023-02,513025,0.0,3072.0,-3072.0,0.0
2023-04,513031,45.0,0.0,45.0,45.0
2023-08,513031,45.0,0.0,45.0,90.0
2023-03,513046,508.0,0.0,508.0,508.0
2023-05,513046,0.0,508.0,-508.0,0.0
2023-06,513046,127.0,0.0,127.0,127.0
2023-07,513046,0.0,127.0,-127.0,0.0
2021-02,513049,0.0,170.0,-170.0,-170.0
2021-03,513049,0.0,210.0,-210.0,-380.0
2021-04,513049,0.0,125.0,-125.0,-505.0
2021-07,513049,0.0,2324.0,-2324.0,-2829.0
2021-10,513049,200.0,0.0,200.0,-2629.0
2021-11,513049,200.0,0.0,200.0,-2429.0
2021-12,513049,240.0,0.0,240.0,-2189.0
2022-01,513049,120.0,760.0,-640.0,-2829.0
2022-02,513049,435.0,0.0,435.0,-2394.0
2022-03,513049,440.0,0.0,440.0,-1954.0
2022-04,513049,40.0,0.0,40.0,-1914.0
2022-05,513049,72.0,563.0,-491.0,-2405.0
2022-08,513049,0.0,401.0,-401.0,-2806.0
2023-03,513049,88.0,0.0,88.0,-2718.0
2023-04,513049,88.0,88.0,0.0,-2718.0
2023-05,513049,0.0,88.0,-88.0,-2806.0
2023-08,513049,88.0,0.0,88.0,-2718.0
2021-03,513061,0.0,43.0,-43.0,-43.0
2021-07,513061,0.0,210.0,-210.0,-253.0
2021-08,513061,150.0,136.0,14.0,-239.0
2021-09,513061,60.0,24.0,36.0,-203.0
2021-10,513061,30.0,12.0,18.0,-185.0
2021-11,513061,30.0,50.0,-20.0,-205.0
2021-12,513061,75.0,40.0,35.0,-170.0
2022-01,513061,30.0,0.0,30.0,-140.0
2022-02,513061,75.0,0.0,75.0,-65.0
2022-03,513061,108.0,0.0,108.0,43.0
2022-05,513061,36.0,268.0,-232.0,-189.0
2022-06,513061,0.0,66.0,-66.0,-255.0
2022-08,513061,39.0,24.0,15.0,-240.0
2022-12,513061,0.0,75.0,-75.0,-315.0
2021-06,513574,195.0,0.0,195.0,195.0
2021-07,513574,0.0,390.0,-390.0,-195.0
2022-01,513574,87.0,0.0,87.0,-108.0
2022-02,513574,0.0,87.0,-87.0,-195.0
2022-03,513574,19.0,19.0,0.0,-195.0
2023-05,513574,418.0,0.0,418.0,223.0
2023-06,513574,48.0,0.0,48.0,271.0
2021-02,513601,0.0,36.0,-36.0,-36.0
2021-03,513601,0.0,84.0,-84.0,-120.0
2021-04,513601,0.0,28.0,-28.0,-148.0
2021-05,513601,0.0,36.0,-36.0,-184.0
2021-06,513601,0.0,172.0,-172.0,-356.0
2021-07,513601,0.0,194.0,-194.0,-550.0
2021-08,513601,36.0,22.0,14.0,-536.0
2021-09,513601,39.0,76.0,-37.0,-573.0
2021-10,513601,96.0,166.0,-70.0,-643.0
2021-11,513601,144.0,66.0,78.0,-565.0
2021-12,513601,30.0,174.0,-144.0,-709.0
2022-05,513601,107.0,0.0,107.0,-602.0
2022-06,513601,71.0,0.0,71.0,-531.0
2022-07,513601,0.0,142.0,-142.0,-673.0
2022-08,513601,226.0,86.0,140.0,-533.0
2022-09,513601,70.0,2.0,68.0,-465.0
2023-01,513601,0.0,32.0,-32.0,-497.0
2023-03,513601,22.0,176.0,-154.0,-651.0
2023-05,513601,288.0,0.0,288.0,-363.0
2023-06,513601,192.0,0.0,192.0,-171.0
2023-07,513601,144.0,0.0,144.0,-27.0
2023-08,513601,96.0,0.0,96.0,69.0
2021-05,513622,36.0,0.0,36.0,36.0
2021-06,513622,15.0,12.0,3.0,39.0
2021-07,513622,0.0,24.0,-24.0,15.0
2021-08,513622,37.0,66.0,-29.0,-14.0
2021-09,513622,23.0,32.0,-9.0,-23.0
2021-10,513622,13.0,6.0,7.0,-16.0
2021-11,513622,47.0,45.0,2.0,-14.0
2021-12,513622,0.0,53.0,-53.0,-67.0
2022-02,513622,72.0,0.0,72.0,5.0
2022-05,513622,0.0,8.0,-8.0,-3.0
2022-06,513622,108.0,64.0,44.0,41.0
2022-07,513622,0.0,38.0,-38.0,3.0
2022-08,513622,121.0,12.0,109.0,112.0
2022-09,513622,36.0,0.0,36.0,148.0
2023-01,513622,0.0,8.0,-8.0,140.0
2023-02,513622,0.0,125.0,-125.0,15.0
2023-03,513622,12.0,0.0,12.0,27.0
2023-04,513622,0.0,4.0,-4.0,23.0
2023-05,513622,0.0,18.0,-18.0,5.0
2023-06,513622,14.0,0.0,14.0,19.0
2023-07,513622,0.0,11.0,-11.0,8.0
2023-03,514762,20.0,0.0,20.0,20.0
2023-06,514762,0.0,20.0,-20.0,0.0
2023-08,514777,2.0,0.0,2.0,2.0
2021-05,517410,16000.0,0.0,16000.0,16000.0
2022-02,517410,0.0,4000.0,-4000.0,12000.0
2022-05,517410,0.0,11980.0,-11980.0,20.0
2021-05,517411,3500.0,0.0,3500.0,3500.0
2021-09,517411,0.0,3500.0,-3500.0,0.0
2021-05,517412,6500.0,0.0,6500.0,6500.0
2021-11,517412,0.0,1650.0,-1650.0,4850.0
2022-04,517412,0.0,1300.0,-1300.0,3550.0
2022-05,517412,0.0,3550.0,-3550.0,0.0
2021-05,517414,4725.0,0.0,4725.0,4725.0
2021-11,517414,0.0,1125.0,-1125.0,3600.0
2022-01,517414,0.0,450.0,-450.0,3150.0
2022-02,517414,0.0,225.0,-225.0,2925.0
2022-03,517414,0.0,900.0,-900.0,2025.0
2022-04,517414,0.0,450.0,-450.0,1575.0
2022-06,517414,0.0,600.0,-600.0,975.0
2023-01,517414,0.0,1200.0,-1200.0,-225.0
2021-05,517415,1200.0,0.0,1200.0,1200.0
2021-09,517415,0.0,450.0,-450.0,750.0
2023-02,517415,0.0,975.0,-975.0,-225.0
2021-05,517418,8100.0,0.0,8100.0,8100.0
2021-09,517418,0.0,16200.0,-16200.0,-8100.0
2021-05,517419,12100.0,2200.0,9900.0,9900.0
2021-10,517419,0.0,4400.0,-4400.0,5500.0
2021-11,517419,0.0,9900.0,-9900.0,-4400.0
2021-05,517429,745.0,0.0,745.0,745.0
2021-08,517429,0.0,600.0,-600.0,145.0
2021-10,517429,0.0,600.0,-600.0,-455.0
2021-05,517431,400.0,0.0,400.0,400.0
2022-08,517431,0.0,400.0,-400.0,0.0
2021-07,52-105-175-001,786.0,0.0,786.0,786.0
2021-11,52-105-175-003,1197.0,0.0,1197.0,1197.0
2021-12,52-105-175-003,1500.0,44.0,1456.0,2653.0
2022-02,52-105-175-003,0.0,16.0,-16.0,2637.0
2022-03,52-105-175-003,0.0,24.0,-24.0,2613.0
2022-05,52-105-175-003,0.0,40.0,-40.0,2573.0
2022-07,52-105-175-003,0.0,1500.0,-1500.0,1073.0
2021-09,52-105-175-010,0.0,4.0,-4.0,-4.0
2021-12,52-105-175-010,0.0,1.0,-1.0,-5.0
2021-01,52-115-223-001,1.0,0.0,1.0,1.0
2021-03,52-115-223-001,0.0,2.0,-2.0,-1.0
2021-04,52-115-223-001,0.0,4.0,-4.0,-5.0
2021-07,52-115-223-001,4.0,12.0,-8.0,-13.0
2021-08,52-115-223-001,0.0,2.0,-2.0,-15.0
2021-10,52-115-223-001,0.0,5.0,-5.0,-20.0
2022-02,52-115-223-001,5.0,0.0,5.0,-15.0
2022-10,52-115-223-001,5.0,5.0,0.0,-15.0
2023-01,52-115-223-001,0.0,3.0,-3.0,-18.0
2021-05,52-116-916-501,6.0,0.0,6.0,6.0
2021-07,52-116-916-501,6.0,0.0,6.0,12.0
2022-05,52-116-916-501,12.0,0.0,12.0,24.0
2022-06,52-116-916-501,6.0,0.0,6.0,30.0
2022-09,52-116-916-501,0.0,5.0,-5.0,25.0
2022-11,52-116-916-501,6.0,0.0,6.0,31.0
2022-12,52-116-916-501,0.0,6.0,-6.0,25.0
2021-01,52-116-917-501,4.0,0.0,4.0,4.0
2021-03,52-116-917-501,4.0,0.0,4.0,8.0
2021-04,52-116-917-501,0.0,4.0,-4.0,4.0
2021-05,52-116-917-501,4.0,1.0,3.0,7.0
2021-06,52-116-917-501,8.0,13.0,-5.0,2.0
2021-07,52-116-917-501,4.0,4.0,0.0,2.0
2021-08,52-116-917-501,0.0,10.0,-10.0,-8.0
2021-09,52-116-917-501,8.0,4.0,4.0,-4.0
2021-10,52-116-917-501,24.0,4.0,20.0,16.0
2021-12,52-116-917-501,20.0,0.0,20.0,36.0
2022-01,52-116-917-501,12.0,2.0,10.0,46.0
2022-02,52-116-917-501,0.0,2.0,-2.0,44.0
2022-03,52-116-917-501,0.0,3.0,-3.0,41.0
2022-04,52-116-917-501,18.0,0.0,18.0,59.0
2022-05,52-116-917-501,0.0,2.0,-2.0,57.0
2022-06,52-116-917-501,16.0,14.0,2.0,59.0
2022-07,52-116-917-501,3.0,0.0,3.0,62.0
2022-09,52-116-917-501,4.0,0.0,4.0,66.0
2023-01,52-116-917-501,0.0,2.0,-2.0,64.0
2023-03,52-116-917-501,0.0,1.0,-1.0,63.0
2023-07,52-116-917-501,0.0,8.0,-8.0,55.0
2021-03,52-116-917-520,16.0,0.0,16.0,16.0
2021-04,52-116-917-520,0.0,4.0,-4.0,12.0
2021-05,52-116-917-520,4.0,0.0,4.0,16.0
2021-06,52-116-917-520,4.0,2.0,2.0,18.0
2021-08,52-116-917-520,8.0,6.0,2.0,20.0
2021-10,52-116-917-520,8.0,0.0,8.0,28.0
2022-03,52-116-917-520,16.0,1.0,15.0,43.0
2022-06,52-116-917-520,0.0,3.0,-3.0,40.0
2022-07,52-116-917-520,0.0,2.0,-2.0,38.0
2022-10,52-116-917-520,4.0,0.0,4.0,42.0
2022-12,52-116-917-520,0.0,6.0,-6.0,36.0
2023-01,52-116-917-520,0.0,3.0,-3.0,33.0
2023-08,52-116-917-520,2.0,0.0,2.0,35.0
2021-03,52-116-917-523,8.0,4.0,4.0,4.0
2021-04,52-116-917-523,13.0,7.0,6.0,10.0
2021-08,52-116-917-523,24.0,18.0,6.0,16.0
2021-09,52-116-917-523,32.0,24.0,8.0,24.0
2021-10,52-116-917-523,24.0,0.0,24.0,48.0
2021-11,52-116-917-523,36.0,14.0,22.0,70.0
2021-12,52-116-917-523,32.0,5.0,27.0,97.0
2022-02,52-116-917-523,2.0,7.0,-5.0,92.0
2022-03,52-116-917-523,34.0,6.0,28.0,120.0
2022-04,52-116-917-523,0.0,3.0,-3.0,117.0
2022-05,52-116-917-523,0.0,15.0,-15.0,102.0
2022-07,52-116-917-523,10.0,12.0,-2.0,100.0
2022-09,52-116-917-523,8.0,0.0,8.0,108.0
2022-10,52-116-917-523,10.0,17.0,-7.0,101.0
2022-11,52-116-917-523,4.0,0.0,4.0,105.0
2022-12,52-116-917-523,0.0,6.0,-6.0,99.0
2023-01,52-116-917-523,0.0,6.0,-6.0,93.0
2023-02,52-116-917-523,16.0,8.0,8.0,101.0
2023-03,52-116-917-523,0.0,12.0,-12.0,89.0
2023-04,52-116-917-523,0.0,8.0,-8.0,81.0
2023-07,52-116-917-523,4.0,0.0,4.0,85.0
2023-08,52-116-917-523,2.0,4.0,-2.0,83.0
2021-01,52-116-918-501,4.0,0.0,4.0,4.0
2021-02,52-116-918-501,12.0,9.0,3.0,7.0
2021-03,52-116-918-501,18.0,11.0,7.0,14.0
2021-04,52-116-918-501,24.0,19.0,5.0,19.0
2021-05,52-116-918-501,22.0,4.0,18.0,37.0
