year_month,item_number,Quantity_received,Quantity_shipped,monthly_net,cumulative_inventory
2021-04,08-104-599-504,33.0,4.0,29.0,29.0
2021-11,08-104-599-504,0.0,2.0,-2.0,27.0
2021-12,08-104-599-504,0.0,2.0,-2.0,25.0
2022-01,08-104-599-504,0.0,17.0,-17.0,8.0
2022-03,08-104-599-504,0.0,5.0,-5.0,3.0
2022-04,08-104-599-504,0.0,2.0,-2.0,1.0
2023-05,08-104-599-504,5.0,0.0,5.0,6.0
2023-07,08-104-599-504,0.0,5.0,-5.0,1.0
2021-01,08-105-085-057,2.0,2.0,0.0,0.0
2021-05,08-105-085-057,5.0,0.0,5.0,5.0
2021-06,08-105-085-057,0.0,10.0,-10.0,-5.0
2022-03,08-105-085-057,22.0,0.0,22.0,17.0
2022-04,08-105-085-057,0.0,10.0,-10.0,7.0
2022-07,08-105-085-057,0.0,12.0,-12.0,-5.0
2021-04,08-105-173-065,6.0,5.0,1.0,1.0
2021-05,08-105-173-065,0.0,1.0,-1.0,0.0
2022-05,08-105-173-065,0.0,4.0,-4.0,-4.0
2022-08,08-105-173-065,31.0,0.0,31.0,27.0
2022-12,08-105-173-065,0.0,3.0,-3.0,24.0
2023-01,08-105-173-065,0.0,11.0,-11.0,13.0
2023-02,08-105-173-065,0.0,3.0,-3.0,10.0
2023-03,08-105-173-065,0.0,9.0,-9.0,1.0
2023-04,08-105-173-065,23.0,0.0,23.0,24.0
2023-05,08-105-173-065,0.0,7.0,-7.0,17.0
2023-06,08-105-173-065,0.0,21.0,-21.0,-4.0
2021-04,08-105-687-059,28.0,0.0,28.0,28.0
2021-07,08-105-687-059,24.0,24.0,0.0,28.0
2021-08,08-105-687-059,27.0,20.0,7.0,35.0
2021-09,08-105-687-059,0.0,10.0,-10.0,25.0
2021-10,08-105-687-059,0.0,19.0,-19.0,6.0
2022-02,08-105-687-059,0.0,5.0,-5.0,1.0
2022-03,08-105-687-059,25.0,60.0,-35.0,-34.0
2022-08,08-105-687-059,0.0,25.0,-25.0,-59.0
2023-05,08-105-687-059,8.0,0.0,8.0,-51.0
2023-06,08-105-687-059,0.0,8.0,-8.0,-59.0
2021-07,08-107-796-060,2.0,0.0,2.0,2.0
2021-01,08-111-626-501,3.0,0.0,3.0,3.0
2021-02,08-111-626-501,1.0,2.0,-1.0,2.0
2021-03,08-111-626-501,4.0,0.0,4.0,6.0
2021-04,08-111-626-501,2.0,0.0,2.0,8.0
2021-05,08-111-626-501,0.0,1.0,-1.0,7.0
2021-06,08-111-626-501,2.0,0.0,2.0,9.0
2021-08,08-111-626-501,0.0,4.0,-4.0,5.0
2021-09,08-111-626-501,2.0,6.0,-4.0,1.0
2021-10,08-111-626-501,0.0,4.0,-4.0,-3.0
2021-11,08-111-626-501,3.0,0.0,3.0,0.0
2021-12,08-111-626-501,0.0,1.0,-1.0,-1.0
2022-01,08-111-626-501,2.0,1.0,1.0,0.0
2022-02,08-111-626-501,1.0,0.0,1.0,1.0
2022-04,08-111-626-501,0.0,1.0,-1.0,0.0
2022-05,08-111-626-501,0.0,1.0,-1.0,-1.0
2022-06,08-111-626-501,0.0,1.0,-1.0,-2.0
2022-10,08-111-626-501,3.0,0.0,3.0,1.0
2022-11,08-111-626-501,2.0,0.0,2.0,3.0
2023-03,08-111-626-501,2.0,0.0,2.0,5.0
2021-03,08-111-627-501,0.0,3.0,-3.0,-3.0
2021-05,08-111-627-501,0.0,1.0,-1.0,-4.0
2021-09,08-111-627-501,1.0,0.0,1.0,-3.0
2022-01,08-111-627-501,2.0,0.0,2.0,-1.0
2022-10,08-111-627-501,2.0,0.0,2.0,1.0
2022-11,08-111-627-501,1.0,0.0,1.0,2.0
2021-08,08-111-628-501,0.0,4.0,-4.0,-4.0
2021-04,08-111-671-001,16.0,0.0,16.0,16.0
2021-11,08-111-671-001,0.0,4.0,-4.0,12.0
2022-12,08-111-671-001,0.0,4.0,-4.0,8.0
2021-03,08-112-783-501,2.0,0.0,2.0,2.0
2021-04,08-112-783-501,2.0,1.0,1.0,3.0
2021-06,08-112-783-501,0.0,6.0,-6.0,-3.0
2021-07,08-112-783-501,0.0,1.0,-1.0,-4.0
2021-08,08-112-783-501,0.0,2.0,-2.0,-6.0
2021-12,08-112-783-501,0.0,1.0,-1.0,-7.0
2023-08,08-112-783-501,2.0,0.0,2.0,-5.0
2023-05,08-217-566-005,19.0,0.0,19.0,19.0
2023-07,08-217-566-005,0.0,19.0,-19.0,0.0
2022-03,08-217-815-002,0.0,2.0,-2.0,-2.0
2023-01,08-217-815-002,0.0,1.0,-1.0,-3.0
2023-05,08-403-766-020,2.0,0.0,2.0,2.0
2021-02,103251,1008.0,0.0,1008.0,1008.0
2021-03,103251,3744.0,0.0,3744.0,4752.0
2021-04,103251,3168.0,0.0,3168.0,7920.0
2021-05,103251,144.0,0.0,144.0,8064.0
2021-06,103251,0.0,288.0,-288.0,7776.0
2021-02,103252LF,720.0,0.0,720.0,720.0
2021-03,103252LF,3600.0,144.0,3456.0,4176.0
2021-05,103252LF,1440.0,0.0,1440.0,5616.0
2021-06,103252LF,1679.0,3646.0,-1967.0,3649.0
2022-02,103252LF,144.0,144.0,0.0,3649.0
2021-02,103255LF,144.0,0.0,144.0,144.0
2021-03,103255LF,144.0,144.0,0.0,144.0
2021-04,103255LF,432.0,0.0,432.0,576.0
2021-06,103255LF,288.0,0.0,288.0,864.0
2021-11,103255LF,0.0,288.0,-288.0,576.0
2022-07,103255LF,0.0,11.0,-11.0,565.0
2022-08,103255LF,0.0,133.0,-133.0,432.0
2021-02,103257LF,288.0,0.0,288.0,288.0
2021-03,103257LF,432.0,0.0,432.0,720.0
2021-04,103257LF,288.0,0.0,288.0,1008.0
2021-05,103257LF,432.0,0.0,432.0,1440.0
2021-07,103257LF,144.0,288.0,-144.0,1296.0
2021-02,103258LF,288.0,0.0,288.0,288.0
2021-03,103258LF,288.0,0.0,288.0,576.0
2021-05,103258LF,288.0,0.0,288.0,864.0
2021-06,103258LF,288.0,576.0,-288.0,576.0
2021-05,103259LF,144.0,0.0,144.0,144.0
2021-06,103259LF,144.0,288.0,-144.0,0.0
2021-02,103260LF,288.0,0.0,288.0,288.0
2021-03,103260LF,720.0,0.0,720.0,1008.0
2021-04,103260LF,432.0,0.0,432.0,1440.0
2021-06,103260LF,720.0,864.0,-144.0,1296.0
2021-08,103260LF,144.0,288.0,-144.0,1152.0
2022-01,103260LF,36.0,0.0,36.0,1188.0
2021-04,103261LF,0.0,173.0,-173.0,-173.0
2021-06,103261LF,288.0,0.0,288.0,115.0
2021-07,103261LF,0.0,103.0,-103.0,12.0
2022-06,103261LF,0.0,3.0,-3.0,9.0
2021-03,103267,42.0,42.0,0.0,0.0
2021-06,103267,144.0,288.0,-144.0,-144.0
2021-07,103267,144.0,0.0,144.0,0.0
2021-09,103267,0.0,288.0,-288.0,-288.0
2021-08,103306LF,419.0,0.0,419.0,419.0
2021-09,103306LF,0.0,838.0,-838.0,-419.0
2021-05,103316LF,288.0,0.0,288.0,288.0
2021-02,103350,432.0,0.0,432.0,432.0
2021-03,103350,144.0,0.0,144.0,576.0
2021-04,103350,288.0,0.0,288.0,864.0
2021-05,103350,144.0,0.0,144.0,1008.0
2021-08,103350,432.0,0.0,432.0,1440.0
2022-02,103350,432.0,432.0,0.0,1440.0
2021-03,103351LF,288.0,0.0,288.0,288.0
2021-06,103351LF,288.0,576.0,-288.0,0.0
2021-01,103357LF,288.0,0.0,288.0,288.0
2021-03,103357LF,144.0,0.0,144.0,432.0
2021-05,103357LF,1008.0,0.0,1008.0,1440.0
2021-01,103400,1800.0,0.0,1800.0,1800.0
2021-02,103400,600.0,0.0,600.0,2400.0
2021-03,103400,20.0,20.0,0.0,2400.0
2021-04,103400,1000.0,0.0,1000.0,3400.0
2021-06,103400,3700.0,3600.0,100.0,3500.0
2021-01,103401LF,200.0,0.0,200.0,200.0
2021-03,103401LF,1000.0,0.0,1000.0,1200.0
2021-05,103401LF,1000.0,0.0,1000.0,2200.0
2021-07,103401LF,200.0,200.0,0.0,2200.0
2022-07,103401LF,0.0,100.0,-100.0,2100.0
2021-03,103402,180.0,0.0,180.0,180.0
2021-04,103402,70.0,0.0,70.0,250.0
2021-06,103402,20.0,40.0,-20.0,230.0
2021-07,103402,50.0,100.0,-50.0,180.0
2021-04,103404,120.0,0.0,120.0,120.0
2021-05,103404,40.0,0.0,40.0,160.0
2021-06,103404,20.0,40.0,-20.0,140.0
2021-08,103404,140.0,280.0,-140.0,0.0
2021-05,103405LF,240.0,0.0,240.0,240.0
2021-06,103405LF,60.0,120.0,-60.0,180.0
2021-01,103417,864.0,0.0,864.0,864.0
2021-03,103417,3168.0,0.0,3168.0,4032.0
2021-04,103417,2880.0,0.0,2880.0,6912.0
2021-06,103417,1440.0,1296.0,144.0,7056.0
2021-04,103418LF,1152.0,37.0,1115.0,1115.0
2021-05,103418LF,576.0,0.0,576.0,1691.0
2021-06,103418LF,144.0,144.0,0.0,1691.0
2021-07,103418LF,576.0,1152.0,-576.0,1115.0
2021-08,103418LF,256.0,512.0,-256.0,859.0
2022-07,103418LF,0.0,144.0,-144.0,715.0
2021-02,104300,8.0,0.0,8.0,8.0
2021-03,104300,36.0,0.0,36.0,44.0
2021-04,104300,0.0,18.0,-18.0,26.0
2021-05,104300,0.0,54.0,-54.0,-28.0
2021-06,104300,86.0,36.0,50.0,22.0
2021-07,104300,15.0,72.0,-57.0,-35.0
2021-08,104300,20.0,90.0,-70.0,-105.0
2021-09,104300,27.0,36.0,-9.0,-114.0
2021-10,104300,18.0,38.0,-20.0,-134.0
2021-11,104300,18.0,0.0,18.0,-116.0
2021-12,104300,18.0,0.0,18.0,-98.0
2022-01,104300,30.0,41.0,-11.0,-109.0
2022-02,104300,72.0,12.0,60.0,-49.0
2022-03,104300,15.0,6.0,9.0,-40.0
2022-04,104300,54.0,54.0,0.0,-40.0
2022-06,104300,18.0,6.0,12.0,-28.0
2022-07,104300,36.0,48.0,-12.0,-40.0
2022-08,104300,36.0,60.0,-24.0,-64.0
2022-10,104300,36.0,0.0,36.0,-28.0
2023-02,104300,0.0,31.0,-31.0,-59.0
2023-03,104300,54.0,0.0,54.0,-5.0
2023-04,104300,0.0,21.0,-21.0,-26.0
2023-05,104300,18.0,2.0,16.0,-10.0
2023-06,104300,0.0,12.0,-12.0,-22.0
2023-07,104300,18.0,56.0,-38.0,-60.0
2023-09,104300,18.0,0.0,18.0,-42.0
2021-04,104301,0.0,18.0,-18.0,-18.0
2021-05,104301,0.0,72.0,-72.0,-90.0
2021-06,104301,241.0,144.0,97.0,7.0
2021-07,104301,128.0,252.0,-124.0,-117.0
2021-08,104301,104.0,196.0,-92.0,-209.0
2021-09,104301,204.0,304.0,-100.0,-309.0
2021-11,104301,0.0,56.0,-56.0,-365.0
2021-12,104301,54.0,0.0,54.0,-311.0
2022-01,104301,0.0,48.0,-48.0,-359.0
2022-02,104301,104.0,29.0,75.0,-284.0
2022-03,104301,80.0,147.0,-67.0,-351.0
2022-04,104301,102.0,0.0,102.0,-249.0
2022-05,104301,72.0,0.0,72.0,-177.0
2022-06,104301,36.0,55.0,-19.0,-196.0
2022-07,104301,112.0,162.0,-50.0,-246.0
2022-08,104301,91.0,0.0,91.0,-155.0
2022-09,104301,108.0,122.0,-14.0,-169.0
2022-10,104301,72.0,18.0,54.0,-115.0
2022-11,104301,54.0,44.0,10.0,-105.0
2022-12,104301,46.0,103.0,-57.0,-162.0
2023-01,104301,54.0,36.0,18.0,-144.0
2023-02,104301,0.0,69.0,-69.0,-213.0
2023-03,104301,126.0,66.0,60.0,-153.0
2023-04,104301,18.0,37.0,-19.0,-172.0
2023-06,104301,36.0,132.0,-96.0,-268.0
2023-07,104301,36.0,35.0,1.0,-267.0
2023-09,104301,18.0,0.0,18.0,-249.0
2021-02,104302,7.0,11.0,-4.0,-4.0
2021-06,104302,39.0,0.0,39.0,35.0
2021-07,104302,19.0,0.0,19.0,54.0
2021-09,104302,0.0,20.0,-20.0,34.0
2022-01,104302,15.0,15.0,0.0,34.0
2022-02,104302,20.0,3.0,17.0,51.0
2022-03,104302,5.0,4.0,1.0,52.0
2022-04,104302,25.0,5.0,20.0,72.0
2022-06,104302,0.0,7.0,-7.0,65.0
2022-07,104302,0.0,14.0,-14.0,51.0
2022-08,104302,10.0,18.0,-8.0,43.0
2022-09,104302,0.0,3.0,-3.0,40.0
2022-10,104302,0.0,1.0,-1.0,39.0
2022-11,104302,10.0,2.0,8.0,47.0
2022-12,104302,15.0,15.0,0.0,47.0
2023-01,104302,5.0,1.0,4.0,51.0
2023-02,104302,0.0,25.0,-25.0,26.0
2023-03,104302,40.0,0.0,40.0,66.0
2023-04,104302,0.0,5.0,-5.0,61.0
2023-05,104302,5.0,0.0,5.0,66.0
2023-06,104302,5.0,45.0,-40.0,26.0
2023-07,104302,10.0,0.0,10.0,36.0
2023-08,104302,10.0,8.0,2.0,38.0
2021-02,104303,3.0,0.0,3.0,3.0
2021-03,104303,0.0,6.0,-6.0,-3.0
2021-05,104303,0.0,3.0,-3.0,-6.0
2021-06,104303,113.0,0.0,113.0,107.0
2021-07,104303,0.0,24.0,-24.0,83.0
2021-08,104303,24.0,122.0,-98.0,-15.0
2021-09,104303,36.0,0.0,36.0,21.0
2021-11,104303,30.0,12.0,18.0,39.0
2022-01,104303,24.0,0.0,24.0,63.0
2022-02,104303,36.0,31.0,5.0,68.0
2022-03,104303,0.0,70.0,-70.0,-2.0
2022-04,104303,36.0,0.0,36.0,34.0
2022-05,104303,12.0,0.0,12.0,46.0
2022-06,104303,12.0,11.0,1.0,47.0
2022-07,104303,36.0,19.0,17.0,64.0
2022-08,104303,12.0,21.0,-9.0,55.0
2022-09,104303,24.0,27.0,-3.0,52.0
2022-10,104303,0.0,21.0,-21.0,31.0
2022-11,104303,36.0,3.0,33.0,64.0
2022-12,104303,36.0,32.0,4.0,68.0
2023-01,104303,0.0,2.0,-2.0,66.0
2023-02,104303,24.0,23.0,1.0,67.0
2023-03,104303,48.0,12.0,36.0,103.0
2023-04,104303,0.0,21.0,-21.0,82.0
2023-05,104303,12.0,0.0,12.0,94.0
2023-06,104303,12.0,51.0,-39.0,55.0
2023-07,104303,24.0,52.0,-28.0,27.0
2023-08,104303,12.0,0.0,12.0,39.0
2021-02,104304,0.0,2.0,-2.0,-2.0
2021-03,104304,0.0,1.0,-1.0,-3.0
2021-05,104304,0.0,2.0,-2.0,-5.0
2021-07,104304,0.0,4.0,-4.0,-9.0
2021-09,104304,0.0,28.0,-28.0,-37.0
2021-10,104304,0.0,17.0,-17.0,-54.0
2021-12,104304,8.0,8.0,0.0,-54.0
2022-02,104304,19.0,5.0,14.0,-40.0
2022-11,104304,0.0,1.0,-1.0,-41.0
2022-12,104304,0.0,1.0,-1.0,-42.0
2023-04,104304,0.0,12.0,-12.0,-54.0
2023-06,104304,14.0,18.0,-4.0,-58.0
2023-07,104304,3.0,0.0,3.0,-55.0
2023-08,104304,2.0,0.0,2.0,-53.0
2023-09,104304,3.0,1.0,2.0,-51.0
2021-02,104306,10.0,36.0,-26.0,-26.0
2021-03,104306,0.0,36.0,-36.0,-62.0
2021-04,104306,0.0,18.0,-18.0,-80.0
2021-06,104306,108.0,0.0,108.0,28.0
2021-07,104306,54.0,238.0,-184.0,-156.0
2021-08,104306,144.0,158.0,-14.0,-170.0
2021-09,104306,58.0,12.0,46.0,-124.0
2021-10,104306,0.0,54.0,-54.0,-178.0
2021-11,104306,33.0,38.0,-5.0,-183.0
2021-12,104306,18.0,18.0,0.0,-183.0
2022-01,104306,90.0,54.0,36.0,-147.0
2022-02,104306,133.0,29.0,104.0,-43.0
2022-03,104306,0.0,130.0,-130.0,-173.0
2022-04,104306,86.0,0.0,86.0,-87.0
2022-05,104306,36.0,0.0,36.0,-51.0
2022-06,104306,54.0,71.0,-17.0,-68.0
2022-07,104306,50.0,127.0,-77.0,-145.0
2022-08,104306,90.0,60.0,30.0,-115.0
2022-09,104306,72.0,0.0,72.0,-43.0
2022-11,104306,54.0,31.0,23.0,-20.0
2022-12,104306,162.0,33.0,129.0,109.0
2023-01,104306,0.0,75.0,-75.0,34.0
2023-02,104306,0.0,42.0,-42.0,-8.0
2023-03,104306,18.0,38.0,-20.0,-28.0
2023-04,104306,18.0,98.0,-80.0,-108.0
2023-05,104306,72.0,0.0,72.0,-36.0
2023-06,104306,0.0,90.0,-90.0,-126.0
2023-07,104306,54.0,57.0,-3.0,-129.0
2023-08,104306,54.0,83.0,-29.0,-158.0
2021-02,104308,72.0,36.0,36.0,36.0
2021-03,104308,0.0,42.0,-42.0,-6.0
2021-04,104308,0.0,6.0,-6.0,-12.0
2021-05,104308,0.0,6.0,-6.0,-18.0
2021-06,104308,0.0,102.0,-102.0,-120.0
2021-07,104308,63.0,106.0,-43.0,-163.0
2021-08,104308,88.0,108.0,-20.0,-183.0
2021-09,104308,18.0,124.0,-106.0,-289.0
2021-10,104308,48.0,0.0,48.0,-241.0
2021-11,104308,18.0,71.0,-53.0,-294.0
2021-12,104308,24.0,0.0,24.0,-270.0
2022-01,104308,54.0,40.0,14.0,-256.0
2022-02,104308,130.0,25.0,105.0,-151.0
2022-03,104308,0.0,99.0,-99.0,-250.0
2022-04,104308,54.0,0.0,54.0,-196.0
2022-05,104308,12.0,0.0,12.0,-184.0
2022-06,104308,18.0,49.0,-31.0,-215.0
2022-07,104308,68.0,54.0,14.0,-201.0
2022-08,104308,46.0,94.0,-48.0,-249.0
2022-09,104308,72.0,0.0,72.0,-177.0
2022-12,104308,52.0,28.0,24.0,-153.0
2023-01,104308,66.0,11.0,55.0,-98.0
2023-02,104308,0.0,39.0,-39.0,-137.0
2023-03,104308,0.0,16.0,-16.0,-153.0
2023-04,104308,48.0,12.0,36.0,-117.0
2023-05,104308,18.0,13.0,5.0,-112.0
2023-06,104308,0.0,97.0,-97.0,-209.0
2023-07,104308,36.0,37.0,-1.0,-210.0
2023-08,104308,30.0,18.0,12.0,-198.0
2023-09,104308,30.0,0.0,30.0,-168.0
2021-02,104309,12.0,42.0,-30.0,-30.0
2021-03,104309,0.0,60.0,-60.0,-90.0
2021-04,104309,0.0,30.0,-30.0,-120.0
2021-05,104309,0.0,12.0,-12.0,-132.0
2021-06,104309,136.0,288.0,-152.0,-284.0
2021-07,104309,55.0,114.0,-59.0,-343.0
2021-08,104309,67.0,24.0,43.0,-300.0
2021-09,104309,30.0,130.0,-100.0,-400.0
2021-10,104309,0.0,26.0,-26.0,-426.0
2021-11,104309,66.0,0.0,66.0,-360.0
2021-12,104309,24.0,56.0,-32.0,-392.0
2022-01,104309,42.0,20.0,22.0,-370.0
2022-02,104309,24.0,32.0,-8.0,-378.0
2022-03,104309,0.0,65.0,-65.0,-443.0
2022-04,104309,144.0,0.0,144.0,-299.0
2022-05,104309,90.0,0.0,90.0,-209.0
2022-06,104309,60.0,90.0,-30.0,-239.0
2022-07,104309,90.0,166.0,-76.0,-315.0
2022-10,104309,130.0,115.0,15.0,-300.0
2022-11,104309,0.0,26.0,-26.0,-326.0
2022-12,104309,132.0,24.0,108.0,-218.0
2023-01,104309,42.0,25.0,17.0,-201.0
2023-02,104309,0.0,42.0,-42.0,-243.0
2023-03,104309,12.0,0.0,12.0,-231.0
2023-04,104309,24.0,60.0,-36.0,-267.0
2023-05,104309,144.0,22.0,122.0,-145.0
2023-06,104309,60.0,67.0,-7.0,-152.0
2023-07,104309,20.0,108.0,-88.0,-240.0
2023-08,104309,18.0,0.0,18.0,-222.0
2021-02,104310,24.0,0.0,24.0,24.0
2021-03,104310,7.0,20.0,-13.0,11.0
2021-06,104310,36.0,0.0,36.0,47.0
2021-07,104310,32.0,64.0,-32.0,15.0
2021-08,104310,32.0,150.0,-118.0,-103.0
2021-09,104310,18.0,20.0,-2.0,-105.0
2021-10,104310,20.0,28.0,-8.0,-113.0
2021-11,104310,30.0,20.0,10.0,-103.0
2022-01,104310,67.0,18.0,49.0,-54.0
2022-02,104310,0.0,28.0,-28.0,-82.0
2022-03,104310,0.0,5.0,-5.0,-87.0
2022-04,104310,44.0,0.0,44.0,-43.0
2022-05,104310,20.0,0.0,20.0,-23.0
2022-06,104310,0.0,78.0,-78.0,-101.0
2022-07,104310,80.0,15.0,65.0,-36.0
2022-08,104310,40.0,59.0,-19.0,-55.0
2022-09,104310,12.0,0.0,12.0,-43.0
2022-10,104310,36.0,57.0,-21.0,-64.0
2022-12,104310,64.0,58.0,6.0,-58.0
2023-01,104310,52.0,27.0,25.0,-33.0
2023-02,104310,0.0,27.0,-27.0,-60.0
2023-03,104310,44.0,32.0,12.0,-48.0
2023-04,104310,8.0,0.0,8.0,-40.0
2023-05,104310,4.0,25.0,-21.0,-61.0
2023-06,104310,24.0,14.0,10.0,-51.0
2023-07,104310,24.0,49.0,-25.0,-76.0
2023-08,104310,12.0,38.0,-26.0,-102.0
2023-09,104310,12.0,0.0,12.0,-90.0
2021-02,104312,5.0,8.0,-3.0,-3.0
2021-03,104312,20.0,20.0,0.0,-3.0
2021-04,104312,0.0,4.0,-4.0,-7.0
2021-05,104312,0.0,12.0,-12.0,-19.0
2021-06,104312,20.0,0.0,20.0,1.0
2021-07,104312,22.0,64.0,-42.0,-41.0
2021-08,104312,28.0,68.0,-40.0,-81.0
2021-09,104312,12.0,20.0,-8.0,-89.0
2021-10,104312,0.0,18.0,-18.0,-107.0
2021-11,104312,8.0,4.0,4.0,-103.0
2021-12,104312,24.0,39.0,-15.0,-118.0
2022-01,104312,16.0,28.0,-12.0,-130.0
2022-02,104312,10.0,0.0,10.0,-120.0
2022-04,104312,24.0,8.0,16.0,-104.0
2022-05,104312,28.0,0.0,28.0,-76.0
2022-06,104312,60.0,25.0,35.0,-41.0
2022-07,104312,16.0,31.0,-15.0,-56.0
2022-08,104312,84.0,67.0,17.0,-39.0
2022-10,104312,20.0,0.0,20.0,-19.0
2022-11,104312,16.0,24.0,-8.0,-27.0
2022-12,104312,20.0,24.0,-4.0,-31.0
2023-02,104312,16.0,16.0,0.0,-31.0
2023-03,104312,48.0,24.0,24.0,-7.0
2023-04,104312,52.0,0.0,52.0,45.0
2023-05,104312,69.0,3.0,66.0,111.0
2023-06,104312,16.0,54.0,-38.0,73.0
2023-07,104312,8.0,0.0,8.0,81.0
2023-08,104312,16.0,0.0,16.0,97.0
2021-01,104313,0.0,2.0,-2.0,-2.0
2021-02,104313,3.0,1.0,2.0,0.0
2021-03,104313,8.0,0.0,8.0,8.0
2021-06,104313,13.0,0.0,13.0,21.0
2021-07,104313,24.0,0.0,24.0,45.0
2021-08,104313,0.0,37.0,-37.0,8.0
2021-12,104313,0.0,1.0,-1.0,7.0
2022-02,104313,4.0,0.0,4.0,11.0
2022-04,104313,22.0,0.0,22.0,33.0
2022-06,104313,2.0,7.0,-5.0,28.0
2022-07,104313,49.0,5.0,44.0,72.0
2022-08,104313,0.0,8.0,-8.0,64.0
2022-09,104313,0.0,12.0,-12.0,52.0
2022-10,104313,6.0,0.0,6.0,58.0
2022-11,104313,9.0,5.0,4.0,62.0
2022-12,104313,0.0,9.0,-9.0,53.0
2023-01,104313,0.0,12.0,-12.0,41.0
2023-02,104313,0.0,5.0,-5.0,36.0
2023-04,104313,0.0,1.0,-1.0,35.0
2023-05,104313,2.0,3.0,-1.0,34.0
2023-06,104313,4.0,13.0,-9.0,25.0
2023-07,104313,4.0,9.0,-5.0,20.0
2023-08,104313,4.0,11.0,-7.0,13.0
2021-04,104315,0.0,16.0,-16.0,-16.0
2021-06,104315,82.0,112.0,-30.0,-46.0
2021-07,104315,0.0,8.0,-8.0,-54.0
2021-08,104315,38.0,54.0,-16.0,-70.0
2021-09,104315,88.0,76.0,12.0,-58.0
2021-10,104315,0.0,30.0,-30.0,-88.0
2021-11,104315,0.0,6.0,-6.0,-94.0
2021-12,104315,24.0,25.0,-1.0,-95.0
2022-01,104315,0.0,7.0,-7.0,-102.0
2022-02,104315,0.0,17.0,-17.0,-119.0
2022-04,104315,89.0,0.0,89.0,-30.0
2022-05,104315,48.0,0.0,48.0,18.0
2022-06,104315,25.0,107.0,-82.0,-64.0
2022-07,104315,70.0,28.0,42.0,-22.0
2022-08,104315,58.0,24.0,34.0,12.0
2022-10,104315,72.0,15.0,57.0,69.0
2022-11,104315,0.0,61.0,-61.0,8.0
2022-12,104315,112.0,47.0,65.0,73.0
2023-01,104315,72.0,49.0,23.0,96.0
2023-02,104315,0.0,52.0,-52.0,44.0
2023-03,104315,48.0,11.0,37.0,81.0
2023-04,104315,48.0,0.0,48.0,129.0
2023-05,104315,24.0,20.0,4.0,133.0
2023-06,104315,0.0,42.0,-42.0,91.0
2023-07,104315,0.0,1.0,-1.0,90.0
2021-02,104318,48.0,40.0,8.0,8.0
2021-03,104318,0.0,18.0,-18.0,-10.0
2021-06,104318,40.0,80.0,-40.0,-50.0
2021-07,104318,44.0,80.0,-36.0,-86.0
2021-09,104318,89.0,82.0,7.0,-79.0
2021-10,104318,0.0,96.0,-96.0,-175.0
2021-12,104318,44.0,0.0,44.0,-131.0
2022-01,104318,107.0,1.0,106.0,-25.0
2022-02,104318,58.0,22.0,36.0,11.0
2022-03,104318,0.0,16.0,-16.0,-5.0
2022-05,104318,8.0,0.0,8.0,3.0
2022-06,104318,32.0,50.0,-18.0,-15.0
2022-07,104318,40.0,68.0,-28.0,-43.0
2022-08,104318,96.0,76.0,20.0,-23.0
2022-11,104318,0.0,6.0,-6.0,-29.0
2022-12,104318,40.0,16.0,24.0,-5.0
2023-01,104318,8.0,8.0,0.0,-5.0
2023-02,104318,0.0,24.0,-24.0,-29.0
2023-03,104318,0.0,64.0,-64.0,-93.0
2023-04,104318,36.0,8.0,28.0,-65.0
2023-05,104318,36.0,18.0,18.0,-47.0
2023-06,104318,0.0,43.0,-43.0,-90.0
2023-07,104318,0.0,23.0,-23.0,-113.0
2023-08,104318,24.0,24.0,0.0,-113.0
2021-02,104321,31.0,10.0,21.0,21.0
2021-03,104321,23.0,29.0,-6.0,15.0
2021-04,104321,0.0,16.0,-16.0,-1.0
2021-06,104321,40.0,33.0,7.0,6.0
2021-07,104321,30.0,41.0,-11.0,-5.0
2021-08,104321,11.0,74.0,-63.0,-68.0
2021-09,104321,20.0,0.0,20.0,-48.0
2021-10,104321,4.0,26.0,-22.0,-70.0
2021-11,104321,13.0,14.0,-1.0,-71.0
2021-12,104321,0.0,14.0,-14.0,-85.0
2022-01,104321,10.0,11.0,-1.0,-86.0
2022-02,104321,0.0,1.0,-1.0,-87.0
2022-03,104321,2.0,2.0,0.0,-87.0
2022-04,104321,98.0,21.0,77.0,-10.0
2022-05,104321,7.0,1.0,6.0,-4.0
2022-06,104321,0.0,53.0,-53.0,-57.0
2022-07,104321,71.0,0.0,71.0,14.0
2022-08,104321,15.0,0.0,15.0,29.0
2022-09,104321,43.0,0.0,43.0,72.0
2022-10,104321,26.0,25.0,1.0,73.0
2022-11,104321,18.0,19.0,-1.0,72.0
2022-12,104321,16.0,55.0,-39.0,33.0
2023-01,104321,0.0,13.0,-13.0,20.0
2023-02,104321,0.0,27.0,-27.0,-7.0
2023-03,104321,0.0,19.0,-19.0,-26.0
2023-04,104321,0.0,17.0,-17.0,-43.0
2023-05,104321,0.0,12.0,-12.0,-55.0
2023-06,104321,27.0,19.0,8.0,-47.0
2023-07,104321,0.0,13.0,-13.0,-60.0
2023-08,104321,17.0,20.0,-3.0,-63.0
2023-09,104321,11.0,0.0,11.0,-52.0
2021-02,104323,16.0,0.0,16.0,16.0
2021-07,104323,0.0,6.0,-6.0,10.0
2021-08,104323,4.0,16.0,-12.0,-2.0
2021-09,104323,19.0,10.0,9.0,7.0
2021-10,104323,7.0,28.0,-21.0,-14.0
2021-11,104323,3.0,6.0,-3.0,-17.0
