year,quarter,month,item_number,received_qty,shipped_qty,turnover_rate
2023,3,7,188709,2.0,0.0,0.0
2023,3,7,188715,1.0,2.0,2.0
2023,3,7,236320,2000.0,2000.0,1.0
2023,3,7,239600,160.0,1589.0,9.93125
2023,3,7,510824,1120.0,781.0,0.6973214285714285
2023,3,7,513601,144.0,0.0,0.0
2023,3,7,52-116-917-523,4.0,0.0,0.0
2023,3,7,52-116-924-501,12.0,12.0,1.0
2023,3,7,52-128-321-501,2.0,6.0,3.0
2023,3,7,52-219-923-515,9.0,0.0,0.0
2023,3,7,52-219-923-519,12.0,12.0,1.0
2023,3,7,52-460-769-007,1.0,1.0,1.0
2023,3,7,52-460-769-012,3.0,1.0,0.3333333333333333
2023,3,7,52-460-769-013,4.0,3.0,0.75
2023,3,7,52-460-769-014,3.0,3.0,1.0
2023,3,7,52-460-769-015,5.0,8.0,1.6
2023,3,7,52-460-769-016,2.0,2.0,1.0
2023,3,7,52-460-769-017,5.0,2.0,0.4
2023,3,7,52-460-769-019,1.0,2.0,2.0
2023,3,7,52-460-769-021,1.0,0.0,0.0
2023,3,7,52-460-769-210,7.0,0.0,0.0
2023,3,7,52-460-769-214,1.0,3.0,3.0
2023,3,7,52-460-769-700,1.0,3.0,3.0
2023,3,7,555072,15.0,0.0,0.0
2023,3,7,555074,4.0,4.0,1.0
2023,3,7,60A0B1001,92.0,0.0,0.0
2023,3,7,60A0B1002,9.0,0.0,0.0
2023,3,7,60A0B1003,8.0,2.0,0.25
2023,3,7,60A0B1004,12.0,0.0,0.0
2023,3,7,60A0B1005,50.0,0.0,0.0
2023,3,7,60A0B1006,24.0,19.0,0.7916666666666666
2023,3,7,60A0B1007,8.0,0.0,0.0
2023,3,7,60A0B3001,17.0,0.0,0.0
2023,3,7,60A0B3002,195.0,1572.0,8.061538461538461
2023,3,7,60A0B3003,16.0,14.0,0.875
2023,3,7,60A0B6001,52.0,0.0,0.0
2023,3,7,60AABT001,1376.0,312.0,0.22674418604651161
2023,3,7,60B0B1001,60.0,188.0,3.1333333333333333
2023,3,7,60B0B1003,18.0,0.0,0.0
2023,3,7,60B0B1004,162.0,10.0,0.06172839506172839
2023,3,7,760212030,38.0,0.0,0.0
2023,3,7,760282010,9.0,0.0,0.0
2023,3,7,760382349,3.0,0.0,0.0
2023,3,7,760382389,3.0,0.0,0.0
2023,3,7,760382729,1.0,0.0,0.0
2023,3,7,7604A0099,2.0,0.0,0.0
2023,3,7,7604B0009,7.0,0.0,0.0
2023,3,7,76061070A,58.0,0.0,0.0
2023,3,7,76061072B,17.0,0.0,0.0
2023,3,7,76068072B,1.0,1.0,1.0
2023,3,7,762503080,5.0,0.0,0.0
2023,3,7,762503910,1.0,0.0,0.0
2023,3,7,762871010,20.0,20.0,1.0
2023,3,7,763478060,20.0,0.0,0.0
2023,3,7,763478080,14.0,0.0,0.0
2023,3,7,767780010,10.0,20.0,2.0
2023,3,7,768081040,132.0,12.0,0.09090909090909091
2023,3,7,768082350,44.0,0.0,0.0
2023,3,7,769180450,54.0,64.0,1.1851851851851851
2023,3,7,769580920,4.0,0.0,0.0
2023,3,7,772221421,20.0,0.0,0.0
2023,3,7,772310235,10.0,20.0,2.0
2023,3,7,772610807,200.0,0.0,0.0
2023,3,7,772611246,50.0,0.0,0.0
2023,3,7,772612606,200.0,0.0,0.0
2023,3,7,772630422,200.0,244.0,1.22
2023,3,7,772634056,200.0,0.0,0.0
2023,3,7,772650321,20.0,0.0,0.0
2023,3,7,772650797,20.0,0.0,0.0
2023,3,7,772720339,13.0,0.0,0.0
2023,3,7,772762007,15.0,0.0,0.0
2023,3,7,772762103,40.0,0.0,0.0
2023,3,7,773344006,2.0,3.0,1.5
2023,3,7,7C0352440,1.0,0.0,0.0
2023,3,7,7C0449080,1.0,20.0,20.0
2023,3,7,7C0449159,3.0,0.0,0.0
2023,3,7,7C0449190,1.0,0.0,0.0
2023,3,7,7C0851390,1.0,0.0,0.0
2023,3,7,7C1252110,20.0,20.0,1.0
2023,3,7,7C5350180,12.0,0.0,0.0
2023,3,7,7C8051060,1.0,0.0,0.0
2023,3,7,7C8051140,15.0,20.0,1.3333333333333333
2023,3,7,902793,2.0,0.0,0.0
2023,3,7,902930,6.0,0.0,0.0
2023,3,7,903568,4.0,18.0,4.5
2023,3,7,903574,192.0,165.0,0.859375
2023,3,7,903575,35.0,60.0,1.7142857142857142
2023,3,7,903576,135.0,0.0,0.0
2023,3,7,903577,24.0,0.0,0.0
2023,3,7,903578,180.0,0.0,0.0
2023,3,7,903580,126.0,45.0,0.35714285714285715
2023,3,7,903581,108.0,0.0,0.0
2023,3,7,903583,144.0,56.0,0.3888888888888889
2023,3,7,903584,36.0,27.0,0.75
2023,3,7,903585,72.0,80.0,1.1111111111111112
2023,3,7,903586,5.0,0.0,0.0
2023,3,7,A07034,12.0,0.0,0.0
2023,3,7,A91557,20.0,0.0,0.0
2023,3,7,AC1445,10.0,0.0,0.0
2023,3,7,AC1464,1.0,2.0,2.0
2023,3,7,AC1854,8.0,4.0,0.5
2023,3,7,AC1864,4.0,4.0,1.0
2023,3,7,AC1866,4.0,0.0,0.0
2023,3,7,AC2175,4.0,0.0,0.0
2023,3,7,AC2459,20.0,0.0,0.0
2023,3,7,AC2602,15.0,13.0,0.8666666666666667
2023,3,7,AC2603,4.0,0.0,0.0
2023,3,7,AC2606,3.0,0.0,0.0
2023,3,7,AC2608,8.0,5.0,0.625
2023,3,7,AC5263,1.0,0.0,0.0
2023,3,7,AC6113,150.0,75.0,0.5
2023,3,7,AC6513,18.0,8.0,0.4444444444444444
2023,3,7,AC8480,5.0,0.0,0.0
2023,3,7,AC8810,10.0,10.0,1.0
2023,3,7,AC8838,8.0,0.0,0.0
2023,3,7,AP0114,3.0,0.0,0.0
2023,3,7,AP0150,3.0,0.0,0.0
2023,3,7,AP0152,3.0,0.0,0.0
2023,3,7,AP0156,11.0,0.0,0.0
2023,3,7,AP3985,1.0,0.0,0.0
2023,3,7,DB0113,1.0,0.0,0.0
2023,3,7,DB0116,1.0,0.0,0.0
2023,3,7,DE0951,2.0,0.0,0.0
2023,3,7,DM0005,210.0,603.0,2.8714285714285714
2023,3,7,DM0401,105.0,105.0,1.0
2023,3,7,DM0457,19.0,19.0,1.0
2023,3,7,DM0458,19.0,0.0,0.0
2023,3,7,DM0463,15.0,15.0,1.0
2023,3,7,DM2029,34.0,0.0,0.0
2023,3,7,DM2045,36.0,0.0,0.0
2023,3,7,DP0780,1.0,0.0,0.0
2023,3,7,DP1493,1.0,0.0,0.0
2023,3,7,DR0218,12.0,10.0,0.8333333333333334
2023,3,7,DR0298,1.0,0.0,0.0
2023,3,7,DR0610,44.0,60.0,1.3636363636363635
2023,3,7,DR0614,36.0,48.0,1.3333333333333333
2023,3,7,DT0422,2.0,0.0,0.0
2023,3,7,DT0769,15.0,0.0,0.0
2023,3,7,DT0772,90.0,100.0,1.1111111111111112
2023,3,7,DT0797,4.0,12.0,3.0
2023,3,7,DT0798,2.0,2.0,1.0
2023,3,7,EE0128,2.0,1.0,0.5
2023,3,7,EE0217,2.0,2.0,1.0
2023,3,7,F74000,864.0,1236.0,1.4305555555555556
2023,3,7,F88000,24.0,0.0,0.0
2023,3,7,FK257A,2.0,1.0,0.5
2023,3,7,FK473B,1.0,0.0,0.0
2023,3,7,FP0005,6.0,4.0,0.6666666666666666
2023,3,7,M1000270,666.0,1259.0,1.8903903903903905
2023,3,7,M75064,100.0,65.0,0.65
2023,3,7,M99344,2.0,2.0,1.0
2023,3,7,M99346,1.0,0.0,0.0
2023,3,7,M99351,4.0,0.0,0.0
2023,3,7,M99354,1.0,0.0,0.0
2023,3,7,P0001115,1.0,1.0,1.0
2023,3,7,P0001121,2.0,0.0,0.0
2023,3,7,P00432,420.0,0.0,0.0
2023,3,7,P03429,1008.0,498.0,0.49404761904761907
2023,3,7,P08420,180.0,0.0,0.0
2023,3,7,P2000655,14.0,10.0,0.7142857142857143
2023,3,7,P2000658,4.0,0.0,0.0
2023,3,7,P2000676,8.0,4.0,0.5
2023,3,7,P2000678,2.0,2.0,1.0
2023,3,7,P2000682,10.0,10.0,1.0
2023,3,7,P2000842,609.0,120.0,0.19704433497536947
2023,3,7,P2001149,28.0,0.0,0.0
2023,3,7,P2001577,20.0,0.0,0.0
2023,3,7,P2001579,8.0,0.0,0.0
2023,3,7,P2001625,16.0,26.0,1.625
2023,3,7,P2001630,20.0,0.0,0.0
2023,3,7,P2001638,10.0,0.0,0.0
2023,3,7,P2001639,10.0,0.0,0.0
2023,3,7,P2001641,20.0,0.0,0.0
2023,3,7,P2002376,198.0,40.0,0.20202020202020202
2023,3,7,P2002414,8.0,0.0,0.0
2023,3,7,P2002465,12.0,0.0,0.0
2023,3,7,P2002469,12.0,12.0,1.0
2023,3,7,P2002471,5.0,5.0,1.0
2023,3,7,P2002480,48.0,0.0,0.0
2023,3,7,P2002482,36.0,66.0,1.8333333333333333
2023,3,7,P2002498,12.0,12.0,1.0
2023,3,7,P2002519,1.0,0.0,0.0
2023,3,7,P2002591,25.0,0.0,0.0
2023,3,7,P2003328,3.0,0.0,0.0
2023,3,7,P2003472,4.0,6.0,1.5
2023,3,7,P2003473,2.0,0.0,0.0
2023,3,7,P2004413,10.0,58.0,5.8
2023,3,7,P2004620,15564.0,4000.0,0.2570033410434336
2023,3,7,P2004622,1082.0,1210.0,1.1182994454713493
2023,3,7,P2004624,560.0,640.0,1.1428571428571428
2023,3,7,P2004628,345.0,460.0,1.3333333333333333
2023,3,7,P2004630,80.0,200.0,2.5
2023,3,7,P2004831,6.0,0.0,0.0
2023,3,7,P2005084,26.0,18.0,0.6923076923076923
2023,3,7,P45720,40.0,40.0,1.0
2023,3,7,P45730,92.0,184.0,2.0
2023,3,7,P5001124,36.0,0.0,0.0
2023,3,7,P5001188,39.0,0.0,0.0
2023,3,7,P5001291,10.0,0.0,0.0
2023,3,7,P5001299,27.0,21.0,0.7777777777777778
2023,3,7,P5001303,11.0,2.0,0.18181818181818182
2023,3,7,P5001313,19.0,0.0,0.0
2023,3,7,P5001325,8.0,0.0,0.0
2023,3,7,P5001479,8.0,0.0,0.0
2023,3,7,P5001480,12.0,0.0,0.0
2023,3,7,P5001482,10.0,0.0,0.0
2023,3,7,P5001527,53.0,0.0,0.0
2023,3,7,P5001528,19.0,0.0,0.0
2023,3,7,P5001530,32.0,0.0,0.0
2023,3,7,P5001539,21.0,0.0,0.0
2023,3,7,P5001632,2.0,0.0,0.0
2023,3,7,P5001678,1.0,1.0,1.0
2023,3,7,P5001684,3.0,0.0,0.0
2023,3,7,P5001691,2.0,0.0,0.0
2023,3,7,P5001700,2.0,0.0,0.0
2023,3,7,P5001702,10.0,0.0,0.0
2023,3,7,P5001726,3.0,0.0,0.0
2023,3,7,P5001751,15.0,15.0,1.0
2023,3,7,P5001755,10.0,0.0,0.0
2023,3,7,P5001794,15.0,30.0,2.0
2023,3,7,P5001796,20.0,40.0,2.0
2023,3,7,P5001797,15.0,0.0,0.0
2023,3,7,P5001798,15.0,0.0,0.0
2023,3,7,P5001805,16.0,0.0,0.0
2023,3,7,P5001807,20.0,0.0,0.0
2023,3,7,P5001812,10.0,0.0,0.0
2023,3,7,P5001813,20.0,20.0,1.0
2023,3,7,P5001814,15.0,49.0,3.2666666666666666
2023,3,7,P5001817,16.0,16.0,1.0
2023,3,7,P5001819,8.0,0.0,0.0
2023,3,7,P5001825,10.0,32.0,3.2
2023,3,7,P5001826,5.0,0.0,0.0
2023,3,7,P5001827,10.0,0.0,0.0
2023,3,7,P5001829,10.0,0.0,0.0
2023,3,7,P5001830,1.0,0.0,0.0
2023,3,7,P5001831,18.0,0.0,0.0
2023,3,7,P5001834,11.0,0.0,0.0
2023,3,7,P5001835,9.0,0.0,0.0
2023,3,7,P5001836,8.0,0.0,0.0
2023,3,7,P5001837,5.0,0.0,0.0
2023,3,7,P5001841,1.0,0.0,0.0
2023,3,7,P5001842,8.0,0.0,0.0
2023,3,7,P5001847,2.0,0.0,0.0
2023,3,7,P5001854,2.0,0.0,0.0
2023,3,7,P5002173,14.0,15.0,1.0714285714285714
2023,3,7,P5002174,10.0,0.0,0.0
2023,3,7,P5002175,24.0,25.0,1.0416666666666667
2023,3,7,P5002176,24.0,17.0,0.7083333333333334
2023,3,7,P5002177,26.0,0.0,0.0
2023,3,7,P5002178,8.0,0.0,0.0
2023,3,7,P5002182,1.0,0.0,0.0
2023,3,7,P5002188,27.0,0.0,0.0
2023,3,7,P5002189,5.0,0.0,0.0
2023,3,7,P5002235,5.0,6.0,1.2
2023,3,7,P5002513,33.0,0.0,0.0
2023,3,7,P5002618,4.0,0.0,0.0
2023,3,7,P5003542,2.0,0.0,0.0
2023,3,7,P5003553,26.0,0.0,0.0
2023,3,7,P5003554,60.0,60.0,1.0
2023,3,7,P5003615,12.0,0.0,0.0
2023,3,7,P5003625,4.0,0.0,0.0
2023,3,7,P5004254,200.0,197.0,0.985
2023,3,7,P5004258,19.0,0.0,0.0
2023,3,7,P5004632,20.0,0.0,0.0
2023,3,7,P5004634,28.0,30.0,1.0714285714285714
2023,3,7,P5004635,8.0,10.0,1.25
2023,3,7,P5004636,8.0,10.0,1.25
2023,3,7,P5004639,12.0,0.0,0.0
2023,3,7,P5004640,8.0,8.0,1.0
2023,3,7,P5004641,4.0,3.0,0.75
2023,3,7,P5004642,2.0,0.0,0.0
2023,3,7,P58492,864.0,0.0,0.0
2023,3,7,P58496,946.0,0.0,0.0
2023,3,7,P58501,11942.0,0.0,0.0
2023,3,7,P58502,255.0,800.0,3.1372549019607843
2023,3,7,P58729,8.0,24.0,3.0
2023,3,7,P6010667,4.0,4.0,1.0
2023,3,7,P6011568,23.0,38.0,1.6521739130434783
2023,3,7,P6011605,4.0,9.0,2.25
2023,3,7,P6011623,15.0,15.0,1.0
2023,3,7,P6011912,2.0,0.0,0.0
2023,3,7,P6013658,16.0,44.0,2.75
2023,3,7,P6014717,40.0,120.0,3.0
2023,3,7,P6019502,10.0,11.0,1.1
2023,3,7,P6019505,5.0,1.0,0.2
2023,3,7,P6019598,1.0,0.0,0.0
2023,3,7,P6019605,2.0,0.0,0.0
2023,3,7,P63231,240.0,140.0,0.5833333333333334
2023,3,7,P63235,375.0,625.0,1.6666666666666667
2023,3,7,P63238,100.0,200.0,2.0
2023,3,7,P63241,100.0,50.0,0.5
2023,3,7,P63242,40.0,132.0,3.3
2023,3,7,P63246,66.0,33.0,0.5
2023,3,7,P63247,40.0,20.0,0.5
2023,3,7,P63248,75.0,60.0,0.8
2023,3,7,P63250,30.0,0.0,0.0
2023,3,7,P70873,840.0,840.0,1.0
2023,3,7,P70875,2520.0,0.0,0.0
2023,3,7,P70877,5040.0,4200.0,0.8333333333333334
2023,3,7,P70965,420.0,840.0,2.0
2023,3,7,P75148,200.0,0.0,0.0
2023,3,7,P75149,200.0,0.0,0.0
2023,3,7,P77265,300.0,354.0,1.18
2023,3,7,P77277,100.0,0.0,0.0
2023,3,7,P78791,23.0,0.0,0.0
2023,3,7,P78792,7.0,0.0,0.0
2023,3,7,P78803,25.0,0.0,0.0
2023,3,7,P78804,5.0,0.0,0.0
2023,3,7,P81290,160.0,800.0,5.0
2023,3,7,P81295,72.0,108.0,1.5
2023,3,7,P81314,36.0,0.0,0.0
2023,3,7,P81354,108.0,0.0,0.0
2023,3,7,P81485,200.0,99.0,0.495
2023,3,7,P81486,500.0,500.0,1.0
2023,3,7,P81487,100.0,40.0,0.4
2023,3,7,P81488,400.0,100.0,0.25
2023,3,7,P81496,214.0,0.0,0.0
2023,3,7,P81498,36.0,25.0,0.6944444444444444
2023,3,7,P81933,16.0,0.0,0.0
2023,3,7,P82155,1.0,0.0,0.0
2023,3,7,P82160,2.0,0.0,0.0
2023,3,7,P82169,12.0,0.0,0.0
2023,3,7,P82170,5.0,0.0,0.0
2023,3,7,P82329,58.0,30.0,0.5172413793103449
2023,3,7,P82331,32.0,64.0,2.0
2023,3,7,P82333,20.0,18.0,0.9
2023,3,7,P82364,8.0,11.0,1.375
2023,3,7,P82643,24.0,0.0,0.0
2023,3,7,P82645,10.0,0.0,0.0
2023,3,7,P82646,10.0,0.0,0.0
2023,3,7,P82929,6.0,0.0,0.0
2023,3,7,P85166,72.0,50.0,0.6944444444444444
2023,3,7,P85180,50.0,0.0,0.0
2023,3,7,P85237,144.0,96.0,0.6666666666666666
2023,3,7,P85238,48.0,48.0,1.0
2023,3,7,P85239,270.0,175.0,0.6481481481481481
2023,3,7,P85240,47.0,0.0,0.0
2023,3,7,P85242,36.0,36.0,1.0
2023,3,7,P85243,216.0,232.0,1.0740740740740742
2023,3,7,P85245,64.0,114.0,1.78125
2023,3,7,P85246,108.0,80.0,0.7407407407407407
2023,3,7,P85248,270.0,216.0,0.8
2023,3,7,P85250,47.0,25.0,0.5319148936170213
2023,3,7,P85254,72.0,75.0,1.0416666666666667
2023,3,7,P85255,36.0,36.0,1.0
2023,3,7,P85266,35.0,66.0,1.8857142857142857
2023,3,7,P85285,108.0,109.0,1.0092592592592593
2023,3,7,P85286,306.0,228.0,0.7450980392156863
2023,3,7,P85287,414.0,360.0,0.8695652173913043
2023,3,7,P85288,192.0,144.0,0.75
2023,3,7,P85289,246.0,150.0,0.6097560975609756
2023,3,7,P85290,330.0,192.0,0.5818181818181818
2023,3,7,P85291,138.0,76.0,0.5507246376811594
2023,3,7,P85298,120.0,184.0,1.5333333333333334
2023,3,7,P85299,8.0,6.0,0.75
2023,3,7,P85337,5.0,0.0,0.0
2023,3,7,QX6170D,1.0,1.0,1.0
2023,3,7,R02940,112.0,0.0,0.0
2023,3,7,R18270,144.0,0.0,0.0
2023,3,7,SM0001,4.0,3.0,0.75
2023,3,7,SM0002,4.0,6.0,1.5
2023,3,7,SM0005,4.0,3.0,0.75
2023,3,7,SM0011,2.0,2.0,1.0
2023,3,7,SM0030,1.0,0.0,0.0
2023,3,7,SM0167,1.0,1.0,1.0
2023,3,7,SM0526,1.0,0.0,0.0
2023,3,7,SM0702,1.0,0.0,0.0
2023,3,7,SM0704,2.0,1.0,0.5
2023,3,7,SM0706,6.0,0.0,0.0
2023,3,7,SM0707,3.0,0.0,0.0
2023,3,7,SM0708,7.0,0.0,0.0
2023,3,7,SM0709,6.0,7.0,1.1666666666666667
2023,3,7,SM0711,4.0,2.0,0.5
2023,3,7,SM0712,4.0,2.0,0.5
2023,3,7,SM0713,3.0,1.0,0.3333333333333333
2023,3,7,SM0714,3.0,4.0,1.3333333333333333
2023,3,7,SM0716,12.0,1.0,0.08333333333333333
2023,3,7,SM0718,6.0,8.0,1.3333333333333333
2023,3,7,SM0720,4.0,2.0,0.5
2023,3,7,SM0726,3.0,0.0,0.0
2023,3,7,SM0729,4.0,0.0,0.0
2023,3,7,SM0730,2.0,1.0,0.5
2023,3,7,SM0732,2.0,0.0,0.0
2023,3,7,SM0733,5.0,0.0,0.0
2023,3,7,SM0740,4.0,3.0,0.75
2023,3,7,SM0741,18.0,7.0,0.3888888888888889
2023,3,7,SM0742,12.0,6.0,0.5
2023,3,7,SM0743,12.0,12.0,1.0
2023,3,7,SM0744,4.0,11.0,2.75
2023,3,7,SM0745,5.0,0.0,0.0
2023,3,7,SM0746,12.0,12.0,1.0
2023,3,7,SM0747,2.0,0.0,0.0
2023,3,7,SM0748,19.0,3.0,0.15789473684210525
2023,3,7,SM0749,2.0,2.0,1.0
2023,3,7,SM0752,8.0,6.0,0.75
2023,3,7,SM0753,2.0,2.0,1.0
2023,3,7,SM0754,3.0,2.0,0.6666666666666666
2023,3,7,SM0755,7.0,0.0,0.0
2023,3,7,SM0756,16.0,15.0,0.9375
2023,3,7,SM0757,12.0,10.0,0.8333333333333334
2023,3,7,SM0759,8.0,1.0,0.125
2023,3,7,SM0761,4.0,5.0,1.25
2023,3,7,SM0762,4.0,0.0,0.0
2023,3,7,SM0929,2.0,2.0,1.0
2023,3,7,SM1249,2.0,2.0,1.0
2023,3,7,SM1268,1.0,0.0,0.0
2023,3,7,SM1582,3.0,3.0,1.0
2023,3,7,SM1815,1.0,1.0,1.0
2023,3,7,SM1818,1.0,2.0,2.0
2023,3,7,SM1858,2.0,2.0,1.0
2023,3,7,SM1910,1.0,0.0,0.0
2023,3,7,SM2093,36.0,0.0,0.0
2023,3,7,SM2108,36.0,36.0,1.0
2023,3,7,SM2116,8.0,4.0,0.5
2023,3,7,SM2117,4.0,6.0,1.5
2023,3,7,SM2118,8.0,9.0,1.125
2023,3,7,SM2125,1.0,0.0,0.0
2023,3,7,SM2158,24.0,0.0,0.0
2023,3,7,SM2168,6.0,0.0,0.0
2023,3,7,SM2202,2.0,0.0,0.0
2023,3,7,SM2208,2.0,2.0,1.0
2023,3,7,SM2211,6.0,5.0,0.8333333333333334
2023,3,7,SM2222,4.0,1.0,0.25
2023,3,7,SM2225,1.0,3.0,3.0
2023,3,7,SM2241,4.0,0.0,0.0
2023,3,7,SM2245,2.0,0.0,0.0
2023,3,7,SM2248,1.0,3.0,3.0
2023,3,7,SM2251,3.0,6.0,2.0
2023,3,7,SM2254,5.0,3.0,0.6
2023,3,7,SM2260,2.0,2.0,1.0
2023,3,7,SM2262,5.0,6.0,1.2
2023,3,7,SM2267,5.0,15.0,3.0
2023,3,7,SM2272,2.0,0.0,0.0
2023,3,7,SM2273,7.0,4.0,0.5714285714285714
2023,3,7,SM2276,1.0,1.0,1.0
2023,3,7,V1000932,20.0,20.0,1.0
2023,3,7,V1000941,40.0,0.0,0.0
2023,3,7,V1000977,40.0,0.0,0.0
2023,3,7,V1000995,6.0,9.0,1.5
2023,3,7,V1001013,20.0,20.0,1.0
2023,3,7,V1001040,1.0,0.0,0.0
2023,3,7,V1001085,15.0,0.0,0.0
2023,3,7,V1001203,3.0,4.0,1.3333333333333333
2023,3,7,V1001222,4.0,0.0,0.0
2023,3,7,Y044753,1.0,0.0,0.0
2023,3,8,08-112-783-501,2.0,0.0,0.0
2023,3,8,104302,10.0,8.0,0.8
2023,3,8,104303,12.0,0.0,0.0
2023,3,8,104304,2.0,0.0,0.0
2023,3,8,104306,54.0,83.0,1.537037037037037
2023,3,8,104308,30.0,18.0,0.6
2023,3,8,104309,18.0,0.0,0.0
2023,3,8,104310,12.0,38.0,3.1666666666666665
2023,3,8,104312,16.0,0.0,0.0
2023,3,8,104313,4.0,11.0,2.75
2023,3,8,104318,24.0,24.0,1.0
2023,3,8,104321,17.0,20.0,1.1764705882352942
2023,3,8,104323,8.0,7.0,0.875
2023,3,8,104326,6.0,4.0,0.6666666666666666
2023,3,8,104328,45.0,36.0,0.8
2023,3,8,104450LF,14.0,80.0,5.714285714285714
2023,3,8,104454LF,6.0,0.0,0.0
2023,3,8,104456LF,32.0,63.0,1.96875
2023,3,8,104458LF,13.0,10.0,0.7692307692307693
2023,3,8,104459LF,8.0,4.0,0.5
2023,3,8,104460LF,5.0,9.0,1.8
2023,3,8,104462LF,2.0,0.0,0.0
2023,3,8,104463LF,4.0,0.0,0.0
2023,3,8,104465LF,28.0,23.0,0.8214285714285714
2023,3,8,104468LF,4.0,0.0,0.0
2023,3,8,104473LF,2.0,2.0,1.0
2023,3,8,104476LF,11.0,1.0,0.09090909090909091
2023,3,8,104478LF,17.0,0.0,0.0
2023,3,8,104501,7.0,0.0,0.0
2023,3,8,104502,75.0,100.0,1.3333333333333333
2023,3,8,104621,3.0,3.0,1.0
2023,3,8,104715,2.0,0.0,0.0
2023,3,8,104726,10.0,10.0,1.0
2023,3,8,104800,10.0,4.0,0.4
2023,3,8,110192LF,1872.0,2340.0,1.25
2023,3,8,110197LF,180.0,180.0,1.0
2023,3,8,111031,180.0,120.0,0.6666666666666666
2023,3,8,111034,600.0,0.0,0.0
2023,3,8,111040,363.0,0.0,0.0
2023,3,8,111044,165.0,0.0,0.0
2023,3,8,111046,33.0,24.0,0.7272727272727273
2023,3,8,111047,165.0,38.0,0.23030303030303031
2023,3,8,112097,215.0,28.0,0.13023255813953488
2023,3,8,112098,146.0,146.0,1.0
2023,3,8,112119,371.0,14.0,0.03773584905660377
2023,3,8,115104,18.0,216.0,12.0
2023,3,8,115114,36.0,46.0,1.2777777777777777
2023,3,8,115125,32.0,18.0,0.5625
2023,3,8,115128,24.0,14.0,0.5833333333333334
2023,3,8,115129,18.0,0.0,0.0
2023,3,8,115182,40.0,7.0,0.175
2023,3,8,115184,20.0,13.0,0.65
2023,3,8,115188,12.0,8.0,0.6666666666666666
2023,3,8,115189,6.0,0.0,0.0
2023,3,8,132204,288.0,148.0,0.5138888888888888
2023,3,8,132206,144.0,7.0,0.04861111111111111
2023,3,8,132207,12.0,8.0,0.6666666666666666
2023,3,8,169035,33.0,0.0,0.0
2023,3,8,175001,4.0,0.0,0.0
2023,3,8,175006,9.0,0.0,0.0
2023,3,8,175009,1.0,0.0,0.0
2023,3,8,175013,2.0,0.0,0.0
2023,3,8,175014,3.0,0.0,0.0
2023,3,8,175015,2.0,0.0,0.0
2023,3,8,175057,1.0,0.0,0.0
2023,3,8,175062,2.0,0.0,0.0
2023,3,8,175065,1.0,0.0,0.0
2023,3,8,175277,1.0,0.0,0.0
2023,3,8,175831,2.0,0.0,0.0
2023,3,8,175852,1.0,0.0,0.0
2023,3,8,175859,2.0,1.0,0.5
2023,3,8,175884,1.0,0.0,0.0
2023,3,8,178031,1.0,1.0,1.0
2023,3,8,178456,2.0,0.0,0.0
2023,3,8,178464,1.0,1.0,1.0
2023,3,8,178466,5.0,0.0,0.0
2023,3,8,178476,5.0,1.0,0.2
2023,3,8,178505,1.0,0.0,0.0
2023,3,8,178518,2.0,1.0,0.5
2023,3,8,178563,1.0,1.0,1.0
2023,3,8,178580,2.0,2.0,1.0
2023,3,8,178582,1.0,0.0,0.0
2023,3,8,178636,1.0,0.0,0.0
2023,3,8,178639,1.0,2.0,2.0
2023,3,8,178643,1.0,0.0,0.0
2023,3,8,178646,4.0,2.0,0.5
2023,3,8,178651,3.0,0.0,0.0
2023,3,8,178652,4.0,0.0,0.0
2023,3,8,178656,8.0,0.0,0.0
2023,3,8,178671,12.0,0.0,0.0
2023,3,8,178689,2.0,0.0,0.0
2023,3,8,178690,13.0,0.0,0.0
2023,3,8,178718,1.0,0.0,0.0
2023,3,8,178730,2.0,2.0,1.0
2023,3,8,178733,1.0,5.0,5.0
2023,3,8,178760,2.0,0.0,0.0
2023,3,8,178769,3.0,0.0,0.0
2023,3,8,178775,4.0,0.0,0.0
2023,3,8,178787,2.0,0.0,0.0
2023,3,8,178810,11.0,0.0,0.0
2023,3,8,178817,2.0,0.0,0.0
2023,3,8,178977,1.0,0.0,0.0
2023,3,8,179225,2.0,0.0,0.0
2023,3,8,179250,2.0,1.0,0.5
2023,3,8,179251,2.0,0.0,0.0
2023,3,8,179254,2.0,3.0,1.5
2023,3,8,179265,1.0,2.0,2.0
2023,3,8,179266,1.0,0.0,0.0
2023,3,8,179268,1.0,0.0,0.0
2023,3,8,179269,3.0,0.0,0.0
2023,3,8,179274,2.0,0.0,0.0
2023,3,8,179289,2.0,0.0,0.0
2023,3,8,179345,11.0,1.0,0.09090909090909091
2023,3,8,179355,1.0,0.0,0.0
2023,3,8,179357,2.0,4.0,2.0
2023,3,8,180170,2.0,0.0,0.0
2023,3,8,180224,1.0,1.0,1.0
2023,3,8,180228,1.0,0.0,0.0
2023,3,8,180249,2.0,2.0,1.0
2023,3,8,180554,5.0,0.0,0.0
2023,3,8,180711,2.0,0.0,0.0
2023,3,8,180716,2.0,2.0,1.0
2023,3,8,180842,3.0,0.0,0.0
2023,3,8,180846,2.0,2.0,1.0
2023,3,8,180849,1.0,0.0,0.0
2023,3,8,180945,1.0,1.0,1.0
2023,3,8,181398,4.0,4.0,1.0
2023,3,8,181869,3.0,2.0,0.6666666666666666
