year,quarter,month,item_number,received_qty,shipped_qty,turnover_rate
2021,3,7,P6010499,2.0,6.0,3.0
2021,3,7,P6010548,4.0,0.0,0.0
2021,3,7,P6010662,1.0,0.0,0.0
2021,3,7,P6010671,3.0,8.0,2.6666666666666665
2021,3,7,P6010887,24.0,0.0,0.0
2021,3,7,P6010891,24.0,0.0,0.0
2021,3,7,P6010969,12.0,22.0,1.8333333333333333
2021,3,7,P6010971,48.0,30.0,0.625
2021,3,7,P6010999,4.0,0.0,0.0
2021,3,7,P6011000,10.0,0.0,0.0
2021,3,7,P6011001,6.0,0.0,0.0
2021,3,7,P6011002,5.0,0.0,0.0
2021,3,7,P6011004,4.0,0.0,0.0
2021,3,7,P6011009,5.0,0.0,0.0
2021,3,7,P6011010,2.0,1.0,0.5
2021,3,7,P6011011,6.0,0.0,0.0
2021,3,7,P6011033,9.0,12.0,1.3333333333333333
2021,3,7,P6011034,4.0,0.0,0.0
2021,3,7,P6011053,1.0,2.0,2.0
2021,3,7,P6011065,2.0,0.0,0.0
2021,3,7,P6011196,2.0,0.0,0.0
2021,3,7,P6011197,2.0,0.0,0.0
2021,3,7,P6011198,2.0,0.0,0.0
2021,3,7,P6011199,2.0,0.0,0.0
2021,3,7,P6011204,3.0,0.0,0.0
2021,3,7,P6011205,3.0,0.0,0.0
2021,3,7,P6011210,8.0,0.0,0.0
2021,3,7,P6011236,10.0,0.0,0.0
2021,3,7,P6011343,8.0,0.0,0.0
2021,3,7,P6011344,8.0,0.0,0.0
2021,3,7,P6011345,6.0,0.0,0.0
2021,3,7,P6011474,8.0,0.0,0.0
2021,3,7,P6011478,2.0,0.0,0.0
2021,3,7,P6011544,1.0,0.0,0.0
2021,3,7,P6011568,21.0,56.0,2.6666666666666665
2021,3,7,P6011589,10.0,0.0,0.0
2021,3,7,P6012500,2.0,0.0,0.0
2021,3,7,P6012501,1.0,0.0,0.0
2021,3,7,P6012547,8.0,0.0,0.0
2021,3,7,P6012592,7.0,14.0,2.0
2021,3,7,P6012593,5.0,10.0,2.0
2021,3,7,P6012639,18.0,0.0,0.0
2021,3,7,P6012642,9.0,16.0,1.7777777777777777
2021,3,7,P6012643,17.0,6.0,0.35294117647058826
2021,3,7,P6012688,4.0,8.0,2.0
2021,3,7,P6012689,4.0,8.0,2.0
2021,3,7,P6012736,4.0,6.0,1.5
2021,3,7,P6012744,2.0,4.0,2.0
2021,3,7,P6013132,2.0,3.0,1.5
2021,3,7,P6013133,2.0,3.0,1.5
2021,3,7,P6013134,4.0,0.0,0.0
2021,3,7,P6013135,6.0,4.0,0.6666666666666666
2021,3,7,P6013138,9.0,18.0,2.0
2021,3,7,P6013142,6.0,4.0,0.6666666666666666
2021,3,7,P6013145,4.0,8.0,2.0
2021,3,7,P6013452,4.0,0.0,0.0
2021,3,7,P6013488,1.0,2.0,2.0
2021,3,7,P6014717,120.0,176.0,1.4666666666666666
2021,3,7,P6014926,13.0,0.0,0.0
2021,3,7,P6014932,7.0,0.0,0.0
2021,3,7,P6014939,50.0,0.0,0.0
2021,3,7,P6014940,50.0,100.0,2.0
2021,3,7,P6014944,6.0,0.0,0.0
2021,3,7,P6014949,56.0,0.0,0.0
2021,3,7,P6014955,45.0,0.0,0.0
2021,3,7,P6014958,7.0,0.0,0.0
2021,3,7,P6014961,16.0,0.0,0.0
2021,3,7,P6014964,5.0,0.0,0.0
2021,3,7,P6015059,2.0,2.0,1.0
2021,3,7,P6015077,2.0,0.0,0.0
2021,3,7,P6015251,18.0,0.0,0.0
2021,3,7,P6015252,18.0,0.0,0.0
2021,3,7,P6015253,18.0,0.0,0.0
2021,3,7,P6015254,24.0,0.0,0.0
2021,3,7,P6015255,37.0,0.0,0.0
2021,3,7,P6015256,16.0,0.0,0.0
2021,3,7,P6015257,16.0,0.0,0.0
2021,3,7,P6015270,6.0,0.0,0.0
2021,3,7,P6015275,8.0,0.0,0.0
2021,3,7,P6015276,8.0,0.0,0.0
2021,3,7,P6015278,8.0,0.0,0.0
2021,3,7,P6015280,8.0,0.0,0.0
2021,3,7,P6015281,3.0,0.0,0.0
2021,3,7,P6015282,3.0,0.0,0.0
2021,3,7,P6015283,3.0,0.0,0.0
2021,3,7,P6015284,3.0,0.0,0.0
2021,3,7,P6015286,3.0,0.0,0.0
2021,3,7,P6015302,10.0,20.0,2.0
2021,3,7,P6015347,38.0,32.0,0.8421052631578947
2021,3,7,P6015355,20.0,0.0,0.0
2021,3,7,P6015357,5.0,0.0,0.0
2021,3,7,P6015375,280.0,48.0,0.17142857142857143
2021,3,7,P6015383,50.0,0.0,0.0
2021,3,7,P6015389,50.0,0.0,0.0
2021,3,7,P6015396,50.0,0.0,0.0
2021,3,7,P6015416,40.0,0.0,0.0
2021,3,7,P6015549,17.0,0.0,0.0
2021,3,7,P6015550,19.0,0.0,0.0
2021,3,7,P6015553,40.0,32.0,0.8
2021,3,7,P6015554,24.0,0.0,0.0
2021,3,7,P6015650,4.0,2.0,0.5
2021,3,7,P6015667,1.0,0.0,0.0
2021,3,7,P6015674,1.0,0.0,0.0
2021,3,7,P6015675,1.0,0.0,0.0
2021,3,7,P6015702,3.0,0.0,0.0
2021,3,7,P6015703,3.0,0.0,0.0
2021,3,7,P6015723,6.0,0.0,0.0
2021,3,7,P6015747,50.0,0.0,0.0
2021,3,7,P6015752,1.0,0.0,0.0
2021,3,7,P6015753,1.0,0.0,0.0
2021,3,7,P6015764,1.0,0.0,0.0
2021,3,7,P6015767,50.0,0.0,0.0
2021,3,7,P6015949,23.0,12.0,0.5217391304347826
2021,3,7,P6015961,16.0,0.0,0.0
2021,3,7,P6015964,11.0,0.0,0.0
2021,3,7,P6016045,2.0,0.0,0.0
2021,3,7,P6016216,5.0,0.0,0.0
2021,3,7,P6017948,26.0,0.0,0.0
2021,3,7,P6019505,23.0,14.0,0.6086956521739131
2021,3,7,P61129,165.0,352.0,2.1333333333333333
2021,3,7,P61449,234.0,648.0,2.769230769230769
2021,3,7,P70906,4.0,0.0,0.0
2021,3,7,P70920,71.0,0.0,0.0
2021,3,7,P70928,27.0,52.0,1.9259259259259258
2021,3,7,P70939,12.0,3.0,0.25
2021,3,7,P70997,30.0,106.0,3.533333333333333
2021,3,7,P75214,170.0,242.0,1.423529411764706
2021,3,7,P75606,525.0,1250.0,2.380952380952381
2021,3,7,P75612,200.0,0.0,0.0
2021,3,7,P75683,16.0,0.0,0.0
2021,3,7,P77101,21.0,34.0,1.619047619047619
2021,3,7,P78533,1.0,0.0,0.0
2021,3,7,P78927,2577.0,1114.0,0.4322856034148234
2021,3,7,P79018,87.0,30.0,0.3448275862068966
2021,3,7,P79026,100.0,32.0,0.32
2021,3,7,P81485,200.0,400.0,2.0
2021,3,7,P81486,500.0,800.0,1.6
2021,3,7,P81487,100.0,200.0,2.0
2021,3,7,P81488,200.0,600.0,3.0
2021,3,7,P81771,10000.0,5000.0,0.5
2021,3,7,P82329,150.0,60.0,0.4
2021,3,7,P82331,64.0,128.0,2.0
2021,3,7,P82364,12.0,28.0,2.3333333333333335
2021,3,7,P82946,6.0,4.0,0.6666666666666666
2021,3,7,P85166,48.0,96.0,2.0
2021,3,7,P85237,240.0,192.0,0.8
2021,3,7,P85238,96.0,96.0,1.0
2021,3,7,P85239,450.0,360.0,0.8
2021,3,7,P85242,72.0,144.0,2.0
2021,3,7,P85243,594.0,432.0,0.7272727272727273
2021,3,7,P85245,160.0,128.0,0.8
2021,3,7,P85246,144.0,144.0,1.0
2021,3,7,P85248,324.0,270.0,0.8333333333333334
2021,3,7,P85249,71.0,64.0,0.9014084507042254
2021,3,7,P85250,96.0,96.0,1.0
2021,3,7,P85254,168.0,96.0,0.5714285714285714
2021,3,7,P85255,108.0,144.0,1.3333333333333333
2021,3,7,P85258,32.0,32.0,1.0
2021,3,7,P85265,20.0,0.0,0.0
2021,3,7,P85266,48.0,35.0,0.7291666666666666
2021,3,7,P85267,35.0,30.0,0.8571428571428571
2021,3,7,P85268,15.0,30.0,2.0
2021,3,7,P85285,270.0,186.0,0.6888888888888889
2021,3,7,P85286,516.0,324.0,0.627906976744186
2021,3,7,P85287,696.0,444.0,0.6379310344827587
2021,3,7,P85288,198.0,126.0,0.6363636363636364
2021,3,7,P85289,462.0,342.0,0.7402597402597403
2021,3,7,P85290,474.0,212.0,0.4472573839662447
2021,3,7,P85291,192.0,116.0,0.6041666666666666
2021,3,7,P85298,228.0,102.0,0.4473684210526316
2021,3,7,P85299,4.0,0.0,0.0
2021,3,7,P85304,122.0,2.0,0.01639344262295082
2021,3,7,P85337,12.0,8.0,0.6666666666666666
2021,3,7,P85693,37.0,0.0,0.0
2021,3,7,P86111,4.0,4.0,1.0
2021,3,7,P86130,1.0,4.0,4.0
2021,3,7,P86132,14.0,0.0,0.0
2021,3,7,P86234,3.0,0.0,0.0
2021,3,7,P86236,4.0,10.0,2.5
2021,3,7,P90523,293.0,1004.0,3.426621160409556
2021,3,7,P90528,25.0,238.0,9.52
2021,3,7,P90573,3.0,0.0,0.0
2021,3,7,SM0001,1.0,6.0,6.0
2021,3,7,SM0005,3.0,4.0,1.3333333333333333
2021,3,7,SM0011,2.0,0.0,0.0
2021,3,7,SM0031,2.0,0.0,0.0
2021,3,7,SM0154,5.0,4.0,0.8
2021,3,7,SM0366,1.0,0.0,0.0
2021,3,7,SM0704,4.0,0.0,0.0
2021,3,7,SM0706,5.0,4.0,0.8
2021,3,7,SM0707,4.0,0.0,0.0
2021,3,7,SM0708,4.0,4.0,1.0
2021,3,7,SM0709,2.0,0.0,0.0
2021,3,7,SM0710,8.0,2.0,0.25
2021,3,7,SM0711,3.0,0.0,0.0
2021,3,7,SM0712,8.0,12.0,1.5
2021,3,7,SM0714,8.0,8.0,1.0
2021,3,7,SM0716,8.0,4.0,0.5
2021,3,7,SM0718,4.0,17.0,4.25
2021,3,7,SM0720,3.0,4.0,1.3333333333333333
2021,3,7,SM0722,3.0,6.0,2.0
2021,3,7,SM0728,1.0,2.0,2.0
2021,3,7,SM0729,4.0,10.0,2.5
2021,3,7,SM0730,4.0,0.0,0.0
2021,3,7,SM0731,2.0,0.0,0.0
2021,3,7,SM0733,1.0,2.0,2.0
2021,3,7,SM0738,6.0,4.0,0.6666666666666666
2021,3,7,SM0739,4.0,0.0,0.0
2021,3,7,SM0740,1.0,14.0,14.0
2021,3,7,SM0741,22.0,0.0,0.0
2021,3,7,SM0742,39.0,52.0,1.3333333333333333
2021,3,7,SM0743,40.0,16.0,0.4
2021,3,7,SM0744,26.0,0.0,0.0
2021,3,7,SM0745,45.0,25.0,0.5555555555555556
2021,3,7,SM0746,12.0,16.0,1.3333333333333333
2021,3,7,SM0747,4.0,0.0,0.0
2021,3,7,SM0748,6.0,0.0,0.0
2021,3,7,SM0753,2.0,0.0,0.0
2021,3,7,SM0754,13.0,32.0,2.4615384615384617
2021,3,7,SM0755,4.0,0.0,0.0
2021,3,7,SM0756,7.0,21.0,3.0
2021,3,7,SM0757,11.0,9.0,0.8181818181818182
2021,3,7,SM0758,4.0,2.0,0.5
2021,3,7,SM0759,9.0,1.0,0.1111111111111111
2021,3,7,SM0760,3.0,0.0,0.0
2021,3,7,SM0762,3.0,0.0,0.0
2021,3,7,SM1816,2.0,0.0,0.0
2021,3,7,SM2061,30.0,48.0,1.6
2021,3,7,SM2085,32.0,0.0,0.0
2021,3,7,SM2087,66.0,132.0,2.0
2021,3,7,SM2103,1.0,0.0,0.0
2021,3,7,SM2105,35.0,70.0,2.0
2021,3,7,SM2110,35.0,0.0,0.0
2021,3,7,SM2113,30.0,0.0,0.0
2021,3,7,SM2115,9.0,9.0,1.0
2021,3,7,SM2116,14.0,30.0,2.142857142857143
2021,3,7,SM2117,17.0,37.0,2.176470588235294
2021,3,7,SM2118,10.0,22.0,2.2
2021,3,7,SM2159,25.0,0.0,0.0
2021,3,7,SM2168,44.0,64.0,1.4545454545454546
2021,3,7,SM2199,2.0,0.0,0.0
2021,3,7,SM2202,4.0,0.0,0.0
2021,3,7,SM2208,11.0,0.0,0.0
2021,3,7,SM2211,4.0,0.0,0.0
2021,3,7,SM2213,2.0,2.0,1.0
2021,3,7,SM2216,6.0,0.0,0.0
2021,3,7,SM2219,2.0,0.0,0.0
2021,3,7,SM2222,9.0,0.0,0.0
2021,3,7,SM2225,3.0,2.0,0.6666666666666666
2021,3,7,SM2227,1.0,4.0,4.0
2021,3,7,SM2238,6.0,0.0,0.0
2021,3,7,SM2241,8.0,0.0,0.0
2021,3,7,SM2244,10.0,0.0,0.0
2021,3,7,SM2247,3.0,0.0,0.0
2021,3,7,SM2250,15.0,4.0,0.26666666666666666
2021,3,7,SM2251,2.0,0.0,0.0
2021,3,7,SM2252,2.0,0.0,0.0
2021,3,7,SM2253,4.0,20.0,5.0
2021,3,7,SM2256,9.0,16.0,1.7777777777777777
2021,3,7,SM2257,6.0,6.0,1.0
2021,3,7,SM2259,5.0,0.0,0.0
2021,3,7,SM2262,13.0,2.0,0.15384615384615385
2021,3,7,SM2265,2.0,4.0,2.0
2021,3,7,SM2269,9.0,0.0,0.0
2021,3,7,SM2270,1.0,2.0,2.0
2021,3,7,SM2271,1.0,0.0,0.0
2021,3,7,SM2272,12.0,10.0,0.8333333333333334
2021,3,7,SM2274,3.0,0.0,0.0
2021,3,7,V1000290,768.0,138.0,0.1796875
2021,3,7,V1000294,140.0,163.0,1.1642857142857144
2021,3,7,V1000296,120.0,287.0,2.3916666666666666
2021,3,7,V1000298,150.0,98.0,0.6533333333333333
2021,3,7,V1000300,24.0,24.0,1.0
2021,3,7,V1000302,10.0,12.0,1.2
2021,3,7,V1000304,6.0,0.0,0.0
2021,3,7,V1000921,19.0,38.0,2.0
2021,3,7,V1000936,10.0,0.0,0.0
2021,3,7,V1000981,15.0,0.0,0.0
2021,3,7,V1000983,3.0,6.0,2.0
2021,3,7,V1000990,50.0,50.0,1.0
2021,3,7,V1000995,9.0,12.0,1.3333333333333333
2021,3,7,V1001001,10.0,0.0,0.0
2021,3,7,V1001019,12.0,0.0,0.0
2021,3,7,V1001028,6.0,6.0,1.0
2021,3,7,V1001037,2.0,0.0,0.0
2021,3,7,V1001046,6.0,0.0,0.0
2021,3,7,V1001053,15.0,0.0,0.0
2021,3,7,V1001082,3.0,4.0,1.3333333333333333
2021,3,7,V1001089,5.0,0.0,0.0
2021,3,7,V1001091,22.0,22.0,1.0
2021,3,7,V1001098,20.0,20.0,1.0
2021,3,7,V1001107,5.0,16.0,3.2
2021,3,7,V1001173,5.0,8.0,1.6
2021,3,7,V1001188,2.0,4.0,2.0
2021,3,7,V1001203,6.0,10.0,1.6666666666666667
2021,3,7,V1002165,34.0,40.0,1.1764705882352942
2021,3,7,V1002166,4.0,0.0,0.0
2021,3,7,V50810,40.0,80.0,2.0
2021,3,7,V50812,60.0,60.0,1.0
2021,3,7,V50813,24.0,24.0,1.0
2021,3,7,V50814,24.0,0.0,0.0
2021,3,7,V50815,24.0,20.0,0.8333333333333334
2021,3,7,V50816,18.0,12.0,0.6666666666666666
2021,3,7,V50832,40.0,80.0,2.0
2021,3,7,V50833,207.0,0.0,0.0
2021,3,7,V50834,16.0,0.0,0.0
2021,3,7,V50835,24.0,64.0,2.6666666666666665
2021,3,7,V50836,20.0,88.0,4.4
2021,3,7,V50837,8.0,20.0,2.5
2021,3,7,V50838,6.0,14.0,2.3333333333333335
2021,3,7,V50839,12.0,2.0,0.16666666666666666
2021,3,7,V50922,190.0,0.0,0.0
2021,3,7,V50924,754.0,420.0,0.5570291777188329
2021,3,7,V50925,571.0,32.0,0.05604203152364273
2021,3,7,V50926,436.0,192.0,0.44036697247706424
2021,3,7,V50927,285.0,0.0,0.0
2021,3,7,V50940,10.0,0.0,0.0
2021,3,7,V51961,180.0,270.0,1.5
2021,3,7,V51964,32.0,64.0,2.0
2021,3,7,V51970,12.0,0.0,0.0
2021,3,7,V51973,20.0,8.0,0.4
2021,3,7,V51976,5.0,0.0,0.0
2021,3,7,V51979,4.0,0.0,0.0
2021,3,7,V59171,17.0,144.0,8.470588235294118
2021,3,7,V59173,275.0,90.0,0.32727272727272727
2021,3,7,X10101,1.0,0.0,0.0
2021,3,8,08-105-687-059,27.0,20.0,0.7407407407407407
2021,3,8,103260LF,144.0,288.0,2.0
2021,3,8,103306LF,419.0,0.0,0.0
2021,3,8,103350,432.0,0.0,0.0
2021,3,8,103404,140.0,280.0,2.0
2021,3,8,103418LF,256.0,512.0,2.0
2021,3,8,104300,20.0,90.0,4.5
2021,3,8,104301,104.0,196.0,1.8846153846153846
2021,3,8,104303,24.0,122.0,5.083333333333333
2021,3,8,104306,144.0,158.0,1.0972222222222223
2021,3,8,104308,88.0,108.0,1.2272727272727273
2021,3,8,104309,67.0,24.0,0.3582089552238806
2021,3,8,104310,32.0,150.0,4.6875
2021,3,8,104312,28.0,68.0,2.4285714285714284
2021,3,8,104315,38.0,54.0,1.4210526315789473
2021,3,8,104321,11.0,74.0,6.7272727272727275
2021,3,8,104323,4.0,16.0,4.0
2021,3,8,104326,9.0,18.0,2.0
2021,3,8,104328,4.0,48.0,12.0
2021,3,8,104450LF,82.0,216.0,2.6341463414634148
2021,3,8,104451LF,48.0,158.0,3.2916666666666665
2021,3,8,104453LF,18.0,32.0,1.7777777777777777
2021,3,8,104456LF,18.0,86.0,4.777777777777778
2021,3,8,104459LF,36.0,72.0,2.0
2021,3,8,104462LF,4.0,7.0,1.75
2021,3,8,104465LF,4.0,8.0,2.0
2021,3,8,104468LF,1.0,4.0,4.0
2021,3,8,104471LF,8.0,4.0,0.5
2021,3,8,104501,48.0,22.0,0.4583333333333333
2021,3,8,107018,264.0,348.0,1.3181818181818181
2021,3,8,107019,432.0,864.0,2.0
2021,3,8,107020,132.0,84.0,0.6363636363636364
2021,3,8,107034,660.0,432.0,0.6545454545454545
2021,3,8,110190LF,936.0,1200.0,1.2820512820512822
2021,3,8,110192LF,11232.0,17784.0,1.5833333333333333
2021,3,8,110193LF,1404.0,3432.0,2.4444444444444446
2021,3,8,110196LF,1404.0,1872.0,1.3333333333333333
2021,3,8,110197LF,540.0,720.0,1.3333333333333333
2021,3,8,110199LF,180.0,360.0,2.0
2021,3,8,111031,480.0,0.0,0.0
2021,3,8,111034,420.0,200.0,0.47619047619047616
2021,3,8,111047,33.0,60.0,1.8181818181818181
2021,3,8,111049,66.0,0.0,0.0
2021,3,8,115104,180.0,420.0,2.3333333333333335
2021,3,8,115111,20.0,160.0,8.0
2021,3,8,115113,36.0,140.0,3.888888888888889
2021,3,8,115115,36.0,0.0,0.0
2021,3,8,115119,18.0,144.0,8.0
2021,3,8,115122,80.0,120.0,1.5
2021,3,8,115125,24.0,96.0,4.0
2021,3,8,115126,24.0,112.0,4.666666666666667
2021,3,8,115127,32.0,132.0,4.125
2021,3,8,115128,24.0,64.0,2.6666666666666665
2021,3,8,115129,30.0,22.0,0.7333333333333333
2021,3,8,115176,18.0,0.0,0.0
2021,3,8,115180,63.0,54.0,0.8571428571428571
2021,3,8,115182,30.0,92.0,3.066666666666667
2021,3,8,115183,10.0,32.0,3.2
2021,3,8,115184,50.0,140.0,2.8
2021,3,8,115186,48.0,48.0,1.0
2021,3,8,115187,12.0,120.0,10.0
2021,3,8,115188,10.0,92.0,9.2
2021,3,8,169035,66.0,26.0,0.3939393939393939
2021,3,8,175001,4.0,12.0,3.0
2021,3,8,175006,21.0,28.0,1.3333333333333333
2021,3,8,175011,12.0,2.0,0.16666666666666666
2021,3,8,175012,2.0,2.0,1.0
2021,3,8,175014,4.0,14.0,3.5
2021,3,8,175015,15.0,12.0,0.8
2021,3,8,175017,22.0,0.0,0.0
2021,3,8,175020,2.0,0.0,0.0
2021,3,8,175022,4.0,6.0,1.5
2021,3,8,175025,1.0,10.0,10.0
2021,3,8,175027,6.0,6.0,1.0
2021,3,8,175049,6.0,12.0,2.0
2021,3,8,175056,4.0,4.0,1.0
2021,3,8,175824,16.0,8.0,0.5
2021,3,8,175827,12.0,4.0,0.3333333333333333
2021,3,8,175828,3.0,4.0,1.3333333333333333
2021,3,8,175829,8.0,20.0,2.5
2021,3,8,175830,4.0,0.0,0.0
2021,3,8,175833,2.0,0.0,0.0
2021,3,8,175834,5.0,0.0,0.0
2021,3,8,175836,4.0,2.0,0.5
2021,3,8,175838,3.0,0.0,0.0
2021,3,8,175847,2.0,4.0,2.0
2021,3,8,175850,2.0,0.0,0.0
2021,3,8,175854,4.0,6.0,1.5
2021,3,8,175855,3.0,0.0,0.0
2021,3,8,175856,3.0,6.0,2.0
2021,3,8,175857,3.0,0.0,0.0
2021,3,8,175859,1.0,2.0,2.0
2021,3,8,175861,3.0,2.0,0.6666666666666666
2021,3,8,175863,1.0,0.0,0.0
2021,3,8,175904,3.0,4.0,1.3333333333333333
2021,3,8,178446,5.0,0.0,0.0
2021,3,8,178466,7.0,16.0,2.2857142857142856
2021,3,8,178473,7.0,2.0,0.2857142857142857
2021,3,8,178476,1.0,2.0,2.0
2021,3,8,178508,8.0,14.0,1.75
2021,3,8,178518,5.0,7.0,1.4
2021,3,8,178635,8.0,4.0,0.5
2021,3,8,178641,24.0,22.0,0.9166666666666666
2021,3,8,178642,1.0,0.0,0.0
2021,3,8,178645,2.0,0.0,0.0
2021,3,8,178651,8.0,8.0,1.0
2021,3,8,178656,24.0,48.0,2.0
2021,3,8,178662,3.0,2.0,0.6666666666666666
2021,3,8,178671,35.0,32.0,0.9142857142857143
2021,3,8,178672,1.0,0.0,0.0
2021,3,8,178691,4.0,6.0,1.5
2021,3,8,178718,1.0,0.0,0.0
2021,3,8,178817,1.0,10.0,10.0
2021,3,8,178885,2.0,2.0,1.0
2021,3,8,179271,2.0,8.0,4.0
2021,3,8,179282,1.0,0.0,0.0
2021,3,8,179345,3.0,4.0,1.3333333333333333
2021,3,8,179356,2.0,8.0,4.0
2021,3,8,179359,8.0,6.0,0.75
2021,3,8,179361,10.0,8.0,0.8
2021,3,8,179363,10.0,16.0,1.6
2021,3,8,179367,8.0,4.0,0.5
2021,3,8,181885,2.0,0.0,0.0
2021,3,8,181891,5.0,0.0,0.0
2021,3,8,182196,2.0,8.0,4.0
2021,3,8,182205,1.0,8.0,8.0
2021,3,8,182211,2.0,12.0,6.0
2021,3,8,183515,2.0,2.0,1.0
2021,3,8,185108,1.0,12.0,12.0
2021,3,8,185109,25.0,27.0,1.08
2021,3,8,185110,14.0,10.0,0.7142857142857143
2021,3,8,185111,6.0,20.0,3.3333333333333335
2021,3,8,185112,9.0,16.0,1.7777777777777777
2021,3,8,185113,12.0,10.0,0.8333333333333334
2021,3,8,185114,23.0,32.0,1.391304347826087
2021,3,8,185115,25.0,34.0,1.36
2021,3,8,185116,17.0,30.0,1.7647058823529411
2021,3,8,185117,8.0,4.0,0.5
2021,3,8,185119,7.0,6.0,0.8571428571428571
2021,3,8,185141,1512.0,1248.0,0.8253968253968254
2021,3,8,185143,632.0,216.0,0.34177215189873417
2021,3,8,187202,216.0,216.0,1.0
2021,3,8,188418,12.0,10.0,0.8333333333333334
2021,3,8,188554,4.0,10.0,2.5
2021,3,8,188555,5.0,6.0,1.2
2021,3,8,188556,3.0,2.0,0.6666666666666666
2021,3,8,188557,4.0,5.0,1.25
2021,3,8,188559,3.0,4.0,1.3333333333333333
2021,3,8,188701,18.0,22.0,1.2222222222222223
2021,3,8,188702,3.0,2.0,0.6666666666666666
2021,3,8,188703,24.0,34.0,1.4166666666666667
2021,3,8,209085,869.0,0.0,0.0
2021,3,8,210195,440.0,14.0,0.031818181818181815
2021,3,8,210618,1200.0,720.0,0.6
2021,3,8,210619,2880.0,1980.0,0.6875
2021,3,8,226240,100.0,140.0,1.4
2021,3,8,226260,102.0,0.0,0.0
2021,3,8,226740,102.0,128.0,1.2549019607843137
2021,3,8,227000,55.0,60.0,1.0909090909090908
2021,3,8,227040,16.0,37.0,2.3125
2021,3,8,228700,510.0,450.0,0.8823529411764706
2021,3,8,230080,324.0,234.0,0.7222222222222222
2021,3,8,230120,480.0,454.0,0.9458333333333333
2021,3,8,230180,409.0,550.0,1.3447432762836187
2021,3,8,230800,30.0,66.0,2.2
2021,3,8,231560,1090.0,1704.0,1.563302752293578
2021,3,8,231820,400.0,696.0,1.74
2021,3,8,231900,525.0,1224.0,2.3314285714285714
2021,3,8,231940,471.0,560.0,1.1889596602972399
2021,3,8,235061,158.0,224.0,1.4177215189873418
2021,3,8,235080,30.0,240.0,8.0
2021,3,8,235400,27.0,24.0,0.8888888888888888
2021,3,8,235941,660.0,360.0,0.5454545454545454
2021,3,8,236761,624.0,0.0,0.0
2021,3,8,238020,93.0,82.0,0.8817204301075269
2021,3,8,238030,2.0,2.0,1.0
2021,3,8,238040,180.0,76.0,0.4222222222222222
2021,3,8,239600,1008.0,1344.0,1.3333333333333333
2021,3,8,241160,48.0,0.0,0.0
2021,3,8,245105,246.0,200.0,0.8130081300813008
2021,3,8,245122,80.0,0.0,0.0
2021,3,8,245123,100.0,152.0,1.52
2021,3,8,245755,84.0,0.0,0.0
2021,3,8,510824,280.0,0.0,0.0
2021,3,8,510825,388.0,396.0,1.0206185567010309
2021,3,8,512027,821.0,786.0,0.9573690621193667
2021,3,8,512620,416.0,0.0,0.0
2021,3,8,513061,150.0,136.0,0.9066666666666666
2021,3,8,513601,36.0,22.0,0.6111111111111112
2021,3,8,513622,37.0,66.0,1.7837837837837838
2021,3,8,52-116-917-520,8.0,6.0,0.75
2021,3,8,52-116-917-523,24.0,18.0,0.75
2021,3,8,52-116-920-501,12.0,14.0,1.1666666666666667
2021,3,8,52-116-921-501,2.0,4.0,2.0
2021,3,8,52-116-922-501,20.0,12.0,0.6
2021,3,8,52-116-923-501,4.0,2.0,0.5
2021,3,8,52-116-923-520,2.0,0.0,0.0
2021,3,8,52-116-924-501,6.0,58.0,9.666666666666666
2021,3,8,52-118-401-501,26.0,20.0,0.7692307692307693
2021,3,8,52-128-321-501,40.0,40.0,1.0
2021,3,8,52-128-321-521,24.0,4.0,0.16666666666666666
2021,3,8,52-129-440-501,24.0,0.0,0.0
2021,3,8,52-129-475-501,1.0,0.0,0.0
2021,3,8,52-239-567-001,161.0,49.0,0.30434782608695654
2021,3,8,52-239-571-001,38.0,0.0,0.0
2021,3,8,52-324-015-084,4.0,0.0,0.0
2021,3,8,52-361-106-001,23.0,0.0,0.0
2021,3,8,52-362-332-001,12.0,26.0,2.1666666666666665
2021,3,8,52-362-333-001,17.0,24.0,1.411764705882353
2021,3,8,52-427-144-501,148.0,182.0,1.2297297297297298
2021,3,8,52-427-242-501,16.0,43.0,2.6875
2021,3,8,52-427-243-501,12.0,4.0,0.3333333333333333
2021,3,8,52-427-285-501,48.0,94.0,1.9583333333333333
2021,3,8,52-460-761-501,20.0,8.0,0.4
2021,3,8,52-460-769-011,6.0,2.0,0.3333333333333333
2021,3,8,52-460-769-013,7.0,2.0,0.2857142857142857
2021,3,8,52-460-769-015,3.0,6.0,2.0
2021,3,8,52-460-769-018,1.0,4.0,4.0
2021,3,8,52-460-769-019,3.0,4.0,1.3333333333333333
2021,3,8,52-460-769-210,1.0,5.0,5.0
2021,3,8,52-460-769-212,4.0,8.0,2.0
2021,3,8,52-460-769-214,5.0,4.0,0.8
2021,3,8,52-460-769-702,2.0,2.0,1.0
2021,3,8,52-460-808-501,6.0,8.0,1.3333333333333333
2021,3,8,52-461-475-000,3.0,0.0,0.0
2021,3,8,52-462-165-501,64.0,50.0,0.78125
2021,3,8,52-462-491-501,67.0,12.0,0.1791044776119403
2021,3,8,707940270,10.0,0.0,0.0
2021,3,8,760282020,15.0,0.0,0.0
2021,3,8,760913410,54.0,0.0,0.0
2021,3,8,760913420,18.0,0.0,0.0
2021,3,8,760913450,16.0,0.0,0.0
2021,3,8,761200530,2.0,0.0,0.0
