item_number,total_overstock_net,latest_inventory,reduction_percentage
P85075,-50.0,640.0,-7.8125
P85164,-5.0,10.0,-50.0
P85166,-96.0,192.0,-50.0
P85180,-50.0,50.0,-100.0
P85237,96.0,628.0,15.286624203821656
P85238,288.0,485.0,59.381443298969074
P85239,-360.0,723.0,-49.79253112033195
P85240,-63.0,27.0,-233.33333333333334
P85242,-108.0,182.0,-59.34065934065934
P85243,-192.0,1329.0,-14.446952595936793
P85245,-232.0,208.0,-111.53846153846155
P85246,-144.0,578.0,-24.91349480968858
P85248,62.0,638.0,9.717868338557993
P85249,-9.0,39.0,-23.076923076923077
P85250,-106.0,328.0,-32.31707317073171
P85252,-10.0,0.0,-inf
P85254,-216.0,217.0,-99.53917050691244
P85255,10.0,86.0,11.627906976744185
P85258,16.0,36.0,44.44444444444444
P85265,-100.0,0.0,-inf
P85266,-127.0,78.0,-162.82051282051282
P85267,-135.0,34.0,-397.05882352941177
P85268,-15.0,135.0,-11.11111111111111
P85289,114.0,1136.0,10.035211267605634
P85299,-20.0,37.0,-54.054054054054056
P85337,4.0,-49.0,-8.16326530612245
P85419,-52.0,-12.0,433.3333333333333
P85426,-5.0,0.0,-inf
P86111,-12.0,-4.0,300.0
P86130,0.0,-3.0,-0.0
P86132,-15.0,4.0,-375.0
P86234,-4.0,-1.0,400.0
P86236,-6.0,-12.0,50.0
P90523,1862.0,5640.0,33.01418439716312
P90527,-964.0,-179.0,538.5474860335196
P90532,-18.0,258.0,-6.976744186046512
QFK460C,-1.0,0.0,-inf
QFL138B,-3.0,0.0,-inf
QX6170D,0.0,0.0,
R02940,-103.0,-48.0,214.58333333333334
R18270,-106.0,-232.0,45.689655172413794
R18410,-202.0,-23.0,878.2608695652174
S100089,0.0,1.0,0.0
S100091,1.0,1.0,100.0
SM0001,-5.0,5.0,-100.0
SM0002,-5.0,4.0,-125.0
SM0003,-2.0,1.0,-200.0
SM0004,0.0,0.0,
SM0005,-6.0,-5.0,120.0
SM0006,-3.0,0.0,-inf
SM0008,-5.0,1.0,-500.0
SM0010,2.0,3.0,66.66666666666666
SM0011,-7.0,0.0,-inf
SM0012,-3.0,0.0,-inf
SM0014,-5.0,-1.0,500.0
SM0016,-5.0,2.0,-250.0
SM0018,-3.0,0.0,-inf
SM0019,-3.0,0.0,-inf
SM0023,-2.0,0.0,-inf
SM0024,0.0,0.0,
SM0025,-2.0,0.0,-inf
SM0028,-2.0,0.0,-inf
SM0030,-1.0,1.0,-100.0
SM0031,-5.0,0.0,-inf
SM0032,-2.0,0.0,-inf
SM0033,-2.0,0.0,-inf
SM0035,0.0,0.0,
SM0036,0.0,0.0,
SM0037,0.0,0.0,
SM0054,-3.0,0.0,-inf
SM0071,-1.0,1.0,-100.0
SM0133,0.0,0.0,
SM0140,0.0,0.0,
SM0151,0.0,22.0,0.0
SM0152,-1.0,2.0,-50.0
SM0153,-3.0,0.0,-inf
SM0154,-3.0,-4.0,75.0
SM0156,-1.0,1.0,-100.0
SM0158,-3.0,1.0,-300.0
SM0159,-2.0,0.0,-inf
SM0160,-2.0,-1.0,200.0
SM0162,0.0,0.0,
SM0165,-2.0,1.0,-200.0
SM0170,-3.0,0.0,-inf
SM0174,0.0,0.0,
SM0176,0.0,0.0,
SM0177,-4.0,0.0,-inf
SM0179,-5.0,0.0,-inf
SM0180,-3.0,0.0,-inf
SM0181,-5.0,0.0,-inf
SM0184,0.0,2.0,0.0
SM0188,-1.0,0.0,-inf
SM0260,0.0,0.0,
SM0261,-2.0,0.0,-inf
SM0270,-2.0,0.0,-inf
SM0297,-1.0,0.0,-inf
SM0298,0.0,0.0,
SM0318,-8.0,0.0,-inf
SM0355,0.0,0.0,
SM0364,0.0,0.0,
SM0365,0.0,0.0,
SM0368,-2.0,0.0,-inf
SM0369,-4.0,0.0,-inf
SM0478,-2.0,0.0,-inf
SM0479,-2.0,0.0,-inf
SM0523,0.0,2.0,0.0
SM0524,0.0,0.0,
SM0527,0.0,0.0,
SM0528,-2.0,-1.0,200.0
SM0529,-1.0,0.0,-inf
SM0531,-2.0,0.0,-inf
SM0607,0.0,-1.0,-0.0
SM0616,-1.0,0.0,-inf
SM0633,-2.0,0.0,-inf
SM0634,0.0,0.0,
SM0637,-2.0,2.0,-100.0
SM0654,0.0,0.0,
SM0702,-1.0,0.0,-inf
SM0703,-2.0,0.0,-inf
SM0704,-5.0,-3.0,166.66666666666669
SM0705,-2.0,0.0,-inf
SM0706,-1.0,2.0,-50.0
SM0707,-9.0,-10.0,90.0
SM0708,-24.0,-1.0,2400.0
SM0709,-2.0,0.0,-inf
SM0710,-9.0,-35.0,25.71428571428571
SM0711,-11.0,5.0,-220.00000000000003
SM0712,-4.0,-34.0,11.76470588235294
SM0713,-3.0,1.0,-300.0
SM0714,0.0,-19.0,-0.0
SM0715,-3.0,1.0,-300.0
SM0716,-12.0,-11.0,109.09090909090908
SM0717,0.0,0.0,
SM0719,-2.0,0.0,-inf
SM0720,-11.0,3.0,-366.66666666666663
SM0721,0.0,0.0,
SM0722,-7.0,-3.0,233.33333333333334
SM0725,-2.0,0.0,-inf
SM0726,-2.0,-1.0,200.0
SM0727,-4.0,0.0,-inf
SM0728,-12.0,-5.0,240.0
SM0730,-28.0,-3.0,933.3333333333334
SM0731,-16.0,-3.0,533.3333333333333
SM0732,-1.0,3.0,-33.33333333333333
SM0733,-13.0,3.0,-433.3333333333333
SM0734,-4.0,1.0,-400.0
SM0735,-1.0,1.0,-100.0
SM0737,-1.0,0.0,-inf
SM0738,2.0,-10.0,-20.0
SM0739,-14.0,7.0,-200.0
SM0740,-9.0,1.0,-900.0
SM0741,-23.0,-11.0,209.0909090909091
SM0742,-63.0,-43.0,146.51162790697674
SM0743,-57.0,-43.0,132.5581395348837
SM0744,-138.0,-18.0,766.6666666666667
SM0745,-40.0,-29.0,137.93103448275863
SM0746,-15.0,-40.0,37.5
SM0747,-19.0,-2.0,950.0
SM0748,-43.0,-1.0,4300.0
SM0749,-6.0,2.0,-300.0
SM0750,-1.0,0.0,-inf
SM0751,0.0,2.0,0.0
SM0752,0.0,2.0,0.0
SM0753,-22.0,2.0,-1100.0
SM0754,-52.0,-15.0,346.6666666666667
SM0755,-41.0,-6.0,683.3333333333333
SM0756,-30.0,-11.0,272.7272727272727
SM0757,2.0,-17.0,-11.76470588235294
SM0758,-18.0,-8.0,225.0
SM0759,-12.0,-7.0,171.42857142857142
SM0760,-9.0,-1.0,900.0
SM0761,-15.0,0.0,-inf
SM0762,-15.0,4.0,-375.0
SM0805,-1.0,0.0,-inf
SM0808,-2.0,3.0,-66.66666666666666
SM0809,-3.0,1.0,-300.0
SM0897,-2.0,0.0,-inf
SM1120,0.0,0.0,
SM1122,0.0,0.0,
SM1123,-2.0,0.0,-inf
SM1241,0.0,2.0,0.0
SM1242,-1.0,0.0,-inf
SM1243,-1.0,0.0,-inf
SM1249,-2.0,0.0,-inf
SM1251,0.0,0.0,
SM1252,-5.0,0.0,-inf
SM1257,-4.0,0.0,-inf
SM1258,0.0,0.0,
SM1261,0.0,0.0,
SM1263,-1.0,0.0,-inf
SM1264,-2.0,0.0,-inf
SM1265,-1.0,0.0,-inf
SM1268,0.0,2.0,0.0
SM1488,-1.0,0.0,-inf
SM1491,-2.0,2.0,-100.0
SM1497,-3.0,0.0,-inf
SM1514,-2.0,0.0,-inf
SM1582,0.0,0.0,
SM1601,0.0,1.0,0.0
SM1712,-1.0,0.0,-inf
SM1815,0.0,0.0,
SM1816,-2.0,4.0,-50.0
SM1817,-2.0,3.0,-66.66666666666666
SM1818,-1.0,1.0,-100.0
SM1819,0.0,0.0,
SM1851,-2.0,0.0,-inf
SM1858,0.0,1.0,0.0
SM1861,-2.0,0.0,-inf
SM1864,0.0,0.0,
SM1878,0.0,0.0,
SM1910,-1.0,0.0,-inf
SM2053,-48.0,0.0,-inf
SM2062,-96.0,12.0,-800.0
SM2063,-24.0,0.0,-inf
SM2074,-60.0,0.0,-inf
SM2075,-72.0,72.0,-100.0
SM2081,-108.0,45.0,-240.0
SM2083,-36.0,72.0,-50.0
SM2085,-64.0,-32.0,200.0
SM2087,-66.0,-2.0,3300.0
SM2088,0.0,-64.0,-0.0
SM2089,-32.0,0.0,-inf
SM2090,-30.0,0.0,-inf
SM2092,-43.0,0.0,-inf
SM2097,-72.0,148.0,-48.64864864864865
SM2103,-1.0,0.0,-inf
SM2105,-71.0,52.0,-136.53846153846155
SM2106,-150.0,168.0,-89.28571428571429
SM2107,-148.0,-24.0,616.6666666666667
SM2108,-47.0,78.0,-60.256410256410255
SM2110,-94.0,1.0,-9400.0
SM2111,-57.0,8.0,-712.5
SM2113,-60.0,0.0,-inf
SM2114,-3.0,5.0,-60.0
SM2115,-13.0,8.0,-162.5
SM2117,-20.0,-56.0,35.714285714285715
SM2118,-12.0,-43.0,27.906976744186046
SM2119,1.0,5.0,20.0
SM2120,8.0,2.0,400.0
SM2122,0.0,0.0,
SM2123,-4.0,0.0,-inf
SM2125,-2.0,0.0,-inf
SM2126,-25.0,0.0,-inf
SM2129,-50.0,-52.0,96.15384615384616
SM2130,0.0,0.0,
SM2131,-30.0,0.0,-inf
SM2156,0.0,0.0,
SM2157,-76.0,0.0,-inf
SM2158,-24.0,-24.0,100.0
SM2159,-104.0,19.0,-547.3684210526316
SM2167,-24.0,1.0,-2400.0
SM2187,0.0,0.0,
SM2190,-5.0,0.0,-inf
SM2193,-3.0,2.0,-150.0
SM2196,3.0,2.0,150.0
SM2198,-3.0,0.0,-inf
SM2200,0.0,0.0,
SM2201,-4.0,1.0,-400.0
SM2202,-17.0,-6.0,283.33333333333337
SM2203,-2.0,0.0,-inf
SM2204,-1.0,0.0,-inf
SM2205,-12.0,-6.0,200.0
SM2206,-1.0,1.0,-100.0
SM2207,-1.0,2.0,-50.0
SM2208,-20.0,-17.0,117.64705882352942
SM2209,-1.0,0.0,-inf
SM2210,0.0,0.0,
SM2211,-15.0,-14.0,107.14285714285714
SM2212,-6.0,4.0,-150.0
SM2213,-7.0,-5.0,140.0
SM2214,0.0,0.0,
SM2216,-20.0,-14.0,142.85714285714286
SM2217,-3.0,2.0,-150.0
SM2218,-1.0,-1.0,100.0
SM2219,-13.0,-11.0,118.18181818181819
SM2220,-2.0,3.0,-66.66666666666666
SM2221,-5.0,0.0,-inf
SM2222,-5.0,-16.0,31.25
SM2223,-5.0,0.0,-inf
SM2225,-1.0,-2.0,50.0
SM2226,-3.0,3.0,-100.0
SM2227,-6.0,-5.0,120.0
SM2228,-12.0,0.0,-inf
SM2230,-5.0,-1.0,500.0
SM2232,-12.0,0.0,-inf
SM2235,-1.0,2.0,-50.0
SM2237,0.0,2.0,0.0
SM2238,-16.0,-1.0,1600.0
SM2240,1.0,3.0,33.33333333333333
SM2241,-9.0,-5.0,180.0
SM2242,2.0,2.0,100.0
SM2243,-2.0,1.0,-200.0
SM2244,-23.0,-15.0,153.33333333333334
SM2245,-4.0,-3.0,133.33333333333331
SM2246,-7.0,2.0,-350.0
SM2247,-20.0,-23.0,86.95652173913044
SM2248,-2.0,0.0,-inf
SM2249,-5.0,1.0,-500.0
SM2250,-22.0,-29.0,75.86206896551724
SM2251,-13.0,-8.0,162.5
SM2252,-5.0,2.0,-250.0
SM2253,-22.0,-33.0,66.66666666666666
SM2254,-6.0,1.0,-600.0
SM2255,-8.0,-7.0,114.28571428571428
SM2256,-2.0,-16.0,12.5
SM2257,0.0,-2.0,-0.0
SM2258,-4.0,4.0,-100.0
SM2259,-7.0,-6.0,116.66666666666667
SM2260,-8.0,0.0,-inf
SM2261,-2.0,4.0,-50.0
SM2262,-29.0,-23.0,126.08695652173914
SM2263,-4.0,1.0,-400.0
SM2264,-2.0,0.0,-inf
SM2265,-22.0,-4.0,550.0
SM2266,-1.0,0.0,-inf
SM2267,10.0,-14.0,-71.42857142857143
SM2268,0.0,0.0,
SM2269,-27.0,-9.0,300.0
SM2270,-10.0,-2.0,500.0
SM2271,-1.0,-5.0,20.0
SM2272,2.0,-12.0,-16.666666666666664
SM2273,3.0,3.0,100.0
SM2274,-8.0,-3.0,266.66666666666663
SM2276,-1.0,-5.0,20.0
SM2309,-14.0,42.0,-33.33333333333333
SM2324,-2.0,-1.0,200.0
SM2357,-4.0,-2.0,200.0
SM2365,-2.0,0.0,-inf
SM2672,-1.0,0.0,-inf
SM2717,-27.0,35.0,-77.14285714285715
SM2718,0.0,0.0,
V01321,-2600.0,7000.0,-37.142857142857146
V1000004,0.0,0.0,
V1000012,-54.0,54.0,-100.0
V1000016,-36.0,18.0,-200.0
V1000018,-145.0,0.0,-inf
V1000022,-192.0,0.0,-inf
V1000024,-63.0,0.0,-inf
V1000026,-54.0,0.0,-inf
V1000028,-54.0,0.0,-inf
V1000030,-200.0,24.0,-833.3333333333334
V1000084,-714.0,1428.0,-50.0
V1000086,-400.0,0.0,-inf
V1000088,-200.0,0.0,-inf
V1000089,-280.0,0.0,-inf
V1000090,-54.0,200.0,-27.0
V1000119,-500.0,0.0,-inf
V1000120,0.0,0.0,
V1000121,-300.0,0.0,-inf
V1000122,-300.0,0.0,-inf
V1000123,-300.0,300.0,-100.0
V1000217,0.0,500.0,0.0
V1000220,-500.0,0.0,-inf
V1000221,0.0,0.0,
V1000288,-1987.0,737.0,-269.60651289009496
V1000290,-818.0,2348.0,-34.8381601362862
V1000292,0.0,8153.0,0.0
V1000294,-549.0,3847.0,-14.270860410709643
V1000300,-110.0,-90.0,122.22222222222223
V1000914,50.0,52.0,96.15384615384616
V1000917,-51.0,-21.0,242.85714285714283
V1000921,0.0,57.0,0.0
V1000929,-43.0,11.0,-390.90909090909093
V1000932,4.0,-12.0,-33.33333333333333
V1000936,-15.0,-24.0,62.5
V1000938,-14.0,41.0,-34.146341463414636
V1000945,-28.0,-3.0,933.3333333333334
V1000947,-4.0,3.0,-133.33333333333331
V1000956,-12.0,10.0,-120.0
V1000965,-14.0,-9.0,155.55555555555557
V1000974,-55.0,10.0,-550.0
V1000981,-99.0,36.0,-275.0
V1000990,-127.0,47.0,-270.2127659574468
V1000992,-25.0,10.0,-250.0
V1000995,-6.0,-16.0,37.5
V1001001,-120.0,-9.0,1333.3333333333335
V1001002,-6.0,2.0,-300.0
V1001005,-4.0,-22.0,18.181818181818183
V1001013,-20.0,0.0,-inf
V1001019,-24.0,9.0,-266.66666666666663
V1001028,-24.0,-6.0,400.0
V1001037,-8.0,0.0,-inf
V1001040,1.0,4.0,25.0
V1001049,-30.0,0.0,-inf
V1001055,-7.0,-7.0,100.0
V1001060,-20.0,-9.0,222.22222222222223
V1001064,6.0,24.0,25.0
V1001067,-28.0,-7.0,400.0
V1001071,-35.0,14.0,-250.0
V1001073,-12.0,-3.0,400.0
V1001082,-1.0,-1.0,100.0
V1001085,-3.0,12.0,-25.0
V1001089,7.0,1.0,700.0
V1001091,-38.0,-49.0,77.55102040816327
V1001094,0.0,-50.0,-0.0
V1001098,-86.0,11.0,-781.8181818181819
V1001168,-27.0,-25.0,108.0
V1001173,-2.0,-15.0,13.333333333333334
V1001183,-22.0,-2.0,1100.0
V1001188,-14.0,-7.0,200.0
V1001198,-4.0,-19.0,21.052631578947366
V1001203,-12.0,-21.0,57.14285714285714
V1001222,-10.0,-1.0,1000.0
V1002165,0.0,-82.0,-0.0
V1002166,-30.0,-4.0,750.0
V14609,-200.0,0.0,-inf
V50811,-144.0,-36.0,400.0
V50812,-60.0,-190.0,31.57894736842105
V50813,-232.0,-154.0,150.64935064935065
V50814,-16.0,-48.0,33.33333333333333
V50815,-4.0,-84.0,4.761904761904762
V50816,-30.0,-18.0,166.66666666666669
V50832,0.0,-551.0,-0.0
V50833,-21.0,-585.0,3.5897435897435894
V50834,8.0,-126.0,-6.349206349206349
V50835,-137.0,-344.0,39.825581395348834
V50836,-340.0,-144.0,236.11111111111111
V50837,32.0,-75.0,-42.66666666666667
V50838,-1.0,-25.0,4.0
V50839,-26.0,-12.0,216.66666666666666
V50922,-700.0,10.0,-7000.0
V50924,-560.0,5536.0,-10.115606936416185
V50925,-1527.0,-356.0,428.932584269663
V50926,-516.0,-84.0,614.2857142857143
V50927,-545.0,-198.0,275.2525252525253
V50928,-80.0,142.0,-56.33802816901409
V50939,-107.0,-100.0,107.0
V50940,-50.0,0.0,-inf
V51668,-1000.0,0.0,-inf
V51756,-918.0,-486.0,188.88888888888889
V51757,-135.0,-1269.0,10.638297872340425
V51758,-563.0,-189.0,297.8835978835979
V51759,-24.0,-97.0,24.742268041237114
V51760,-776.0,-211.0,367.7725118483412
V51761,-104.0,215.0,-48.372093023255815
V51765,-648.0,-63.0,1028.5714285714287
V51767,-136.0,360.0,-37.77777777777778
V51768,-111.0,-44.0,252.27272727272728
V51802,-22.0,20.0,-110.00000000000001
V51961,75.0,-1020.0,-7.352941176470589
V51964,-68.0,-224.0,30.357142857142854
V51967,-391.0,-303.0,129.04290429042905
V51970,20.0,68.0,29.411764705882355
V51973,22.0,37.0,59.45945945945946
V51979,-9.0,-3.0,300.0
V58047,-1500.0,0.0,-inf
V59171,-448.0,-447.0,100.22371364653245
V59173,-390.0,-337.0,115.72700296735906
V59174,-75.0,0.0,-inf
X10101,-2.0,300.0,-0.6666666666666667
X5916C,0.0,0.0,
Y042071,-2.0,0.0,-inf
Y042645,-4.0,0.0,-inf
Y042906,-1.0,0.0,-inf
Y042982,0.0,0.0,
Y043016,0.0,0.0,
Y043068,-4.0,1.0,-400.0
Y043072,-1.0,0.0,-inf
Y043088,-4.0,0.0,-inf
Y043106,-2.0,1.0,-200.0
Y043126,-2.0,0.0,-inf
Y043147,-1.0,0.0,-inf
Y043160,-2.0,0.0,-inf
Y043163,-2.0,0.0,-inf
Y043194,-2.0,-1.0,200.0
Y043203,-1.0,0.0,-inf
Y043207,-1.0,0.0,-inf
Y043230,-1.0,0.0,-inf
Y043256,-1.0,0.0,-inf
Y043258,-1.0,0.0,-inf
Y043264,-2.0,0.0,-inf
Y043266,-3.0,0.0,-inf
Y043267,-4.0,0.0,-inf
Y043275,-1.0,0.0,-inf
Y043286,-2.0,0.0,-inf
Y043325,-4.0,0.0,-inf
Y043336,-1.0,0.0,-inf
Y043354,-3.0,0.0,-inf
Y043388,-2.0,0.0,-inf
Y043391,-1.0,0.0,-inf
Y043396,-2.0,0.0,-inf
Y043441,-1.0,0.0,-inf
Y043496,-2.0,0.0,-inf
Y043555,-2.0,0.0,-inf
Y043556,-2.0,0.0,-inf
Y043557,-2.0,0.0,-inf
Y043558,-2.0,0.0,-inf
Y043559,-2.0,0.0,-inf
Y043570,-1.0,0.0,-inf
Y043571,-2.0,0.0,-inf
Y043572,-2.0,0.0,-inf
Y043573,-2.0,0.0,-inf
Y043574,-2.0,0.0,-inf
Y043575,-2.0,0.0,-inf
Y043576,-2.0,0.0,-inf
Y043577,-2.0,0.0,-inf
Y043578,-1.0,0.0,-inf
Y043613,-2.0,0.0,-inf
Y043630,-3.0,0.0,-inf
Y043631,-2.0,0.0,-inf
Y043632,-1.0,0.0,-inf
Y043633,-2.0,0.0,-inf
Y043635,-2.0,0.0,-inf
Y043636,-2.0,0.0,-inf
Y043637,-1.0,0.0,-inf
Y043689,-1.0,0.0,-inf
Y043715,-1.0,0.0,-inf
Y043779,-2.0,0.0,-inf
Y043780,-3.0,0.0,-inf
Y043846,-2.0,0.0,-inf
Y043900,-1.0,0.0,-inf
Y043901,-3.0,0.0,-inf
Y043907,-2.0,0.0,-inf
Y043920,-1.0,0.0,-inf
Y043921,-2.0,0.0,-inf
Y043922,-2.0,0.0,-inf
Y043923,-1.0,0.0,-inf
Y043924,-2.0,0.0,-inf
Y043925,-2.0,0.0,-inf
Y043926,-2.0,0.0,-inf
Y043927,-2.0,0.0,-inf
Y043928,-2.0,0.0,-inf
Y043939,-1.0,0.0,-inf
Y043944,-1.0,0.0,-inf
Y043946,-3.0,0.0,-inf
Y043947,-1.0,0.0,-inf
Y043948,-1.0,0.0,-inf
Y043950,-1.0,0.0,-inf
Y043954,-2.0,0.0,-inf
Y043955,-2.0,0.0,-inf
Y043957,-1.0,0.0,-inf
Y043958,-1.0,0.0,-inf
Y043962,-1.0,0.0,-inf
Y043963,-2.0,0.0,-inf
Y043964,-3.0,0.0,-inf
Y043965,-1.0,0.0,-inf
Y043966,-1.0,0.0,-inf
Y043980,-2.0,0.0,-inf
Y043987,-1.0,0.0,-inf
Y043988,-1.0,0.0,-inf
Y043994,-2.0,0.0,-inf
Y043995,-2.0,0.0,-inf
Y043996,-2.0,0.0,-inf
Y043998,-1.0,0.0,-inf
Y044002,-1.0,0.0,-inf
Y044004,-2.0,0.0,-inf
Y044006,-1.0,0.0,-inf
Y044009,-3.0,0.0,-inf
Y044012,-2.0,0.0,-inf
Y044021,-2.0,0.0,-inf
Y044022,-2.0,0.0,-inf
Y044024,-2.0,0.0,-inf
Y044025,-3.0,0.0,-inf
Y044026,-2.0,0.0,-inf
Y044027,-2.0,0.0,-inf
Y044041,-2.0,0.0,-inf
Y044042,-1.0,0.0,-inf
Y044049,-2.0,0.0,-inf
Y044063,0.0,0.0,
Y044104,-2.0,0.0,-inf
Y044114,-2.0,0.0,-inf
Y044522,0.0,0.0,
Y044753,-1.0,0.0,-inf
Y14643,-2.0,0.0,-inf
Y14698,-1.0,0.0,-inf
Y15231,-2.0,0.0,-inf
Y84386,-2.0,0.0,-inf
Y91689,-1.0,0.0,-inf
Y93069,-2.0,0.0,-inf
Y93378,-1.0,0.0,-inf
Y93452,0.0,0.0,
Y93485,-1.0,0.0,-inf
Y93561,-1.0,0.0,-inf
Y93573,-1.0,0.0,-inf
Y93620,-1.0,0.0,-inf
Y93713,0.0,0.0,
Y93722,-1.0,0.0,-inf
Y93730,-1.0,0.0,-inf
Y93805,-1.0,0.0,-inf
Y93837,-1.0,0.0,-inf
Y93855,-2.0,0.0,-inf
Y93919,-1.0,0.0,-inf
Y93958,-1.0,0.0,-inf
Y93968,-1.0,0.0,-inf
Y93976,-1.0,0.0,-inf
Y94002,-1.0,0.0,-inf
Y94029,-1.0,0.0,-inf
Y94031,-1.0,0.0,-inf
Y94073,-1.0,0.0,-inf
Y94074,-1.0,0.0,-inf
Y94085,-1.0,0.0,-inf
Y94091,-1.0,0.0,-inf
Y94129,-1.0,0.0,-inf
Y9414Z,-1.0,0.0,-inf
Y94155,-1.0,0.0,-inf
Y94175,-2.0,-1.0,200.0
Y94222,-3.0,0.0,-inf
Y94224,-1.0,0.0,-inf
Y94651,-2.0,0.0,-inf
Y94942,-2.0,0.0,-inf
YA0030,0.0,0.0,
YA0070,-1.0,0.0,-inf
YA0171,-1.0,0.0,-inf
YA0201,-2.0,0.0,-inf
YA0552,0.0,0.0,
YA0938,-2.0,0.0,-inf
YA1824,-2.0,0.0,-inf
YA3477,-1.0,0.0,-inf
YA3560,-1.0,0.0,-inf
YA3818,-1.0,0.0,-inf
YA4258,-1.0,0.0,-inf
YA4603,-1.0,0.0,-inf
YA5028,-2.0,0.0,-inf
YA5354,-1.0,0.0,-inf
YA5418,-1.0,0.0,-inf
YA5799,-1.0,0.0,-inf
YA5814,-1.0,0.0,-inf
YA5822,-2.0,0.0,-inf
YA5831,-2.0,-1.0,200.0
YA5867,-1.0,0.0,-inf
YA5874,-1.0,0.0,-inf
YA5906,-1.0,0.0,-inf
YA5924,-1.0,0.0,-inf
YA5943,-1.0,0.0,-inf
YA5946,-1.0,0.0,-inf
YA5963,-1.0,0.0,-inf
YA5968,-1.0,0.0,-inf
YA6015,-3.0,0.0,-inf
YA6025,0.0,0.0,
YA6049,0.0,0.0,
YA6068,-1.0,0.0,-inf
YA6072,-1.0,0.0,-inf
YA6073,-1.0,0.0,-inf
YA6099,-1.0,0.0,-inf
YA6105,-1.0,0.0,-inf
YA6111,-1.0,0.0,-inf
YA6153,-1.0,0.0,-inf
YA6167,-1.0,0.0,-inf
YA6206,-1.0,0.0,-inf
YA6210,-1.0,0.0,-inf
YA6212,-1.0,0.0,-inf
YA6269,-1.0,0.0,-inf
YA6276,-1.0,0.0,-inf
YA6285,-1.0,0.0,-inf
YA6288,-1.0,0.0,-inf
YA6291,-2.0,0.0,-inf
YA6292,-1.0,0.0,-inf
YA6293,-1.0,0.0,-inf
YA6306,-1.0,0.0,-inf
YA6310,-1.0,0.0,-inf
YA6345,0.0,0.0,
YA6348,-1.0,0.0,-inf
YA6366,-1.0,0.0,-inf
YA6406,-1.0,0.0,-inf
YA6587,-1.0,0.0,-inf
YA7959,0.0,0.0,
YA9584,-1.0,0.0,-inf
YA9634,-2.0,0.0,-inf
YA9729,-1.0,0.0,-inf
YB8677,-2.0,0.0,-inf
YC3351,0.0,0.0,
YC3717,-1.0,0.0,-inf
YC4335,-2.0,0.0,-inf
YC5865,-1.0,0.0,-inf
YC6561,-4.0,0.0,-inf
YC8677,-2.0,0.0,-inf
YD4500,-6.0,0.0,-inf
YD5652,0.0,0.0,
YD5865,-1.0,0.0,-inf
YD8677,-2.0,0.0,-inf
YE8677,-2.0,0.0,-inf
YG5437,-4.0,0.0,-inf
YH4500,-6.0,0.0,-inf
YI4500,-6.0,0.0,-inf
