item_number,total_overstock_net,latest_inventory,reduction_percentage
184097,0.0,-1.0,-0.0
184411,-1.0,7.0,-14.285714285714285
184429,-1.0,0.0,-inf
184459,-2.0,1.0,-200.0
184722,-1.0,0.0,-inf
184738,3.0,0.0,inf
185022,237.0,1022.0,23.18982387475538
185025,-556.0,10492.0,-5.2992756385817765
185109,18.0,-29.0,-62.06896551724138
185113,-6.0,-15.0,40.0
185115,11.0,-16.0,-68.75
185117,-2.0,-1.0,200.0
185118,-5.0,-1.0,500.0
185141,1379.0,2831.0,48.71070293182621
185143,-260.0,557.0,-46.678635547576306
187202,1310.0,1639.0,79.9267846247712
188427,2.0,11.0,18.181818181818183
188431,-1.0,4.0,-25.0
188432,-8.0,7.0,-114.28571428571428
188434,0.0,5.0,0.0
188557,-1.0,-2.0,50.0
188561,-1.0,2.0,-50.0
188562,4.0,0.0,inf
188712,1.0,3.0,33.33333333333333
188715,0.0,-1.0,-0.0
1EF019LF,-3.0,6.0,-50.0
209047,-1056.0,146.0,-723.2876712328766
209085,-67.0,373.0,-17.962466487935657
210195,-1998.0,1862.0,-107.30397422126745
210590,-60.0,248.0,-24.193548387096776
210618,4513.0,16273.0,27.73305475327229
210619,-4740.0,15350.0,-30.879478827361563
216790,-6794.0,5146.0,-132.0248736883016
226220,-1467.0,434.0,-338.0184331797235
226260,-15.0,289.0,-5.190311418685121
226280,225.0,-363.0,-61.98347107438017
226700,-541.0,189.0,-286.2433862433862
226720,321.0,414.0,77.53623188405797
227000,-16.0,82.0,-19.51219512195122
227040,-20.0,106.0,-18.867924528301888
228680,239.0,-111.0,-215.31531531531533
228700,539.0,-18.0,-2994.4444444444443
230080,506.0,772.0,65.5440414507772
230120,240.0,1178.0,20.37351443123939
230440,-600.0,0.0,-inf
231820,1908.0,9660.0,19.751552795031056
231940,-573.0,-655.0,87.48091603053435
233600,-145.0,6253.0,-2.3188869342715495
235080,-159.0,-233.0,68.24034334763948
235400,-24.0,-87.0,27.586206896551722
235861,-288.0,12332.0,-2.335387609471294
235941,-360.0,359.0,-100.27855153203342
236761,-432.0,6376.0,-6.775407779171895
238020,-92.0,5.0,-1839.9999999999998
238030,45.0,45.0,100.0
238040,-2418.0,2935.0,-82.38500851788756
238460,-44.0,98.0,-44.89795918367347
238475,-19.0,25.0,-76.0
238480,-1111.0,4.0,-27775.0
241160,90.0,54.0,166.66666666666669
245005,626.0,3240.0,19.320987654320987
245122,-1640.0,6660.0,-24.624624624624623
245123,-22.0,-186.0,11.827956989247312
245142,-166.0,672.0,-24.702380952380953
245403,-264.0,300.0,-88.0
245404,-432.0,324.0,-133.33333333333331
245755,-252.0,729.0,-34.5679012345679
246271,-1394.0,1593.0,-87.50784682988073
247135,-20000.0,23725.0,-84.29926238145417
509101,-70.0,-541.0,12.939001848428836
510368,-167.0,518.0,-32.239382239382245
510762,5113.0,2183.0,234.2189647274393
510824,766.0,3880.0,19.742268041237114
512027,1330.0,415.0,320.48192771084337
512620,-4531.0,3138.0,-144.39133205863607
512740,-98.0,266.0,-36.84210526315789
513622,100.0,8.0,1250.0
517410,-4000.0,20.0,-20000.0
517412,-2950.0,0.0,-inf
517414,-3750.0,-225.0,1666.6666666666667
517415,-450.0,-225.0,200.0
517419,9900.0,-4400.0,-225.0
52-105-175-003,1376.0,1073.0,128.23858341099722
52-116-916-501,-11.0,25.0,-44.0
52-116-917-501,-3.0,55.0,-5.454545454545454
52-116-917-520,1.0,35.0,2.857142857142857
52-116-917-523,19.0,83.0,22.89156626506024
52-116-918-501,55.0,127.0,43.30708661417323
52-116-918-521,5.0,9.0,55.55555555555556
52-116-920-501,115.0,103.0,111.6504854368932
52-116-921-501,-8.0,15.0,-53.333333333333336
52-116-922-501,179.0,218.0,82.11009174311926
52-116-923-501,39.0,53.0,73.58490566037736
52-116-924-501,-79.0,66.0,-119.6969696969697
52-116-926-501,-9.0,14.0,-64.28571428571429
52-116-968-501,6.0,45.0,13.333333333333334
52-118-401-501,63.0,145.0,43.44827586206896
52-120-475-400,-4.0,26.0,-15.384615384615385
52-123-957-501,0.0,32.0,0.0
52-123-957-522,-3.0,-16.0,18.75
52-127-084-007,-1.0,15.0,-6.666666666666667
52-127-084-009,-12.0,18.0,-66.66666666666666
52-127-508-001,-25.0,29.0,-86.20689655172413
52-128-321-501,162.0,202.0,80.19801980198021
52-128-321-520,-4.0,10.0,-40.0
52-128-321-521,13.0,32.0,40.625
52-128-803-501,-1.0,-1.0,100.0
52-129-440-501,-1.0,97.0,-1.0309278350515463
52-129-440-520,-4.0,26.0,-15.384615384615385
52-129-440-521,-6.0,20.0,-30.0
52-129-475-501,-3.0,-1.0,300.0
52-219-923-309,-3.0,3.0,-100.0
52-229-646-001,20.0,-30.0,-66.66666666666666
52-235-608-001,-18.0,14.0,-128.57142857142858
52-236-149-017,-2.0,4.0,-50.0
52-239-343-001,8.0,20.0,40.0
52-239-343-003,-48.0,0.0,-inf
52-239-344-001,-18.0,16.0,-112.5
52-239-345-001,60.0,10.0,600.0
52-239-347-001,-30.0,51.0,-58.82352941176471
52-239-347-003,-2.0,0.0,-inf
52-239-349-001,-40.0,60.0,-66.66666666666666
52-239-349-003,-15.0,45.0,-33.33333333333333
52-239-351-002,-6.0,4.0,-150.0
52-239-562-001,445.0,182.0,244.50549450549454
52-239-563-001,-5.0,-16.0,31.25
52-239-566-001,-482.0,396.0,-121.71717171717171
52-239-567-001,-229.0,197.0,-116.24365482233503
52-239-570-001,431.0,575.0,74.95652173913044
52-239-571-001,-357.0,437.0,-81.6933638443936
52-239-611-001,-4.0,-1.0,400.0
52-261-022-001,-1.0,-3.0,33.33333333333333
52-261-521-001,-56.0,26.0,-215.3846153846154
52-261-582-001,-113.0,15.0,-753.3333333333334
52-261-625-002,58.0,0.0,inf
52-324-006-039,-2.0,0.0,-inf
52-324-006-041,-3.0,12.0,-25.0
52-324-006-075,-18.0,0.0,-inf
52-324-006-084,9.0,9.0,100.0
52-324-007-098,-1.0,1.0,-100.0
52-324-015-084,-6.0,-6.0,100.0
52-360-245-001,4.0,0.0,inf
52-360-905-001,-12.0,2.0,-600.0
52-361-106-001,-18.0,16.0,-112.5
52-362-335-001,-1.0,-5.0,20.0
52-362-387-001,-14.0,35.0,-40.0
52-427-064-501,-75.0,203.0,-36.94581280788177
52-427-145-501,-1.0,262.0,-0.38167938931297707
52-427-243-501,11.0,27.0,40.74074074074074
52-427-757-501,-2.0,40.0,-5.0
52-427-932-501,7.0,18.0,38.88888888888889
52-430-323-001,-31.0,35.0,-88.57142857142857
52-460-715-501,-2.0,217.0,-0.9216589861751152
52-460-745-501,30.0,46.0,65.21739130434783
52-460-754-001,-2.0,-3.0,66.66666666666666
52-460-761-501,-4.0,53.0,-7.547169811320755
52-460-769-005,-1.0,0.0,-inf
52-460-769-007,-1.0,0.0,-inf
52-460-769-011,-1.0,12.0,-8.333333333333332
52-460-769-016,-2.0,4.0,-50.0
52-460-769-017,5.0,20.0,25.0
52-460-769-020,-2.0,3.0,-66.66666666666666
52-460-769-021,0.0,4.0,0.0
52-460-769-022,-1.0,0.0,-inf
52-460-769-212,-1.0,5.0,-20.0
52-460-769-216,1.0,6.0,16.666666666666664
52-460-769-700,3.0,3.0,100.0
52-460-808-501,42.0,55.0,76.36363636363637
52-461-395-001,572.0,772.0,74.09326424870466
52-461-475-000,-6.0,3.0,-200.0
52-461-827-501,-1.0,1.0,-100.0
52-462-165-501,-146.0,-57.0,256.140350877193
52-462-487-501,175.0,317.0,55.20504731861199
52-521-933-001,-3.0,6.0,-50.0
555038,70.0,283.0,24.73498233215548
572651075,-3.0,10.0,-30.0
60A0B1001,60.0,256.0,23.4375
60A0B1002,32.0,117.0,27.350427350427353
60A0B1003,-3.0,11.0,-27.27272727272727
60A0B1004,-9.0,76.0,-11.842105263157894
60A0B1006,42.0,42.0,100.0
60A0B3001,21.0,38.0,55.26315789473685
60A0B3002,528.0,1275.0,41.411764705882355
60A0B3003,0.0,57.0,0.0
60A0B6001,79.0,719.0,10.987482614742698
60A0B6002,24.0,70.0,34.285714285714285
60AABT001,1064.0,1512.0,70.37037037037037
60B0B1000,0.0,1965.0,0.0
60B0B1001,616.0,769.0,80.10403120936282
60B0B1002,246.0,338.0,72.7810650887574
60B0B1003,15.0,74.0,20.27027027027027
60B0B1004,175.0,373.0,46.91689008042895
707940250,-30.0,90.0,-33.33333333333333
707940270,-5.0,-2.0,250.0
707940350,-6.0,102.0,-5.88235294117647
760116100,-4.0,20.0,-20.0
760116150,-1.0,23.0,-4.3478260869565215
760186000,-1.0,4.0,-25.0
760186060,-6.0,20.0,-30.0
760186090,-2.0,-27.0,7.4074074074074066
760186150,-1.0,13.0,-7.6923076923076925
760282000,-22.0,146.0,-15.068493150684931
760282010,-26.0,37.0,-70.27027027027027
760282020,-5.0,162.0,-3.0864197530864197
760311429,-1.0,5.0,-20.0
7604B0099,-3.0,16.0,-18.75
76061070A,-6.0,196.0,-3.061224489795918
76061072B,-1.0,53.0,-1.8867924528301887
76068071A,-16.0,57.0,-28.07017543859649
760913310,-1.0,85.0,-1.1764705882352942
760913420,-17.0,67.0,-25.37313432835821
760913430,-48.0,699.0,-6.866952789699571
760913450,-4.0,276.0,-1.4492753623188406
760913460,-6.0,20.0,-30.0
760913470,-30.0,92.0,-32.608695652173914
76120050A,-7.0,3.0,-233.33333333333334
761200510,-25.0,128.0,-19.53125
76120052A,-4.0,10.0,-40.0
761200530,16.0,28.0,57.14285714285714
761270100,-1.0,-19.0,5.263157894736842
761911670,-1.0,32.0,-3.125
761981530,6.0,16.0,37.5
7624A2200,-20.0,15.0,-133.33333333333331
762503350,-3.0,2.0,-150.0
762503660,3.0,4.0,75.0
762503900,6.0,0.0,inf
762503910,-2.0,7.0,-28.57142857142857
762871010,0.0,19.0,0.0
762881010,-87.0,112.0,-77.67857142857143
763380100,-60.0,21.0,-285.7142857142857
763418220,-10.0,34.0,-29.411764705882355
763478050,-6.0,22.0,-27.27272727272727
763478060,-74.0,153.0,-48.36601307189542
763478070,15.0,43.0,34.883720930232556
763810510,-4.0,116.0,-3.4482758620689653
763810520,-4.0,17.0,-23.52941176470588
763871010,-114.0,469.0,-24.307036247334754
763871020,-17.0,23.0,-73.91304347826086
763871080,0.0,0.0,
763970600,-62.0,162.0,-38.2716049382716
763970700,-1.0,19.0,-5.263157894736842
765310160,15.0,135.0,11.11111111111111
765310190,12.0,6.0,200.0
765310220,-4.0,36.0,-11.11111111111111
765310340,-3.0,3.0,-100.0
765350160,5.0,-17.0,-29.411764705882355
765350180,-3.0,0.0,-inf
765560200,36.0,39.0,92.3076923076923
765560210,-3.0,7.0,-42.857142857142854
765560230,-3.0,33.0,-9.090909090909092
765560250,26.0,30.0,86.66666666666667
765710100,-2.0,3.0,-66.66666666666666
767780020,-7.0,2.0,-350.0
768081040,14.0,204.0,6.862745098039216
768082350,-32.0,109.0,-29.357798165137616
768082390,-2.0,4.0,-50.0
768560020,-11.0,-18.0,61.111111111111114
768560030,1410.0,2.0,70500.0
768560850,-96.0,121.0,-79.33884297520662
768567470,-44.0,89.0,-49.43820224719101
769580070,-16.0,-2.0,800.0
769582630,-63.0,147.0,-42.857142857142854
769582730,-173.0,643.0,-26.905132192846033
771750142,-2.0,11.0,-18.181818181818183
772210001,3.0,12.0,25.0
772210202,48.0,-3.0,-1600.0
772221409,-40.0,120.0,-33.33333333333333
772221421,-19.0,1.0,-1900.0
772230442,14.0,18.0,77.77777777777779
772240530,-52.0,0.0,-inf
772310235,-12.0,110.0,-10.909090909090908
772310243,-4.0,17.0,-23.52941176470588
772310408,-24.0,160.0,-15.0
772610246,-6.0,14.0,-42.857142857142854
772610723,-1136.0,2026.0,-56.071076011846
772610734,-70.0,-20.0,350.0
772611207,-154.0,0.0,-inf
772611235,-1.0,199.0,-0.5025125628140703
772611245,98.0,108.0,90.74074074074075
772611246,-4.0,150.0,-2.666666666666667
772611306,-453.0,572.0,-79.1958041958042
772611406,-303.0,397.0,-76.32241813602015
772613407,58.0,46.0,126.08695652173914
772614121,-8.0,100.0,-8.0
772614123,14.0,54.0,25.925925925925924
772614325,-54.0,0.0,-inf
772615712,166.0,1728.0,9.606481481481481
772615713,-73.0,327.0,-22.32415902140673
772615714,17.0,27.0,62.96296296296296
772615715,87.0,4.0,2175.0
772615716,-4.0,4.0,-100.0
772618921,-10.0,-2.0,500.0
772630056,-603.0,362.0,-166.5745856353591
772630422,-44.0,624.0,-7.051282051282051
772631312,-10.0,30.0,-33.33333333333333
772631350,-2.0,245.0,-0.8163265306122449
772634055,1120.0,952.0,117.64705882352942
772634056,-200.0,1400.0,-14.285714285714285
772634070,-298.0,990.0,-30.1010101010101
772634104,-491.0,-1146.0,42.84467713787086
772634152,-189.0,327.0,-57.798165137614674
772634153,-189.0,865.0,-21.84971098265896
772634336,-50.0,-26.0,192.30769230769232
772640853,-3.0,-60.0,5.0
772650305,-3.0,141.0,-2.127659574468085
772650353,-35.0,175.0,-20.0
772650413,9.0,-15.0,-60.0
772650798,-12.0,28.0,-42.857142857142854
772650799,-2.0,26.0,-7.6923076923076925
772720339,-27.0,91.0,-29.67032967032967
772762040,-34.0,-19.0,178.94736842105263
772762087,203.0,197.0,103.04568527918782
772762103,-107.0,853.0,-12.543962485345839
772818941,-725.0,1213.0,-59.76916735366859
7C0252020,-102.0,145.0,-70.34482758620689
7C0252060,-3.0,0.0,-inf
7C0252070,-3.0,9.0,-33.33333333333333
7C0342220,-2.0,6.0,-33.33333333333333
7C0342490,-21.0,0.0,-inf
7C0449020,-4.0,13.0,-30.76923076923077
7C0449030,-1.0,-6.0,16.666666666666664
7C0449070,-1.0,22.0,-4.545454545454546
7C0449080,-56.0,34.0,-164.70588235294116
7C0449140,-9.0,19.0,-47.368421052631575
7C0449159,-10.0,14.0,-71.42857142857143
7C0455130,-1.0,2.0,-50.0
7C064100A,-1.0,139.0,-0.7194244604316548
7C064101A,-31.0,303.0,-10.231023102310232
7C064102B,44.0,67.0,65.67164179104478
7C064103B,-10.0,-4.0,250.0
7C065102B,-6.0,5.0,-120.0
7C0851370,-6.0,9.0,-66.66666666666666
7C0851490,-2.0,10.0,-20.0
7C105250B,-4.0,9.0,-44.44444444444444
7C1052510,89.0,232.0,38.362068965517246
7C105251B,26.0,54.0,48.148148148148145
7C1052520,-4.0,22.0,-18.181818181818183
7C1052530,-5.0,6.0,-83.33333333333334
7C105253A,0.0,54.0,0.0
7C105253B,-15.0,19.0,-78.94736842105263
7C1252110,177.0,220.0,80.45454545454545
7C1252120,-2.0,30.0,-6.666666666666667
7C1252150,-10.0,-61.0,16.39344262295082
7C1252160,-40.0,121.0,-33.057851239669425
7C1252170,-1.0,9.0,-11.11111111111111
7C1252180,-4.0,0.0,-inf
7C1252210,-6.0,47.0,-12.76595744680851
7C1252220,-18.0,26.0,-69.23076923076923
7C1252230,-8.0,24.0,-33.33333333333333
7C1252250,13.0,7.0,185.71428571428572
7C1252260,-2.0,31.0,-6.451612903225806
7C1941010,-50.0,200.0,-25.0
7C1941020,-5.0,12.0,-41.66666666666667
7C5350180,-10.0,73.0,-13.698630136986301
7C5750500,-10.0,7.0,-142.85714285714286
7C5750520,-2.0,8.0,-25.0
7C5750530,-2.0,0.0,-inf
7C8051000,-14.0,72.0,-19.444444444444446
7C8051020,5.0,116.0,4.310344827586207
7C8051030,4.0,-21.0,-19.047619047619047
7C8051050,-5.0,20.0,-25.0
7C8051140,-43.0,178.0,-24.15730337078652
903574,-21.0,142.0,-14.788732394366196
903575,276.0,77.0,358.4415584415584
903576,120.0,843.0,14.23487544483986
903577,40.0,47.0,85.1063829787234
903578,107.0,823.0,13.001215066828674
903579,-44.0,37.0,-118.91891891891892
903580,199.0,912.0,21.820175438596493
903581,280.0,368.0,76.08695652173914
903582,26.0,451.0,5.764966740576496
903583,126.0,309.0,40.77669902912621
903584,40.0,388.0,10.309278350515463
903588,-20.0,19.0,-105.26315789473684
903590,-1.0,27.0,-3.7037037037037033
903591,-26.0,0.0,-inf
A07031,-4.0,-19.0,21.052631578947366
A07033,-16.0,232.0,-6.896551724137931
A07034,6.0,24.0,25.0
A91243,-20.0,41.0,-48.78048780487805
A91252,-30.0,50.0,-60.0
A91260,-18.0,234.0,-7.6923076923076925
A91261,-11.0,133.0,-8.270676691729323
A91555,-26.0,106.0,-24.528301886792452
A91557,-6.0,14.0,-42.857142857142854
A91558,-16.0,-54.0,29.629629629629626
A91561,-6.0,44.0,-13.636363636363635
AC0274,18.0,16.0,112.5
AC0306,-28.0,-13.0,215.3846153846154
AC0394,-9.0,18.0,-50.0
AC0420,-10.0,-24.0,41.66666666666667
AC0480,-4.0,74.0,-5.405405405405405
AC0661,-8.0,23.0,-34.78260869565217
AC0685,-900.0,1223.0,-73.58953393295175
AC0720,2234.0,2945.0,75.85738539898132
AC0730,-48.0,156.0,-30.76923076923077
AC0732,-4.0,-44.0,9.090909090909092
AC0734,7.0,56.0,12.5
AC1412,13.0,1.0,1300.0
AC1444,-3.0,60.0,-5.0
AC1471,-2.0,6.0,-33.33333333333333
AC1584,0.0,0.0,
AC1586,-1.0,0.0,-inf
AC1849,-1.0,-1.0,100.0
AC1854,-2.0,8.0,-25.0
AC1859,-1.0,1.0,-100.0
AC1860,13.0,37.0,35.13513513513514
AC1861,13.0,13.0,100.0
AC1863,55.0,55.0,100.0
AC1864,22.0,21.0,104.76190476190477
AC1866,-8.0,17.0,-47.05882352941176
AC1867,-1.0,0.0,-inf
AC1868,-10.0,14.0,-71.42857142857143
AC1869,-9.0,18.0,-50.0
AC1871,12.0,-1.0,-1200.0
AC1878,-1.0,-5.0,20.0
AC2399,-7.0,0.0,-inf
AC2403,-1.0,5.0,-20.0
AC2416,-144.0,-148.0,97.2972972972973
