antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'P85289'}),"frozenset({'P85290', 'P85287'})",0.04093567251461988,0.023137554030002543,0.015764047800661072,0.38509316770186336,16.6436420722135,0.014816896466099565,1.5886348868805011,0.9800354051927617
frozenset({'P85287'}),"frozenset({'P85290', 'P85289'})",0.048944825832697686,0.020594965675057208,0.015764047800661072,0.3220779220779221,15.638672438672439,0.01475603079266501,1.444716238372042,0.9842288636589035
"frozenset({'P85290', 'P85298'})",frozenset({'P85287'}),0.012712941774726672,0.048944825832697686,0.010678871090770405,0.84,17.162181818181818,0.010056638369785181,5.944094838545639,0.9538587003176239
"frozenset({'P85290', 'P85287'})",frozenset({'P85298'}),0.023137554030002543,0.024535977625222475,0.010678871090770405,0.46153846153846156,18.810681546432843,0.010111168582787886,1.8115760415531583,0.9692651396841923
"frozenset({'P85298', 'P85287'})",frozenset({'P85290'}),0.015764047800661072,0.039410119501652685,0.010678871090770405,0.6774193548387097,17.188969823100937,0.010057608083116586,2.9778286295448773,0.956907898783383
frozenset({'P85290'}),"frozenset({'P85298', 'P85287'})",0.039410119501652685,0.015764047800661072,0.010678871090770405,0.27096774193548384,17.188969823100937,0.010057608083116586,1.350058164521217,0.9804633340895914
frozenset({'P85298'}),"frozenset({'P85290', 'P85287'})",0.024535977625222475,0.023137554030002543,0.010678871090770405,0.4352331606217617,18.810681546432843,0.010111168582787886,1.7296738722221057,0.9706546765715279
frozenset({'P85287'}),"frozenset({'P85290', 'P85298'})",0.048944825832697686,0.012712941774726672,0.010678871090770405,0.2181818181818182,17.162181818181818,0.010056638369785181,1.262809027962559,0.9901973889408724
"frozenset({'P85290', 'P85286', 'P85289'})",frozenset({'P85287'}),0.01474701245868294,0.048944825832697686,0.013729977116704805,0.9310344827586207,19.022122704881326,0.013008187160361945,13.790300025425879,0.961610513739546
"frozenset({'P85290', 'P85286', 'P85287'})",frozenset({'P85289'}),0.017670989066870074,0.04093567251461988,0.013729977116704805,0.776978417266187,18.980472764645427,0.013006603295253983,4.300320694208638,0.9643553868350037
"frozenset({'P85290', 'P85289', 'P85287'})",frozenset({'P85286'}),0.015764047800661072,0.04678362573099415,0.013729977116704805,0.8709677419354839,18.616935483870968,0.012992477804393176,7.387426900584796,0.9614416793440302
"frozenset({'P85286', 'P85289', 'P85287'})",frozenset({'P85290'}),0.019577930333079075,0.039410119501652685,0.013729977116704805,0.7012987012987012,17.794888981985753,0.012958408542683127,3.2158878607988135,0.9626507991393883
"frozenset({'P85290', 'P85286'})","frozenset({'P85289', 'P85287'})",0.021739130434782608,0.023773201118738877,0.013729977116704805,0.631578947368421,26.566844919786092,0.01321316839673222,2.64975845410628,0.9837448559670782
"frozenset({'P85290', 'P85289'})","frozenset({'P85286', 'P85287'})",0.020594965675057208,0.031019577930333078,0.013729977116704805,0.6666666666666666,21.491803278688526,0.013091129973974833,2.9069412662090004,0.9735202492211839
"frozenset({'P85290', 'P85287'})","frozenset({'P85286', 'P85289'})",0.023137554030002543,0.022374777523518942,0.013729977116704805,0.5934065934065934,26.52122877122877,0.013212279492845098,2.40442960122594,0.9850868567682727
"frozenset({'P85286', 'P85289'})","frozenset({'P85290', 'P85287'})",0.022374777523518942,0.023137554030002543,0.013729977116704805,0.6136363636363636,26.52122877122877,0.013212279492845098,2.5283498601576406,0.984318258440495
"frozenset({'P85286', 'P85287'})","frozenset({'P85290', 'P85289'})",0.031019577930333078,0.020594965675057208,0.013729977116704805,0.4426229508196721,21.491803278688526,0.013091129973974833,1.7571678557006327,0.9839937024403045
"frozenset({'P85289', 'P85287'})","frozenset({'P85290', 'P85286'})",0.023773201118738877,0.021739130434782608,0.013729977116704805,0.5775401069518716,26.566844919786096,0.01321316839673222,2.3156301596037423,0.9857945913096324
frozenset({'P85290'}),"frozenset({'P85286', 'P85289', 'P85287'})",0.039410119501652685,0.019577930333079075,0.013729977116704805,0.3483870967741935,17.794888981985753,0.012958408542683127,1.5046081267165619,0.9825255377134678
frozenset({'P85286'}),"frozenset({'P85290', 'P85289', 'P85287'})",0.04678362573099415,0.015764047800661072,0.013729977116704805,0.2934782608695652,18.616935483870968,0.012992477804393176,1.393072424651372,0.9927289252442627
frozenset({'P85289'}),"frozenset({'P85290', 'P85286', 'P85287'})",0.04093567251461988,0.017670989066870074,0.013729977116704805,0.33540372670807456,18.980472764645427,0.013006603295253983,1.4780838388806907,0.9877484191508582
frozenset({'P85287'}),"frozenset({'P85290', 'P85286', 'P85289'})",0.048944825832697686,0.01474701245868294,0.013729977116704805,0.2805194805194805,19.022122704881326,0.013008187160361945,1.369394946582697,0.9961878734770059
