item_number,transaction_date_received,Quantity_received,period,transaction_date_shipped,Quantity_shipped,ship_receive_ratio,previous_ratio
760382349,2023-12-31 00:00:00,3.0,2023,0,0.0,0.0,0.0
760382389,2022-12-31 00:00:00,1.0,2022,0,0.0,0.0,
760382389,2023-12-31 00:00:00,4.0,2023,0,0.0,0.0,0.0
760382609,2022-12-31 00:00:00,6.0,2022,0,0.0,0.0,
760382700,2021-12-31 00:00:00,6.0,2021,2021-12-31 00:00:00,9.0,1.5,
760382729,2023-12-31 00:00:00,2.0,2023,0,0.0,0.0,
7604A0009,2022-12-31 00:00:00,22.0,2022,0,0.0,0.0,
7604A0080,2021-12-31 00:00:00,3.0,2021,0,0.0,0.0,
7604A0099,2022-12-31 00:00:00,51.0,2022,0,0.0,0.0,
7604A0099,2023-12-31 00:00:00,2.0,2023,0,0.0,0.0,0.0
7604A0159,2021-12-31 00:00:00,28.0,2021,2021-12-31 00:00:00,49.0,1.75,
7604A0159,2022-12-31 00:00:00,5.0,2022,0,0.0,0.0,1.75
7604A0159,2023-12-31 00:00:00,2.0,2023,0,0.0,0.0,0.0
7604B0009,2021-12-31 00:00:00,18.0,2021,2021-12-31 00:00:00,12.0,0.6666666666666666,
7604B0009,2022-12-31 00:00:00,16.0,2022,0,0.0,0.0,0.6666666666666666
7604B0009,2023-12-31 00:00:00,30.0,2023,0,0.0,0.0,0.0
7604B0099,2021-12-31 00:00:00,23.0,2021,2021-12-31 00:00:00,18.0,0.782608695652174,
7604B0099,2022-12-31 00:00:00,8.0,2022,2022-12-31 00:00:00,3.0,0.375,0.782608695652174
7604B0099,2023-12-31 00:00:00,6.0,2023,0,0.0,0.0,0.375
7604B0159,2021-12-31 00:00:00,11.0,2021,2021-12-31 00:00:00,32.0,2.909090909090909,
7604B0159,2022-12-31 00:00:00,35.0,2022,0,0.0,0.0,2.909090909090909
76061070A,2021-12-31 00:00:00,126.0,2021,2021-12-31 00:00:00,6.0,0.047619047619047616,
76061070A,2022-12-31 00:00:00,18.0,2022,0,0.0,0.0,0.047619047619047616
76061070A,2023-12-31 00:00:00,58.0,2023,0,0.0,0.0,0.0
76061072B,2021-12-31 00:00:00,4.0,2021,2021-12-31 00:00:00,15.0,3.75,
76061072B,2022-12-31 00:00:00,48.0,2022,2022-12-31 00:00:00,1.0,0.020833333333333332,3.75
76061072B,2023-12-31 00:00:00,17.0,2023,0,0.0,0.0,0.020833333333333332
76068070A,2021-12-31 00:00:00,5.0,2021,2021-12-31 00:00:00,30.0,6.0,
76068070A,2022-12-31 00:00:00,9.0,2022,0,0.0,0.0,6.0
76068071A,2021-12-31 00:00:00,39.0,2021,2021-12-31 00:00:00,26.0,0.6666666666666666,
76068071A,2022-12-31 00:00:00,60.0,2022,2022-12-31 00:00:00,16.0,0.26666666666666666,0.6666666666666666
76068072B,2021-12-31 00:00:00,22.0,2021,2021-12-31 00:00:00,51.0,2.3181818181818183,
76068072B,2022-12-31 00:00:00,29.0,2022,0,0.0,0.0,2.3181818181818183
76068072B,2023-12-31 00:00:00,7.0,2023,2023-12-31 00:00:00,11.0,1.5714285714285714,0.0
76068073B,2022-12-31 00:00:00,31.0,2022,2022-12-31 00:00:00,5.0,0.16129032258064516,
760851440,2021-12-31 00:00:00,6.0,2021,2021-12-31 00:00:00,11.0,1.8333333333333333,
760851440,2023-12-31 00:00:00,1.0,2023,2023-12-31 00:00:00,2.0,2.0,1.8333333333333333
760851460,2021-12-31 00:00:00,1.0,2021,0,0.0,0.0,
760913310,2021-12-31 00:00:00,86.0,2021,0,0.0,0.0,
760913410,2021-12-31 00:00:00,227.0,2021,2021-12-31 00:00:00,144.0,0.6343612334801763,
760913410,2022-12-31 00:00:00,625.0,2022,2022-12-31 00:00:00,407.0,0.6512,0.6343612334801763
760913420,2021-12-31 00:00:00,18.0,2021,2021-12-31 00:00:00,52.0,2.888888888888889,
760913420,2022-12-31 00:00:00,231.0,2022,2022-12-31 00:00:00,116.0,0.5021645021645021,2.888888888888889
760913430,2021-12-31 00:00:00,126.0,2021,0,0.0,0.0,
760913430,2022-12-31 00:00:00,1509.0,2022,2022-12-31 00:00:00,918.0,0.6083499005964215,0.0
760913450,2021-12-31 00:00:00,32.0,2021,0,0.0,0.0,
760913450,2022-12-31 00:00:00,248.0,2022,2022-12-31 00:00:00,4.0,0.016129032258064516,0.0
760913460,2022-12-31 00:00:00,24.0,2022,2022-12-31 00:00:00,6.0,0.25,
760913460,2023-12-31 00:00:00,2.0,2023,0,0.0,0.0,0.25
760913470,2022-12-31 00:00:00,178.0,2022,2022-12-31 00:00:00,72.0,0.4044943820224719,
760913490,2022-12-31 00:00:00,5.0,2022,2022-12-31 00:00:00,3.0,0.6,
76120050A,2021-12-31 00:00:00,13.0,2021,2021-12-31 00:00:00,1.0,0.07692307692307693,
761200510,2021-12-31 00:00:00,40.0,2021,2021-12-31 00:00:00,27.0,0.675,
761200510,2022-12-31 00:00:00,60.0,2022,0,0.0,0.0,0.675
761200510,2023-12-31 00:00:00,80.0,2023,2023-12-31 00:00:00,25.0,0.3125,0.0
761200520,2021-12-31 00:00:00,18.0,2021,2021-12-31 00:00:00,10.0,0.5555555555555556,
76120052A,2022-12-31 00:00:00,14.0,2022,2022-12-31 00:00:00,4.0,0.2857142857142857,
761200530,2021-12-31 00:00:00,27.0,2021,2021-12-31 00:00:00,2.0,0.07407407407407407,
761200530,2022-12-31 00:00:00,7.0,2022,0,0.0,0.0,0.07407407407407407
761210100,2021-12-31 00:00:00,12.0,2021,2021-12-31 00:00:00,2.0,0.16666666666666666,
761210120,2022-12-31 00:00:00,8.0,2022,2022-12-31 00:00:00,4.0,0.5,
761270100,2022-12-31 00:00:00,10.0,2022,2022-12-31 00:00:00,5.0,0.5,
761911670,2021-12-31 00:00:00,1.0,2021,0,0.0,0.0,
761911670,2022-12-31 00:00:00,26.0,2022,2022-12-31 00:00:00,1.0,0.038461538461538464,0.0
761911670,2023-12-31 00:00:00,6.0,2023,0,0.0,0.0,0.038461538461538464
761981530,2021-12-31 00:00:00,21.0,2021,2021-12-31 00:00:00,5.0,0.23809523809523808,
762290100,2021-12-31 00:00:00,10.0,2021,2021-12-31 00:00:00,82.0,8.2,
7624A0430,2022-12-31 00:00:00,3.0,2022,2022-12-31 00:00:00,1.0,0.3333333333333333,
7624A1040,2022-12-31 00:00:00,2.0,2022,2022-12-31 00:00:00,1.0,0.5,
7624A1810,2022-12-31 00:00:00,1.0,2022,2022-12-31 00:00:00,1.0,1.0,
7624A2200,2023-12-31 00:00:00,35.0,2023,2023-12-31 00:00:00,20.0,0.5714285714285714,
7624A2870,2022-12-31 00:00:00,1.0,2022,2022-12-31 00:00:00,1.0,1.0,
7624B0190,2022-12-31 00:00:00,1.0,2022,2022-12-31 00:00:00,1.0,1.0,
7624B1230,2022-12-31 00:00:00,2.0,2022,2022-12-31 00:00:00,2.0,1.0,
7624B1230,2023-12-31 00:00:00,2.0,2023,0,0.0,0.0,1.0
7624B1450,2022-12-31 00:00:00,2.0,2022,2022-12-31 00:00:00,1.0,0.5,
7624B1660,2022-12-31 00:00:00,4.0,2022,2022-12-31 00:00:00,4.0,1.0,
7624B4450,2022-12-31 00:00:00,2.0,2022,2022-12-31 00:00:00,2.0,1.0,
7624B4930,2022-12-31 00:00:00,1.0,2022,2022-12-31 00:00:00,1.0,1.0,
762503080,2022-12-31 00:00:00,14.0,2022,2022-12-31 00:00:00,3.0,0.21428571428571427,
762503080,2023-12-31 00:00:00,5.0,2023,0,0.0,0.0,0.21428571428571427
762503290,2022-12-31 00:00:00,12.0,2022,2022-12-31 00:00:00,8.0,0.6666666666666666,
762503290,2023-12-31 00:00:00,5.0,2023,0,0.0,0.0,0.6666666666666666
762503320,2023-12-31 00:00:00,8.0,2023,0,0.0,0.0,
762503350,2022-12-31 00:00:00,5.0,2022,2022-12-31 00:00:00,2.0,0.4,
762503370,2022-12-31 00:00:00,14.0,2022,2022-12-31 00:00:00,12.0,0.8571428571428571,
762503370,2023-12-31 00:00:00,5.0,2023,2023-12-31 00:00:00,2.0,0.4,0.8571428571428571
762503660,2022-12-31 00:00:00,5.0,2022,0,0.0,0.0,
762503660,2023-12-31 00:00:00,9.0,2023,2023-12-31 00:00:00,10.0,1.1111111111111112,0.0
762503900,2022-12-31 00:00:00,10.0,2022,2022-12-31 00:00:00,4.0,0.4,
762503910,2022-12-31 00:00:00,21.0,2022,2022-12-31 00:00:00,13.0,0.6190476190476191,
762503910,2023-12-31 00:00:00,1.0,2023,2023-12-31 00:00:00,2.0,2.0,0.6190476190476191
762503930,2023-12-31 00:00:00,8.0,2023,2023-12-31 00:00:00,8.0,1.0,
762811010,2021-12-31 00:00:00,15.0,2021,2021-12-31 00:00:00,21.0,1.4,
762871000,2021-12-31 00:00:00,10.0,2021,2021-12-31 00:00:00,14.0,1.4,
762871000,2022-12-31 00:00:00,15.0,2022,2022-12-31 00:00:00,11.0,0.7333333333333333,1.4
762871010,2022-12-31 00:00:00,40.0,2022,0,0.0,0.0,
762871010,2023-12-31 00:00:00,20.0,2023,2023-12-31 00:00:00,41.0,2.05,0.0
762871020,2022-12-31 00:00:00,5.0,2022,0,0.0,0.0,
762881010,2021-12-31 00:00:00,240.0,2021,2021-12-31 00:00:00,81.0,0.3375,
762881010,2023-12-31 00:00:00,40.0,2023,2023-12-31 00:00:00,87.0,2.175,0.3375
762881030,2023-12-31 00:00:00,4.0,2023,2023-12-31 00:00:00,15.0,3.75,
763380100,2021-12-31 00:00:00,234.0,2021,2021-12-31 00:00:00,53.0,0.2264957264957265,
763418110,2021-12-31 00:00:00,32.0,2021,2021-12-31 00:00:00,40.0,1.25,
763418110,2022-12-31 00:00:00,26.0,2022,2022-12-31 00:00:00,20.0,0.7692307692307693,1.25
763418130,2021-12-31 00:00:00,1.0,2021,2021-12-31 00:00:00,4.0,4.0,
763418130,2022-12-31 00:00:00,36.0,2022,2022-12-31 00:00:00,3.0,0.08333333333333333,4.0
763418220,2022-12-31 00:00:00,44.0,2022,2022-12-31 00:00:00,8.0,0.18181818181818182,
763478050,2021-12-31 00:00:00,44.0,2021,2021-12-31 00:00:00,16.0,0.36363636363636365,
763478060,2021-12-31 00:00:00,230.0,2021,2021-12-31 00:00:00,43.0,0.18695652173913044,
763478060,2022-12-31 00:00:00,10.0,2022,0,0.0,0.0,0.18695652173913044
763478060,2023-12-31 00:00:00,30.0,2023,2023-12-31 00:00:00,74.0,2.466666666666667,0.0
763478070,2021-12-31 00:00:00,8.0,2021,2021-12-31 00:00:00,4.0,0.5,
763478070,2022-12-31 00:00:00,50.0,2022,2022-12-31 00:00:00,4.0,0.08,0.5
763478080,2021-12-31 00:00:00,3.0,2021,2021-12-31 00:00:00,2.0,0.6666666666666666,
763478080,2022-12-31 00:00:00,10.0,2022,0,0.0,0.0,0.6666666666666666
763478080,2023-12-31 00:00:00,14.0,2023,0,0.0,0.0,0.0
763810510,2021-12-31 00:00:00,120.0,2021,0,0.0,0.0,
763810520,2021-12-31 00:00:00,4.0,2021,0,0.0,0.0,
763810520,2022-12-31 00:00:00,17.0,2022,2022-12-31 00:00:00,4.0,0.23529411764705882,0.0
763810530,2021-12-31 00:00:00,4.0,2021,2021-12-31 00:00:00,2.0,0.5,
763810530,2022-12-31 00:00:00,30.0,2022,0,0.0,0.0,0.5
763871010,2021-12-31 00:00:00,570.0,2021,2021-12-31 00:00:00,17.0,0.02982456140350877,
763871010,2023-12-31 00:00:00,30.0,2023,2023-12-31 00:00:00,63.0,2.1,0.02982456140350877
763871020,2021-12-31 00:00:00,50.0,2021,2021-12-31 00:00:00,2.0,0.04,
763871050,2022-12-31 00:00:00,2.0,2022,0,0.0,0.0,
763871050,2023-12-31 00:00:00,10.0,2023,0,0.0,0.0,0.0
763871060,2021-12-31 00:00:00,20.0,2021,0,0.0,0.0,
763871060,2023-12-31 00:00:00,20.0,2023,2023-12-31 00:00:00,19.0,0.95,0.0
763871070,2022-12-31 00:00:00,1.0,2022,0,0.0,0.0,
763871080,2021-12-31 00:00:00,2.0,2021,2021-12-31 00:00:00,3.0,1.5,
763871080,2022-12-31 00:00:00,4.0,2022,2022-12-31 00:00:00,1.0,0.25,1.5
763970600,2021-12-31 00:00:00,240.0,2021,2021-12-31 00:00:00,70.0,0.2916666666666667,
763970600,2022-12-31 00:00:00,40.0,2022,2022-12-31 00:00:00,28.0,0.7,0.2916666666666667
763970600,2023-12-31 00:00:00,40.0,2023,2023-12-31 00:00:00,60.0,1.5,0.7
763970700,2021-12-31 00:00:00,40.0,2021,2021-12-31 00:00:00,15.0,0.375,
763970700,2022-12-31 00:00:00,10.0,2022,0,0.0,0.0,0.375
765210100,2021-12-31 00:00:00,9.0,2021,2021-12-31 00:00:00,30.0,3.3333333333333335,
765210100,2022-12-31 00:00:00,55.0,2022,0,0.0,0.0,3.3333333333333335
765210110,2022-12-31 00:00:00,60.0,2022,0,0.0,0.0,
765210120,2021-12-31 00:00:00,10.0,2021,2021-12-31 00:00:00,9.0,0.9,
765210120,2022-12-31 00:00:00,85.0,2022,2022-12-31 00:00:00,5.0,0.058823529411764705,0.9
765210130,2022-12-31 00:00:00,31.0,2022,0,0.0,0.0,
765210150,2022-12-31 00:00:00,3.0,2022,2022-12-31 00:00:00,3.0,1.0,
765210230,2022-12-31 00:00:00,25.0,2022,2022-12-31 00:00:00,25.0,1.0,
765270100,2021-12-31 00:00:00,10.0,2021,2021-12-31 00:00:00,32.0,3.2,
765270120,2021-12-31 00:00:00,10.0,2021,2021-12-31 00:00:00,20.0,2.0,
765270120,2022-12-31 00:00:00,10.0,2022,0,0.0,0.0,2.0
765270160,2022-12-31 00:00:00,35.0,2022,2022-12-31 00:00:00,15.0,0.42857142857142855,
765270160,2023-12-31 00:00:00,7.0,2023,2023-12-31 00:00:00,24.0,3.4285714285714284,0.42857142857142855
765270180,2022-12-31 00:00:00,1.0,2022,2022-12-31 00:00:00,1.0,1.0,
765270190,2023-12-31 00:00:00,5.0,2023,2023-12-31 00:00:00,5.0,1.0,
765310150,2021-12-31 00:00:00,3.0,2021,2021-12-31 00:00:00,11.0,3.6666666666666665,
765310150,2022-12-31 00:00:00,22.0,2022,0,0.0,0.0,3.6666666666666665
765310160,2022-12-31 00:00:00,145.0,2022,2022-12-31 00:00:00,4.0,0.027586206896551724,
765310190,2022-12-31 00:00:00,17.0,2022,2022-12-31 00:00:00,5.0,0.29411764705882354,
765310200,2021-12-31 00:00:00,38.0,2021,2021-12-31 00:00:00,8.0,0.21052631578947367,
765310210,2021-12-31 00:00:00,1.0,2021,2021-12-31 00:00:00,1.0,1.0,
765310210,2022-12-31 00:00:00,19.0,2022,0,0.0,0.0,1.0
765310220,2022-12-31 00:00:00,44.0,2022,2022-12-31 00:00:00,4.0,0.09090909090909091,
765310250,2022-12-31 00:00:00,6.0,2022,2022-12-31 00:00:00,6.0,1.0,
765310340,2022-12-31 00:00:00,17.0,2022,2022-12-31 00:00:00,17.0,1.0,
765310340,2023-12-31 00:00:00,4.0,2023,2023-12-31 00:00:00,1.0,0.25,1.0
765350120,2021-12-31 00:00:00,10.0,2021,2021-12-31 00:00:00,10.0,1.0,
765350120,2022-12-31 00:00:00,10.0,2022,0,0.0,0.0,1.0
765350150,2022-12-31 00:00:00,10.0,2022,0,0.0,0.0,
765350160,2021-12-31 00:00:00,62.0,2021,2021-12-31 00:00:00,26.0,0.41935483870967744,
765350160,2022-12-31 00:00:00,30.0,2022,2022-12-31 00:00:00,83.0,2.7666666666666666,0.41935483870967744
765350180,2021-12-31 00:00:00,15.0,2021,2021-12-31 00:00:00,8.0,0.5333333333333333,
765350180,2023-12-31 00:00:00,3.0,2023,2023-12-31 00:00:00,3.0,1.0,0.5333333333333333
765380000,2021-12-31 00:00:00,15.0,2021,2021-12-31 00:00:00,6.0,0.4,
765380000,2022-12-31 00:00:00,46.0,2022,0,0.0,0.0,0.4
765380020,2021-12-31 00:00:00,24.0,2021,2021-12-31 00:00:00,25.0,1.0416666666666667,
765380030,2021-12-31 00:00:00,26.0,2021,2021-12-31 00:00:00,5.0,0.19230769230769232,
765560200,2021-12-31 00:00:00,50.0,2021,2021-12-31 00:00:00,4.0,0.08,
765560200,2022-12-31 00:00:00,3.0,2022,2022-12-31 00:00:00,4.0,1.3333333333333333,0.08
765560210,2021-12-31 00:00:00,6.0,2021,2021-12-31 00:00:00,2.0,0.3333333333333333,
765560210,2022-12-31 00:00:00,8.0,2022,2022-12-31 00:00:00,2.0,0.25,0.3333333333333333
765560230,2021-12-31 00:00:00,20.0,2021,0,0.0,0.0,
765560230,2022-12-31 00:00:00,16.0,2022,2022-12-31 00:00:00,2.0,0.125,0.0
765560240,2022-12-31 00:00:00,19.0,2022,2022-12-31 00:00:00,19.0,1.0,
765560250,2021-12-31 00:00:00,35.0,2021,2021-12-31 00:00:00,2.0,0.05714285714285714,
765560250,2022-12-31 00:00:00,4.0,2022,2022-12-31 00:00:00,4.0,1.0,0.05714285714285714
765710100,2021-12-31 00:00:00,5.0,2021,0,0.0,0.0,
767780010,2021-12-31 00:00:00,20.0,2021,2021-12-31 00:00:00,20.0,1.0,
767780010,2023-12-31 00:00:00,39.0,2023,2023-12-31 00:00:00,27.0,0.6923076923076923,1.0
767780020,2021-12-31 00:00:00,8.0,2021,2021-12-31 00:00:00,2.0,0.25,
767780020,2022-12-31 00:00:00,8.0,2022,2022-12-31 00:00:00,4.0,0.5,0.25
767780020,2023-12-31 00:00:00,1.0,2023,2023-12-31 00:00:00,9.0,9.0,0.5
768081040,2021-12-31 00:00:00,500.0,2021,2021-12-31 00:00:00,321.0,0.642,
768081040,2022-12-31 00:00:00,72.0,2022,2022-12-31 00:00:00,239.0,3.3194444444444446,0.642
768081040,2023-12-31 00:00:00,348.0,2023,2023-12-31 00:00:00,156.0,0.4482758620689655,3.3194444444444446
768082350,2021-12-31 00:00:00,188.0,2021,0,0.0,0.0,
768082350,2023-12-31 00:00:00,88.0,2023,2023-12-31 00:00:00,32.0,0.36363636363636365,0.0
768082390,2021-12-31 00:00:00,4.0,2021,2021-12-31 00:00:00,3.0,0.75,
768082390,2022-12-31 00:00:00,5.0,2022,2022-12-31 00:00:00,2.0,0.4,0.75
768082420,2022-12-31 00:00:00,2.0,2022,0,0.0,0.0,
768082420,2023-12-31 00:00:00,8.0,2023,2023-12-31 00:00:00,7.0,0.875,0.0
768560020,2021-12-31 00:00:00,61.0,2021,2021-12-31 00:00:00,38.0,0.6229508196721312,
768560020,2023-12-31 00:00:00,3.0,2023,0,0.0,0.0,0.6229508196721312
768560030,2021-12-31 00:00:00,3010.0,2021,2021-12-31 00:00:00,292.0,0.09700996677740864,
768560030,2022-12-31 00:00:00,500.0,2022,2022-12-31 00:00:00,275.0,0.55,0.09700996677740864
768560850,2021-12-31 00:00:00,511.0,2021,2021-12-31 00:00:00,210.0,0.410958904109589,
768560850,2023-12-31 00:00:00,500.0,2023,2023-12-31 00:00:00,500.0,1.0,0.410958904109589
768567470,2021-12-31 00:00:00,216.0,2021,2021-12-31 00:00:00,26.0,0.12037037037037036,
769180450,2022-12-31 00:00:00,53.0,2022,2022-12-31 00:00:00,33.0,0.6226415094339622,
769180450,2023-12-31 00:00:00,118.0,2023,2023-12-31 00:00:00,64.0,0.5423728813559322,0.6226415094339622
769580070,2021-12-31 00:00:00,120.0,2021,2021-12-31 00:00:00,79.0,0.6583333333333333,
769580070,2023-12-31 00:00:00,9.0,2023,2023-12-31 00:00:00,52.0,5.777777777777778,0.6583333333333333
769580080,2021-12-31 00:00:00,11.0,2021,2021-12-31 00:00:00,12.0,1.0909090909090908,
769580090,2022-12-31 00:00:00,21.0,2022,0,0.0,0.0,
769580090,2023-12-31 00:00:00,2.0,2023,2023-12-31 00:00:00,21.0,10.5,0.0
769580920,2021-12-31 00:00:00,14.0,2021,2021-12-31 00:00:00,11.0,0.7857142857142857,
769580920,2023-12-31 00:00:00,4.0,2023,0,0.0,0.0,0.7857142857142857
769580930,2023-12-31 00:00:00,1.0,2023,2023-12-31 00:00:00,1.0,1.0,
769580940,2022-12-31 00:00:00,2.0,2022,2022-12-31 00:00:00,2.0,1.0,
769582630,2021-12-31 00:00:00,250.0,2021,2021-12-31 00:00:00,48.0,0.192,
769582730,2021-12-31 00:00:00,900.0,2021,2021-12-31 00:00:00,84.0,0.09333333333333334,
769582770,2021-12-31 00:00:00,14.0,2021,2021-12-31 00:00:00,7.0,0.5,
771750142,2021-12-31 00:00:00,11.0,2021,0,0.0,0.0,
771750142,2022-12-31 00:00:00,25.0,2022,0,0.0,0.0,0.0
772210001,2021-12-31 00:00:00,18.0,2021,2021-12-31 00:00:00,5.0,0.2777777777777778,
772210001,2022-12-31 00:00:00,7.0,2022,2022-12-31 00:00:00,7.0,1.0,0.2777777777777778
772210001,2023-12-31 00:00:00,12.0,2023,2023-12-31 00:00:00,13.0,1.0833333333333333,1.0
772210202,2022-12-31 00:00:00,300.0,2022,2022-12-31 00:00:00,76.0,0.25333333333333335,
772221409,2021-12-31 00:00:00,120.0,2021,0,0.0,0.0,
772221409,2022-12-31 00:00:00,40.0,2022,0,0.0,0.0,0.0
772221421,2021-12-31 00:00:00,60.0,2021,2021-12-31 00:00:00,20.0,0.3333333333333333,
772221421,2022-12-31 00:00:00,40.0,2022,0,0.0,0.0,0.3333333333333333
772221421,2023-12-31 00:00:00,40.0,2023,2023-12-31 00:00:00,119.0,2.975,0.0
772230322,2021-12-31 00:00:00,672.0,2021,2021-12-31 00:00:00,48.0,0.07142857142857142,
772230442,2023-12-31 00:00:00,22.0,2023,2023-12-31 00:00:00,4.0,0.18181818181818182,
772240530,2021-12-31 00:00:00,89.0,2021,0,0.0,0.0,
772240649,2022-12-31 00:00:00,10.0,2022,2022-12-31 00:00:00,10.0,1.0,
772310235,2021-12-31 00:00:00,122.0,2021,0,0.0,0.0,
772310235,2023-12-31 00:00:00,10.0,2023,2023-12-31 00:00:00,22.0,2.2,0.0
772310243,2021-12-31 00:00:00,25.0,2021,2021-12-31 00:00:00,4.0,0.16,
772310408,2021-12-31 00:00:00,157.0,2021,0,0.0,0.0,
772310408,2022-12-31 00:00:00,39.0,2022,2022-12-31 00:00:00,42.0,1.0769230769230769,0.0
772310408,2023-12-31 00:00:00,46.0,2023,2023-12-31 00:00:00,40.0,0.8695652173913043,1.0769230769230769
772310457,2021-12-31 00:00:00,6.0,2021,2021-12-31 00:00:00,5.0,0.8333333333333334,
772543004,2021-12-31 00:00:00,2.0,2021,2021-12-31 00:00:00,2.0,1.0,
772543004,2022-12-31 00:00:00,2.0,2022,0,0.0,0.0,1.0
772610211,2021-12-31 00:00:00,80.0,2021,0,0.0,0.0,
772610211,2022-12-31 00:00:00,60.0,2022,2022-12-31 00:00:00,80.0,1.3333333333333333,0.0
772610246,2021-12-31 00:00:00,20.0,2021,0,0.0,0.0,
772610723,2021-12-31 00:00:00,3600.0,2021,2021-12-31 00:00:00,638.0,0.17722222222222223,
772610723,2023-12-31 00:00:00,200.0,2023,2023-12-31 00:00:00,500.0,2.5,0.17722222222222223
772610734,2021-12-31 00:00:00,40.0,2021,0,0.0,0.0,
772610734,2022-12-31 00:00:00,200.0,2022,2022-12-31 00:00:00,40.0,0.2,0.0
772610807,2023-12-31 00:00:00,400.0,2023,2023-12-31 00:00:00,548.0,1.37,
772611207,2021-12-31 00:00:00,400.0,2021,0,0.0,0.0,
772611228,2023-12-31 00:00:00,100.0,2023,0,0.0,0.0,
772611235,2021-12-31 00:00:00,200.0,2021,0,0.0,0.0,
772611243,2021-12-31 00:00:00,220.0,2021,2021-12-31 00:00:00,152.0,0.6909090909090909,
772611245,2021-12-31 00:00:00,10.0,2021,0,0.0,0.0,
772611245,2022-12-31 00:00:00,100.0,2022,2022-12-31 00:00:00,2.0,0.02,0.0
772611246,2021-12-31 00:00:00,275.0,2021,0,0.0,0.0,
772611246,2023-12-31 00:00:00,100.0,2023,0,0.0,0.0,0.0
772611306,2022-12-31 00:00:00,525.0,2022,0,0.0,0.0,
772611306,2023-12-31 00:00:00,500.0,2023,2023-12-31 00:00:00,453.0,0.906,0.0
772611406,2021-12-31 00:00:00,600.0,2021,0,0.0,0.0,
772611406,2023-12-31 00:00:00,100.0,2023,0,0.0,0.0,0.0
772612606,2022-12-31 00:00:00,200.0,2022,2022-12-31 00:00:00,168.0,0.84,
772612606,2023-12-31 00:00:00,1000.0,2023,0,0.0,0.0,0.84
772613407,2022-12-31 00:00:00,141.0,2022,0,0.0,0.0,
772613407,2023-12-31 00:00:00,285.0,2023,2023-12-31 00:00:00,299.0,1.0491228070175438,0.0
772614121,2022-12-31 00:00:00,100.0,2022,0,0.0,0.0,
772614121,2023-12-31 00:00:00,100.0,2023,2023-12-31 00:00:00,100.0,1.0,0.0
772614122,2022-12-31 00:00:00,150.0,2022,2022-12-31 00:00:00,18.0,0.12,
772614123,2022-12-31 00:00:00,60.0,2022,2022-12-31 00:00:00,6.0,0.1,
772614325,2021-12-31 00:00:00,105.0,2021,0,0.0,0.0,
772614553,2021-12-31 00:00:00,34.0,2021,2021-12-31 00:00:00,1.0,0.029411764705882353,
772615712,2021-12-31 00:00:00,662.0,2021,0,0.0,0.0,
772615712,2022-12-31 00:00:00,300.0,2022,0,0.0,0.0,0.0
772615712,2023-12-31 00:00:00,1200.0,2023,2023-12-31 00:00:00,434.0,0.3616666666666667,0.0
772615713,2021-12-31 00:00:00,400.0,2021,0,0.0,0.0,
772615714,2021-12-31 00:00:00,100.0,2021,2021-12-31 00:00:00,38.0,0.38,
772615715,2021-12-31 00:00:00,120.0,2021,2021-12-31 00:00:00,34.0,0.2833333333333333,
772615715,2022-12-31 00:00:00,40.0,2022,2022-12-31 00:00:00,3.0,0.075,0.2833333333333333
772615716,2021-12-31 00:00:00,25.0,2021,0,0.0,0.0,
772615716,2022-12-31 00:00:00,18.0,2022,2022-12-31 00:00:00,16.0,0.8888888888888888,0.0
772615716,2023-12-31 00:00:00,6.0,2023,2023-12-31 00:00:00,29.0,4.833333333333333,0.8888888888888888
772618921,2021-12-31 00:00:00,50.0,2021,0,0.0,0.0,
772630056,2021-12-31 00:00:00,1000.0,2021,0,0.0,0.0,
772630056,2022-12-31 00:00:00,200.0,2022,0,0.0,0.0,0.0
772630056,2023-12-31 00:00:00,200.0,2023,2023-12-31 00:00:00,1038.0,5.19,0.0
772630058,2022-12-31 00:00:00,200.0,2022,0,0.0,0.0,
772630152,2021-12-31 00:00:00,50.0,2021,2021-12-31 00:00:00,68.0,1.36,
772630422,2021-12-31 00:00:00,200.0,2021,2021-12-31 00:00:00,132.0,0.66,
772630422,2022-12-31 00:00:00,600.0,2022,0,0.0,0.0,0.66
772630422,2023-12-31 00:00:00,200.0,2023,2023-12-31 00:00:00,244.0,1.22,0.0
772631312,2021-12-31 00:00:00,40.0,2021,0,0.0,0.0,
772631350,2021-12-31 00:00:00,200.0,2021,2021-12-31 00:00:00,3.0,0.015,
772631350,2023-12-31 00:00:00,50.0,2023,0,0.0,0.0,0.015
772631351,2021-12-31 00:00:00,40.0,2021,2021-12-31 00:00:00,125.0,3.125,
772634054,2023-12-31 00:00:00,200.0,2023,2023-12-31 00:00:00,100.0,0.5,
772634055,2021-12-31 00:00:00,1200.0,2021,2021-12-31 00:00:00,248.0,0.20666666666666667,
772634056,2021-12-31 00:00:00,1000.0,2021,2021-12-31 00:00:00,200.0,0.2,
772634056,2022-12-31 00:00:00,400.0,2022,0,0.0,0.0,0.2
772634056,2023-12-31 00:00:00,400.0,2023,2023-12-31 00:00:00,200.0,0.5,0.0
772634070,2021-12-31 00:00:00,400.0,2021,2021-12-31 00:00:00,112.0,0.28,
772634070,2022-12-31 00:00:00,800.0,2022,0,0.0,0.0,0.28
