year,item_number,Quantity_shipped,average_inventory,turnover_rate
2021,P6010202,44.0,-14.75,-2.983050847457627
2021,P6010204,44.0,-19.5,-2.2564102564102564
2021,P6010206,26.0,-8.5,-3.0588235294117645
2021,P6010207,8.0,20.0,0.4
2021,P6010209,32.0,16.0,2.0
2021,P6010211,4.0,5.5,0.7272727272727273
2021,P6010220,200.0,100.0,2.0
2021,P6010221,10.0,-5.0,-2.0
2021,P6010237,215.0,-13.3125,-16.150234741784036
2021,P6010238,224.0,69.36363636363636,3.229357798165138
2021,P6010241,142.0,-26.8,-5.298507462686567
2021,P6010251,400.0,203.0,1.9704433497536946
2021,P6010253,777.0,161.35714285714286,4.815405046480744
2021,P6010261,26.0,9.333333333333334,2.7857142857142856
2021,P6010263,14.0,22.833333333333332,0.6131386861313869
2021,P6010264,36.0,-0.25,-144.0
2021,P6010267,211.0,-30.90909090909091,-6.826470588235294
2021,P6010268,278.0,142.5,1.9508771929824562
2021,P6010269,104.0,10.0,10.4
2021,P6010270,0.0,6.0,0.0
2021,P6010319,11.0,16.714285714285715,0.6581196581196581
2021,P6010322,29.0,32.8125,0.8838095238095238
2021,P6010326,10.0,-5.25,-1.9047619047619047
2021,P6010329,0.0,2.0,0.0
2021,P6010336,0.0,9.75,0.0
2021,P6010340,6.0,-3.5,-1.7142857142857142
2021,P6010343,6.0,-1.0,-6.0
2021,P6010347,0.0,13.25,0.0
2021,P6010350,20.0,15.88888888888889,1.2587412587412588
2021,P6010354,5.0,-2.75,-1.8181818181818181
2021,P6010361,40.0,18.642857142857142,2.1455938697318007
2021,P6010362,87.0,52.0,1.6730769230769231
2021,P6010363,44.0,-2.4444444444444446,-18.0
2021,P6010365,357.0,10.45,34.162679425837325
2021,P6010367,332.0,24.22222222222222,13.706422018348624
2021,P6010369,163.0,149.21428571428572,1.0923887027285781
2021,P6010370,89.0,64.5625,1.378509196515005
2021,P6010371,86.0,-11.5,-7.478260869565218
2021,P6010373,0.0,22.5,0.0
2021,P6010374,0.0,9.0,0.0
2021,P6010375,50.0,60.75,0.823045267489712
2021,P6010376,97.0,39.583333333333336,2.4505263157894737
2021,P6010378,0.0,9.0,0.0
2021,P6010379,12.0,-3.6666666666666665,-3.272727272727273
2021,P6010415,0.0,25.0,0.0
2021,P6010416,100.0,-25.0,-4.0
2021,P6010443,82.0,3.090909090909091,26.529411764705884
2021,P6010444,12.0,2.6666666666666665,4.5
2021,P6010448,7.0,1.625,4.3076923076923075
2021,P6010466,12.0,5.083333333333333,2.360655737704918
2021,P6010467,2.0,0.5,4.0
2021,P6010468,56.0,-0.3,-186.66666666666669
2021,P6010493,14.0,-1.9,-7.36842105263158
2021,P6010495,12.0,-3.0,-4.0
2021,P6010499,21.0,1.5555555555555556,13.5
2021,P6010501,0.0,7.0,0.0
2021,P6010512,24.0,3.125,7.68
2021,P6010514,17.0,-5.5,-3.090909090909091
2021,P6010520,18.0,2.3333333333333335,7.7142857142857135
2021,P6010536,13.0,1.0,13.0
2021,P6010542,1.0,0.5,2.0
2021,P6010544,1.0,1.0,1.0
2021,P6010548,8.0,1.25,6.4
2021,P6010554,23.0,0.0,inf
2021,P6010580,6.0,-1.6666666666666667,-3.5999999999999996
2021,P6010583,6.0,0.5,12.0
2021,P6010584,21.0,0.0,inf
2021,P6010585,52.0,-6.5,-8.0
2021,P6010588,4.0,0.6666666666666666,6.0
2021,P6010590,5.0,5.2,0.9615384615384615
2021,P6010591,2.0,1.0,2.0
2021,P6010594,5.0,1.375,3.6363636363636362
2021,P6010607,4.0,2.0,2.0
2021,P6010613,0.0,1.5,0.0
2021,P6010617,4.0,-1.0,-4.0
2021,P6010635,3.0,0.75,4.0
2021,P6010637,7.0,1.3,5.384615384615384
2021,P6010660,8.0,0.8333333333333334,9.6
2021,P6010662,2.0,0.25,8.0
2021,P6010671,19.0,-0.6875,-27.636363636363637
2021,P6010675,165.0,255.875,0.6448461162677088
2021,P6010694,0.0,2.0,0.0
2021,P6010703,1.0,-0.5,-2.0
2021,P6010718,1.0,0.25,4.0
2021,P6010789,12.0,-1.875,-6.4
2021,P6010847,2.0,-1.0,-2.0
2021,P6010880,45.0,29.944444444444443,1.50278293135436
2021,P6010882,64.0,16.333333333333332,3.918367346938776
2021,P6010884,27.0,26.4375,1.0212765957446808
2021,P6010886,54.0,56.42857142857143,0.9569620253164557
2021,P6010887,33.0,31.7,1.0410094637223974
2021,P6010889,76.0,73.875,1.0287648054145515
2021,P6010891,13.0,31.5,0.4126984126984127
2021,P6010893,1.0,100.7,0.009930486593843098
2021,P6010894,88.0,-17.5,-5.0285714285714285
2021,P6010895,66.0,-2.25,-29.333333333333332
2021,P6010896,56.0,-13.5,-4.148148148148148
2021,P6010897,282.0,-35.0,-8.057142857142857
2021,P6010900,56.0,211.0,0.26540284360189575
2021,P6010904,84.0,62.8,1.337579617834395
2021,P6010906,92.0,23.2,3.9655172413793105
2021,P6010907,20.0,64.85714285714286,0.3083700440528634
2021,P6010909,133.0,94.27272727272727,1.4108003857280618
2021,P6010911,109.0,22.72222222222222,4.797066014669927
2021,P6010912,190.0,10.5,18.095238095238095
2021,P6010929,16.0,-2.6666666666666665,-6.0
2021,P6010935,4.0,10.1,0.39603960396039606
2021,P6010949,7.0,-3.25,-2.1538461538461537
2021,P6010969,87.0,16.944444444444443,5.134426229508197
2021,P6010971,314.0,-3.5,-89.71428571428571
2021,P6010973,218.0,88.77777777777777,2.455569461827284
2021,P6010974,8.0,-1.3333333333333333,-6.0
2021,P6010980,55.0,34.1,1.6129032258064515
2021,P6010981,224.0,-94.0,-2.382978723404255
2021,P6010982,377.0,-61.125,-6.1676891615541924
2021,P6010983,518.0,94.6,5.475687103594081
2021,P6010984,210.0,223.33333333333334,0.9402985074626865
2021,P6010985,10.0,372.5,0.026845637583892617
2021,P6010988,211.0,386.9375,0.5453077047326764
2021,P6010990,432.0,37.666666666666664,11.469026548672566
2021,P6010992,4.0,36.5,0.1095890410958904
2021,P6010993,22.0,22.428571428571427,0.980891719745223
2021,P6010996,9.0,-4.75,-1.894736842105263
2021,P6010997,2.0,-1.0,-2.0
2021,P6010998,3.0,9.625,0.3116883116883117
2021,P6010999,33.0,3.5,9.428571428571429
2021,P6011000,5.0,13.375,0.37383177570093457
2021,P6011001,32.0,-4.3,-7.441860465116279
2021,P6011002,32.0,-0.9166666666666666,-34.909090909090914
2021,P6011004,12.0,-0.5,-24.0
2021,P6011005,40.0,15.166666666666666,2.6373626373626373
2021,P6011006,7.0,6.875,1.018181818181818
2021,P6011007,1.0,4.25,0.23529411764705882
2021,P6011008,0.0,10.0,0.0
2021,P6011009,27.0,3.75,7.2
2021,P6011010,38.0,5.666666666666667,6.705882352941176
2021,P6011011,1.0,0.6666666666666666,1.5
2021,P6011015,39.0,8.944444444444445,4.3602484472049685
2021,P6011019,44.0,4.7,9.361702127659575
2021,P6011020,5.0,1.6666666666666667,3.0
2021,P6011023,13.0,-5.166666666666667,-2.5161290322580645
2021,P6011026,10.0,-2.0833333333333335,-4.8
2021,P6011029,16.0,-1.875,-8.533333333333333
2021,P6011033,32.0,12.333333333333334,2.5945945945945943
2021,P6011034,0.0,3.5,0.0
2021,P6011037,14.0,-9.0,-1.5555555555555556
2021,P6011041,0.0,1.0,0.0
2021,P6011042,0.0,1.0,0.0
2021,P6011045,12.0,-3.1666666666666665,-3.7894736842105265
2021,P6011049,19.0,18.05,1.0526315789473684
2021,P6011053,18.0,-1.8,-10.0
2021,P6011054,0.0,1.0,0.0
2021,P6011057,9.0,-3.75,-2.4
2021,P6011061,0.0,3.3333333333333335,0.0
2021,P6011065,3.0,0.75,4.0
2021,P6011126,0.0,2.0,0.0
2021,P6011144,12.0,2.25,5.333333333333333
2021,P6011156,1.0,-0.5,-2.0
2021,P6011180,0.0,1.0,0.0
2021,P6011196,0.0,1.0,0.0
2021,P6011197,0.0,1.25,0.0
2021,P6011198,8.0,3.3333333333333335,2.4
2021,P6011199,8.0,3.3333333333333335,2.4
2021,P6011204,0.0,2.25,0.0
2021,P6011205,0.0,2.25,0.0
2021,P6011206,0.0,8.0,0.0
2021,P6011208,20.0,2.5,8.0
2021,P6011209,2.0,-1.0,-2.0
2021,P6011210,0.0,4.0,0.0
2021,P6011212,4.0,-2.0,-2.0
2021,P6011214,16.0,17.6,0.9090909090909091
2021,P6011236,0.0,8.5,0.0
2021,P6011301,13.0,-4.166666666666667,-3.1199999999999997
2021,P6011305,1.0,-0.5,-2.0
2021,P6011328,0.0,15.0,0.0
2021,P6011331,100.0,-12.5,-8.0
2021,P6011339,138.0,-37.0,-3.72972972972973
2021,P6011341,6.0,-2.1666666666666665,-2.7692307692307696
2021,P6011342,10.0,7.0,1.4285714285714286
2021,P6011343,0.0,4.0,0.0
2021,P6011344,0.0,4.0,0.0
2021,P6011345,6.0,18.666666666666668,0.3214285714285714
2021,P6011346,6.0,13.5,0.4444444444444444
2021,P6011347,37.0,-2.5,-14.8
2021,P6011348,60.0,-2.0,-30.0
2021,P6011349,6.0,5.5,1.0909090909090908
2021,P6011350,6.0,5.5,1.0909090909090908
2021,P6011353,2.0,3.5,0.5714285714285714
2021,P6011361,4.0,0.0,inf
2021,P6011364,0.0,25.0,0.0
2021,P6011412,2.0,4.5,0.4444444444444444
2021,P6011418,6.0,-3.75,-1.6
2021,P6011432,0.0,2.0,0.0
2021,P6011438,2.0,-1.0,-2.0
2021,P6011452,12.0,10.1,1.188118811881188
2021,P6011453,4.0,-1.5,-2.6666666666666665
2021,P6011458,0.0,6.166666666666667,0.0
2021,P6011472,0.0,33.6,0.0
2021,P6011474,0.0,4.0,0.0
2021,P6011478,1.0,2.625,0.38095238095238093
2021,P6011484,4.0,4.5,0.8888888888888888
2021,P6011510,12.0,-5.25,-2.2857142857142856
2021,P6011540,3.0,1.2857142857142858,2.333333333333333
2021,P6011544,4.0,-1.6,-2.5
2021,P6011548,24.0,5.285714285714286,4.54054054054054
2021,P6011552,10.0,12.142857142857142,0.823529411764706
2021,P6011553,1.0,0.5,2.0
2021,P6011555,6.0,-3.0,-2.0
2021,P6011568,64.0,-6.5,-9.846153846153847
2021,P6011589,4.0,6.5,0.6153846153846154
2021,P6011912,0.0,4.0,0.0
2021,P6011923,2.0,-1.0,-2.0
2021,P6012456,0.0,1.0,0.0
2021,P6012464,0.0,4.0,0.0
2021,P6012473,0.0,2.0,0.0
2021,P6012500,0.0,1.0,0.0
2021,P6012501,0.0,0.5,0.0
2021,P6012510,45.0,19.85,2.2670025188916876
2021,P6012519,0.0,12.5,0.0
2021,P6012546,32.0,56.75,0.5638766519823789
2021,P6012547,5.0,13.5,0.37037037037037035
2021,P6012548,0.0,0.5,0.0
2021,P6012556,11.0,-2.25,-4.888888888888889
2021,P6012565,18.0,2.6666666666666665,6.75
2021,P6012566,0.0,0.5,0.0
2021,P6012592,15.0,0.6666666666666666,22.5
2021,P6012593,10.0,33.75,0.2962962962962963
2021,P6012602,29.0,-1.0,-29.0
2021,P6012611,6.0,4.5,1.3333333333333333
2021,P6012638,6.0,6.666666666666667,0.8999999999999999
2021,P6012639,28.0,19.6,1.4285714285714284
2021,P6012642,79.0,-6.277777777777778,-12.584070796460177
2021,P6012643,41.0,7.0,5.857142857142857
2021,P6012648,0.0,8.833333333333334,0.0
2021,P6012650,8.0,-1.9,-4.2105263157894735
2021,P6012659,0.0,2.0,0.0
2021,P6012686,0.0,2.0,0.0
2021,P6012687,0.0,2.0,0.0
2021,P6012688,8.0,9.5,0.8421052631578947
2021,P6012689,8.0,22.0,0.36363636363636365
2021,P6012694,0.0,2.0,0.0
2021,P6012703,14.0,-0.6,-23.333333333333336
2021,P6012732,8.0,-1.8125,-4.413793103448276
2021,P6012736,22.0,0.9,24.444444444444443
2021,P6012740,31.0,-1.3125,-23.61904761904762
2021,P6012744,15.0,2.5714285714285716,5.833333333333333
2021,P6012745,1.0,-0.5,-2.0
2021,P6012747,5.0,4.333333333333333,1.153846153846154
2021,P6012749,12.0,6.1,1.9672131147540985
2021,P6012878,2.0,16.0,0.125
2021,P6012988,5.0,-1.875,-2.6666666666666665
2021,P6012997,2.0,2.3333333333333335,0.8571428571428571
2021,P6013006,9.0,-4.25,-2.1176470588235294
2021,P6013015,2.0,11.25,0.17777777777777778
2021,P6013024,11.0,-3.7,-2.972972972972973
2021,P6013033,7.0,-3.125,-2.24
2021,P6013034,0.0,2.0,0.0
2021,P6013042,18.0,14.666666666666666,1.2272727272727273
2021,P6013051,28.0,14.2,1.971830985915493
2021,P6013078,14.0,10.5,1.3333333333333333
2021,P6013087,8.0,9.4,0.851063829787234
2021,P6013096,11.0,1.875,5.866666666666666
2021,P6013105,0.0,2.0,0.0
2021,P6013123,0.0,2.1666666666666665,0.0
2021,P6013132,8.0,2.0,4.0
2021,P6013133,9.0,1.9,4.736842105263158
2021,P6013134,8.0,5.75,1.391304347826087
2021,P6013135,10.0,6.666666666666667,1.5
2021,P6013136,5.0,39.666666666666664,0.12605042016806722
2021,P6013137,13.0,29.166666666666668,0.4457142857142857
2021,P6013138,60.0,-13.5,-4.444444444444445
2021,P6013139,82.0,0.3333333333333333,246.0
2021,P6013142,19.0,4.6875,4.053333333333334
2021,P6013143,32.0,8.0,4.0
2021,P6013145,13.0,11.4,1.1403508771929824
2021,P6013147,2.0,0.5,4.0
2021,P6013148,28.0,8.666666666666666,3.230769230769231
2021,P6013149,0.0,12.0,0.0
2021,P6013152,4.0,-2.0,-2.0
2021,P6013344,1.0,1.0,1.0
2021,P6013345,3.0,2.75,1.0909090909090908
2021,P6013348,0.0,0.5,0.0
2021,P6013350,24.0,0.6666666666666666,36.0
2021,P6013351,41.0,-5.75,-7.130434782608695
2021,P6013370,3.0,-0.25,-12.0
2021,P6013379,0.0,2.0,0.0
2021,P6013388,1.0,4.25,0.23529411764705882
2021,P6013406,0.0,1.0,0.0
2021,P6013424,22.0,7.666666666666667,2.869565217391304
2021,P6013444,11.0,4.9375,2.2278481012658227
2021,P6013448,11.0,-0.875,-12.571428571428571
2021,P6013452,17.0,-1.1666666666666667,-14.571428571428571
2021,P6013456,30.0,2.5,12.0
2021,P6013462,3.0,4.1,0.7317073170731708
2021,P6013463,0.0,1.0,0.0
2021,P6013466,20.0,-4.571428571428571,-4.375
2021,P6013469,5.0,7.666666666666667,0.6521739130434783
2021,P6013476,5.0,5.125,0.975609756097561
2021,P6013480,1.0,0.25,4.0
2021,P6013488,13.0,-2.25,-5.777777777777778
2021,P6013499,0.0,1.5,0.0
2021,P6013506,46.0,-7.833333333333333,-5.872340425531915
2021,P6013507,17.0,12.083333333333334,1.4068965517241379
2021,P6013509,1.0,-0.5,-2.0
2021,P6013511,5.0,-1.375,-3.6363636363636362
2021,P6013513,10.0,-5.0,-2.0
2021,P6013658,60.0,78.0,0.7692307692307693
2021,P6014692,2.0,-1.0,-2.0
2021,P6014695,0.0,25.0,0.0
2021,P6014717,740.0,31.318181818181817,23.62844702467344
2021,P6014851,37.0,-2.0,-18.5
2021,P6014857,18.0,4.25,4.235294117647059
2021,P6014863,13.0,2.1666666666666665,6.0
2021,P6014869,2.0,3.25,0.6153846153846154
2021,P6014899,66.0,-13.0,-5.076923076923077
2021,P6014902,92.0,-7.5625,-12.165289256198347
2021,P6014903,16.0,-8.0,-2.0
2021,P6014905,35.0,52.45,0.667302192564347
2021,P6014908,36.0,-15.416666666666666,-2.3351351351351353
2021,P6014909,0.0,1.5,0.0
2021,P6014911,0.0,5.5,0.0
2021,P6014912,2.0,5.0,0.4
2021,P6014914,6.0,6.0,1.0
2021,P6014917,0.0,4.25,0.0
2021,P6014920,24.0,-9.5,-2.526315789473684
2021,P6014923,66.0,17.0,3.8823529411764706
2021,P6014924,8.0,-4.0,-2.0
2021,P6014926,12.0,49.3,0.24340770791075053
2021,P6014929,36.0,40.125,0.897196261682243
2021,P6014932,0.0,3.5,0.0
2021,P6014938,100.0,-25.0,-4.0
2021,P6014939,47.0,70.08333333333333,0.6706302021403092
2021,P6014940,100.0,25.0,4.0
2021,P6014941,0.0,25.0,0.0
2021,P6014944,0.0,3.0,0.0
2021,P6014945,24.0,-16.0,-1.5
2021,P6014946,14.0,9.3,1.5053763440860215
2021,P6014947,8.0,-4.0,-2.0
2021,P6014949,8.0,53.25,0.15023474178403756
2021,P6014950,4.0,-2.0,-2.0
2021,P6014952,4.0,41.5,0.0963855421686747
2021,P6014953,8.0,-4.0,-2.0
2021,P6014955,26.0,1.5,17.333333333333332
2021,P6014956,6.0,0.3333333333333333,18.0
2021,P6014958,0.0,3.5,0.0
2021,P6014959,4.0,5.0,0.8
2021,P6014961,2.0,11.5,0.17391304347826086
2021,P6014964,0.0,4.25,0.0
2021,P6014967,38.0,-12.0,-3.1666666666666665
2021,P6014971,124.0,-34.0625,-3.6403669724770644
2021,P6014973,92.0,12.416666666666666,7.409395973154362
2021,P6014977,30.0,-15.0,-2.0
2021,P6014981,0.0,2.5,0.0
2021,P6014985,30.0,-21.5,-1.3953488372093024
2021,P6014989,8.0,1.0,8.0
2021,P6014993,10.0,-5.0,-2.0
2021,P6015007,16.0,1.0625,15.058823529411764
2021,P6015014,4.0,0.0,inf
2021,P6015039,8.0,-2.0,-4.0
2021,P6015043,5.0,-0.8,-6.25
2021,P6015045,15.0,-1.8571428571428572,-8.076923076923077
2021,P6015047,13.0,-3.8,-3.4210526315789473
2021,P6015049,8.0,2.5,3.2
2021,P6015051,2.0,-0.5,-4.0
2021,P6015053,7.0,-2.1666666666666665,-3.230769230769231
2021,P6015055,22.0,-3.1875,-6.901960784313726
2021,P6015057,7.0,0.75,9.333333333333334
2021,P6015059,10.0,1.6428571428571428,6.086956521739131
2021,P6015067,4.0,0.5,8.0
2021,P6015077,8.0,0.0,inf
2021,P6015079,1.0,0.0,inf
2021,P6015081,2.0,0.0,inf
2021,P6015087,0.0,0.5,0.0
2021,P6015114,4.0,-0.16666666666666666,-24.0
2021,P6015135,11.0,0.14285714285714285,77.0
2021,P6015181,4.0,2.0,2.0
2021,P6015187,2.0,-0.5,-4.0
2021,P6015245,8.0,-0.6666666666666666,-12.0
2021,P6015251,52.0,-14.125,-3.6814159292035398
2021,P6015252,62.0,-16.7,-3.712574850299401
2021,P6015253,51.0,-12.666666666666666,-4.026315789473684
2021,P6015254,69.0,-20.166666666666668,-3.421487603305785
2021,P6015255,96.0,-15.5,-6.193548387096774
2021,P6015256,40.0,0.0,inf
2021,P6015257,21.0,26.8125,0.7832167832167832
2021,P6015258,20.0,32.0,0.625
2021,P6015259,39.0,91.57142857142857,0.4258970358814353
2021,P6015260,1.0,35.0,0.02857142857142857
2021,P6015261,17.0,51.4,0.33073929961089493
2021,P6015262,26.0,47.4375,0.5480895915678524
2021,P6015263,28.0,42.785714285714285,0.654424040066778
2021,P6015264,28.0,71.14285714285714,0.39357429718875503
2021,P6015265,30.0,70.14285714285714,0.42769857433808556
2021,P6015266,61.0,23.8125,2.561679790026247
2021,P6015267,58.0,56.22222222222222,1.0316205533596838
2021,P6015268,30.0,44.5,0.6741573033707865
2021,P6015269,0.0,52.0,0.0
2021,P6015270,3.0,3.75,0.8
2021,P6015271,8.0,36.0,0.2222222222222222
2021,P6015272,0.0,33.5,0.0
2021,P6015273,0.0,24.0,0.0
2021,P6015274,0.0,24.0,0.0
2021,P6015275,0.0,4.0,0.0
2021,P6015276,0.0,7.25,0.0
2021,P6015277,0.0,4.0,0.0
2021,P6015278,0.0,5.0,0.0
2021,P6015279,0.0,8.5,0.0
2021,P6015280,3.0,5.25,0.5714285714285714
2021,P6015281,0.0,2.25,0.0
2021,P6015282,0.0,2.25,0.0
2021,P6015283,0.0,2.25,0.0
2021,P6015284,0.0,2.25,0.0
2021,P6015285,0.0,4.25,0.0
2021,P6015286,0.0,2.25,0.0
2021,P6015287,14.0,-6.5,-2.1538461538461537
2021,P6015288,14.0,-6.5,-2.1538461538461537
2021,P6015289,14.0,-6.5,-2.1538461538461537
2021,P6015290,14.0,-6.5,-2.1538461538461537
2021,P6015291,34.0,-10.0,-3.4
2021,P6015292,14.0,-5.833333333333333,-2.4
2021,P6015294,50.0,-15.333333333333334,-3.260869565217391
2021,P6015298,0.0,1.0,0.0
2021,P6015300,56.0,-6.2,-9.032258064516128
2021,P6015302,24.0,-4.166666666666667,-5.76
2021,P6015304,8.0,-4.0,-2.0
2021,P6015306,2.0,5.0,0.4
2021,P6015308,40.0,12.4375,3.2160804020100504
2021,P6015310,0.0,2.75,0.0
2021,P6015312,63.0,-15.785714285714286,-3.9909502262443435
2021,P6015314,0.0,2.0,0.0
2021,P6015316,0.0,1.0,0.0
2021,P6015318,4.0,0.5,8.0
2021,P6015320,0.0,3.75,0.0
2021,P6015322,0.0,0.5,0.0
2021,P6015324,0.0,1.0,0.0
2021,P6015326,28.0,-12.0,-2.3333333333333335
2021,P6015345,69.0,-14.75,-4.677966101694915
2021,P6015347,88.0,-21.0,-4.190476190476191
2021,P6015349,50.0,2.6,19.23076923076923
2021,P6015351,78.0,-20.125,-3.875776397515528
2021,P6015353,0.0,1.5,0.0
2021,P6015355,6.0,20.666666666666668,0.29032258064516125
2021,P6015357,0.0,4.25,0.0
2021,P6015358,28.0,-10.666666666666666,-2.625
2021,P6015368,2.0,-1.0,-2.0
2021,P6015375,224.0,304.14285714285717,0.7364960075152653
2021,P6015383,112.0,65.14285714285714,1.719298245614035
2021,P6015385,114.0,89.2,1.2780269058295963
2021,P6015387,108.0,97.0,1.1134020618556701
2021,P6015388,100.0,-25.0,-4.0
2021,P6015389,200.0,33.333333333333336,6.0
2021,P6015390,0.0,25.0,0.0
2021,P6015391,9.0,35.25,0.2553191489361702
2021,P6015394,150.0,4.0,37.5
2021,P6015395,0.0,25.0,0.0
2021,P6015396,0.0,25.0,0.0
2021,P6015404,494.0,75.0,6.586666666666667
2021,P6015405,400.0,-87.5,-4.571428571428571
2021,P6015414,64.0,-15.25,-4.19672131147541
2021,P6015415,42.0,-5.0,-8.4
2021,P6015416,6.0,44.0,0.13636363636363635
2021,P6015418,304.0,-9.5,-32.0
2021,P6015419,400.0,-200.0,-2.0
2021,P6015420,62.0,69.125,0.8969258589511754
2021,P6015423,4.0,-2.0,-2.0
2021,P6015427,0.0,5.0,0.0
2021,P6015548,174.0,-50.0,-3.48
2021,P6015549,52.0,-10.45,-4.976076555023924
2021,P6015550,56.0,-9.45,-5.9259259259259265
2021,P6015551,50.0,-7.1875,-6.956521739130435
2021,P6015552,57.0,-10.083333333333334,-5.652892561983471
2021,P6015553,106.0,-11.222222222222221,-9.445544554455447
2021,P6015554,57.0,-10.083333333333334,-5.652892561983471
2021,P6015607,9.0,90.16666666666667,0.09981515711645102
2021,P6015630,0.0,1.0,0.0
2021,P6015650,9.0,4.083333333333333,2.2040816326530615
2021,P6015654,0.0,2.5,0.0
2021,P6015658,0.0,1.0,0.0
2021,P6015667,6.0,-0.75,-8.0
2021,P6015674,6.0,-0.75,-8.0
2021,P6015675,6.0,-0.75,-8.0
2021,P6015692,0.0,1.0,0.0
2021,P6015702,9.0,-3.3333333333333335,-2.6999999999999997
2021,P6015703,9.0,-3.3333333333333335,-2.6999999999999997
2021,P6015714,1.0,-0.5,-2.0
2021,P6015723,0.0,5.5,0.0
2021,P6015729,0.0,1.5,0.0
2021,P6015747,27.0,74.75,0.3612040133779264
2021,P6015749,100.0,-39.25,-2.5477707006369426
2021,P6015752,6.0,-1.8333333333333333,-3.272727272727273
2021,P6015753,6.0,-1.8333333333333333,-3.272727272727273
2021,P6015764,6.0,-1.8333333333333333,-3.272727272727273
2021,P6015767,6.0,36.0,0.16666666666666666
2021,P6015770,64.0,15.0,4.266666666666667
2021,P6015787,0.0,15.0,0.0
2021,P6015791,0.0,1.0,0.0
2021,P6015792,0.0,1.0,0.0
2021,P6015833,2.0,-1.0,-2.0
2021,P6015835,44.0,-31.0,-1.4193548387096775
2021,P6015837,24.0,-16.0,-1.5
2021,P6015839,12.0,-8.0,-1.5
2021,P6015842,24.0,-16.0,-1.5
2021,P6015845,0.0,1.0,0.0
2021,P6015846,0.0,1.0,0.0
2021,P6015861,10.0,-6.5,-1.5384615384615385
2021,P6015862,0.0,4.0,0.0
2021,P6015863,28.0,-11.5,-2.4347826086956523
2021,P6015864,0.0,25.0,0.0
2021,P6015865,28.0,-19.333333333333332,-1.4482758620689655
2021,P6015868,112.0,-57.666666666666664,-1.9421965317919077
2021,P6015870,96.0,-44.333333333333336,-2.1654135338345863
2021,P6015875,0.0,0.5,0.0
2021,P6015883,27.0,-8.5,-3.176470588235294
2021,P6015891,6.0,-2.5,-2.4
2021,P6015899,0.0,5.0,0.0
2021,P6015907,2.0,1.3333333333333333,1.5
2021,P6015915,0.0,2.5,0.0
2021,P6015923,1.0,2.8333333333333335,0.3529411764705882
2021,P6015939,18.0,-6.5,-2.769230769230769
2021,P6015949,48.0,-9.9,-4.848484848484849
2021,P6015952,12.0,-7.0,-1.7142857142857142
2021,P6015955,2.0,26.9,0.07434944237918216
2021,P6015958,4.0,-0.25,-16.0
2021,P6015961,4.0,12.5,0.32
2021,P6015964,4.0,9.833333333333334,0.4067796610169491
2021,P6015970,28.0,-9.0,-3.111111111111111
2021,P6015982,8.0,-0.5,-16.0
2021,P6016000,0.0,0.5,0.0
2021,P6016018,0.0,0.5,0.0
2021,P6016045,1.0,0.5,2.0
2021,P6016072,2.0,-1.0,-2.0
2021,P6016081,2.0,1.0,2.0
2021,P6016191,4.0,-0.5,-8.0
2021,P6016198,0.0,6.0,0.0
2021,P6016201,32.0,0.5714285714285714,56.0
2021,P6016204,0.0,24.0,0.0
2021,P6016210,0.0,12.0,0.0
2021,P6016213,2.0,-1.0,-2.0
2021,P6016216,0.0,4.25,0.0
2021,P6016226,0.0,1.0,0.0
2021,P6016234,8.0,3.5,2.2857142857142856
2021,P6016250,4.0,-2.25,-1.7777777777777777
2021,P6016274,1.0,-0.5,-2.0
2021,P6016276,0.0,1.0,0.0
2021,P6016282,0.0,2.25,0.0
2021,P6016303,98.0,-25.5,-3.843137254901961
2021,P6016774,0.0,4.0,0.0
2021,P6017948,10.0,69.33333333333333,0.14423076923076925
2021,P6017951,36.0,28.5,1.263157894736842
2021,P6018911,3.0,1.0,3.0
2021,P6018924,4.0,0.0,inf
2021,P6018934,5.0,2.0,2.5
2021,P6019505,34.0,11.0,3.090909090909091
2021,P6019596,683.0,327.07142857142856,2.088228870932518
2021,P6019597,12.0,166.0,0.07228915662650602
2021,P6019807,0.0,4.0,0.0
2021,P61129,1846.0,-181.16666666666666,-10.18951241950322
2021,P61449,2835.0,-365.25,-7.761806981519507
2021,P62881,0.0,30.0,0.0
2021,P62889,0.0,97.5,0.0
2021,P64150,17700.0,1392.857142857143,12.707692307692307
2021,P64990FAB,155.0,24.833333333333332,6.241610738255034
2021,P7000109,16.0,31.166666666666668,0.5133689839572192
2021,P70846,0.0,0.5,0.0
2021,P70851,0.0,11.75,0.0
2021,P70873,5880.0,588.0,10.0
2021,P70875,2520.0,2520.0,1.0
2021,P70877,14240.0,1272.0,11.19496855345912
2021,P70886,0.0,6.5,0.0
2021,P70896,0.0,1.5,0.0
2021,P70905,734.0,-67.11111111111111,-10.937086092715232
2021,P70906,21.0,-0.25,-84.0
2021,P70907,0.0,4.0,0.0
2021,P70919,0.0,7.5,0.0
2021,P70920,0.0,25.25,0.0
2021,P70928,117.0,3.7857142857142856,30.90566037735849
2021,P70939,56.0,-7.9375,-7.05511811023622
2021,P70960,6300.0,2142.0,2.9411764705882355
2021,P70962,17220.0,2100.0,8.2
2021,P70963,420.0,210.0,2.0
2021,P70965,3360.0,3200.0,1.05
2021,P70966,420.0,210.0,2.0
2021,P70983,0.0,1.5,0.0
2021,P70990,1.0,-0.5,-2.0
2021,P70995,0.0,44.0,0.0
