,year_month,item_number,Quantity_received,Quantity_shipped,monthly_net,cumulative_inventory,average_inventory,turnover_ratio,stock_status,turnover_change
0,2021-04,08-104-599-504,33.0,4.0,29.0,29.0,14.5,0.27586206896551724,Overstocking,
1,2021-11,08-104-599-504,0.0,2.0,-2.0,27.0,28.0,0.07142857142857142,Overstocking,-0.2044334975369458
2,2021-12,08-104-599-504,0.0,2.0,-2.0,25.0,26.0,0.07692307692307693,Overstocking,0.005494505494505503
3,2022-01,08-104-599-504,0.0,17.0,-17.0,8.0,16.5,1.0303030303030303,Understocking,0.9533799533799534
4,2022-03,08-104-599-504,0.0,5.0,-5.0,3.0,5.5,0.9090909090909091,Normal,-0.12121212121212122
5,2022-04,08-104-599-504,0.0,2.0,-2.0,1.0,2.0,1.0,Normal,0.09090909090909094
6,2023-05,08-104-599-504,5.0,0.0,5.0,6.0,3.5,0.0,,-1.0
7,2023-07,08-104-599-504,0.0,5.0,-5.0,1.0,3.5,1.4285714285714286,Understocking,1.4285714285714286
8,2021-01,08-105-085-057,2.0,2.0,0.0,0.0,0.0,inf,Understocking,
9,2021-05,08-105-085-057,5.0,0.0,5.0,5.0,2.5,0.0,,-inf
10,2021-06,08-105-085-057,0.0,10.0,-10.0,-5.0,0.0,inf,Understocking,inf
11,2022-03,08-105-085-057,22.0,0.0,22.0,17.0,6.0,0.0,,-inf
12,2022-04,08-105-085-057,0.0,10.0,-10.0,7.0,12.0,0.8333333333333334,Normal,0.8333333333333334
13,2022-07,08-105-085-057,0.0,12.0,-12.0,-5.0,1.0,12.0,Understocking,11.166666666666666
14,2021-04,08-105-173-065,6.0,5.0,1.0,1.0,0.5,10.0,Understocking,
15,2021-05,08-105-173-065,0.0,1.0,-1.0,0.0,0.5,2.0,Understocking,-8.0
16,2022-05,08-105-173-065,0.0,4.0,-4.0,-4.0,-2.0,-2.0,,-4.0
17,2022-08,08-105-173-065,31.0,0.0,31.0,27.0,11.5,0.0,,2.0
18,2022-12,08-105-173-065,0.0,3.0,-3.0,24.0,25.5,0.11764705882352941,Overstocking,0.11764705882352941
19,2023-01,08-105-173-065,0.0,11.0,-11.0,13.0,18.5,0.5945945945945946,Normal,0.4769475357710652
20,2023-02,08-105-173-065,0.0,3.0,-3.0,10.0,11.5,0.2608695652173913,Overstocking,-0.33372502937720333
21,2023-03,08-105-173-065,0.0,9.0,-9.0,1.0,5.5,1.6363636363636365,Understocking,1.3754940711462451
22,2023-04,08-105-173-065,23.0,0.0,23.0,24.0,12.5,0.0,,-1.6363636363636365
23,2023-05,08-105-173-065,0.0,7.0,-7.0,17.0,20.5,0.34146341463414637,Overstocking,0.34146341463414637
24,2023-06,08-105-173-065,0.0,21.0,-21.0,-4.0,6.5,3.230769230769231,Understocking,2.8893058161350846
25,2021-04,08-105-687-059,28.0,0.0,28.0,28.0,14.0,0.0,,
26,2021-07,08-105-687-059,24.0,24.0,0.0,28.0,28.0,0.8571428571428571,Normal,0.8571428571428571
27,2021-08,08-105-687-059,27.0,20.0,7.0,35.0,31.5,0.6349206349206349,Normal,-0.2222222222222222
28,2021-09,08-105-687-059,0.0,10.0,-10.0,25.0,30.0,0.3333333333333333,Overstocking,-0.30158730158730157
29,2021-10,08-105-687-059,0.0,19.0,-19.0,6.0,15.5,1.2258064516129032,Understocking,0.89247311827957
30,2022-02,08-105-687-059,0.0,5.0,-5.0,1.0,3.5,1.4285714285714286,Understocking,0.20276497695852536
31,2022-03,08-105-687-059,25.0,60.0,-35.0,-34.0,-16.5,-3.6363636363636362,,-5.064935064935065
32,2022-08,08-105-687-059,0.0,25.0,-25.0,-59.0,-46.5,-0.5376344086021505,,3.0987292277614857
33,2023-05,08-105-687-059,8.0,0.0,8.0,-51.0,-55.0,-0.0,,0.5376344086021505
34,2023-06,08-105-687-059,0.0,8.0,-8.0,-59.0,-55.0,-0.14545454545454545,,-0.14545454545454545
35,2021-07,08-107-796-060,2.0,0.0,2.0,2.0,1.0,0.0,,
36,2021-01,08-111-626-501,3.0,0.0,3.0,3.0,1.5,0.0,,
37,2021-02,08-111-626-501,1.0,2.0,-1.0,2.0,2.5,0.8,Normal,0.8
38,2021-03,08-111-626-501,4.0,0.0,4.0,6.0,4.0,0.0,,-0.8
39,2021-04,08-111-626-501,2.0,0.0,2.0,8.0,7.0,0.0,,0.0
40,2021-05,08-111-626-501,0.0,1.0,-1.0,7.0,7.5,0.13333333333333333,Overstocking,0.13333333333333333
41,2021-06,08-111-626-501,2.0,0.0,2.0,9.0,8.0,0.0,,-0.13333333333333333
42,2021-08,08-111-626-501,0.0,4.0,-4.0,5.0,7.0,0.5714285714285714,Normal,0.5714285714285714
43,2021-09,08-111-626-501,2.0,6.0,-4.0,1.0,3.0,2.0,Understocking,1.4285714285714286
44,2021-10,08-111-626-501,0.0,4.0,-4.0,-3.0,-1.0,-4.0,,-6.0
45,2021-11,08-111-626-501,3.0,0.0,3.0,0.0,-1.5,-0.0,,4.0
46,2021-12,08-111-626-501,0.0,1.0,-1.0,-1.0,-0.5,-2.0,,-2.0
47,2022-01,08-111-626-501,2.0,1.0,1.0,0.0,-0.5,-2.0,,0.0
48,2022-02,08-111-626-501,1.0,0.0,1.0,1.0,0.5,0.0,,2.0
49,2022-04,08-111-626-501,0.0,1.0,-1.0,0.0,0.5,2.0,Understocking,2.0
50,2022-05,08-111-626-501,0.0,1.0,-1.0,-1.0,-0.5,-2.0,,-4.0
51,2022-06,08-111-626-501,0.0,1.0,-1.0,-2.0,-1.5,-0.6666666666666666,,1.3333333333333335
52,2022-10,08-111-626-501,3.0,0.0,3.0,1.0,-0.5,-0.0,,0.6666666666666666
53,2022-11,08-111-626-501,2.0,0.0,2.0,3.0,2.0,0.0,,0.0
54,2023-03,08-111-626-501,2.0,0.0,2.0,5.0,4.0,0.0,,0.0
55,2021-03,08-111-627-501,0.0,3.0,-3.0,-3.0,-1.5,-2.0,,
56,2021-05,08-111-627-501,0.0,1.0,-1.0,-4.0,-3.5,-0.2857142857142857,,1.7142857142857144
57,2021-09,08-111-627-501,1.0,0.0,1.0,-3.0,-3.5,-0.0,,0.2857142857142857
58,2022-01,08-111-627-501,2.0,0.0,2.0,-1.0,-2.0,-0.0,,0.0
59,2022-10,08-111-627-501,2.0,0.0,2.0,1.0,0.0,,,
60,2022-11,08-111-627-501,1.0,0.0,1.0,2.0,1.5,0.0,,
61,2021-08,08-111-628-501,0.0,4.0,-4.0,-4.0,-2.0,-2.0,,
62,2021-04,08-111-671-001,16.0,0.0,16.0,16.0,8.0,0.0,,
63,2021-11,08-111-671-001,0.0,4.0,-4.0,12.0,14.0,0.2857142857142857,Overstocking,0.2857142857142857
64,2022-12,08-111-671-001,0.0,4.0,-4.0,8.0,10.0,0.4,Overstocking,0.11428571428571432
65,2021-03,08-112-783-501,2.0,0.0,2.0,2.0,1.0,0.0,,
66,2021-04,08-112-783-501,2.0,1.0,1.0,3.0,2.5,0.4,Overstocking,0.4
67,2021-06,08-112-783-501,0.0,6.0,-6.0,-3.0,0.0,inf,Understocking,inf
68,2021-07,08-112-783-501,0.0,1.0,-1.0,-4.0,-3.5,-0.2857142857142857,,-inf
69,2021-08,08-112-783-501,0.0,2.0,-2.0,-6.0,-5.0,-0.4,,-0.11428571428571432
70,2021-12,08-112-783-501,0.0,1.0,-1.0,-7.0,-6.5,-0.15384615384615385,,0.24615384615384617
71,2023-08,08-112-783-501,2.0,0.0,2.0,-5.0,-6.0,-0.0,,0.15384615384615385
72,2023-05,08-217-566-005,19.0,0.0,19.0,19.0,9.5,0.0,,
73,2023-07,08-217-566-005,0.0,19.0,-19.0,0.0,9.5,2.0,Understocking,2.0
74,2022-03,08-217-815-002,0.0,2.0,-2.0,-2.0,-1.0,-2.0,,
75,2023-01,08-217-815-002,0.0,1.0,-1.0,-3.0,-2.5,-0.4,,1.6
76,2023-05,08-403-766-020,2.0,0.0,2.0,2.0,1.0,0.0,,
77,2021-02,103251,1008.0,0.0,1008.0,1008.0,504.0,0.0,,
78,2021-03,103251,3744.0,0.0,3744.0,4752.0,2880.0,0.0,,0.0
79,2021-04,103251,3168.0,0.0,3168.0,7920.0,6336.0,0.0,,0.0
80,2021-05,103251,144.0,0.0,144.0,8064.0,7992.0,0.0,,0.0
81,2021-06,103251,0.0,288.0,-288.0,7776.0,7920.0,0.03636363636363636,Overstocking,0.03636363636363636
82,2021-02,103252LF,720.0,0.0,720.0,720.0,360.0,0.0,,
83,2021-03,103252LF,3600.0,144.0,3456.0,4176.0,2448.0,0.058823529411764705,Overstocking,0.058823529411764705
84,2021-05,103252LF,1440.0,0.0,1440.0,5616.0,4896.0,0.0,,-0.058823529411764705
85,2021-06,103252LF,1679.0,3646.0,-1967.0,3649.0,4632.5,0.7870480302212628,Normal,0.7870480302212628
86,2022-02,103252LF,144.0,144.0,0.0,3649.0,3649.0,0.039462866538777744,Overstocking,-0.7475851636824851
87,2021-02,103255LF,144.0,0.0,144.0,144.0,72.0,0.0,,
88,2021-03,103255LF,144.0,144.0,0.0,144.0,144.0,1.0,Normal,1.0
89,2021-04,103255LF,432.0,0.0,432.0,576.0,360.0,0.0,,-1.0
90,2021-06,103255LF,288.0,0.0,288.0,864.0,720.0,0.0,,0.0
91,2021-11,103255LF,0.0,288.0,-288.0,576.0,720.0,0.4,Overstocking,0.4
92,2022-07,103255LF,0.0,11.0,-11.0,565.0,570.5,0.019281332164767746,Overstocking,-0.3807186678352323
93,2022-08,103255LF,0.0,133.0,-133.0,432.0,498.5,0.2668004012036108,Overstocking,0.24751906903884308
94,2021-02,103257LF,288.0,0.0,288.0,288.0,144.0,0.0,,
95,2021-03,103257LF,432.0,0.0,432.0,720.0,504.0,0.0,,0.0
96,2021-04,103257LF,288.0,0.0,288.0,1008.0,864.0,0.0,,0.0
97,2021-05,103257LF,432.0,0.0,432.0,1440.0,1224.0,0.0,,0.0
98,2021-07,103257LF,144.0,288.0,-144.0,1296.0,1368.0,0.21052631578947367,Overstocking,0.21052631578947367
99,2021-02,103258LF,288.0,0.0,288.0,288.0,144.0,0.0,,
100,2021-03,103258LF,288.0,0.0,288.0,576.0,432.0,0.0,,0.0
101,2021-05,103258LF,288.0,0.0,288.0,864.0,720.0,0.0,,0.0
102,2021-06,103258LF,288.0,576.0,-288.0,576.0,720.0,0.8,Normal,0.8
103,2021-05,103259LF,144.0,0.0,144.0,144.0,72.0,0.0,,
104,2021-06,103259LF,144.0,288.0,-144.0,0.0,72.0,4.0,Understocking,4.0
105,2021-02,103260LF,288.0,0.0,288.0,288.0,144.0,0.0,,
106,2021-03,103260LF,720.0,0.0,720.0,1008.0,648.0,0.0,,0.0
107,2021-04,103260LF,432.0,0.0,432.0,1440.0,1224.0,0.0,,0.0
108,2021-06,103260LF,720.0,864.0,-144.0,1296.0,1368.0,0.631578947368421,Normal,0.631578947368421
109,2021-08,103260LF,144.0,288.0,-144.0,1152.0,1224.0,0.23529411764705882,Overstocking,-0.3962848297213622
110,2022-01,103260LF,36.0,0.0,36.0,1188.0,1170.0,0.0,,-0.23529411764705882
111,2021-04,103261LF,0.0,173.0,-173.0,-173.0,-86.5,-2.0,,
112,2021-06,103261LF,288.0,0.0,288.0,115.0,-29.0,-0.0,,2.0
113,2021-07,103261LF,0.0,103.0,-103.0,12.0,63.5,1.6220472440944882,Understocking,1.6220472440944882
114,2022-06,103261LF,0.0,3.0,-3.0,9.0,10.5,0.2857142857142857,Overstocking,-1.3363329583802024
115,2021-03,103267,42.0,42.0,0.0,0.0,0.0,inf,Understocking,
116,2021-06,103267,144.0,288.0,-144.0,-144.0,-72.0,-4.0,,-inf
117,2021-07,103267,144.0,0.0,144.0,0.0,-72.0,-0.0,,4.0
118,2021-09,103267,0.0,288.0,-288.0,-288.0,-144.0,-2.0,,-2.0
119,2021-08,103306LF,419.0,0.0,419.0,419.0,209.5,0.0,,
120,2021-09,103306LF,0.0,838.0,-838.0,-419.0,0.0,inf,Understocking,inf
121,2021-05,103316LF,288.0,0.0,288.0,288.0,144.0,0.0,,
122,2021-02,103350,432.0,0.0,432.0,432.0,216.0,0.0,,
123,2021-03,103350,144.0,0.0,144.0,576.0,504.0,0.0,,0.0
124,2021-04,103350,288.0,0.0,288.0,864.0,720.0,0.0,,0.0
125,2021-05,103350,144.0,0.0,144.0,1008.0,936.0,0.0,,0.0
126,2021-08,103350,432.0,0.0,432.0,1440.0,1224.0,0.0,,0.0
127,2022-02,103350,432.0,432.0,0.0,1440.0,1440.0,0.3,Overstocking,0.3
128,2021-03,103351LF,288.0,0.0,288.0,288.0,144.0,0.0,,
129,2021-06,103351LF,288.0,576.0,-288.0,0.0,144.0,4.0,Understocking,4.0
130,2021-01,103357LF,288.0,0.0,288.0,288.0,144.0,0.0,,
131,2021-03,103357LF,144.0,0.0,144.0,432.0,360.0,0.0,,0.0
132,2021-05,103357LF,1008.0,0.0,1008.0,1440.0,936.0,0.0,,0.0
133,2021-01,103400,1800.0,0.0,1800.0,1800.0,900.0,0.0,,
134,2021-02,103400,600.0,0.0,600.0,2400.0,2100.0,0.0,,0.0
135,2021-03,103400,20.0,20.0,0.0,2400.0,2400.0,0.008333333333333333,Overstocking,0.008333333333333333
136,2021-04,103400,1000.0,0.0,1000.0,3400.0,2900.0,0.0,,-0.008333333333333333
137,2021-06,103400,3700.0,3600.0,100.0,3500.0,3450.0,1.0434782608695652,Understocking,1.0434782608695652
138,2021-01,103401LF,200.0,0.0,200.0,200.0,100.0,0.0,,
139,2021-03,103401LF,1000.0,0.0,1000.0,1200.0,700.0,0.0,,0.0
140,2021-05,103401LF,1000.0,0.0,1000.0,2200.0,1700.0,0.0,,0.0
141,2021-07,103401LF,200.0,200.0,0.0,2200.0,2200.0,0.09090909090909091,Overstocking,0.09090909090909091
142,2022-07,103401LF,0.0,100.0,-100.0,2100.0,2150.0,0.046511627906976744,Overstocking,-0.04439746300211417
143,2021-03,103402,180.0,0.0,180.0,180.0,90.0,0.0,,
144,2021-04,103402,70.0,0.0,70.0,250.0,215.0,0.0,,0.0
145,2021-06,103402,20.0,40.0,-20.0,230.0,240.0,0.16666666666666666,Overstocking,0.16666666666666666
146,2021-07,103402,50.0,100.0,-50.0,180.0,205.0,0.4878048780487805,Overstocking,0.32113821138211385
147,2021-04,103404,120.0,0.0,120.0,120.0,60.0,0.0,,
148,2021-05,103404,40.0,0.0,40.0,160.0,140.0,0.0,,0.0
149,2021-06,103404,20.0,40.0,-20.0,140.0,150.0,0.26666666666666666,Overstocking,0.26666666666666666
150,2021-08,103404,140.0,280.0,-140.0,0.0,70.0,4.0,Understocking,3.7333333333333334
151,2021-05,103405LF,240.0,0.0,240.0,240.0,120.0,0.0,,
152,2021-06,103405LF,60.0,120.0,-60.0,180.0,210.0,0.5714285714285714,Normal,0.5714285714285714
153,2021-01,103417,864.0,0.0,864.0,864.0,432.0,0.0,,
154,2021-03,103417,3168.0,0.0,3168.0,4032.0,2448.0,0.0,,0.0
155,2021-04,103417,2880.0,0.0,2880.0,6912.0,5472.0,0.0,,0.0
156,2021-06,103417,1440.0,1296.0,144.0,7056.0,6984.0,0.18556701030927836,Overstocking,0.18556701030927836
157,2021-04,103418LF,1152.0,37.0,1115.0,1115.0,557.5,0.06636771300448431,Overstocking,
158,2021-05,103418LF,576.0,0.0,576.0,1691.0,1403.0,0.0,,-0.06636771300448431
159,2021-06,103418LF,144.0,144.0,0.0,1691.0,1691.0,0.08515671200473093,Overstocking,0.08515671200473093
160,2021-07,103418LF,576.0,1152.0,-576.0,1115.0,1403.0,0.8210976478973628,Normal,0.7359409358926319
161,2021-08,103418LF,256.0,512.0,-256.0,859.0,987.0,0.5187436676798379,Normal,-0.3023539802175249
162,2022-07,103418LF,0.0,144.0,-144.0,715.0,787.0,0.18297331639135958,Overstocking,-0.3357703512884783
163,2021-02,104300,8.0,0.0,8.0,8.0,4.0,0.0,,
164,2021-03,104300,36.0,0.0,36.0,44.0,26.0,0.0,,0.0
165,2021-04,104300,0.0,18.0,-18.0,26.0,35.0,0.5142857142857142,Normal,0.5142857142857142
166,2021-05,104300,0.0,54.0,-54.0,-28.0,-1.0,-54.0,,-54.51428571428571
167,2021-06,104300,86.0,36.0,50.0,22.0,-3.0,-12.0,,42.0
168,2021-07,104300,15.0,72.0,-57.0,-35.0,-6.5,-11.076923076923077,,0.9230769230769234
169,2021-08,104300,20.0,90.0,-70.0,-105.0,-70.0,-1.2857142857142858,,9.79120879120879
170,2021-09,104300,27.0,36.0,-9.0,-114.0,-109.5,-0.3287671232876712,,0.9569471624266146
171,2021-10,104300,18.0,38.0,-20.0,-134.0,-124.0,-0.3064516129032258,,0.022315510384445403
172,2021-11,104300,18.0,0.0,18.0,-116.0,-125.0,-0.0,,0.3064516129032258
173,2021-12,104300,18.0,0.0,18.0,-98.0,-107.0,-0.0,,0.0
174,2022-01,104300,30.0,41.0,-11.0,-109.0,-103.5,-0.3961352657004831,,-0.3961352657004831
175,2022-02,104300,72.0,12.0,60.0,-49.0,-79.0,-0.1518987341772152,,0.24423653152326788
176,2022-03,104300,15.0,6.0,9.0,-40.0,-44.5,-0.1348314606741573,,0.017067273503057895
177,2022-04,104300,54.0,54.0,0.0,-40.0,-40.0,-1.35,,-1.215168539325843
178,2022-06,104300,18.0,6.0,12.0,-28.0,-34.0,-0.17647058823529413,,1.173529411764706
179,2022-07,104300,36.0,48.0,-12.0,-40.0,-34.0,-1.411764705882353,,-1.2352941176470589
180,2022-08,104300,36.0,60.0,-24.0,-64.0,-52.0,-1.1538461538461537,,0.2579185520361993
181,2022-10,104300,36.0,0.0,36.0,-28.0,-46.0,-0.0,,1.1538461538461537
182,2023-02,104300,0.0,31.0,-31.0,-59.0,-43.5,-0.7126436781609196,,-0.7126436781609196
183,2023-03,104300,54.0,0.0,54.0,-5.0,-32.0,-0.0,,0.7126436781609196
184,2023-04,104300,0.0,21.0,-21.0,-26.0,-15.5,-1.3548387096774193,,-1.3548387096774193
185,2023-05,104300,18.0,2.0,16.0,-10.0,-18.0,-0.1111111111111111,,1.243727598566308
186,2023-06,104300,0.0,12.0,-12.0,-22.0,-16.0,-0.75,,-0.6388888888888888
187,2023-07,104300,18.0,56.0,-38.0,-60.0,-41.0,-1.3658536585365855,,-0.6158536585365855
188,2023-09,104300,18.0,0.0,18.0,-42.0,-51.0,-0.0,,1.3658536585365855
189,2021-04,104301,0.0,18.0,-18.0,-18.0,-9.0,-2.0,,
190,2021-05,104301,0.0,72.0,-72.0,-90.0,-54.0,-1.3333333333333333,,0.6666666666666667
191,2021-06,104301,241.0,144.0,97.0,7.0,-41.5,-3.4698795180722892,,-2.1365461847389557
192,2021-07,104301,128.0,252.0,-124.0,-117.0,-55.0,-4.581818181818182,,-1.1119386637458928
193,2021-08,104301,104.0,196.0,-92.0,-209.0,-163.0,-1.2024539877300613,,3.3793641940881205
194,2021-09,104301,204.0,304.0,-100.0,-309.0,-259.0,-1.1737451737451738,,0.02870881398488745
195,2021-11,104301,0.0,56.0,-56.0,-365.0,-337.0,-0.1661721068249258,,1.007573066920248
196,2021-12,104301,54.0,0.0,54.0,-311.0,-338.0,-0.0,,0.1661721068249258
197,2022-01,104301,0.0,48.0,-48.0,-359.0,-335.0,-0.14328358208955225,,-0.14328358208955225
198,2022-02,104301,104.0,29.0,75.0,-284.0,-321.5,-0.09020217729393468,,0.05308140479561757
199,2022-03,104301,80.0,147.0,-67.0,-351.0,-317.5,-0.462992125984252,,-0.37278994869031734
200,2022-04,104301,102.0,0.0,102.0,-249.0,-300.0,-0.0,,0.462992125984252
201,2022-05,104301,72.0,0.0,72.0,-177.0,-213.0,-0.0,,0.0
202,2022-06,104301,36.0,55.0,-19.0,-196.0,-186.5,-0.2949061662198391,,-0.2949061662198391
203,2022-07,104301,112.0,162.0,-50.0,-246.0,-221.0,-0.7330316742081447,,-0.43812550798830563
204,2022-08,104301,91.0,0.0,91.0,-155.0,-200.5,-0.0,,0.7330316742081447
205,2022-09,104301,108.0,122.0,-14.0,-169.0,-162.0,-0.7530864197530864,,-0.7530864197530864
206,2022-10,104301,72.0,18.0,54.0,-115.0,-142.0,-0.1267605633802817,,0.6263258563728047
207,2022-11,104301,54.0,44.0,10.0,-105.0,-110.0,-0.4,,-0.27323943661971833
208,2022-12,104301,46.0,103.0,-57.0,-162.0,-133.5,-0.7715355805243446,,-0.37153558052434454
209,2023-01,104301,54.0,36.0,18.0,-144.0,-153.0,-0.23529411764705882,,0.5362414628772858
210,2023-02,104301,0.0,69.0,-69.0,-213.0,-178.5,-0.3865546218487395,,-0.1512605042016807
211,2023-03,104301,126.0,66.0,60.0,-153.0,-183.0,-0.36065573770491804,,0.025898884143821466
212,2023-04,104301,18.0,37.0,-19.0,-172.0,-162.5,-0.2276923076923077,,0.13296343001261035
213,2023-06,104301,36.0,132.0,-96.0,-268.0,-220.0,-0.6,,-0.3723076923076923
214,2023-07,104301,36.0,35.0,1.0,-267.0,-267.5,-0.1308411214953271,,0.46915887850467286
215,2023-09,104301,18.0,0.0,18.0,-249.0,-258.0,-0.0,,0.1308411214953271
216,2021-02,104302,7.0,11.0,-4.0,-4.0,-2.0,-5.5,,
217,2021-06,104302,39.0,0.0,39.0,35.0,15.5,0.0,,5.5
218,2021-07,104302,19.0,0.0,19.0,54.0,44.5,0.0,,0.0
219,2021-09,104302,0.0,20.0,-20.0,34.0,44.0,0.45454545454545453,Overstocking,0.45454545454545453
220,2022-01,104302,15.0,15.0,0.0,34.0,34.0,0.4411764705882353,Overstocking,-0.01336898395721925
221,2022-02,104302,20.0,3.0,17.0,51.0,42.5,0.07058823529411765,Overstocking,-0.37058823529411766
222,2022-03,104302,5.0,4.0,1.0,52.0,51.5,0.07766990291262135,Overstocking,0.007081667618503706
223,2022-04,104302,25.0,5.0,20.0,72.0,62.0,0.08064516129032258,Overstocking,0.002975258377701226
224,2022-06,104302,0.0,7.0,-7.0,65.0,68.5,0.10218978102189781,Overstocking,0.021544619731575232
225,2022-07,104302,0.0,14.0,-14.0,51.0,58.0,0.2413793103448276,Overstocking,0.13918952932292977
226,2022-08,104302,10.0,18.0,-8.0,43.0,47.0,0.3829787234042553,Overstocking,0.14159941305942772
227,2022-09,104302,0.0,3.0,-3.0,40.0,41.5,0.07228915662650602,Overstocking,-0.3106895667777493
228,2022-10,104302,0.0,1.0,-1.0,39.0,39.5,0.02531645569620253,Overstocking,-0.04697270093030349
229,2022-11,104302,10.0,2.0,8.0,47.0,43.0,0.046511627906976744,Overstocking,0.021195172210774212
230,2022-12,104302,15.0,15.0,0.0,47.0,47.0,0.3191489361702128,Overstocking,0.27263730826323607
231,2023-01,104302,5.0,1.0,4.0,51.0,49.0,0.02040816326530612,Overstocking,-0.29874077290490664
232,2023-02,104302,0.0,25.0,-25.0,26.0,38.5,0.6493506493506493,Normal,0.6289424860853432
233,2023-03,104302,40.0,0.0,40.0,66.0,46.0,0.0,,-0.6493506493506493
234,2023-04,104302,0.0,5.0,-5.0,61.0,63.5,0.07874015748031496,Overstocking,0.07874015748031496
235,2023-05,104302,5.0,0.0,5.0,66.0,63.5,0.0,,-0.07874015748031496
236,2023-06,104302,5.0,45.0,-40.0,26.0,46.0,0.9782608695652174,Normal,0.9782608695652174
237,2023-07,104302,10.0,0.0,10.0,36.0,31.0,0.0,,-0.9782608695652174
238,2023-08,104302,10.0,8.0,2.0,38.0,37.0,0.21621621621621623,Overstocking,0.21621621621621623
239,2021-02,104303,3.0,0.0,3.0,3.0,1.5,0.0,,
240,2021-03,104303,0.0,6.0,-6.0,-3.0,0.0,inf,Understocking,inf
241,2021-05,104303,0.0,3.0,-3.0,-6.0,-4.5,-0.6666666666666666,,-inf
242,2021-06,104303,113.0,0.0,113.0,107.0,50.5,0.0,,0.6666666666666666
243,2021-07,104303,0.0,24.0,-24.0,83.0,95.0,0.25263157894736843,Overstocking,0.25263157894736843
244,2021-08,104303,24.0,122.0,-98.0,-15.0,34.0,3.588235294117647,Understocking,3.335603715170279
245,2021-09,104303,36.0,0.0,36.0,21.0,3.0,0.0,,-3.588235294117647
246,2021-11,104303,30.0,12.0,18.0,39.0,30.0,0.4,Overstocking,0.4
247,2022-01,104303,24.0,0.0,24.0,63.0,51.0,0.0,,-0.4
248,2022-02,104303,36.0,31.0,5.0,68.0,65.5,0.4732824427480916,Overstocking,0.4732824427480916
249,2022-03,104303,0.0,70.0,-70.0,-2.0,33.0,2.121212121212121,Understocking,1.6479296784640294
250,2022-04,104303,36.0,0.0,36.0,34.0,16.0,0.0,,-2.121212121212121
251,2022-05,104303,12.0,0.0,12.0,46.0,40.0,0.0,,0.0
252,2022-06,104303,12.0,11.0,1.0,47.0,46.5,0.23655913978494625,Overstocking,0.23655913978494625
253,2022-07,104303,36.0,19.0,17.0,64.0,55.5,0.34234234234234234,Overstocking,0.1057832025573961
254,2022-08,104303,12.0,21.0,-9.0,55.0,59.5,0.35294117647058826,Overstocking,0.010598834128245915
255,2022-09,104303,24.0,27.0,-3.0,52.0,53.5,0.5046728971962616,Normal,0.15173172072567337
256,2022-10,104303,0.0,21.0,-21.0,31.0,41.5,0.5060240963855421,Normal,0.0013511991892805053
257,2022-11,104303,36.0,3.0,33.0,64.0,47.5,0.06315789473684211,Overstocking,-0.44286620164870005
258,2022-12,104303,36.0,32.0,4.0,68.0,66.0,0.48484848484848486,Overstocking,0.4216905901116428
259,2023-01,104303,0.0,2.0,-2.0,66.0,67.0,0.029850746268656716,Overstocking,-0.45499773857982817
260,2023-02,104303,24.0,23.0,1.0,67.0,66.5,0.3458646616541353,Overstocking,0.3160139153854786
261,2023-03,104303,48.0,12.0,36.0,103.0,85.0,0.1411764705882353,Overstocking,-0.20468819106590003
262,2023-04,104303,0.0,21.0,-21.0,82.0,92.5,0.22702702702702704,Overstocking,0.08585055643879175
263,2023-05,104303,12.0,0.0,12.0,94.0,88.0,0.0,,-0.22702702702702704
264,2023-06,104303,12.0,51.0,-39.0,55.0,74.5,0.6845637583892618,Normal,0.6845637583892618
265,2023-07,104303,24.0,52.0,-28.0,27.0,41.0,1.2682926829268293,Understocking,0.5837289245375675
266,2023-08,104303,12.0,0.0,12.0,39.0,33.0,0.0,,-1.2682926829268293
267,2021-02,104304,0.0,2.0,-2.0,-2.0,-1.0,-2.0,,
268,2021-03,104304,0.0,1.0,-1.0,-3.0,-2.5,-0.4,,1.6
269,2021-05,104304,0.0,2.0,-2.0,-5.0,-4.0,-0.5,,-0.09999999999999998
270,2021-07,104304,0.0,4.0,-4.0,-9.0,-7.0,-0.5714285714285714,,-0.0714285714285714
271,2021-09,104304,0.0,28.0,-28.0,-37.0,-23.0,-1.2173913043478262,,-0.6459627329192548
272,2021-10,104304,0.0,17.0,-17.0,-54.0,-45.5,-0.37362637362637363,,0.8437649307214525
273,2021-12,104304,8.0,8.0,0.0,-54.0,-54.0,-0.14814814814814814,,0.2254782254782255
274,2022-02,104304,19.0,5.0,14.0,-40.0,-47.0,-0.10638297872340426,,0.041765169424743884
275,2022-11,104304,0.0,1.0,-1.0,-41.0,-40.5,-0.024691358024691357,,0.0816916206987129
276,2022-12,104304,0.0,1.0,-1.0,-42.0,-41.5,-0.024096385542168676,,0.0005949724825226807
277,2023-04,104304,0.0,12.0,-12.0,-54.0,-48.0,-0.25,,-0.22590361445783133
278,2023-06,104304,14.0,18.0,-4.0,-58.0,-56.0,-0.32142857142857145,,-0.07142857142857145
279,2023-07,104304,3.0,0.0,3.0,-55.0,-56.5,-0.0,,0.32142857142857145
280,2023-08,104304,2.0,0.0,2.0,-53.0,-54.0,-0.0,,0.0
281,2023-09,104304,3.0,1.0,2.0,-51.0,-52.0,-0.019230769230769232,,-0.019230769230769232
282,2021-02,104306,10.0,36.0,-26.0,-26.0,-13.0,-2.769230769230769,,
